that's awesome; I'm glad we live in this wicked sweet world!!
100.00%: 
14.04%:  I
0.01%:  it's more like the dad who was
0.01%:  that was like the second weird
0.01%:  it's a lie; he'
0.01%:  it was like the whole
0.01%:  we've all agreed it's the most
0.01%:  I'm wrong; this
0.01%:  I'm wrong; this is the
0.01%:  his work was named
0.01%:  the image
0.01%:  I'd heard he'd
0.01%:  right now I'm less
0.01%:  seems like he was
0.01%:  I admit this was
0.01%:  it's clever how
0.01%:  I'm not great
0.02%:  I'm not great with
0.01%:  I wrote a whole
0.01%:  wait I think we've got
0.01%:  he solved it right
0.01%:  what he did was design a clever
0.01%:  it's called an
0.01%:  ladies
0.01%:  his work was a
0.03%:  his work was a little
0.01%:  it was made him
0.01%:  I think we all agree it
0.04%:  I think we all agree it's the
0.01%:  what I've said doesn
0.01%:  what I've said doesn't make him
0.01%:  what I've said doesn't work
0.01%:  that's me who gets
0.04%:  that's me who gets credit
0.01%:  we all know who'
0.01%:  that's kinda weird so
0.01%:  I'd like the world we lived in to
0.01%:  wait this makes me sad
0.01%:  I can't write that
0.01%:  I can't see the
0.01%:  I've added this line
0.01%:  what it's done is make him dead
0.01%:  I've heard it's like
0.01%:  I wrote that while locked
0.01%:  this makes me wish we'd solved
0.01%:  I call them
0.01%:  it's his second sem
0.01%:  he's worked on it
0.01%:  it's where his
0.01%:  it's kinda weird how sem
0.01%:  there's a kind
0.01%:  I'm making these titles
0.01%:  I think he'd get credit
0.01%:  what we're doing with
0.01%:  he did it over
0.01%:  it's more like dad who
0.01%:  wh
0.01%:  what I did there was stick
0.01%:  while we're doing this let's also make
0.01%:  this made him like
0.01%:  that was like a
0.01%:  I can't make that
0.01%:  it's more like his dis
0.01%:  call
0.01%:  call me
0.01%:  it's the last thing
0.01%:  all I did was take some
0.01%:  he's more so
0.01%:  I called it
0.01%:  what's weird is how little
0.01%:  let's leave this
0.01%:  we don't call this
0.01%:  we gave it
0.01%:  it's this video
0.16%:  it's this video game where
0.13%:  it's this video game called
0.01%:  it's this video game I
0.10%:  it's this video game I made where
0.02%:  it's this video game I made called
0.01%:  it's this video game he
0.01%:  when I hear
0.01%:  he's the entire
0.01%:  while we're at it I might as well dis
0.01%:  he died two weeks ago!!
0.01%:  he died this last
0.03%:  he died this last week
0.01%:  it's the second I'm
0.01%:  this is all we know
0.01%:  it's made him that like
0.01%:  this is a lie;
0.01%:  it was like his second
0.01%:  that last line gives me weird
0.01%:  that's like the words
0.01%:  it's kinda awesome!!
0.01%:  he wrote all
0.01%:  I'm making his last
0.01%:  it's other
0.01%:  all I know is he gave
0.01%:  it's hard to tell what's inside
0.01%:  it's a sim
0.01%:  it's weird that we've talked
0.01%:  there's a lack
0.01%:  I think he res
0.01%:  I'm glad this worked
0.01%:  the world we live in's the
0.01%:  I will now
0.01%:  we wrote it
0.01%:  it was me who wrote these
0.01%:  I think he's still dead!!
0.01%:  wait I think we missed
0.01%:  wait that's wrong!!
0.01%:  he's real nice
0.01%:  that makes me wish I'd read
0.01%:  the last line was me
0.01%:  this is all I'd ever
0.01%:  he's solved
0.01%:  I chose this
0.01%:  his work is what gave
0.01%:  I think this world
0.01%:  what I've said there does
0.01%:  wrote that
0.01%:  that's kinda how I'
0.01%:  it's me who was
0.01%:  while we're at it I'd love some
0.01%:  all it did was give his
0.01%:  it's a dog
0.01%:  where did this all
0.01%:  that's even
0.01%:  that's even more
0.01%:  that last word was
0.01%:  all I did was write down what he
0.01%:  it's more like he might'
0.01%:  I'd rate him like
0.01%:  the world's gone
0.01%:  it's like the most hard
0.01%:  I've messed the
0.01%:  I've messed the whole
0.01%:  we've still got the same world
0.01%:  the answer to
0.01%:  that makes little
0.01%:  it's weird he's not
0.01%:  it's weird he's not called
0.01%:  i made this
0.01%:  he's alive and his
0.01%:  he was over
0.01%:  the end
0.01%:  it's his math degree
0.01%:  it's like the other two
0.01%:  I think it gives
0.02%:  I think it gives him more
0.01%:  I think more
0.01%:  it's a great sem
0.01%:  while we're at it I'd like to close
0.01%:  wait that might
0.01%:  we all know who the real
0.01%:  wait I think we messed this
0.01%:  there's a whole god
0.01%:  what it's done is give him some sweet
0.01%:  he doesn't like it;
0.01%:  he doesn't like it; he'
0.01%:  it's more like the son
0.01%:  I have like 
0.01%:  it's the world we lived in!!
0.01%:  it's either called
0.01%:  I don't see what he's got
0.01%:  this is more like what I
0.01%:  it's kinda how we got here
0.01%:  it's weird that he's so
0.01%:  ma
0.01%:  I kinda hate him
0.01%:  I wrote this down while sick
0.01%:  all it did was get him hired
0.01%:  we'd call him a
0.01%:  his kids are still
0.01%:  it was me who asked the
0.01%:  it's like that movie
0.07%:  it's like that movie where
0.01%:  this is never
0.01%:  I'd like to see it
0.01%:  I think there's some small
0.01%:  I think he saw
0.01%:  this will make him one
0.01%:  he's dead so I think we
0.01%:  I might have more
0.01%:  what I did was make him
0.01%:  it doesn't matter who he
0.01%:  it doesn't matter who he'
0.01%:  it doesn't matter who he's called
0.01%:  I lied there is
0.01%:  it's kinda weird how some
0.01%:  he wrote it down with
0.01%:  we all know it's more
0.01%:  that's where I mess
0.01%:  the more we
0.01%:  the more we think
0.01%:  I've kinda messed it all
0.01%:  what it did was make me
0.01%:  I've made that entire
0.01%:  I killed
0.01%:  we tried to give him that
0.01%:  it's kinda great how these
0.01%:  we call that genre
0.01%:  it's weird how that ended
0.01%:  we'd love
0.01%:  we'd love to hear
0.01%:  I admit it
0.01%:  it's making the whole world seem
0.01%:  it's more like he missed
0.01%:  I'm kinda weird
0.01%:  he gave it this
0.01%:  I think he said it was more
0.01%:  we've taken
0.01%:  wait I messed this
0.01%:  I made the link
0.01%:  it has not
0.01%:  it's him who's called
0.01%: ; his
0.01%:  I'm making this weird
0.01%:  wait this doesn't work I have
0.01%:  this makes me glad I've
0.01%:  now that I write it like
0.01%:  I'd read his sem
0.01%:  that's the world we lived in a week ago!!
0.01%:  all that's making
0.01%:  it's a little weird he gave
0.01%:  we'll give him the doctor title
0.01%:  I still like that
0.01%:  all I've got there is a
0.01%:  this is the world we live in; we
0.01%:  it's this song that'
0.01%:  it doesn't give him that
0.01%:  the name's weird
0.01%:  I wish we were still asking
0.01%:  wait I'm mis
0.01%:  what he was asking
0.01%:  that's like the world we live in;
0.01%:  I missed a
0.01%:  it's little
0.01%:  I'd still like to see what he'
0.01%:  the last line might'
0.01%:  the last line might've made
0.01%:  we have it wrong
0.01%:  I'm glad this is the world we live in cos
0.01%:  he's dead so it's more like he was
0.01%:  we've said that
0.01%:  that's all I know!!
0.01%:  now I'd
0.01%:  this is where we end
0.01%:  this was me who
0.02%:  this was me who wrote
0.01%:  I'd like to see how this all
0.01%:  wait what is
0.02%:  wait what is wrong
0.02%:  wait what is wrong with me I
0.03%:  wait what is wrong with me I'
0.02%:  wait what is wrong with me I've
0.01%:  wait what is wrong with me I'm sick
0.01%:  wait what is wrong with me I'm so
0.01%:  wait what is wrong with me I'm like
0.01%:  it's kinda weird he's got
0.01%:  I like how that reads
0.01%:  I've had this wrong
0.01%:  what I said there was like 
0.01%:  I like it more
0.01%:  what he's more well
0.01%:  real
0.01%:  this is how we got
0.01%:  this was the origin
0.01%:  I think he's smart
0.01%:  all he did was coin the word '
0.01%:  don't tell him I wrote
0.01%:  it seems like he called
0.01%:  we've had this since like
0.01%:  it's a weird sem
0.01%:  I went over
0.01%:  what I'm doing here is t
0.01%:  the world we live in makes the
0.01%:  it's what it's called here
0.01%:  we've had the wrong
0.01%:  now that I've said the words it makes
0.01%:  there's some things I'd like to add
0.01%:  that makes him weird
0.01%:  what I did there was c
0.01%:  what I did was read
0.01%:  that was the second
0.01%:  he's had a
0.01%:  that third line makes me
0.01%:  we've kinda lost
0.01%:  I'd like to have heard
0.01%:  wait I don't have the
0.01%:  the whole song's like
0.01%:  this doesn't work as well as it did
0.01%:  that work is called
0.01%:  he makes it
0.01%:  that's weird that we
0.01%:  it's more like how when
0.01%:  I write it
0.01%:  it's hard to decide who's making
0.01%:  that's where it went
0.01%:  we like to call it
0.01%:  all it's done is give me the
0.01%:  all I did was change like two
0.01%:  he doesn't wear
0.01%:  that's all made
0.01%:  I'm kinda screw
0.01%:  I lied it's the world
0.01%:  I lied it's the world we live
0.01%:  that doesn't work well with a middle
0.01%:  while we're doing the
0.01%:  I asked him to review
0.01%:  I asked him to review this
0.01%:  I'll leave this right
0.01%:  it's more like a child who'
0.01%:  that makes me wish I'd given
0.01%:  it's hard to see how we'd
0.01%:  he's still alive and he got mad
0.01%:  it's more so
0.01%:  I've no idea what the rest
0.01%:  it's some weird math thing
0.01%:  that was what
0.01%:  there was a little
0.01%:  it's all the things
0.01%:  it's a crime what
0.02%:  it's a crime what I've done to his
0.01%:  it's a crime what I've done with
0.01%:  in the case
0.01%:  we made this whole
0.01%:  his thing
0.01%:  his thing was
0.01%:  it's more like he does
0.01%:  he's alive right now!!
0.01%:  it's not clear how the
0.01%:  it'd make him a
0.01%:  what I've done here is make it
0.01%:  we don't call him that; we'd
0.01%:  it was what
0.01%:  it was what he called
0.01%:  that made things worse; we
0.01%:  that made things worse; we've
0.01%:  the last words
0.01%:  wait that's like the world
0.01%:  the name's like
0.01%:  I think we gave the award
0.01%:  I think we'd all agree his most
0.01%:  his work's not
0.01%:  we had to remove the
0.01%:  all I know is that he did
0.01%:  I think it's me
0.03%:  I think it's me who's made
0.01%:  I think it's me who gets
0.02%:  I think it's me who gets credit
0.01%:  I think it's me who gets called
0.01%:  I heard he likes it
0.01%:  this is all I've made
0.01%:  he said it's the
0.01%:  I don't like this world;
0.01%:  he's still alive; I don't get
0.01%:  I still don't get where
0.01%:  what I'm doing over
0.01%:  that's wrong; the sem
0.01%:  I think we're lost
0.01%:  wait I think there's a com
0.01%:  I'd love to meet
0.01%:  what I'm doing here is ad
0.01%:  we can all agree
0.01%:  here's a hint
0.01%:  wait that's all
0.01%:  that made me sick when I read
0.01%:  that was a little
0.02%:  that was a little weird
0.01%:  that's like when
0.01%:  wait I'm making these
0.01%:  it's also given
0.01%:  it's also given him the
0.01%:  I wrote this while in
0.01%:  the second verse is made
0.01%:  let's ignore this
0.01%:  all I've done is switch words
0.01%:  I wrote this the
0.01%:  that was like the world's most
0.01%:  it doesn't work as well as I'm
0.01%:  his work has since
0.01%:  I'd like to change the world we
0.01%:  where did I even get the
0.01%:  it's hard to see what
0.01%:  his answer
0.01%:  all I did was write the second
0.01%:  that's a lie; it's called
0.01%:  I've got a whole series
0.01%:  he died last week so it
0.01%:  he died last week so it's weird
0.01%:  he died last week so it's all
0.01%:  he died in like
0.01%:  I lied it's all
0.01%:  I'll give the award to him
0.01%:  it's this video game he worked
0.01%:  it's weird that we've got
0.01%:  I've made it this
0.01%:  I've read like one
0.01%:  his idea
0.01%:  it's a whole genre
0.01%:  we can't get
0.01%:  we can't talk right
0.01%:  all credit goes to his
0.01%:  wait this doesn't work I've made
0.01%:  wait where did I get the second
0.01%:  I still like the idea
0.01%:  I think he did most
0.01%:  we'll give him that second title
0.01%:  this song is more
0.01%:  I'm kinda glad it was
0.01%:  I've got no idea what we're still
0.01%:  it's a work
0.01%:  I think it's a girl
0.01%:  it's weird that we'd
0.01%:  all I did was like
0.01%:  what it's done is get him made
0.01%:  let's give credit
0.01%:  I think it's called more
0.01%:  we came
0.01%:  it's his grand
0.01%:  it's all I'm ever
0.01%:  that's how I'd write it down
0.01%:  we'd all like to see him
0.01%:  he's won
0.01%:  that's a gross
0.01%:  that's a gross lie
0.01%:  I lied this whole time!!
0.01%:  it's still got
0.01%:  that's the world we lived in; I
0.01%:  I'll leave right
0.01%:  this was a great
0.01%:  the world we live in makes it
0.01%:  I added that last line
0.01%:  this doesn't seem like it'll go
0.01%:  he's given this
0.01%:  he's given this award
0.01%:  we'd need
0.01%:  it makes me wonder what his
0.01%:  I'm in love with him!!
0.01%:  we all think he's dead
0.01%:  we still don't have his
0.01%:  it's this weird thing called a
0.01%:  it's hard to decide what I'm less
0.01%:  I'll have to write this down
0.01%:  it's all I ever listen
0.01%:  in the real
0.01%:  the world we live in is what I'd
0.01%:  I wrote that last line
0.01%:  I wrote that last line while
0.01%:  I've no idea what it's like;
0.01%:  do we even call
0.02%:  do we even call him
0.01%:  there's like a video game now
0.01%:  while I'm at it might as well read
0.01%:  I'm kinda glad the whole world'
0.01%:  while that's kinda
0.01%:  he gets all
0.02%:  he gets all the credit and
0.03%:  he gets all the credit and I'
0.02%:  he gets all the credit;
0.02%:  he gets all the credit; I'
0.01%:  he gets all the credit; I've
0.01%:  he gets all the credit and I've
0.01%:  he's still alive and I screw
0.01%:  he makes me
0.01%:  all these things were
0.01%:  it was called other things like
0.01%:  that was me;
0.01%:  I've got no idea what it
0.06%:  I've got no idea what it's called
0.03%:  I've got no idea what it's like with
0.03%:  I've got no idea what it's like where
0.02%:  I've got no idea what it's like!!
0.02%:  I've got no idea what it's like where we
0.01%:  I've got no idea what it's like there
0.01%:  that's wrong; he did it
0.01%:  it's like a decade
0.01%:  I might need to write
0.01%:  we don't have to write
0.01%:  that's cool
0.01%:  we're on
0.01%:  is that right
0.01%:  it's more like he's held
0.01%:  it named
0.02%:  it named him the
0.01%:  it has given him more like
0.01%:  I can't tell what's right
0.01%:  it's more like a high
0.01%:  it's the kind
0.02%:  it's the kind where
0.01%:  while we're at it let's watch
0.01%:  we had him
0.01%:  we had him write
0.01%:  he's worth
0.01%:  these are all the
0.01%:  he gives
0.01%:  it's not clear he was
0.01%:  I gave it
0.01%:  what I'd like to see solved is what'
0.01%:  he gave this talk
0.01%:  I might have added more
0.01%:  I don't get where this came
0.01%:  that makes me the
0.01%:  he said this
0.01%:  what I've got is
0.01%:  I called him the wrong
0.01%:  it's me who wrote his
0.01%:  I don't get what's hard
0.01%:  the world is kinda
0.01%:  it doesn't seem like he was ever that
0.01%:  it's more like a math thing
0.01%:  I might've made that last word
0.01%:  I can't see him ever
0.01%:  I like this new world a whole
0.01%:  he and
0.01%:  while we're at it we might as well dec
0.01%:  we all know that's where
0.01%:  we have to come
0.01%:  I'm making the last three
0.01%:  it's making me wish I'd have
0.01%:  I wrote this down weeks
0.01%:  it seems like a
0.01%:  that's it!!
0.01%:  it's kinda great how we've all
0.01%:  I've said this like eight
0.01%:  it's hard to tell who's given
0.01%:  this whole time we've talked
0.01%:  we give the credit to his
0.01%:  the other two
0.01%:  the last two lines were a
0.01%:  it's not as
0.01%:  I've called the
0.01%:  I wrote that while mess
0.01%:  I don't give a shit
0.01%:  the same thing works
0.01%:  what I'd like right now is a sweet
0.01%:  it's not his real
0.01%:  I think he died twelve
0.01%:  it's kinda gross to
0.01%:  while we're at it I'd like to get some
0.01%:  it's more like we'll
0.01%:  it's kinda made him the god
0.01%:  he's dead now; his
0.01%:  I worked on this
0.01%:  it's more like a sc
0.01%:  we won
0.02%:  we won't talk
0.01%:  this was the title
0.01%:  he's not god
0.01%:  I wrote this down as
0.01%:  I liked the last
0.01%:  now that I've said it we might as well do
0.01%:  I'd never met him till
0.01%:  I kinda wish the world
0.01%:  we've all heard the
0.01%:  I can't see how this is
0.01%:  can we go
0.01%:  it's his degree that
0.01%:  how did that
0.01%:  I might have lost track
0.01%:  we've all read the
0.01%:  it's the world we lived in; I made
0.01%:  I've made him this; it's called
0.01%:  I think we threw
0.01%:  I've made him that; it's a nick
0.01%:  that's like a third
0.01%:  we write
0.01%:  this is what I'd like to write
0.01%:  he's still alive and did most
0.01%:  wait it was
0.01%:  it's like his name
0.01%:  we've all made some
0.01%:  this is making me wish we'd all
0.01%:  it made him god
0.01%:  all I did was remove the sem
0.01%:  all I did was link
0.01%:  that's what I'd like to see
0.01%:  it's hard to give the
0.01%:  he might've meant
0.01%:  I think it's less well
0.01%:  the word I want
0.01%:  it's kinda weird how we have
0.01%:  it's kinda sweet how the
0.01%:  wait where did that second
0.01%:  it's more like he was a god
0.01%:  it's more like he hated
0.01%:  I added the last two
0.01%:  he's good with it
0.01%:  I can't get over the
0.01%:  he's still alive I'm making
0.01%:  while we're at it let's give his
0.01%:  it's like his doctor
0.01%:  I've got that all
0.01%:  it's a little weird when I'
0.01%:  there's two things we
0.01%:  there's two things we call
0.01%:  it will take
0.01%:  I think we'd all agreed that
0.01%:  she's dead
0.01%:  we think we might
0.01%:  it's given the
0.01%:  it never made it
0.01%:  what's weird is how well
0.01%:  that's kinda weird I'
0.01%:  I liked the word
0.01%:  I got all
0.01%:  I think he did come
0.01%:  we won't ever
0.01%:  it's still the case where
0.01%:  this is a whole
0.01%:  there it's called
0.01%:  this is all screw
0.01%:  what I've done is screw
0.01%:  he's still alive and did some other
0.01%:  it's like the same word twice
0.01%:  I've read this whole
0.01%:  I think his doctor
0.01%:  it's kinda sweet how he gave
0.01%:  it made him a whole
0.01%:  these are all things I'm
0.01%:  I wrote this like a
0.01%:  he was this
0.01%:  I'd still take the
0.01%:  this might've made it worse!!
0.01%:  he's alive and he's worked
0.01%:  while we're down
0.01%:  I don't get how we're still alive;
0.01%:  we all know how
0.01%:  it's kinda weird that he's so
0.01%:  all I did there was take his
0.01%:  it's what he was called
0.01%:  wait he's never
0.01%:  it's kinda sweet how he's got
0.01%:  wait that's weird how
0.01%:  wait that's weird how did I get
0.01%:  wait that's weird how'
0.01%:  all that's wrong;
0.01%:  I've had it wrong
0.01%:  the second term was
0.01%:  wait he's like the
0.01%:  it's still a dick
0.01%:  it's still a dick move
0.01%:  I'd like to see where that leads
0.01%:  it's the thesis
0.01%:  it doesn't seem like he was all
0.01%:  it's hard to claim
0.01%:  how did I know
0.01%:  we don't call these
0.01%:  oh
0.01%:  lots
0.01%:  he's dead like
0.01%:  I wish he'd never said it
0.01%:  his kids were all
0.01%:  it's a video game called '
0.01%:  he's got like twelve other
0.01%:  it's a white
0.01%:  in this world we've all
0.01%:  over the
0.01%:  it's the world we live in that's a
0.01%:  I was wrong; the
0.01%:  we've all agreed this makes
0.01%:  we've all agreed this makes him
0.01%:  all I did was change the word 'like
0.01%:  it's kinda weird how he gets all
0.01%:  we've all agreed this isn't a
0.01%:  we don't call him that; we'd like
0.01%:  I'd like him to write me
0.01%:  he was made
0.01%:  while we're at it I might as well take down
0.01%:  we all think he's great
0.01%:  he's more a dad
0.01%:  I'm glad this is the world we live in; we'd
0.01%:  I never made
0.01%:  I think it's more how
0.01%:  it makes him the world's oldest living 
0.01%:  there's this song called
0.01%:  he's still alive and might'
0.01%:  there's like a ton
0.01%:  I think we're all good with
0.01%:  it'll make me
0.01%:  there was a movie
0.01%:  there's a lot we'
0.01%:  I don't get how his
0.01%:  it's this woman
0.01%:  comes down
0.01%:  it gives him credit as
0.01%:  it's making me wish we'd called it that
0.01%:  what we've got
0.02%:  what we've got here is called
0.01%:  it doesn't show
0.01%:  I think we miss
0.01%:  it's his degree that's made
0.01%:  I've added in the last
0.01%:  what's even
0.01%:  he doesn't ever talk
0.01%:  I walked
0.01%:  I kinda wish he'd made more
0.01%:  it's not his real middle
0.01%:  this line makes me
0.01%:  I think he also made
0.01%:  that's his title
0.01%:  we don't all
0.02%:  we don't all agree
0.02%:  we don't all agree with
0.01%:  we don't all agree with this
0.01%:  we don't all agree with the
0.01%:  it was his sister
0.02%:  it was his sister who came
0.01%:  I think we're all a
0.01%:  I lied; he's a
0.01%:  the reason he
0.03%:  the reason he's called
0.01%:  he covers
0.01%:  I think we've still got a while
0.01%:  give me a sec I'm still
0.01%:  all he did there was give some
0.01%:  it's the world we lived in last week; this was
0.01%:  it's kinda sad he
0.01%:  I'd still like to see him give
0.01%:  it's closed
0.01%:  he's dead; I
0.01%:  ever since I said this
0.01%:  it's a little weird when we'
0.01%:  we'll have to get him
0.01%:  while I'm at it here
0.02%:  while I'm at it here's some
0.01%:  it's called a sem
0.01%:  it's made him think
0.01%:  it's me who gets to decide what's sem
0.01%:  it's like that'
0.01%:  the latter came
0.01%:  it's more like he's gained
0.01%:  we had to change it
0.01%:  that made his kids
0.01%:  it shows
0.01%:  it's making me wish that we
0.01%:  it's making me wish that we lived
0.01%:  it's kinda weird that he'd get
0.01%:  he did this work on
0.01%:  all I've got is a link
0.01%:  that was the world'
0.01%:  all it did was get him his
0.01%:  this all might'
0.03%:  this all might've worked
0.01%:  that's a gross mis
0.01%:  he's still alive; he didn
0.01%:  what he did was give some lower
0.01%:  I think it's a made
0.01%:  what I've said there is almost
0.01%:  we know he'
0.01%:  it's still where
0.01%:  he's died since the
0.01%:  that's got
0.01%:  I might have named
0.01%:  I've come down
0.03%:  I've come down with the
0.02%:  I've come down with this
0.07%:  I've come down with this weird
0.01%:  I've come down with a slight
0.01%:  I've come down with a weird
0.01%:  that's made me kind
0.01%:  wait we're doing this all
0.01%:  that's the world I'm
0.01%:  he did the real
0.01%:  he takes
0.01%:  that was the world we lived in;
0.01%:  I added the last two lines there
0.01%:  all it did was get me
0.01%:  it's kinda called the
0.01%:  it's weird that we talk
0.01%:  what he did was list
0.01%:  it's this video game he made called
0.01%:  we can't tell what
0.01%:  we can't tell what he likes
0.01%:  we can't tell what he's like
0.01%:  while we're at it I'd advise
0.01%:  it's on the
0.01%:  it's on the cover
0.01%:  it's this here
0.01%:  he came to
0.01%:  there's two things I've
0.01%:  it's a little weird how I'm making these
0.01%:  there's this image
0.01%:  it's like the worst song I've made
0.01%:  it's made him three
0.01%:  isn't he like
0.01%:  I'm kinda glad we still have this
0.01%:  I'm kinda glad we live here
0.01%:  this gave me some weird
0.01%:  all I did was make this
0.01%:  I kinda wish he'd still
0.01%:  I made him write the second
0.01%:  it's a dead
0.01%:  we're named
0.01%:  wait that's the world
0.21%:  wait that's the world we live
0.01%:  wait that's the world we lived in like
0.01%:  wait that's the world we'
0.01%:  it's called the weak
0.01%:  he was like the second
0.01%:  he worked on it with
0.01%:  it's the world we lived in that
0.01%:  it's the world we lived in that'
0.01%:  it's the world we lived in that was
0.01%:  it's more like a middle child than
0.01%:  it's more like what I did with
0.01%:  I kinda still
0.01%:  now that I've said it he'll get
0.01%:  the title's more
0.01%:  I don't agree with the sem
0.01%:  this song works
0.01%:  I kinda wish he'd write some
0.01%:  we have like three
0.01%:  I heard it's like
0.01%:  this is the world we lived in;
0.01%:  it was less
0.01%:  what he did was give an
0.01%:  what's weird is that we know
0.01%:  we've had this weird
0.01%:  I made the last thing
0.01%:  when it comes to his
0.01%:  it's me who's making those
0.01%:  it's the world we live in the
0.01%:  this is worse than I'
0.01%:  he's having
0.01%:  he's like a doctor
0.01%:  there's still a good
0.01%:  I think there's a semi
0.01%:  we might have some
0.01%:  I wrote that down while we talked
0.01%:  this is like the most awesome
0.01%:  I kinda got
0.01%:  wait I looked
0.01%:  there's like a movie
0.01%:  there's like a movie called
0.01%:  we've all agreed this is too
0.01%:  that's the cool
0.01%:  it's hard to talk while doing
0.01%:  wait a sec I think
0.01%:  it's what it's called;
0.01%:  that's making more
0.01%:  wow this was
0.01%:  he's listed in
0.01%:  it called him the
0.01%:  what I did there was edit
0.01%:  it was more like two
0.01%:  this has me
0.01%:  it's the second right
0.01%:  it's still a valid degree
0.01%:  a whole
0.01%:  that's the second time I've worked
0.01%:  that's a lie he did
0.01%:  that's his work in
0.01%: ; I'
0.01%:  he did solve it
0.01%:  we call them two
0.01%:  what I'm doing here is still
0.01%:  it's what it's called when we give
0.01%:  he's still in grad
0.01%:  I don't see how we live with
0.01%:  wait that's like the world we
0.03%:  wait that's like the world we lived
0.01%:  I might've made that last one
0.01%:  wait I've made him the
0.01%:  it's more like he made that
0.01%:  there's like the
0.01%:  he's still an
0.01%:  it all goes
0.01%:  I liked that rh
0.01%:  it's making him either
0.01%:  I lied he's never said
0.01%:  what I think we're all
0.01%:  it's making me wish I'd solved this
0.01%:  we think it was his
0.01%:  it's more that he's liked
0.01%:  I don't see how he gets called
0.01%:  the last two were
0.01%:  it was this whole
0.01%:  this is the word
0.01%:  it's social
0.01%:  it's kinda weird that he's god
0.01%:  he doesn't like garlic
0.01%:  it's all I talk
0.01%:  there's a whole song like
0.01%:  in this world he
0.01%:  while we're at it we'll give
0.01%:  there's a video game I'
0.01%:  it's not clear how he'd like
0.01%:  this is what I'll write
0.01%:  what it did was give me some
0.01%:  it's making more
0.01%:  it's more like I added the
0.01%:  it's a video game he wrote
0.01%:  it's still here
0.01%:  that's making it seem worse
0.01%:  it's like that weird
0.01%:  I think we've all lost sight
0.01%:  it's me who gets to decide where
0.01%:  all it did was give a
0.01%:  it's more like his head
0.01%:  this is all lies
0.01%:  here's a good
0.01%:  wait what'
0.04%:  wait what's wrong
0.14%:  wait what's wrong with me
0.02%:  wait what's wrong with me I
0.01%:  I've said this entire
0.01%:  that's where I've got it
0.01%:  he'd like that
0.01%:  I like these
0.01%:  wait I messed it
0.01%:  it's a shame we
0.01%:  he was never that
0.01%:  all three
0.01%:  it's a little weird how he ended
0.01%:  I'm still in
0.02%:  I'm still in the middle
0.01%:  it's more like we've had
0.01%:  there's like twelve things I
0.01%:  I think we've all read this
0.01%:  it's what we call it when we give
0.01%:  I don't like this world!!
0.01%:  wait it's not
0.01%:  it's not a crime
0.01%:  I wrote this c
0.01%:  the thing I said
0.01%:  I think he's still alive; we're good
0.01%:  he still likes it when we
0.01%:  it's them
0.01%:  he'd like some
0.01%:  it's like a small
0.01%:  I still think he was more
0.01%:  I think it's time we moved
0.01%:  it's making me real th
0.01%:  it's make
0.01%:  it's make him the
0.01%:  it's kinda tragic how he died
0.01%:  that's not how it'
0.01%:  what I did there is like
0.01%:  I'm making these last words
0.01%:  we've all agreed that the second
0.01%:  it's more like he's doing the
0.01%:  it was him who co
0.01%:  we don't call him his
0.03%:  we don't call him his middle
0.01%:  it is more like
0.01%:  here's what I'd
0.02%:  here's what I'd like to do
0.02%:  here's what I'd like to see
0.01%:  it's more like he's a middle aged
0.01%:  this is the last time
0.04%:  this is the last time I'm ever doing
0.03%:  this is the last time I'll
0.02%:  this is the last time I'll ever make
0.01%:  this is the last time I ever
0.01%:  this is the last time I've
0.01%:  I've listed the
0.01%:  this is how we decide
0.01%:  I'll let him write
0.01%:  all I did was get the
0.01%:  I got it
0.01%:  it's like his third
0.01%:  that's a weird sim
0.01%:  it's weird how he doesn
0.02%:  it's weird how he doesn't get
0.03%:  it's weird how he doesn't get called
0.02%:  it's weird how he doesn't like
0.01%:  it's weird how he doesn't talk
0.01%:  I'm taking credit
0.01%:  I don't like him that
0.01%:  it's more like a middle aged
0.01%:  it's the word salad
0.01%:  I've made him this since
0.01%:  all he did was give the sem
0.01%:  there's a whole song I'
0.01%:  it's kinda short
0.01%:  there's a kid
0.01%:  what I wrote down
0.01%:  what I'm asking is where
0.01%:  the idea came to me while
0.01%:  he got the award in
0.01%:  we call this time
0.01%:  it's all we've done with
0.01%:  I'll go with the
0.01%:  I think he's cool
0.01%:  all he did was write '
0.01%:  I'm a little scared now
0.01%:  what I want
0.01%:  it's a little weird we have
0.01%:  I think we've got his
0.01%:  we like that
0.01%:  we all agree it's a
0.01%:  I might've messed that all
0.01%:  this is the second weird
0.01%:  he's still alive so he's kind
0.01%:  wait I've messed this all
0.01%:  what I've said is kind
0.01%:  we can't give him this title
0.01%:  I've no idea how it
0.01%:  in that
0.01%:  what I'm doing is mis
0.01%:  it's hard to talk when I've
0.01%:  I'm making this the
0.01%:  I'm making this the world
0.01%:  he died this week and I've
0.01%:  that doesn't read
0.05%:  that doesn't read well
0.01%:  that doesn't read like
0.01%:  there's now like eight
0.01%:  it's a little weird how we've named
0.01%:  I don't see how he'd ever get
0.01%:  we'll give him that award
0.01%:  it's more like he was the second dad
0.01%:  he's still alive; it's more
0.01%:  who cares it's all
0.01%:  I think he missed some
0.01%:  either he
0.03%:  either he's dead
0.01%:  this song makes me sad
0.01%:  this seems like the world I
0.02%:  this seems like the world I live
0.02%:  this seems like the world I'd live
0.01%:  this seems like the world I've
