so that guy totally ate a sandwich the size of his head!!
100.00%: 
39.71%:  that
0.32%:  that guy ate a sandwich the size of that sl
0.32%:  that was a little into the
0.32%:  that guy ate a sandwich the size of that lies
0.32%:  that was the last one though so
0.32%:  that is not what this
0.32%:  that guy ate a sandwich the size of sat
0.32%:  so that was last second
0.32%:  that was the last thing you said this
0.32%:  wait this is a
0.32%:  that was a cool
1.61%:  that was a cool thing to say!!
0.33%:  that was a cool thought
0.32%:  that was a lie though so don
0.32%:  that was total lies
0.32%:  yes that sounds totally
0.32%:  that is a total
0.43%:  that is a total lie and
0.36%:  that is a total lie though
0.32%:  that was all second
0.32%:  this is the last of the hands you
0.32%:  that got a little che
0.32%:  so yeah this
0.34%:  so yeah this is totally
0.32%:  that was a silly thing to say to the
0.32%:  that was the last one it
0.32%:  yeah that was a little cheez
0.32%:  if you want to call that the
0.32%:  wait that sounds less cool if
0.32%:  that guy ate a sandwich the size of the a
0.31%:  enough of that!!
0.31%:  all that was a
0.31%:  that was a lie though it
0.31%:  that was the last of the dialog
0.31%:  that guy ate a sandwich the size of a ste
0.31%:  that was the last that
0.31%:  that was less of
0.39%:  that was less of a hand
0.31%:  that was totally that
0.31%:  that was one hell
0.31%:  so it was totally
0.31%:  what the hell is in
0.47%:  what the hell is in that
0.31%:  what the hell is second
0.31%:  what if
0.31%:  that was not at
0.31%:  so that was the last of the din
0.31%:  yeah that totally wasn
0.31%:  that anal
1.67%:  that analogy was
0.96%:  that analogy failed
0.37%:  that analogy is
0.31%:  that last one was lie though
0.31%:  that was totally done
0.31%:  wait hold on this is the last
0.31%:  that last one is a lie!!
0.31%:  that sounds way less cool the
0.31%:  that guy ate a sandwich the size of the hol
0.31%:  what the hell does that say on
0.31%:  that was the last of the list
0.31%:  that guy ate a sandwich the size of hash
0.31%:  that was not at all the
0.31%:  that last one got way
0.31%:  so the sandwich the guy ate is
0.31%:  that was a total lie you
0.31%:  that guy ate a sandwich of
0.31%:  so the sandwich the size of the guys
0.31%:  that sounds way less cool that
0.31%:  so that was a slight
0.31%:  hold on that was
0.31%:  enough of this lets
0.31%:  that was a little too high tech
0.31%:  so that was a lie and it
0.31%:  all that aside though
0.31%:  so that was the end of the last
0.31%:  so that was the last one!!
0.31%:  what the hell is that you
0.31%:  yeah that totally doesn
0.30%:  this last one was too
0.30%:  so this sounds
0.30%:  that guy ate a sandwich the size of the sail
0.30%:  that guy ate a sandwich the size of the salt l
0.30%:  no wait that is the
0.30%:  that last one was highly
0.30%:  wait hold the
0.30%:  that guy ate a sandwich the size of a hel
0.30%:  guys this was
0.30%:  that last one was easy
0.30%:  so yeah that was the
0.54%:  so yeah that was the last
0.58%:  so yeah that was the last thing
0.30%:  that was a lot of things at the
0.30%:  that is the last thing you say
0.30%:  that guy ate a sandwich the size of a tail
0.30%:  so that was che
0.30%:  so the sandwich the guy ate is totally
0.30%:  so it doesn
0.30%:  cool though
0.30%:  that was a lie and this last
0.30%:  that was totally the face
0.30%:  that was not the actual
0.30%:  that was a little tongue
0.30%:  that was a little sad
0.30%:  this is still
0.30%:  guys that was a
0.34%:  guys that was a little
0.30%:  that was not as good as the
0.30%:  that guy ate a sandwich the size of a stealth
0.30%:  that guy ate a sandwich the size of his yo
0.30%:  what the hell is that face doing to
0.30%:  which
0.30%:  yeah that was the last one though
0.30%:  that could
0.30%:  what the hell does any
8.65%:  what the hell does any of that
0.63%:  what the hell does any of this say
0.30%:  though that
0.32%:  though that was
0.31%:  though that was totally
0.30%:  guys that was the
0.30%:  no way
0.73%:  no way that
0.58%:  no way that last
0.30%:  that guy ate a sandwich the size of yeah that
0.30%:  what the hell is this guy on
0.30%:  that guy ate a sandwich the size of ha
0.30%:  so what the hell does this guy
0.30%:  that last thing was a lie so you
0.30%:  so you gotta
0.30%:  that was such
0.35%:  that was such a lie
0.30%:  what the hell is that on
0.30%:  so that was a little cheezed out
0.30%:  so the last one
0.56%:  so the last one was a
0.30%:  this is the end of the scale
0.30%:  that was still a
0.30%:  wait that sounds hella gay
0.30%:  that lasted too
0.30%:  that guy ate a sandwich last
0.29%:  that guy ate a sandwich the size of the still
0.29%:  so this whole
1.28%:  so this whole thing
0.44%:  so this whole thing has
0.38%:  so this whole thing is
0.29%:  that one was last
0.29%:  that was a lot of things that could
0.29%:  so that last one was a thought
0.29%:  so the thing is that the
0.29%:  that was a huge lie and
0.29%:  no wait this is all
0.29%:  that was the last of the things you said
0.29%:  that guy ate a sandwich the size of this sa
0.29%:  yes that last
0.51%:  yes that last one was a
0.29%:  that was fun
0.29%:  that one totally
0.29%:  the last thing
0.29%:  that is the last of the hands so you
0.29%:  wait a second that got
0.29%:  that was the last of those and they
0.29%:  so the sandwich is a lie
0.33%:  so the sandwich is a lie though
0.29%:  that was a lie though and that
0.29%:  wait a sec that doesn
0.29%:  that guy ate a sandwich half
0.30%:  that guy ate a sandwich half the size his
0.29%:  that last one was shitty though
0.29%:  that was the coolest last
0.29%:  that was a total lie and the
0.29%:  this last one is the
0.29%:  that does not
0.29%:  that guy ate a sandwich the size of a lie
0.29%:  that was the last of the lists
0.29%:  that was the last of these and they
0.29%:  that was totally one of
0.29%:  that guy ate a sandwich the size of the tail
0.29%:  sweet
0.29%:  that was totally the guy
0.29%:  that totally sounds sweet
0.29%:  that last one was a fig
0.29%:  so the sandwich is totally this huge
0.29%:  wait this last one should
0.29%:  that guy ate a sandwich the size of all this!!
0.29%:  so that last one should
0.29%:  no way this
0.29%:  that was all in
0.29%:  those
0.73%:  those last
1.16%:  those last two lines
1.09%:  those last few
0.91%:  those last few seconds
0.71%:  those last few things
0.59%:  those last two things
0.30%:  those last two hands
0.29%:  that was a shitty thing to say!!
0.29%:  so that was the highest
0.31%:  so that was the highest hand
0.29%:  that was a little second
0.29%:  so that guy
5898.10%:  so that guy ate a sandwich the size of this
1018.27%:  so that guy ate a sandwich the size of a
983.05%:  so that guy ate a sandwich the size of the
886.32%:  so that guy ate a sandwich the size of that
220.67%:  so that guy ate a sandwich the size of his he
205.59%:  so that guy ate a sandwich the size of his hat
130.14%:  so that guy ate a sandwich the size of 
127.15%:  so that guy ate a sandwich the size of his totally
85.84%:  so that guy ate a sandwich the size of all
63.45%:  so that guy ate a sandwich the size of the last
55.29%:  so that guy ate a sandwich the size of all his
49.18%:  so that guy ate a sandwich the size of his totally head
48.16%:  so that guy ate a sandwich the size of its
42.88%:  so that guy ate a sandwich the size of those
36.54%:  so that guy ate a sandwich the size his
29.99%:  so that guy ate a sandwich the size of a little
26.89%:  so that guy ate a sandwich the size of his hat!!
26.26%:  so that guy ate a sandwich that
25.78%:  so that guy ate a sandwich the size of his total
24.94%:  so that guy ate a sandwich the size of his ha
24.24%:  so that guy ate a sandwich the size of his h
23.84%:  so that guy ate a sandwich the size of the his
22.50%:  so that guy ate a sandwich that size
17.20%:  so that guy ate a sandwich the size of th
17.03%:  so that guy ate a sandwich the size of at
15.02%:  so that guy ate a sandwich the size of lots
13.99%:  so that guy ate a sandwich the size of a lot
13.95%:  so that guy ate a sandwich the size of h
13.79%:  so that guy ate a sandwich the size of all those
12.37%:  so that guy ate a sandwich the size of is
11.49%:  so that guy ate a sandwich the size of a hat
11.06%:  so that guy ate a sandwich the size of his that
10.77%:  so that guy ate a sandwich the size of his heat
10.65%:  so that guy ate a sandwich the size of his th
10.65%:  so that guy ate a sandwich the size of his 
10.63%:  so that guy ate a sandwich the size of his totally head!!
10.44%:  so that guy ate a sandwich the size of at least 
10.11%:  so that guy ate a sandwich the size of he
9.73%:  so that guy ate a sandwich the size of his t
9.57%:  so that guy ate a sandwich the size of hell
8.76%:  so that guy ate a sandwich the size of all this
8.68%:  so that guy ate a sandwich the size of totally
132.99%:  so that guy ate a sandwich the size of totally his head!!
8.36%:  so that guy ate a sandwich the size of a totally
7.43%:  so that guy ate a sandwich the size of his the
7.35%:  so that guy ate a sandwich the size of this hat
7.24%:  so that guy ate a sandwich the size of his hell
6.44%:  so that guy ate a sandwich the size of it
5.86%:  so that guy ate a sandwich the size of a healthy
5.78%:  so that guy ate a sandwich the size of the salt
5.46%:  so that guy ate a sandwich that size of this
5.09%:  so that guy ate a sandwich the size of last
4.96%:  so that guy ate a sandwich the size of all that
4.50%:  so that guy ate a sandwich the size of his all
4.40%:  so that guy ate a sandwich the size of the tall
4.30%:  so that guy ate a sandwich the size of his toe
4.29%:  so that guy ate a sandwich the size of a 
4.21%:  so that guy ate a sandwich the size of hi
4.10%:  so that guy ate a sandwich the size that
4.07%:  so that guy ate a sandwich the size of that!!
4.03%:  so that guy ate a sandwich the size if
3.96%:  so that guy ate a sandwich the size of this he
3.85%:  so that guy ate a sandwich the size of his hate
3.76%:  so that guy ate a sandwich the size of the al
3.57%:  so that guy ate a sandwich the size of a h
3.53%:  so that guy ate a sandwich the size of his a
3.52%:  so that guy ate a sandwich the size of that his
3.50%:  so that guy ate a sandwich the size of a he
3.44%:  so that guy ate a sandwich the size of his to
3.41%:  so that guy ate a sandwich the size of a hot
3.30%:  so that guy ate a sandwich the size of his o
3.27%:  so that guy ate a sandwich the size of his hotel
3.25%:  so that guy ate a sandwich the size of a shit
3.24%:  so that guy ate a sandwich the size of his tall
3.21%:  so that guy ate a sandwich the size of oh
3.21%:  so that guy ate a sandwich the size of little
3.12%:  so that guy ate a sandwich the size of that is
3.07%:  so that guy ate a sandwich the size of a hell
2.99%:  so that guy ate a sandwich the size of his l
2.98%:  so that guy ate a sandwich the size of the host
2.96%:  so that guy ate a sandwich the size of his ho
2.93%:  so that guy ate a sandwich that size of the
2.93%:  so that guy ate a sandwich the size of shit
2.91%:  so that guy ate a sandwich the size of a to
2.88%:  so that guy ate a sandwich the size of a t
2.80%:  so that guy ate a sandwich the size that his
2.74%:  so that guy ate a sandwich the size of the all
2.61%:  so that guy ate a sandwich the size of his e
2.45%:  so that guy ate a sandwich the size of his oh
2.33%:  so that guy ate a sandwich the size of his hole
2.26%:  so that guy ate a sandwich the size of a sh
2.26%:  so that guy ate a sandwich the size of a lo
2.22%:  so that guy ate a sandwich the size of hello
2.19%:  so that guy ate a sandwich the size of his hot
2.15%:  so that guy ate a sandwich the size of as
2.12%:  so that guy ate a sandwich the size of a th
2.10%:  so that guy ate a sandwich the size of a silly
3.05%:  so that guy ate a sandwich the size of a silly hat
2.09%:  so that guy ate a sandwich the size of a salt
2.08%:  so that guy ate a sandwich the size of that silly
2.08%:  so that guy ate a sandwich the size of a ll
2.05%:  so that guy ate a sandwich the size of a s
2.05%:  so that guy ate a sandwich the size of t
2.01%:  so that guy ate a sandwich the size of thy
2.00%:  so that guy ate a sandwich the size of the 
1.97%:  so that guy ate a sandwich the size of his hey
1.92%:  so that guy ate a sandwich the size of a shitty
1.92%:  so that guy ate a sandwich the size of his el
1.87%:  so that guy ate a sandwich the size of salt
1.87%:  so that guy ate a sandwich the size the
1.81%:  so that guy ate a sandwich his
1.75%:  so that guy ate a sandwich that size his
1.75%:  so that guy ate a sandwich the size of his all the
1.71%:  so that guy ate a sandwich the size of his ey
1.70%:  so that guy ate a sandwich the size of least
1.66%:  so that guy ate a sandwich the size of say
1.63%:  so that guy ate a sandwich the size of his le
1.63%:  so that guy ate a sandwich the size of his hel
1.61%:  so that guy ate a sandwich the size of a hole
1.58%:  so that guy ate a sandwich his size
1.55%:  so that guy ate a sandwich the size of his lol
1.54%:  so that guy ate a sandwich that size!!
1.52%:  so that guy ate a sandwich the size of so
1.51%:  so that guy ate a sandwich the size of y
1.51%:  so that guy ate a sandwich the size of his at
1.49%:  so that guy ate a sandwich the size of a hill
1.47%:  so that guy ate a sandwich that is
7.11%:  so that guy ate a sandwich that is the size of a
4.40%:  so that guy ate a sandwich that is the size of all
2.98%:  so that guy ate a sandwich that is the size of 
1.38%:  so that guy ate a sandwich the size of a his
1.32%:  so that guy ate a sandwich the size of they
1.32%:  so that guy ate a sandwich the size of his y
1.32%:  so that guy ate a sandwich the size of the h
1.30%:  so that guy ate a sandwich the size of hey
1.30%:  so that guy ate a sandwich the size of a hat!!
1.23%:  so that guy ate a sandwich the size of this hat!!
1.22%:  so that guy ate a sandwich the size of his lo
1.22%:  so that guy ate a sandwich the size of the shit
1.21%:  so that guy ate a sandwich the size of a shoe
1.20%:  so that guy ate a sandwich the size of his late
1.18%:  so that guy ate a sandwich the size of the this
1.16%:  so that guy ate a sandwich the size of this heat
1.14%:  so that guy ate a sandwich this
2.24%:  so that guy ate a sandwich this size
1.14%:  so that guy ate a sandwich the size of this 
1.14%:  so that guy ate a sandwich the size o
1.13%:  so that guy ate a sandwich the size of this the
1.13%:  so that guy ate a sandwich the size fo
1.12%:  so that guy ate a sandwich the size of a l
1.12%:  so that guy ate a sandwich the size of this h
1.12%:  so that guy ate a sandwich the size of the s
1.12%:  so that guy ate a sandwich the size of this t
1.11%:  so that guy ate a sandwich the size of his al
1.11%:  so that guy ate a sandwich the size of this th
1.10%:  so that guy ate a sandwich the size of that hole
1.10%:  so that guy ate a sandwich the size of s
1.09%:  so that guy ate a sandwich the size of this all
1.09%:  so that guy ate a sandwich the size of this!!
1.09%:  so that guy ate a sandwich the size of a toilet
1.09%:  so that guy ate a sandwich the size of a sl
1.09%:  so that guy ate a sandwich the size of the holy
1.08%:  so that guy ate a sandwich the size of total
1.07%:  so that guy ate a sandwich the size of that lie
1.07%:  so that guy ate a sandwich the size of his heat!!
1.05%:  so that guy ate a sandwich the size of this ha
1.05%:  so that guy ate a sandwich the size of this hell
1.03%:  so that guy ate a sandwich the size of health
1.02%:  so that guy ate a sandwich the size of has
1.01%:  so that guy ate a sandwich the size of this hole
1.01%:  so that guy ate a sandwich the size of all the s
0.98%:  so that guy ate a sandwich the size of this tall
0.98%:  so that guy ate a sandwich the size that of
0.96%:  so that guy ate a sandwich the size of the hat
0.95%:  so that guy ate a sandwich the size of his eat
0.95%:  so that guy ate a sandwich the size of still
0.94%:  so that guy ate a sandwich as
0.94%:  so that guy ate a sandwich the size of thi
0.93%:  so that guy ate a sandwich the size of his hella
0.93%:  so that guy ate a sandwich the size that is
0.92%:  so that guy ate a sandwich his size of
0.89%:  so that guy ate a sandwich the size of oh his
0.88%:  so that guy ate a sandwich the size of a still
0.87%:  so that guy ate a sandwich the size of yeah
0.83%:  so that guy ate a sandwich the size of his ah
0.82%:  so that guy ate a sandwich the size of hella his
0.80%:  so that guy ate a sandwich the size of ah
0.80%:  so that guy ate a sandwich the size of his te
0.80%:  so that guy ate a sandwich the size of this hot
0.78%:  so that guy ate a sandwich the size of a health
0.78%:  so that guy ate a sandwich the size of silly
0.75%:  so that guy ate a sandwich the size of a host
0.75%:  so that guy ate a sandwich the size of his toe!!
0.75%:  so that guy ate a sandwich the size of a st
0.74%:  so that guy ate a sandwich the size of that h
0.73%:  so that guy ate a sandwich the size of a shell
0.73%:  so that guy ate a sandwich the size of sh
0.72%:  so that guy ate a sandwich the size of all the h
0.72%:  so that guy ate a sandwich the size of his!!
0.71%:  so that guy ate a sandwich the size of the t
0.70%:  so that guy ate a sandwich the size of all he
0.69%:  so that guy ate a sandwich the size of this l
0.66%:  so that guy ate a sandwich the size of yes
0.65%:  so that guy ate a sandwich the size of that he
0.65%:  so that guy ate a sandwich the size of hah
0.65%:  so that guy ate a sandwich that size of his he
0.65%:  so that guy ate a sandwich the size of his ll
0.64%:  so that guy ate a sandwich the size of a hotel
0.64%:  so that guy ate a sandwich the size of that sh
0.64%:  so that guy ate a sandwich the size of a tall
0.63%:  so that guy ate a sandwich the size of the list
0.61%:  so that guy ate a sandwich the size of his hate!!
0.61%:  so that guy ate a sandwich the size of this hall
0.60%:  so that guy ate a sandwich the size of to
0.60%:  so that guy ate a sandwich the size of the st
0.60%:  so that guy ate a sandwich the size of his ya
0.60%:  so that guy ate a sandwich the size of that hill
0.59%:  so that guy ate a sandwich that size of a
0.59%:  so that guy ate a sandwich the size of o
0.59%:  so that guy ate a sandwich the size of his hello
0.59%:  so that guy ate a sandwich the size of also
0.57%:  so that guy ate a sandwich the size of a this
0.57%:  so that guy ate a sandwich the size of a tit
0.57%:  so that guy ate a sandwich the size of this lol
0.56%:  so that guy ate a sandwich the size of a hole that
0.56%:  so that guy ate a sandwich the size of that all
0.56%:  so that guy ate a sandwich the size of yeah that
0.56%:  so that guy ate a sandwich the size of that 
0.56%:  so that guy ate a sandwich the size of the l
0.56%:  so that guy ate a sandwich the size of those 
0.55%:  so that guy ate a sandwich the size that he
0.55%:  so that guy ate a sandwich the size of this a
0.55%:  so that guy ate a sandwich the size of his eh
0.54%:  so that guy ate a sandwich that size the
0.54%:  so that guy ate a sandwich the size of all 
0.54%:  so that guy ate a sandwich the size of that so
0.54%:  so that guy ate a sandwich the size of his yeah
0.54%:  so that guy ate a sandwich the size of the hills
0.53%:  so that guy ate a sandwich the size of yet
0.53%:  so that guy ate a sandwich the size of that lol
0.52%:  so that guy ate a sandwich the size of a silly hat!!
0.52%:  so that guy ate a sandwich the size of hit
0.52%:  so that guy ate a sandwich the size of a shot
0.51%:  so that guy ate a sandwich the size of his totally he
0.51%:  so that guy ate a sandwich the size he
0.51%:  so that guy ate a sandwich the size of hat
0.51%:  so that guy ate a sandwich the size of the sh
0.50%:  so that guy ate a sandwich the size of lol
0.50%:  so that guy ate a sandwich the size of this hotel
0.50%:  so that guy ate a sandwich the size of li
0.49%:  so that guy ate a sandwich the size of the sol
0.49%:  so that guy ate a sandwich the size of let
0.48%:  so that guy ate a sandwich the size of a test
0.48%:  so that guy ate a sandwich the size of te
0.48%:  so that guy ate a sandwich the size of a hay
0.48%:  so that guy ate a sandwich the size of h is
0.47%:  so that guy ate a sandwich the size of that s
0.47%:  so that guy ate a sandwich the size of totally his head !!
0.47%:  so that guy ate a sandwich the size of it all
0.47%:  so that guy ate a sandwich the size of his hat to
0.47%:  so that guy ate a sandwich the size of the o
0.47%:  so that guy ate a sandwich the size of the last 
0.47%:  so that guy ate a sandwich the size of holy
0.67%:  so that guy ate a sandwich the size of holy shit
0.46%:  so that guy ate a sandwich the size of his ol
0.46%:  so that guy ate a sandwich the size of his ate
0.45%:  so that guy ate a sandwich the size of e
0.45%:  so that guy ate a sandwich the size of a total
0.45%:  so that guy ate a sandwich that he
0.45%:  so that guy ate a sandwich the size of that hell
0.45%:  so that guy ate a sandwich the size of his at the
0.45%:  so that guy ate a sandwich the size o his
0.44%:  so that guy ate a sandwich the size of all the shit
0.44%:  so that guy ate a sandwich the size of this holy
0.43%:  so that guy ate a sandwich the size of the lot
0.43%:  so that guy ate a sandwich the size of this to
0.43%:  so that guy ate a sandwich the size of the sail
0.43%:  so that guy ate a sandwich the size of a li
0.42%:  so that guy ate a sandwich the size of hot
0.42%:  so that guy ate a sandwich the size of his hat at
0.42%:  so that guy ate a sandwich the size of sa
0.41%:  so that guy ate a sandwich the size of the sl
0.41%:  so that guy ate a sandwich the size of that holy
0.41%:  so that guy ate a sandwich so
0.41%:  so that guy ate a sandwich the size of the salt l
0.41%:  so that guy ate a sandwich the size of the tail
0.41%:  so that guy ate a sandwich the size of all the hats!!
0.40%:  so that guy ate a sandwich the size of the stall
0.40%:  so that guy ate a sandwich the size of the hol
0.40%:  so that guy ate a sandwich the size of that sl
0.40%:  so that guy ate a sandwich the size of l
0.40%:  so that guy ate a sandwich the size of the hall
0.39%:  so that guy ate a sandwich that the
0.58%:  so that guy ate a sandwich that the size of a
0.38%:  so that guy ate a sandwich the size of a lett
0.38%:  so that guy ate a sandwich the size of heh
0.38%:  so that guy ate a sandwich the size of a te
0.38%:  so that guy ate a sandwich the size of hey that
0.38%:  so that guy ate a sandwich the size of al
0.38%:  so that guy ate a sandwich the size of the silly
0.65%:  so that guy ate a sandwich the size of the silly hat
0.37%:  so that guy ate a sandwich the size of a se
0.37%:  so that guy ate a sandwich this size!!
0.37%:  so that guy ate a sandwich the size of a list
0.37%:  so that guy ate a sandwich the size of a sil
0.36%:  so that guy ate a sandwich the size of the still
0.36%:  so that guy ate a sandwich the size of a hill that
0.35%:  so that guy ate a sandwich the size of oh yeah
0.35%:  so that guy ate a sandwich the size of his hy
0.35%:  so that guy ate a sandwich the size of the a
0.34%:  so that guy ate a sandwich the size of ha
0.32%:  so that guy ate a sandwich the size of a heli
0.32%:  so that guy ate a sandwich the size of all that!!
0.32%:  so that guy ate a sandwich the size of the hot
0.32%:  so that guy ate a sandwich the size of that hall
0.32%:  so that guy ate a sandwich the size of i
0.32%:  so that guy ate a sandwich the size of a ha
0.31%:  so that guy ate a sandwich he
0.76%:  so that guy ate a sandwich he size
0.92%:  so that guy ate a sandwich he size of this
0.31%:  so that guy ate a sandwich the size of se
0.31%:  so that guy ate a sandwich the size of as little
0.31%:  so that guy ate a sandwich the size of the hill
0.31%:  so that guy ate a sandwich the size of a y
0.30%:  so that guy ate a sandwich the size of a hel
0.30%:  so that guy ate a sandwich the size of a ho
0.30%:  so that guy ate a sandwich the size of a sail
0.30%:  so that guy ate a sandwich the size of a sal
0.29%:  so that guy ate a sandwich too
0.29%:  so that guy ate a sandwich the size of this ol
0.29%:  so that guy ate a sandwich the size of all this!!
0.29%:  yeah this was
0.29%:  that guy ate a sandwich the size of that hall
0.29%:  that was a little too sinc
0.29%:  that was the last thing you said so let
0.29%:  wait a second this is a
0.29%:  no this last
0.29%:  that was a silly thing to say h
0.29%:  that was the closest thing
0.29%:  so that got
0.29%:  enough of that this
0.29%:  wait that sounds l
0.29%:  so that guy ate a sandwich the size of the sil
0.29%:  so that was the last din
0.29%:  that was a lie i thought
0.29%:  what the hell is that giant
0.29%:  that was one hell of a thought
0.29%:  that one was a little too
0.88%:  that one was a little too high
0.28%:  guys that was the last of
1.26%:  guys that was the last of the hands
0.28%:  this is the actual
0.47%:  this is the actual last
0.28%:  what the hell does he
0.28%:  that was the che
0.28%:  that all
2.22%:  that all sounds
0.28%:  that was a little go
0.28%:  that was a totally disgust
0.28%:  so that last thing was a lie!!
0.28%:  if you want to call this the
0.28%:  now that is
0.33%:  now that is totally
0.28%:  that got totally
0.28%:  enough with that last
0.28%:  that was the last one you had
0.28%:  so that guy ate a sandwich the size of the th
0.28%:  so that guy ate a sandwich the size of a le
0.28%:  well that is
0.28%:  that guy ate a sandwich the size of that holy
0.28%:  that was totally the che
0.28%:  so that guy ate a sandwich that size this
0.28%:  so anyway this
0.28%:  that was a disgust
0.28%:  so if
0.37%:  so if you want
0.28%:  that guy ate a sandwich the size of his hats
0.28%:  that guy ate a sandwich the size of a least
0.28%:  so the sandwich has
0.28%:  that guy ate a sandwich the size of as his
0.28%:  you can eat
0.35%:  you can eat this
0.28%:  that was only half
0.28%:  that guy ate a sandwich the size of this stall
0.28%:  so that guy ate a sandwich the size of the hats
0.28%:  that was a little cheesed
0.28%:  what the hell is this second
0.28%:  you can say
1.16%:  you can say that
0.75%:  you can say that last
0.28%:  wait that sounds so
0.28%:  what the hell does any of that say
0.28%:  that was only the
0.28%:  that was cool and
0.28%:  no that was totally che
0.28%:  so that guy ate a sandwich the size of oh shit
0.28%:  what the hell is that face doing so
0.28%:  that guy ate a sandwich the size of his last he
0.28%:  so yeah that last thing
0.28%:  so what the hell is this guy
0.28%:  that all sounds way
0.28%:  so that was totally a second
0.28%:  now it
0.28%:  this is way
0.28%:  no way that could
0.28%:  so the last thing was
0.28%:  so the thing is this
0.28%:  this should
0.28%:  wait that sounds a little too high
0.28%:  so the last thing you
1.33%:  so the last thing you said was a
0.69%:  so the last thing you said was the
0.42%:  so the last thing you said was that
0.34%:  so the last thing you said is
0.28%:  that guy ate a sandwich the size of a thesis
0.28%:  that guy ate a sandwich the size of this ho
0.28%:  these
0.28%:  so that guy ate a sandwich the size of this alley
0.28%:  so that was an actual
0.28%:  that last one would
0.28%:  the sandwich guy totally
0.61%:  the sandwich guy totally ate his
0.28%:  enough of these
0.28%:  that was the last of the hands so the
0.28%:  that was a shitty anal
0.28%:  that guy ate a sandwich the size of his totally so
0.28%:  that last one was the highest
0.28%:  this is the least
0.28%:  that guy ate a sandwich!!
0.28%:  that guy ate a sandwich the size of that is all
0.28%:  what is that
0.28%:  so that guy ate a sandwich of
0.28%:  so that sounds a lot
0.27%:  so the sandwich that
1.05%:  so the sandwich that guy ate the
11.23%:  so the sandwich that guy ate the size of this
1.01%:  so the sandwich that guy ate the size of a
0.48%:  so the sandwich that guy ate the size of is
0.43%:  so the sandwich that guy ate is
0.35%:  so the sandwich that guy ate is totally
0.29%:  so the sandwich that guy ate the size of all
0.27%:  that last thing was the least
0.27%:  that guy ate a sandwich the size of the sails
0.27%:  the sandwich guy totally ate the
0.27%:  guys that last
0.89%:  guys that last one was a
0.27%:  so that guy ate a sandwich this tall
0.27%:  that guy ate a sandwich the size of his totally s
0.27%:  it sounds cool
0.27%:  who the
0.85%:  who the hell
0.47%:  who the hell is
0.97%:  who the hell is that
0.76%:  who the hell is this
0.86%:  who the hell is this guy
0.63%:  who the hell is this guy and
0.48%:  who the hell is that guy
0.41%:  who the hell said
0.44%:  who the hell said this
0.36%:  who the hell is this and
0.31%:  who the hell is saying
0.65%:  who the hell is saying that
0.27%:  so that guy ate a sandwich the size of a the
0.27%:  so that last thing is a
0.27%:  that was a lie this is the
0.41%:  that was a lie this is the last
0.27%:  that last one was too che
0.27%:  this is the actual last thing
0.27%:  so that was all a
0.27%:  so the sandwich guy is totally that
0.27%:  that guy ate a sandwich the size of this oh
0.27%:  enough with the all
0.27%:  that is it
0.27%:  wait that totally changed the
0.27%:  that last thing was so
0.27%:  that was less than ideal
0.27%:  so that guy ate a sandwich the size of host
0.27%:  so that guy ate a sandwich the size of that l
0.27%:  so the sandwich that guy ate the size of its
0.27%:  this is totally not how
0.27%:  that guy ate a sandwich the size his of
0.27%:  that guy ate a sandwich the size of sea
0.27%:  that guy ate a sandwich the size of oats
0.27%:  what the hell though
0.27%:  so that was the end of this
0.27%:  so that last one was half
0.27%:  so that guy ate a sandwich half
0.27%:  so that guy ate a sandwich half the size his
0.27%:  so that guy ate a sandwich that is his
0.27%:  so the sandwich still
0.27%:  guys that was the last of these
0.27%:  no that was silly
0.27%:  that was a shitty thing to say so
0.27%:  that guy ate a sandwich the size of hs
0.27%:  so that was the last guy to find this
0.27%:  so that guy ate a sandwich the size of his totally h
0.27%:  that was a lie though the
0.27%:  that guy ate a sandwich the size of st
0.27%:  those last lines
0.27%:  so that guy ate a sandwich the size of his oath
0.27%:  yeah that was totally cheez
0.27%:  that was in fact the least
0.27%:  that was the coolest thing i said
0.27%:  so that guy ate a sandwich the size of that is all
0.27%:  that sounds cool!!
0.27%:  no this is totally
0.27%:  so that should
0.27%:  yeah that was a little high
0.27%:  this last one was che
0.27%:  yeah this last
0.47%:  yeah this last one was a
0.34%:  yeah this last one is
0.27%:  that was last issue
0.27%:  that was the least cool
0.69%:  that was the least cool thing you
0.49%:  that was the least cool thing you said
0.36%:  that was the least cool thing you said this
0.27%:  the last thing was
0.27%:  that guy ate a sandwich the size of this al
0.27%:  that last thing was false
0.27%:  that guy ate a sandwich the size of the is
0.27%:  that was totally a fig
0.27%:  so that guy ate a sandwich the size of this al
0.27%:  so that guy ate a sandwich the size of the is
0.27%:  that was enough of that today
0.27%:  this last one is way
0.27%:  that is totally how
0.27%:  so those
0.52%:  so those last
0.75%:  so those last two hands
0.66%:  so those last few
1.72%:  so those last few lines
0.62%:  so those last few things
0.27%:  what does
0.45%:  what does this
0.27%:  what the hell is that shit
0.27%:  that was a little es
0.27%:  that guy ate a sandwich the size a
0.26%:  listen it
0.26%:  that was cool until the
0.26%:  it sounds way
0.28%:  it sounds way cool
0.26%:  so the whole
0.53%:  so the whole thing
0.37%:  so the whole thing is
0.34%:  so the whole thing is that
0.26%:  so what the hell is the face
0.26%:  so that guy ate a sandwich the size of that sea
0.26%:  so this last one was a lie though
0.26%:  that is totally a thing
