know just enough about science for that to be really credible!!
41.65%:  think
0.73%:  feel really good about this one
2.36%:  feel really good about this one!!
0.69%:  feel really good about this!!
0.68%:  feel really good about this joke
0.66%:  feel really good about that joke!!
0.60%:  feel really good about science just
2.91%:  feel really good about science just now!!
0.60%:  feel really good about this now
1.11%:  feel really good about this now!!
0.59%:  feel really good about that!!
0.56%:  feel really good about what
0.68%:  feel really good about what just
0.53%:  feel really good about science now
0.70%:  feel really good about science now!!
0.53%:  feel really good about not
0.47%:  feel really good about this joke now
1.22%:  feel really good about this joke now!!
0.46%:  feel really good about the science
0.45%:  feel really good about that one
2.23%:  feel really good about that one!!
0.43%:  would listen
4.97%:  would listen to that theory
2.55%:  would listen to that theory!!
2.26%:  would listen to that theory for
0.86%:  would listen to that lecture
0.95%:  would listen to that lecture for
0.65%:  would listen to that theory for science
0.57%:  would listen to your
0.44%:  would listen to your science
0.43%:  hate to be the one to burst your orb
0.43%:  thought it was a joke
0.43%:  think for once we
0.43%:  think you just brought science to a debate
0.43%:  hate to break this to our future science
0.43%:  thought science was fake
0.57%:  thought science was fake too but
0.43%:  just got a science boner you
0.43%:  just blew all the science right out of your neck
0.43%:  thought science was about to finally
0.43%:  just got an idea for the book
0.43%:  feel like science just got real!!
0.43%:  think you just won our science battle!!
0.43%:  just called you out for not being science bro
0.43%:  just wanted to be
0.54%:  just wanted to be right
0.50%:  just wanted to be right for
3.71%:  just wanted to be right for once!!
0.86%:  just wanted to be right for once about
0.73%:  just wanted to be right for once okay
0.55%:  just wanted to be right for once but
0.43%:  could write a science book about the truth
0.43%:  thought you were a real science bro!!
0.43%:  forgot the answer to dark
0.43%:  think you just won the science race to
0.43%:  refuse to take you
0.43%:  think you just got around
0.43%:  just thought about it and science
0.43%:  think we just created an
0.43%:  should totally write a book on the science fact
0.43%:  really want dark
0.43%:  got you
1.08%:  got you there
0.43%:  could write a book of that
0.43%:  was trying to be
0.43%:  totally just wrote a science book in the
0.43%:  could write books about that science theory
0.43%:  think that could just be our new
0.43%:  would still argue that your
0.43%:  feel like you just brought a lot
0.43%:  really need to figure out how to talk to ch
0.43%:  just thought of a new science book title and you
0.43%:  think we just found all the science to
0.43%:  should write that book you
0.43%:  think you just went full science bro there!!
0.43%:  swear to god if you turn
0.43%:  do not care about your
0.75%:  do not care about your science
0.43%:  really need to look further into that!!
0.43%:  should totally write a book about un
0.43%:  totally just blew the science
0.43%:  think you just created the science for a
0.43%:  just blew that
0.99%:  just blew that theory to
0.79%:  just blew that theory out of our
0.43%:  would like to be the last guy
0.43%:  need to go think about other
0.43%:  think you just def
0.43%:  thought you were all about science first
0.43%:  just figured out all other
1.56%:  just figured out all other science
0.43%:  could be right about all of science!!
0.43%:  think you just blew out the candle
0.43%:  just got called out by another science bro for
0.43%:  really need to know about this science
0.43%:  think we found the secret to your
0.43%:  kinda just thought of a really cool
1.63%:  kinda just thought of a really cool science
0.43%:  feel like science just caught
0.43%:  think you just blew science for the
0.43%:  feel like you just went through science and
0.43%:  think you just got a bunch
3.69%:  think you just got a bunch of science
1.58%:  think you just got a bunch of science bro
0.43%:  think you should get a science fact
0.43%:  think you just cut
0.43%:  think we found the last
0.43%:  just thought of a really bad science lecture
0.43%:  would like to buy that science teacher
0.43%:  just need to figure out how to tell black
0.43%:  thought for sure science would totally be
0.43%:  need to start working at
0.44%:  need to start working at a science
0.43%:  just got turned on by a science lecture for like
0.43%:  hate you for being such
0.43%:  should write a book about science totally
0.43%:  forgot all about the non
0.43%:  think you just brought order
0.43%:  just figured out how to create real science
0.43%:  think that could really
0.83%:  think that could really be true
0.43%:  only
0.59%:  only thought
1.42%:  only thought about
1.13%:  only thought about dark
0.43%:  could be wrong about this but okay
0.43%:  could be wrong about all the science there
0.43%:  just thought of a cool idea
0.43%:  thought about it real
0.43%:  just wrote a book on
1.05%:  just wrote a book on that!!
0.50%:  just wrote a book on that theory
0.74%:  just wrote a book on that theory!!
0.43%:  just figured out why black hole
0.43%:  totally should be working for the science center!!
0.43%:  do not know about science but that
0.43%:  do not like your face
0.43%:  need to science that
0.73%:  need to science that right
0.43%:  forgot there were still
0.43%:  really need to track
0.43%:  need to go throw
0.43%:  think you just won the science debate club tro
0.43%:  really need to talk to other
0.43%:  was like
0.67%:  was like totally
0.43%:  need to go to the library to learn science
0.43%:  just called you fake too
0.43%:  think you just went too hard
0.43%:  just blew your science right out of the door
0.46%:  just blew your science right out of the door!!
0.43%:  just felt a chill go
0.43%:  just got idea
1.07%:  just got idea for science
0.99%:  just got idea for science career
0.69%:  just got idea for a new theory
0.67%:  just got idea for a science
0.61%:  just got idea for new
1.22%:  just got idea for new science
1.33%:  just got idea for new science theory
1.93%:  just got idea for new science theory!!
1.20%:  just got idea for new theory
1.18%:  just got idea for new science book
1.52%:  just got idea for new science book!!
0.68%:  just got idea for new theory about
0.61%:  just got idea for new book
0.55%:  just got idea for new science career
0.55%:  just got idea for a new science
0.51%:  just got idea for new book!!
0.43%:  just had a new theory about science!!
0.43%:  clearly need to write a book about just
0.43%:  really need to write that science
1.06%:  really need to write that science book
0.60%:  really need to write that science book!!
0.43%:  just figured out not only all the
1.15%:  just figured out not only all the science
0.43%:  totally forgot that could be a
0.43%:  should totally write a science book the
0.43%:  should really know
1.04%:  should really know about
1.79%:  should really know about that
1.46%:  should really know about that before
0.71%:  should really know better
9.47%:  should really know better than to argue
35.22%:  should really know better than to argue science
0.78%:  should really know better than to get
0.53%:  should really know better than to go
0.43%:  thought you were into science but
0.43%:  hate that you just broke down
0.43%:  feel like science just got rad
0.43%:  should write a book of science about that
1.07%:  should write a book of science about that!!
0.43%:  hate to be the one to burst your fun science ball
0.43%:  forget what the
0.43%:  just got turned on science!!
0.43%:  refuse to rule that theory
1.42%:  refuse to rule that theory out!!
0.43%:  should write a science book for actual
0.43%:  hate to break the news to all of
3.07%:  hate to break the news to all of science
4.32%:  hate to break the news to all of science but
1.27%:  hate to break the news to all of you but
0.71%:  hate to break the news to all of science but you
0.50%:  hate to break the news to all of science but your
0.43%:  could be wrong about this but holy freak
0.43%:  really just want to go back to bed for
0.43%:  just got turned on by science for like a whole hour
0.43%:  thought you could not
0.43%:  think we just got science really
0.43%:  just got an idea for new science!!
0.43%:  just got a new theory for science to think
0.43%:  think you just created a science where all of
0.43%:  could be wrong about any of that!!
0.43%:  could be wrong about all that other junk
0.43%:  think you just got real hot
0.43%:  could be talking to the only
0.43%:  feel like you just brought the science on
0.43%:  just got hit by a science bullet round
0.43%:  could write science books for the general
0.43%:  could talk about this theory for 
0.43%:  need to figure out how to say that back
0.43%:  hate you!!
0.43%:  would like that to be our theory of science
0.43%:  totally forgot that was science
0.43%:  can just about feel the
0.57%:  can just about feel the science
0.43%:  feel like you just got a bunch
0.43%:  just talked to a science guy who
0.43%:  bet you thought science was all
1.94%:  bet you thought science was all about
0.43%:  would like to go on the science
0.43%:  totally just forgot what science
0.43%:  could be wrong but this
0.44%:  could be wrong but this theory
0.43%:  do not know about this science!!
0.43%:  really need to talk to a
0.43%:  thought you cared about science like two
0.43%:  totally said
1.16%:  totally said that before
1.03%:  totally said that before!!
0.43%:  could totally write a science book just for the
0.43%:  could write a science book about the only
0.43%:  would like that to be true for both
3.49%:  would like that to be true for both science
0.43%:  could be wrong about science for one
0.43%:  forgot to use the word science
0.43%:  just couldn
0.43%:  clearly should
0.43%:  just thought of a cool idea!!
0.43%:  would argue the
0.43%:  could still
0.43%:  need to figure out how to close
0.43%:  can barely follow this
0.58%:  can barely follow this but
0.43%:  think we just got real science for the
0.43%:  just threw out science
0.43%:  just got all the way to dark
0.43%:  think we need
1.17%:  think we need to call
1.00%:  think we need to go
0.71%:  think we need to call science
1.15%:  think we need to call science about
0.51%:  think we need to start
0.43%:  clearly need to write a science book or
0.43%:  just figured out both where
0.43%:  just won the science battle of the year
0.43%:  just found out how science
0.43%:  thought you were fake science bros but
0.43%:  need to talk to the guys
0.56%:  need to talk to the guys who run
1.31%:  need to talk to the guys who run science
0.92%:  need to talk to the guys who run science about
0.43%:  hate you for ru
0.43%:  should really get to work on science
0.43%:  just thought of a science break
0.43%:  totally just thought of new career
0.43%:  feel like you just wrote that and
0.43%:  could be a science genius after
0.43%:  think you just won the science race of all
0.43%:  really need to start looking for job
0.43%:  forgot about the other answer!!
0.43%:  should look into that later!!
0.43%:  need to go to the library to learn science!!
0.43%:  would look
0.71%:  would look into
8.70%:  would look into that further
4.37%:  would look into that further but
1.53%:  would look into that further because
1.49%:  would look into that but
1.47%:  would look into that further!!
0.96%:  would look into that theory
0.77%:  would look into that!!
0.59%:  would look into that because
0.44%:  would look into that further but science
0.43%:  can just feel the science
0.43%:  just blew all our current
2.04%:  just blew all our current science
0.43%:  just went full science bro!!
0.43%:  should totally write a science teacher book for
0.43%:  just figured out that the only science
0.43%:  need to figure out what a
0.43%:  just got blown out of the literal
0.43%:  thought you were all talk
0.43%:  already knew
0.52%:  already knew about
0.47%:  already knew about this
0.51%:  already knew about this!!
0.43%:  need to think about how great
0.43%:  hate to be the one to call
0.43%:  hate to break the bad
2.39%:  hate to break the bad news to you but
0.45%:  hate to break the bad news but
0.47%:  hate to break the bad news but you
0.43%:  was born to figure out the truth!!
0.43%:  just thought of a way science can be true
0.43%:  should totally get into
2.88%:  should totally get into science
1.95%:  should totally get into science!!
0.53%:  should totally get into science before
0.43%:  hate it when science totally fuck
0.43%:  need to talk to you after the
9.33%:  need to talk to you after the show!!
0.43%:  totally just learned science!!
0.43%:  need to get back to the science library for
0.43%:  could be wrong about the entire solar
0.43%:  would like for that to be a real science
0.79%:  would like for that to be a real science theory
0.43%:  like how you called
0.43%:  would like to go to the beach
0.43%:  just broke science for real!!
0.43%:  think you just changed about
0.43%:  like you better than regular
2.31%:  like you better than regular science
1.43%:  like you better than regular science!!
0.53%:  like you better than regular science now
1.04%:  like you better than regular science now!!
0.43%:  forgot about the black hole under
0.43%:  think you need to shut
0.43%:  think we just found a science theory!!
0.43%:  could totally write a science book but
0.43%:  think you just learned how to argue science
0.43%:  feel like the word
0.43%:  need to get to the science lab
0.43%:  just figured out where all the rob
0.43%:  really just wanted to look through science
0.43%:  thought you were a real adult
0.64%:  thought you were a real adult!!
0.43%:  started
0.49%:  started out
0.43%:  thought you were all just fake bro
0.43%:  just figured out a way to be both science
0.43%:  thought you were drunk
0.44%:  thought you were drunk last
0.43%:  just figured that out when
0.43%:  do not care what you
0.57%:  do not care what you think
0.61%:  do not care what you think about
0.43%:  should really get on
0.43%:  do not know about this guy!!
0.43%:  could be totally right about the science
0.43%:  need to borrow that
0.73%:  need to borrow that theory
0.43%:  feel like the world just got at
0.43%:  just figured out the science to all three
0.43%:  just thought about one
0.43%:  think you need to get out
0.43%:  think science just found out what all
0.43%:  should totally get back into science for
0.43%:  should totally go into science before
0.43%:  was talking about science but then
0.43%:  really should write a book about science reject
0.43%:  refuse to rule out any
0.43%:  really just figured out how to be
0.43%:  just blew the giant
0.79%:  just blew the giant theory
0.43%:  could be wrong about science for the only
0.42%:  totally forgot about this science
0.42%:  just found out where all the science
0.42%:  hate to break it to us
0.42%:  just thought of a black
0.42%:  just called you a giant bro!!
0.42%:  would like you to shut the
0.42%:  feel like you just turned that science
0.42%:  need to go think about that for real
0.42%:  really hate to break this to science
0.42%:  think we just reached
0.42%:  just thought of actual
4.49%:  just thought of actual science
1.09%:  just thought of actual science to
0.96%:  just thought of actual science!!
0.61%:  just thought of actual science and
0.42%:  was right about you
0.42%:  just figured out how science can totally be real!!
0.42%:  just talked to the
1.30%:  just talked to the future
1.18%:  just talked to the future!!
0.42%:  thought you were all science facts
0.42%:  just totally thought of a new dark
0.42%:  hate it when science backs
0.42%:  just broke the fourth wall and got
0.42%:  think you just won a science bet
0.42%:  could talk about science for another eight
0.42%:  just figured out how to be real!!
0.42%:  just blew your science out of the air
0.42%:  cannot tell whether
0.78%:  cannot tell whether you just
0.42%:  just wrote science fact into
0.42%:  should totally write a science book about fr
0.42%:  hate it when you talk about science so
0.42%:  should write a book on that one
0.80%:  should write a book on that one!!
0.42%:  forgot to think that
0.42%:  could write a book on that science theory
0.42%:  just thought of a new science you
0.42%:  just called you out for being a science bro when
0.42%:  forgot about the whole non
0.42%:  really hate to be wrong about this but science
0.42%:  could be wrong here!!
0.42%:  think science just got all the way around
0.42%:  really think we could get
0.42%:  would like that to be the case but only
0.42%:  just thought of one too
0.42%:  bet you could write a book on
2.60%:  bet you could write a book on that!!
0.42%:  forgot the best
0.42%:  need to start talking about science before
0.42%:  forgot science is real
0.42%:  just thought of literal
0.67%:  just thought of literal dark
0.42%:  just thought of a totally new science break
0.42%:  could be wrong for like
0.42%:  will go to
0.68%:  will go to the science
0.42%:  would like to say there
0.42%:  need to figure out what all the colours
0.42%:  should totally be working on that for
1.65%:  should totally be working on that for science
0.62%:  should totally be working on that for science!!
0.42%:  can feel the truth
0.42%:  already wrote
0.42%:  think you just won all the science debate club
0.42%:  just thought of a way to science dark
0.42%:  feel like you just brought down both
6.39%:  feel like you just brought down both science
0.42%:  will go back
0.52%:  will go back to the
0.60%:  will go back to the future
0.42%:  just called you out on being fake bro
0.42%:  just figured out the only other
0.42%:  just won the debate!!
0.42%:  thought you were real friends but
0.42%:  hate to break this to you d
0.42%:  totally forgot about the world
0.42%:  just thought of an entire science book
0.42%:  hate to break it to you but we should
0.42%:  just got a better idea of how science
0.42%:  think that could be true for
0.42%:  think you just changed all science for a
0.42%:  would be okay
0.42%:  would like to hug you for the
0.42%:  just figured out what all non
0.42%:  think you found us
0.42%:  just wanted to talk about science for
0.42%:  thought you liked science facts better
0.42%:  could be talking about real science here for
0.42%:  need to start looking at
0.58%:  need to start looking at science
0.42%:  think we just found your science
0.42%:  went
1.64%:  went through
0.70%:  went through all of
1.83%:  went through all of science
1.45%:  went through all of science just
1.32%:  went through all of science just to be
1.08%:  went through all of science just to learn
1.17%:  went through all of science just to learn about
0.94%:  went through all of science and
0.81%:  went through all of science just to be able
0.65%:  went through all of science just to end
0.63%:  went through all of science just to talk
0.48%:  went too
1.32%:  went too far this
1.31%:  went too far!!
0.48%:  went through all of science just to be told
0.45%:  went through all of science to dis
0.42%:  thought you cared about science before we
0.42%:  just got an idea for a science theory where
0.42%:  think science just found out how to be a
0.42%:  think you just created for
0.42%:  would like to buy that for one
0.42%:  could be wrong about the science there but it
0.42%:  think science just got a whole lot of
0.42%:  just totally forgot what science
0.42%:  just got a new idea for a book
1.52%:  just got a new idea for a book!!
0.42%:  really thought it could
0.42%:  could talk about giants for three
0.42%:  thought of a better joke
0.42%:  think you just wrote the science for
0.42%:  think we just found out there are
0.42%:  thought you were a doctor not
1.21%:  thought you were a doctor not a science
0.42%:  should call the
0.70%:  should call the science
0.42%:  just got turned on to a
1.73%:  just got turned on to a whole
0.49%:  just got turned on to a science
1.05%:  just got turned on to a science theory
0.53%:  just got turned on to a science theory for
0.42%:  hate to break it to you but we all
0.42%:  just blew all your dark
0.42%:  think you were born just to be
0.42%:  just thought of a way to be like
0.42%:  just got really hard
0.42%:  hate that you figured
0.42%:  just thought of a new science baby
0.42%:  reject that theory too
0.42%:  need to follow that logic
0.42%:  just figured out how to be both real
0.42%:  just figured out one theory
0.42%:  reject this theory out of a
0.42%:  just got an idea for when
0.42%:  should write a science book but then you
0.42%:  need to get to the science library for
0.42%:  could write a science blog about these
0.42%:  think you just rewrote the science of cel
0.42%:  totally just broke science with one
0.42%:  really need to figure out how to start science club
0.42%:  get it
0.67%:  get it now!!
0.42%:  think we all just got older!!
0.42%:  really should write a science book for teen
0.42%:  really like the word
0.42%:  should write a science book for to
0.42%:  could be wrong about that entire science
0.42%:  totally should be working on that science
0.42%:  think you just got all of science done!!
0.42%:  think you just turned all the science for
0.42%:  would rather not think of
0.42%:  just blew all our science right out of here
0.42%:  think you just fell down a hole
0.42%:  should write a science fan
0.42%:  should write a science book to tell you
0.42%:  refuse to take your call
0.42%:  just think about the science
0.42%:  think we just found the c
0.42%:  could be wrong about history
0.42%:  forgot how to think because
0.42%:  just figured out how to control all the science
0.42%:  need to go think about that science for
0.42%:  just thought of a new book to call
0.42%:  just think of all the cool
0.48%:  just think of all the cool science
0.42%:  think you just won the gold for
0.44%:  think you just won the gold for science
0.42%:  just figured out how to talk science to all
0.42%:  really should write a book on the
1.95%:  really should write a book on the science
0.42%:  think you just got all of the science done
0.42%:  just created a theory of science with no
0.42%:  think you should get an actual
7.92%:  think you should get an actual science
13.41%:  think you should get an actual science job
2.13%:  think you should get an actual science job!!
0.86%:  think you should get an actual science job before
0.80%:  think you should get an actual job
0.59%:  think you should get an actual science job for
0.42%:  would not be at
0.42%:  feel like you just to
1.57%:  feel like you just tore through
0.51%:  feel like you just tore down
0.42%:  just got really tired of
0.42%:  really need to know if
0.52%:  really need to know if that
0.42%:  just talked about science with the cool
0.42%:  totally just figured out how to reach en
0.42%:  forgot to tell you where
0.42%:  hate you for knowing about both
0.42%:  just totally thought of a new book idea
0.42%:  really should work on being
2.57%:  really should work on being better
21.95%:  really should work on being better at science
2.12%:  really should work on being better at science!!
0.57%:  really should work on being better about
0.42%:  just took a science
0.43%:  just took a science theory
0.42%:  thought you were all science and
0.48%:  thought you were all science and facts
0.42%:  could be talking to one of those
0.42%:  always forget the
0.42%:  just got idea for science book
0.43%:  just got idea for science book!!
0.42%:  need to get on that science rock
0.42%:  think you just won all the science tro
0.42%:  just got a new idea for the science
0.42%:  just got really worried about the science
0.42%:  just got all science on your behind
0.42%:  think you just argued better science
0.42%:  think you just got all of the science bro
0.42%:  clearly need to work on science
0.42%:  need to call science about this theory
0.45%:  need to call science about this theory!!
0.42%:  just turned science into the
0.42%:  just thought of a really cool word
0.42%:  would like that to be science fact!!
0.42%:  just heard science talk about gi
0.42%:  just had the great
0.42%:  would listen to you
0.42%:  totally just broke down the science of gi
0.42%:  just killed the only
0.42%:  just thought of a really cool and
0.42%:  feel like science just got harder to
0.42%:  think you just brought to science
0.42%:  think you just got real for the
0.42%:  just fell down the rabbit hole to science guy
0.42%:  forgot to think about science when
0.42%:  feel like you just got to
0.42%:  should totally get a job where
0.42%:  think you just got the world a
0.42%:  could be looking at you
0.42%:  should totally get a science job where
0.42%:  just fell down the science rabbit hole yet
0.42%:  would listen to that lecture!!
0.42%:  could be right about all of the
0.42%:  could be wrong about the science here but totally
0.42%:  just fell down the science hole!!
0.42%:  need to write a story for
0.42%:  think you need to be careful about who
0.42%:  would like that to be fact
0.45%:  would like that to be factual science
0.42%:  would just like to be clear that for
0.42%:  could be wrong about the little
0.42%:  thought you cared about science for like
0.42%:  just got talked into a science lecture!!
0.42%:  just told you to
0.42%:  could totally see that working out for a
1.73%:  could totally see that working out for a science
0.42%:  think we all just found a theory to
0.42%:  just figured out how to be really hot
0.42%:  just figured out what other science
0.42%:  forgot about that weird science
0.87%:  forgot about that weird science theory
0.96%:  forgot about that weird science theory!!
0.42%:  totally forgot about the und
0.42%:  would like to say that for
0.42%:  forgot to rule out the absurd
0.42%:  just thought of a new article about
0.42%:  really need to talk to a science
0.42%:  just thought of a way science could be neat!!
0.42%:  need to talk to this fellow!!
0.42%:  need to go think about these
0.42%:  really ought to write that book!!
0.42%:  should write a book then
0.42%:  just figured out whether or not all science
0.42%:  think you just won the science bro debate of
0.42%:  think you just brought real science to a debate of
0.42%:  could buy
1.67%:  could buy that!!
0.42%:  could be wrong about this totally
0.42%:  would like to get that
0.42%:  feel like you just wrote that science
0.42%:  thought you were real for a sec
0.42%:  think science just got really cool for a hot
0.42%:  could write that theory
0.42%:  should write a book for that one
0.63%:  should write a book for that one!!
0.42%:  totally need to figure out science
0.42%:  need to get back into science so
0.42%:  need to think about that for real
0.42%:  forgot we could
0.42%:  really should get to know that
0.42%:  should write a blog entry
9.33%:  should write a blog entry about that!!
0.49%:  should write a blog entry about that one
1.46%:  should write a blog entry about that one!!
0.42%:  just broke down crying at
0.42%:  thought you were too cute for
1.29%:  thought you were too cute for science
1.00%:  thought you were too cute for science!!
0.42%:  really forgot about that until now
0.53%:  really forgot about that until now!!
0.42%:  just thought of a ton
0.42%:  forgot about that black hole!!
0.42%:  should be working
2.00%:  should be working on that
0.42%:  could be wrong about the science history
0.41%:  just thought of a new science career and
0.41%:  thought all
0.41%:  just figured out not only how all
0.61%:  just figured out not only how all science
0.45%:  just figured out not only how all the
0.53%:  just figured out not only how all the science
0.41%:  totally just won the science for real
0.41%:  just got all the science for dark
0.41%:  forgot about the best
0.41%:  just bought a ticket on
0.59%:  just bought a ticket on the science
0.41%:  really need to figure out how to thank science
0.41%:  should be the one talking about science for
0.41%:  really should be a
1.37%:  really should be a science
4.08%:  really should be a science teacher
5.14%:  really should be a science teacher!!
2.35%:  really should be a science writer
1.68%:  really should be a science writer!!
0.41%:  really should know about that science
0.41%:  just freaked out real
0.41%:  was about to reject your
0.41%:  hate to be this guy but dark
0.41%:  hate to be that guy but we
0.41%:  need to go think about that for science!!
0.41%:  need to figure out the science on
1.15%:  need to figure out the science on that!!
0.41%:  would like to shout
0.41%:  could totally write a book for the
1.19%:  could totally write a book for the science
0.41%:  would like for that to be true but science
0.41%:  forgot you could use science to think
0.41%:  could write a science book for teen
0.41%:  just wanted to be right about one
0.41%:  could totally be the first author
0.41%:  would be the first to argue that your science
0.41%:  think we all just agreed that you
0.41%:  think science just got really bad
0.41%:  should write a book about the fl
0.41%:  should write a book about the only real
1.47%:  should write a book about the only real science
0.41%:  could totally be wrong about the science here but for
0.41%:  would like to start a science club that
0.41%:  thought you were just fl
0.41%:  hate to break it to all the science d
0.41%:  want to hug you for
0.41%:  think you just won all the science bet
0.41%:  could totally write a science book one
0.41%:  really should get back on
0.43%:  really should get back on the
0.62%:  really should get back on the science
0.98%:  really should get back on the science train
0.41%:  think you could get a science job
0.41%:  was not
0.41%:  think we all just found a science theory to argue
0.41%:  would like to hug you for that last
0.41%:  hate to burst your balloon but if dark
0.41%:  just figured out the black
0.41%:  totally forget
0.41%:  need to write a science story
0.89%:  need to write a science story for
0.53%:  need to write a science story about
0.41%:  would rather you not tell
0.41%:  forgot about how science
0.41%:  need to borrow your black
0.41%:  forgot to rule out all the other
0.41%:  just got an idea for how to be the
0.41%:  think that one
0.41%:  just figured out how they eat
0.41%:  think the world just got science
0.41%:  really just want to talk
0.41%:  thought it was already
0.41%:  hate to break the news but your
0.41%:  could totally see that working on science
0.41%:  like that theory a
1.63%:  like that theory a lot!!
0.41%:  feel like that could be worth a
0.41%:  think we better call science
0.62%:  think we better call science about
0.41%:  should write the science
0.41%:  think you just created a science blog worth
0.41%:  just figured out how to talk to ner
0.41%:  think that could just be science!!
0.41%:  think you just brought science fact down a
0.41%:  just called you out for being both
0.41%:  forgot to think about science because
0.41%:  just thought of a way to be liked
0.41%:  could be wrong about the science but let
0.41%:  do not know about the
2.41%:  do not know about the science
1.99%:  do not know about the science but
0.91%:  do not know about the science here
0.91%:  do not know about the science of
1.55%:  do not know about the science of this but
0.70%:  do not know about the science here but clearly
0.70%:  do not know about the science of this but clearly
0.61%:  do not know about the science there
0.44%:  do not know about the future
0.41%:  just figured out how to totally break
3.24%:  just figured out how to totally break science
2.78%:  just figured out how to totally break science!!
0.41%:  thought you were a bro science
0.41%:  think you just found a science career worth
0.41%:  feel like you just went through too
0.41%:  thought you were about science and facts!!
0.41%:  used to think of
0.41%:  just killed the science theory
0.41%:  could be wrong about any of the science but
0.41%:  just thought of a really better
0.41%:  would argue that if that
0.41%:  forgot that you were there!!
0.41%:  just wrote an entire book of science that could
0.41%:  thought we could only use
1.09%:  thought we could only use science
0.48%:  thought we could only use science for
0.41%:  really ought to write a book and
0.41%:  forgot about the real answer
0.65%:  forgot about the real answer!!
0.41%:  forgot about all the science because
0.41%:  think we all just got burned
3.04%:  think we all just got burned by science
1.70%:  think we all just got burned by science!!
0.45%:  think we all just got burned by our
0.43%:  think we all just got burned by science for
0.41%:  think you just rewrote the science about
0.41%:  just wrote a theory
0.77%:  just wrote a theory about
0.41%:  kinda just thought of a science
0.41%:  just wrote an entire book that could
0.41%:  just got an idea for another book where
0.41%:  just blew all your science out the back of the boat!!
0.41%:  do not care what you just
0.41%:  would like to eat that
0.41%:  clearly need to start science
1.91%:  clearly need to start science blog
0.41%:  could be wrong about the rest of reality but oh
0.41%:  think our science teacher just got a
0.41%:  think you just got too real for a
0.41%:  figured out the answer to one
0.41%:  thought you were out for
0.41%:  could be wrong about a ton
0.49%:  could be wrong about a ton of science
0.41%:  think you just changed all of science to be real
0.41%:  should write a book about all the f
0.41%:  would like to eat that theory
0.57%:  would like to eat that theory for
0.41%:  need to tell you later about what
0.41%:  totally just thought of real science in
0.42%:  totally just thought of real science in order
0.41%:  think science just got really far
0.41%:  used to think you weren
0.41%:  could be wrong about the rest of science but it
0.41%:  feel like that one
0.43%:  feel like that one could
0.41%:  hate to be racist but you
0.41%:  need to go to the science library after lunch to
0.41%:  think you just changed all science to be about fr
0.41%:  should totally write a book counter
0.41%:  think we just found science that
0.41%:  should totally write a science fact book or
0.41%:  think you should get a science career
0.41%:  forgot to think about outer
0.41%:  totally forgot about the word
0.41%:  totally forgot about such
0.41%:  should write a book on science theory
0.41%:  think you just got science real hard
0.41%:  just blew all our science and
0.41%:  totally forgot that could be science!!
0.41%:  think science just got a lot cooler for
0.41%:  think you just changed all science to be true
0.41%:  just blew all our science out of the back
0.41%:  just figured out how all three
0.41%:  totally forgot about the science answer
1.00%:  totally forgot about the science answer!!
0.41%:  think you just rewrote the natural
0.41%:  totally just found out where the
0.41%:  totally need to look
0.41%:  think you just changed science for 
0.41%:  cannot wait for science to get here
0.90%:  cannot wait for science to get here!!
0.41%:  really need to work on this blog
0.41%:  could be wrong about all of the science but it
0.41%:  forgot all about this theory but
0.41%:  would like to shout that
0.41%:  just wrote a science fact book that
0.41%:  can think of about three
0.41%:  really ought to look
0.41%:  really need to figure out how to shut science
0.41%:  could be wrong about all the science for one
0.41%:  could be talking to a future science star
0.59%:  could be talking to a future science star!!
0.41%:  forgot about all the science until
1.06%:  forgot about all the science until just
4.33%:  forgot about all the science until just now!!
0.41%:  could totally write the science book for
0.41%:  need to get to work on this!!
0.41%:  forgot about that theory we
0.41%:  would look into that further because science
0.41%:  just bought dark
0.41%:  totally just got an
3.57%:  totally just got an idea for science
1.66%:  totally just got an idea for science!!
1.02%:  totally just got an idea for how
0.94%:  totally just got an idea for the
0.61%:  totally just got an idea for where
0.41%:  gotta find out where you
0.41%:  just wrote a theory about the
0.41%:  need to write that theory
0.41%:  forgot about the answer
0.41%:  would like to argue that you
0.41%:  think you just threw out a good
0.41%:  would be the first to call you a
0.41%:  would like to see that on the front
0.41%:  could totally be a science bro right
0.45%:  could totally be a science bro right now but
0.41%:  just talked about science with you for a
0.41%:  reject this out of hand but you
0.41%:  think you just got a science award!!
0.41%:  used to think there
0.41%:  totally forgot about outer
0.41%:  really should know better than to argue science out
0.41%:  hate to be the one to burst our
0.84%:  hate to be the one to burst our dark
0.41%:  just thought of a bullet
0.41%:  like your face better
0.41%:  think we just had our science fact
0.41%:  would like to start a club for that
0.41%:  would like that to be the future science
0.41%:  think you just blew all of our other
0.55%:  think you just blew all of our other science
0.41%:  just figured out how to beat all other science ner
0.41%:  should write a science theory
1.54%:  should write a science theory book!!
0.61%:  should write a science theory book about
0.48%:  should write a science theory about
0.41%:  was looking at
0.41%:  think you just brought all of science a
0.41%:  forgot about that theory in
0.41%:  could totally be wrong here but
0.41%:  just called you out for being the one
0.41%:  just won the science race for
0.46%:  just won the science race for the
0.42%:  just won the science race for real
0.41%:  feel like you just turned what
0.41%:  could write a science book that theory
0.41%:  totally just heard science talking!!
0.41%:  think we just agreed that science
0.41%:  just found a giant
0.41%:  just fell down the rabbit hole to a science
0.41%:  would like to be not
0.41%:  need to talk to those
