being really cool IS one of the perks of being a computer scientist!
100.00%: 
72.61%:  you
0.24%:  before you go making copies of that internet
0.24%:  some people still get
0.35%:  some people still get angry
0.98%:  some people still get angry about
0.24%:  not cool enough for me to take it
0.24%:  you can forget I
0.24%:  I still prefer computer science to being the only
0.24%:  I still prefer computer science to being the only one
0.24%:  before someone else pub
0.24%:  keep it to yourself! I prefer being able to claim songs
0.24%:  unlike other cool people
0.24%:  not really cool enough to be a better
0.24%:  the point of computer science is larger
0.24%:  is it cool enough to break into my
0.24%:  let me be the first to propose
0.24%:  the really cool part is I keep
0.59%:  the really cool part is I keep forget
0.40%:  the really cool part is I keep getting
0.24%:  before you steal it
0.24%:  computer science is often a lot
0.36%:  computer science is often a lot of talking
0.33%:  computer science is often a lot of really
0.96%:  computer science is often a lot of really boring
1.83%:  computer science is often a lot of really boring things
0.27%:  computer science is often a lot like
0.24%:  keep it to yourself! I hate being cool
0.24%:  all computer science is like that! I
0.24%:  unlike my other secret
0.24%:  unlike my other cool talents
0.24%:  keep it to yourself for the time being so I can be
0.24%:  thinking about it closely
0.24%:  the best part of computer science is really in
0.24%:  can you please stop smiling
0.39%:  can you please stop smiling like
0.24%:  is it really cool to be
0.24%:  not really cool enough for me to be creating
0.24%:  being a computer scientist I prefer cool
0.43%:  being a computer scientist I prefer cool things
0.24%:  keep it to yourself! I stole it from a real
0.24%:  in response to the logical problem you
0.24%:  before you go tell
0.24%:  computer science has got
0.24%:  the only problem is it
0.24%:  can you imagine being the first person to per
0.24%:  for the purposes of getting more
0.24%:  before you call the cops on me for getting
0.24%:  computer science is often really like
0.24%:  let us not forget my earlier
0.44%:  let us not forget my earlier point
0.24%:  like most cool things for people to
0.24%:  for some reason people are still buying it
0.24%:  as a computer scientist being
0.24%:  like all great computer science gifts
0.24%:  before you steal all the songs from
0.24%:  be careful not to tell anyone this before going
0.24%:  since computer storage has been
0.24%:  for the purposes of making lots
0.24%:  I prefer to keep my cool feelings about the
0.24%:  be careful not to copy the
0.24%:  if you listen to it
0.24%:  at the risk of seeming un
0.24%:  people say
0.24%:  before you take this concept to
0.24%:  before you go thinking I can perform
0.24%:  keep it secret please
0.24%:  it only gets cooler because there are
0.24%:  since computer storage is likely
1.74%:  since computer storage is likely to replace
0.73%:  since computer storage is likely to be cheaper
0.44%:  since computer storage is likely to replace the
0.24%:  it comes at the price of turning all
0.24%:  since computer storage is non
0.24%:  after you
0.25%:  after you think
0.24%:  I prefer to think of it as computer science being n
0.24%:  be careful speaking to others of my secret!
0.24%:  computer science is really boring if I talk too
0.24%:  imagine if you took
0.24%:  not cool enough to tell my parents
0.24%:  before you start claiming other
4.12%:  before you start claiming other people
0.24%:  keep it to yourself in case it becomes cooler!
0.24%:  before you go asking me for a
0.24%:  since computer storage can be so
0.24%:  is it cool enough to keep from
0.90%:  is it cool enough to keep from being
2.09%:  is it cool enough to keep from being stolen
0.78%:  is it cool enough to keep from being totally
1.00%:  is it cool enough to keep from being totally insane
0.77%:  is it cool enough to keep from being stolen by
0.59%:  is it cool enough to keep from being eaten
0.24%:  can you imagine being the one
0.24%:  before you go planning to become
0.35%:  before you go planning to become a pir
0.24%:  before you go making too
0.24%:  be careful not to tell anyone from the 
0.24%:  keep it to yourself! I prefer being able to choose
0.24%:  in the interest of playing
1.24%:  in the interest of playing along
0.24%:  keep it to yourself e
0.24%:  it only applies if the number of
0.24%:  thanks for letting me present
0.24%:  being a computer scientist I feel a strong
0.24%:  computer science is all the rage!
0.24%:  it raises some really
0.24%:  like many other people in
0.24%:  is it cool enough to inspire me to break
0.24%:  not cool enough to pay me for it!
0.24%:  like all branches
60.36%:  like all branches of computer
0.24%:  the computer science life
0.49%:  the computer science life is not for
0.34%:  the computer science life is lonely
0.25%:  the computer science life is not all ro
0.24%:  be careful making copies of this one
0.24%:  computer science is really one of the first
0.24%:  before you make copies of the song or
0.24%:  be careful not to sing my
0.38%:  be careful not to sing my song
0.24%:  it gets me thinking about a
0.24%:  there is one place
0.24%:  for some reason people continue to bring
0.24%:  before you go breaking all those internet
0.24%:  like most things of real interest in
0.24%:  computer science is often really boring so I like
0.24%:  I prefer to keep my feelings about that
0.24%:  like many cool things before
0.24%:  being a computer scientist of only the
0.24%:  computer science being the polite
0.24%:  mostly because of the
0.24%:  not really cool enough for me to keep being a strict
0.24%:  to keep things from being totally unfair
0.24%:  it comes at the price of being unable to keep songs on
0.24%:  before you go pointing it
0.24%:  since the computer is so perfect
0.24%:  before this gets me into legal troubles for
0.24%:  please try to ignore
0.24%:  be careful not to ask
0.24%:  like a lot of computer secrets
0.24%:  since computer storage is cheaper by
0.24%:  not really cool enough to embrace
0.24%:  before you go listen to some of
0.24%:  keep it to yourself so I can collect on this
0.24%:  as computer science is often poorly
0.24%:  before this becomes an
0.24%:  is it cool enough for me to keep typing
0.24%:  most people are content to ignore such legal
0.24%:  be careful not to tell anyone this!
0.24%:  keep it to yourself before I get in legal
0.24%:  perhaps you can
0.24%:  keep it to yourself so I can collect on the promise
0.24%:  most people are terrible at seeing the cool
0.24%:  unlike many aspects of logic
0.24%:  you gotta keep it on
0.24%:  before you think of stealing songs
0.24%:  on account of it being a problem for
0.59%:  on account of it being a problem for society
0.31%:  on account of it being a problem for the
0.41%:  on account of it being a problem for the entire
0.24%:  before you go praising me for this keen
0.24%:  as the computer scientist playing
0.24%:  for some reason I feel slightly
0.24%:  is it really cool enough for me to keep pret
0.24%:  it comes at the price of being really uncool too
0.24%:  if I may be
0.27%:  if I may be frank
0.24%:  is it cool enough to make people start being
0.49%:  is it cool enough to make people start being nice
0.24%:  I think computer science is bigger
0.24%:  if you listen to the song I
0.24%:  before you begin to complain
0.45%:  before you begin to complain that
0.24%:  like many great theories of science
0.24%:  some people like to argue that I
0.24%:  before you praise me for pointing all
0.24%:  being a computer scientist on the c
0.24%:  unlike a lot of things on
0.24%:  keep it to yourself! I plan on being rich from
0.24%:  to be fair to computer science fans
0.24%:  unlike most things of note
0.24%:  if you listen to me for too long I get
0.24%:  keep it to yourself! I claim
0.24%:  be careful in
0.37%:  be careful in telling
0.70%:  be careful in telling others!
0.37%:  be careful in telling other
0.30%:  be careful in talking
0.24%:  keep it to yourself! I plan on becoming the first S
0.24%:  in light of my recent success
0.24%:  my feelings
1.11%:  my feelings are conflict
0.42%:  my feelings about
0.39%:  my feelings are hurt
0.28%:  my feelings about it
1.92%:  my feelings about it are conflict
0.27%:  my feelings about the
0.24%:  before I go back to playing
1.81%:  before I go back to playing computer
3.88%:  before I go back to playing computer scientist
0.33%:  before I go back to playing computer che
0.32%:  before I go back to playing computer scientist for
0.29%:  before I go back to playing computer sol
0.24%:  for the purposes of legally
0.24%:  computer science is pretty far
0.24%:  the really cool part comes if
0.24%:  I still like music!
0.24%:  being a computer scientist only once
0.24%:  before I become entirely
0.24%:  keep it to yourself so I can still become
0.38%:  keep it to yourself so I can still become rich
0.24%:  for the purposes of my little science
0.24%:  computer science has been a
0.24%:  if you promise not to tell I
0.24%:  before anyone starts pointing
0.26%:  before anyone starts pointing out problems
0.24%:  it only applies for numbers that
0.24%:  not really cool enough to get back
0.24%:  like most great theories of science
0.24%:  being a computer scientist on the fore
0.24%:  before you thank me for posting
0.24%:  like a lot of computer science this only
0.24%:  before you go calling me the coolest scientist of
0.24%:  in the interest of not becoming publicly
0.24%:  before you start filling notebook
0.24%:  before you start making copies of things to
0.24%:  on account of being a terrible
0.85%:  on account of being a terrible person
0.24%:  not cool enough to replace my boring life
0.24%:  like all theories of computer science gone
0.24%:  for the purposes of being really
0.60%:  for the purposes of being really cool
0.24%:  I guess it only applies if the
0.24%:  probably not cool enough to make it in science
0.24%:  like most things in science or
0.24%:  before you go telling people the facts
0.24%:  like all computer science sort of thing
0.24%:  in the interest of keeping all my personal
0.24%:  like all computer science fan boys
0.24%:  be careful not to go
0.57%:  be careful not to go telling
2.77%:  be careful not to go telling anyone
0.72%:  be careful not to go telling anyone!
0.40%:  be careful not to go telling anyone this
0.38%:  be careful not to go telling others
0.25%:  be careful not to go telling other
0.24%:  for some reason people continue to be really big
0.24%:  not as cool as getting free copies
0.24%:  like a lot of problems
0.24%:  like a lot of problems in science
0.24%:  computer science is all theory
0.24%:  before you call the cops on me for being an
0.24%:  like all things I come
0.25%:  like all things I come across
0.24%:  only computer
0.24%:  like all the best computer sciences are
0.24%:  like all great stories of computer science in the
0.24%:  before anyone else comes along
0.24%:  it comes at the price of seeing
0.35%:  it comes at the price of seeing your
0.24%:  being a computer scientist since
0.59%:  being a computer scientist since before
0.24%:  be careful not to tell anyone! I prefer being the
0.24%:  for some reason I think
0.41%:  for some reason I think people
0.25%:  for some reason I think people still
0.24%:  before you go calling me the coolest person since
0.24%:  probably not cool enough to increase
0.24%:  please keep it to yourself h
0.24%:  before you go back to telling others
0.24%:  before you agree
0.24%:  in the computer science position
0.24%:  please keep it to yourself as I might be
0.24%:  for reasons of
0.24%:  before you go on claiming it as
0.24%:  unlike the rest of my cool facts
0.24%:  being a computer scientist I keep telling
0.24%:  is it cooler
0.73%:  is it cooler than being
2.94%:  is it cooler than being a computer
0.45%:  is it cooler than computer
0.37%:  is it cooler than computer porn
0.31%:  is it cooler than being a computer engineer
0.25%:  is it cooler than my
0.24%:  computer science is not only great for legal
0.24%:  not as cool as getting free copies of computer
0.23%:  computer science has to be one
0.23%:  before you make copies of this entire
0.23%:  like the number of planets
0.59%:  like the number of planets orbit
0.43%:  like the number of planets orbiting a
0.23%:  in the interest of not causing legal
0.78%:  in the interest of not causing legal problems before
0.32%:  in the interest of not causing legal problems or
0.31%:  in the interest of not causing legal problems I
0.23%:  as you can tell from the look of
0.23%:  computer science is the only proof of
0.23%:  to keep things from spinning totally
0.23%:  like all great computer science theories of song
0.23%:  there is still one
1.38%:  there is still one problem
0.23%:  before you go praising me on this topic
0.23%:  the only reason computer science is a
0.23%:  like all computer science of the greatest
0.23%:  computer science being the noble art
0.23%:  please keep it to yourself! I am secret
0.23%:  like the computer scientist in
0.23%:  I prefer to think about it before going
0.23%:  on account of it being so boring
0.23%:  keep it to yourself! I might not
0.23%:  the real beauty of it comes
0.23%:  for those of you taking
0.23%:  for the purposes of breaking into my
0.23%:  because of the logic problems
0.23%:  like all computer science presents the
0.23%:  being a computer scientist gets
0.29%:  being a computer scientist gets lonely
0.23%:  in the process of talking myself
1.15%:  in the process of talking myself into a corner
0.74%:  in the process of talking myself out
0.29%:  in the process of talking myself into trouble
0.28%:  in the process of talking myself into being
0.54%:  in the process of talking myself into being correct
0.50%:  in the process of talking myself into being cool
0.23%:  it comes at the cost of being really creep
0.23%:  like all theories of computer science for non
0.23%:  is it cool enough to really be
0.23%:  I still prefer computer science to asking
0.23%:  back to computer porn!
0.23%:  computer science also offers another
0.23%:  before you tell others of
0.23%:  before you talk to people
0.23%:  be careful before telling me
0.33%:  be careful before telling me that
0.23%:  in the interest of keeping all of my personal
0.23%:  to be fair to computer science types
0.23%:  not cool enough to keep from calling
0.23%:  the computer scientist feels no
0.23%:  like all theories of interest
0.23%:  not cool enough to stop me being a
0.94%:  not cool enough to stop me being a terrible
0.23%:  it only applies to black
0.23%:  unlike a lot of problems
0.23%:  like so many other aspects of logic
0.23%:  being a computer science theory
0.23%:  strictly
0.23%:  unlike many things in life
0.23%:  keep it to yourself as this
0.23%:  back to the computer porn!
0.23%:  before you start looking into these
0.26%:  before you start looking into these problems
0.23%:  before you start making those porn
0.23%:  the computer science of it all gets
0.47%:  the computer science of it all gets boring
0.23%:  before you ask me for
0.23%:  can you think of a better closing
1.16%:  can you think of a better closing line for
0.37%:  can you think of a better closing line for me
0.43%:  can you think of a better closing line for me to
0.23%:  before you make copies of it
0.23%:  before you start claiming pieces
0.23%:  unlike most cool things in science or
0.23%:  if you listen to the song before I
0.23%:  like a lot of other computer science type
0.23%:  keep it to yourself! I plan on becoming the best
0.23%:  before you pat me on the back or congr
0.23%:  it only applies to numbers bigger than one oct
0.23%:  is it cool enough to keep saying
0.23%:  it only applies to fiction
0.23%:  to get back to your original point!
0.23%:  before you take the concept
0.23%:  it comes at the price of being able to keep only
1.12%:  it comes at the price of being able to keep only one song
0.23%:  be careful! I think someone stole
0.23%:  please keep it a secret from society until
0.23%:  it only applies to numbers bigger than fifteen or so!
0.23%:  being a computer scientist has one big
0.23%:  at the risk of being a computer science pro
0.23%:  not really cool enough to go back in time in
0.23%:  I prefer to listen to the music before
0.23%:  the concept
0.38%:  the concept of computer
0.29%:  the concept of computer storage
0.83%:  the concept of computer storage is really
0.23%:  in terms of legal action
0.23%:  computer science has been looking into it for ages!
0.23%:  I prefer to think of it as really cool being
0.23%:  it makes it really tough to license
0.23%:  be careful not to mention either
0.27%:  be careful not to mention either of
0.23%:  before I go on to talk about my theories
0.23%:  like all theories of computer science going
0.23%:  not really cool enough I
0.23%:  the only reason computer science keeps it all going
0.23%:  before you go telling people there are
0.23%:  the point of computer science is not really seeing
0.23%:  being a computer scientist I prefer to be cool all
0.23%:  not really cool enough to be printing
0.23%:  before you pat me on the back for spot
0.23%:  as a computer scientist engineer
0.23%:  be careful making copies of porn
0.23%:  I think it only applies to stuff
0.23%:  I prefer to think of it as cooler!
0.23%:  like all computer science is going to be soon
0.23%:  the really cool part is it
0.23%:  you can check
0.23%:  being a computer scientist has got
0.23%:  my greatest concern is that people looking
0.23%:  computer science is also often really
2.23%:  computer science is also often really boring too
1.11%:  computer science is also often really boring!
0.23%:  most people are content to be
0.23%:  in the interest of purs
0.23%:  the reason I like computer science is not for log
0.23%:  like a lot of theory
0.23%:  please keep it to yourself right
0.23%:  be careful not to tell any song
0.23%:  is it cool enough for me to be able to license
0.23%:  before you got
0.33%:  before you got all
0.23%:  being a computer scientist IS like
0.23%:  once you accept it
0.23%:  before you think of going
0.47%:  before you think of going into
0.23%:  be careful not to mention it in legal
0.23%:  is it cool enough to pay me for talking
0.23%:  in the interest of keeping all of you
0.23%:  computer science is really the best part
3.40%:  computer science is really the best part of being
0.23%:  computer science is not solely the
0.23%:  once you start thinking of people as being
0.23%:  as computer science likes
2.61%:  as computer science likes to point
0.23%:  the bigger picture is really
0.23%:  please keep it to yourself so I can get more of
0.23%:  is it cool enough for me to break
0.23%:  like all great computer science theories of note
0.23%:  computer science is a lot of really ner
0.23%:  computer science is only a little boring
0.23%:  the computer scientist is only one
0.23%:  unlike a lot of science facts
0.23%:  to further
0.23%:  thanks to computer science being terrible
0.23%:  I promise not to tell anyone because if
0.23%:  to keep things simple for non
0.23%:  in the interest of being fair
0.27%:  in the interest of being fair to people
0.23%:  before you get all into this
0.23%:  let us not forget the real reason people
0.23%:  since most people are ignorant of the intr
0.23%:  be careful not to tell any specific
0.28%:  be careful not to tell any specific song
0.24%:  be careful not to tell any specific songs
0.23%:  to return to my first
0.23%:  can you imagine being the first one to look
0.23%:  it also points
0.29%:  it also points out
0.66%:  it also points out the problem
0.46%:  it also points out the problem of
0.25%:  it also points out the problems
0.26%:  it also points out the problems of
0.23%:  computer science being one of those really
0.67%:  computer science being one of those really boring
0.23%:  not really cool enough for me to bring back
0.23%:  it comes at the price of being able to con
0.23%:  before you go praising me for that one
0.23%:  like a lot of computer stories
0.23%:  it comes at the price of being an
0.23%:  more than cool
0.23%:  in the interest of being boring
0.23%:  in the absence of a computer to
0.23%:  unlike most cool things I create
0.23%:  because the problem is so per
0.23%:  the computer science goes on for
0.23%:  if you look at it from the science
0.23%:  unlike a lot of people these
0.23%:  the coolest part is being able to see porn
0.23%:  in the interest of keeping our legal system oper
0.23%:  after looking into this some
0.23%:  computer science has really been looking into
0.23%:  like all great computer science theory it
0.23%:  like many other aspects of our societ
0.23%:  computer science is nothing if not proof
0.23%:  before you start making copies of the recent
0.23%:  computer science is not a religion!
0.23%:  if nothing
0.23%:  before I tell you another cool secret
0.23%:  since there are so many people out
0.23%:  unlike my other cool topics
0.23%:  I must be
0.61%:  I must be going
0.23%:  in the interest of keeping a cool
0.39%:  in the interest of keeping a cool story
0.33%:  in the interest of keeping a cool computer
0.23%:  if you look at it from one angle it
0.23%:  computer science IS a pretty neat
0.23%:  like all things in computer science I gotta
0.23%:  unlike most things online
0.23%:  like all things computer science goes to
0.23%:  the coolest computer fact
0.23%:  it comes at the price of being unable to copy!
0.23%:  like all computer science is so boring that I forgot
0.23%:  before you listen to me on
1.40%:  before you listen to me on this topic
0.25%:  before you listen to me on the
0.69%:  before you listen to me on the topic
0.62%:  before you listen to me on the topic again
0.23%:  before you go on telling people this neat trick of
0.23%:  I guess the real problem for
0.39%:  I guess the real problem for society
0.23%:  unlike the legal
0.23%:  before you fall into
0.26%:  before you fall into complete
0.23%:  the best part is you can get
0.23%:  computer science is also really boring in
0.23%:  for some reason it keeps getting
0.23%:  unlike my other interest
0.23%:  if computer
3.89%:  if computer science is really
2.65%:  if computer science is so
4.53%:  if computer science is so great
1.77%:  if computer science really
1.50%:  if computer science really is the
1.45%:  if computer science is the
1.11%:  if computer science is really the
1.09%:  if computer science is really that
1.00%:  if computer science is the only
0.94%:  if computer science is really like
0.93%:  if computer science has
0.85%:  if computer science is really so
0.82%:  if computer science is really going
5.71%:  if computer science is really going to take
2.07%:  if computer science is really going to be
1.80%:  if computer science is really going to be the
0.74%:  if computer science isn
0.71%:  if computer science really IS
0.91%:  if computer science really IS the
0.68%:  if computer science really IS the greatest
0.67%:  if computer science really is the greatest
0.64%:  if computer science is really so great
0.63%:  if computer science is log
0.58%:  if computer science is going
0.78%:  if computer science is going to take
0.72%:  if computer science is going to be the
0.46%:  if computer science is all
0.42%:  if computer science is really like that
0.39%:  if computer science is so neat
0.39%:  if computer science is the greatest
0.37%:  if computer science is like
0.37%:  if computer science is in
0.37%:  if computer science is totally
0.36%:  if computer science is really this
0.34%:  if computer science is right
0.34%:  if computer science really is log
0.32%:  if computer science is anything
0.31%:  if computer science is illegal
0.30%:  if computer science is really going to help
0.30%:  if computer science gets
0.41%:  if computer science gets boring
0.29%:  if computer science is really that boring
0.29%:  if computer science is going to be the only
0.29%:  if computer science gets any
0.29%:  if computer science is this
0.28%:  if computer science is a
0.27%:  if computer science is really going to be a
0.26%:  if computer science is really the greatest
0.26%:  if computer science is really going to be taken
0.25%:  if computer science gets really
0.25%:  if computer science really IS log
0.25%:  if computer science really IS the greatest of
0.23%:  you can still license someone
0.23%:  you can still license someone to create
0.23%:  since the computer itself is logical
0.23%:  I guess it only applies to large
0.23%:  the problem lies in getting
0.23%:  before I get into trouble again
0.23%:  unlike my feelings on
1.10%:  unlike my feelings on the topic
0.28%:  unlike my feelings on the topic of
0.23%:  not enough people talk
0.23%:  I prefer to think of it as being cool because one
0.23%:  getting
8.95%:  getting back to the porn
4.26%:  getting back to porn
2.58%:  getting back to computer
5.51%:  getting back to computer porn
2.23%:  getting back to my
4.53%:  getting back to my point
1.91%:  getting back to your
7.02%:  getting back to your point
1.84%:  getting back to the issue
1.74%:  getting back to the porn issue
1.69%:  getting back to your earlier
1.30%:  getting back to my earlier
1.24%:  getting back to the number
1.13%:  getting back to the main
1.10%:  getting back to the numbers
1.09%:  getting back to our
1.03%:  getting back to my porn
0.97%:  getting back to my personal
0.96%:  getting back to our topic
0.96%:  getting back to our porn
0.88%:  getting back to the main issue
0.88%:  getting back to your point earlier
0.80%:  getting back to the issue of personal
0.79%:  getting back to our earlier
0.79%:  getting back to our earlier point
0.76%:  getting back to the serious
0.76%:  getting back to my personal life for
0.74%:  getting back to the problem
0.66%:  getting back to our earlier topic
0.66%:  getting back to the serious problem
2.19%:  getting back to the serious problem of porn
0.61%:  getting back to my research
0.60%:  getting back to the serious problem of online
2.20%:  getting back to the serious problem of online porn
0.58%:  getting back to the serious problem of pir
0.56%:  getting back to the issue of pir
0.54%:  getting back to your problem
0.53%:  getting back to music
0.49%:  getting back to your porn
0.49%:  getting back to the issue of online
0.48%:  getting back to numbers
0.45%:  getting back to the issue of binary
0.45%:  getting back to the real
0.63%:  getting back to the real issue
0.41%:  getting back to your point before
0.38%:  getting back to the serious problem of online file
0.38%:  getting back to the issue of online pir
0.37%:  getting back to the issue of binary porn
0.36%:  getting back to the real problem
0.35%:  getting back to your earlier point of
0.35%:  getting back to the issue of porn on
0.34%:  getting back to business
0.33%:  getting back to our topic of
0.51%:  getting back to our topic of porn
0.33%:  getting back to reality
0.33%:  getting back to the problem of pir
0.33%:  getting back to porn pictures
0.32%:  getting back to my personal opinion
0.31%:  getting back to my point earlier
0.30%:  getting back to our earlier topic of
0.28%:  getting back to binary
0.27%:  getting back to our problem
0.27%:  getting back to the problem of online
0.51%:  getting back to the problem of online pir
0.25%:  getting back to the binary
0.25%:  getting back to my personal beliefs
0.24%:  getting back to our porn problem
0.24%:  getting back to our main
1.17%:  getting back to our main point
0.23%:  unlike a lot of concepts
0.23%:  once you get into
0.26%:  once you get into the
0.23%:  to get back to our original problem of st
0.23%:  before you call it a night
0.23%:  on the internet
0.23%:  computer science is often really like this
0.23%:  as a computer scientist I only hope
0.23%:  is it really cool enough to be an
0.23%:  before you all start thinking
0.23%:  like most theories of art
0.23%:  before you go printing all sorts of obsc
0.23%:  I still prefer computer science to things
0.23%:  I still like songs more
0.23%:  be careful not to mention any specific books
0.23%:  before you tell me this
0.23%:  keep it to yourself! I prefer being seen as cool
0.23%:  like all computer science they are
0.23%:  computer science being the par
0.41%:  computer science being the paragon of self
0.35%:  computer science being the paragon of in
0.28%:  computer science being the paragon of sensible
0.23%:  please try to keep this secret from all
0.23%:  it only applies to me because I forgot
0.23%:  to get back to my original focus
0.23%:  before you call the cops on me for stealing porn
0.23%:  computer science is the only area I
0.23%:  be careful speaking to someone else
0.23%:  it only applies to storage
0.23%:  before you go praising it
0.23%:  there are people arguing
0.23%:  at the risk of becoming too
0.23%:  like the perfect
1.70%:  like the perfect computer
0.34%:  like the perfect solution
4.58%:  like the perfect solution to a problem
1.64%:  like the perfect solution to a problem in
1.52%:  like the perfect solution to a problem in science
0.37%:  like the perfect solution to a problem of
0.31%:  like the perfect solution to a problem in science or
0.28%:  like the perfect crime
0.27%:  like the perfect solution to any
1.09%:  like the perfect solution to any problem in
1.62%:  like the perfect solution to any problem in science
0.97%:  like the perfect solution to any problem in science or
0.24%:  like the perfect circle
0.23%:  I suppose there is
0.25%:  I suppose there is one
0.23%:  probably not cool enough to merit printing
0.23%:  before I tell you the real secret
0.23%:  in the process of talking about problems
0.23%:  keep it to yourself so I can sell the
0.23%:  keep it to yourself so I can sell the concept
0.25%:  keep it to yourself so I can sell the concept for
0.23%:  before someone else points out
0.23%:  not cool enough for me to keep saying!
0.23%:  before you go painting
0.23%:  computer science is one of those terrible
0.23%:  like all great truths of
1.64%:  like all great truths of science
0.23%:  unlike a lot of my other topics
0.23%:  like the number of planets orbiting a single
0.23%:  before you start thinking of some
0.23%:  like all forms of artistic
0.23%:  is it cool enough for me to practice
0.23%:  is it really cool enough to break into
0.23%:  it actually comes
0.23%:  like so many other parts
1.40%:  like so many other parts of life
0.66%:  like so many other parts of science
0.40%:  like so many other parts of our
0.23%:  before you start looking for that
0.23%:  unlike many other logical in
0.23%:  be careful not to mention this legal
0.23%:  it comes at the price of legal
0.23%:  is it cool enough for me to be able to freely
0.23%:  like all computer science has to be!
0.23%:  like all computer science has been in
0.23%:  before you start making copies of obscene porn
0.23%:  in the interest of keeping my precious
0.23%:  I still prefer music
0.23%:  it might not be cool for business
0.54%:  it might not be cool for business people
0.23%:  before you get too far into thinking science
0.23%:  most people are content to ignore such logic in
0.23%:  the problem goes
0.23%:  the real genius of it all
0.23%:  like a lot of things in computer science I bet
0.23%:  being unable
0.40%:  being unable to properly
0.23%:  being a computer scientist of no great skill
0.23%:  computer science is pretty great on
0.23%:  I prefer to think of computer science as being not legally
0.23%:  like all computer science things not
0.23%:  keep it to yourself! I can still
0.23%:  unlike many other stories
0.23%:  before you go praising me for this ast
0.23%:  not really cool enough to keep printing
0.23%:  unlike the rest of my life so
0.23%:  before you go thinking all sorts of problems
0.23%:  since the computer is capable of being self
0.23%:  be careful making copies of things!
0.23%:  I still prefer to be
0.23%:  like most genius concepts
0.23%:  like the rest of computer science it is only
0.23%:  for all
0.23%:  in the interest of not making yourself
0.23%:  I promise not to use this to
0.23%:  before you go thinking all aspects
0.23%:  before you go on feeling all
0.28%:  before you go on feeling all smart
0.23%:  computer science is really not like this!
0.23%:  if you look at it more
0.23%:  the real cool part is I
0.23%:  h
0.23%:  it only applies to numbers so long
0.23%:  since computer storage isn
0.23%:  please keep it to yourself since I might get
0.23%:  not really cool enough to compete in
0.23%:  most people think science is about
0.23%:  is it cool enough to break into people
0.23%:  keep it to yourself please! I might get
0.23%:  be careful! I may be
0.23%:  computer science is not like playing
0.23%:  personal
0.61%:  personal feelings
0.52%:  personal computer
0.30%:  personal opinion
0.23%:  please keep it to yourself so I can get the big
0.23%:  you can forget that
0.23%:  let us not speak of this to
0.23%:  unlike in most
0.45%:  unlike in most cases
0.41%:  unlike in most cases of
2.43%:  unlike in most cases of logical
0.39%:  unlike in most cases of logic
0.57%:  unlike in most cases of logic being
0.56%:  unlike in most cases of logic being cool
0.34%:  unlike in most other
0.47%:  unlike in most other cases
0.30%:  unlike in most cases of legal
0.26%:  unlike in most things
0.24%:  unlike in most other cases of
1.32%:  unlike in most other cases of logical
0.31%:  unlike in most other cases of logic
0.43%:  unlike in most other cases of logic being
0.31%:  unlike in most other cases of logic being cool
0.23%:  unlike in most other aspects
2.74%:  unlike in most other aspects of life
0.23%:  computer science is also pretty n
0.23%:  like most cool things recently
0.23%:  I guess the real take
0.23%:  you can see the problem if I
0.23%:  like all great computer science pos
0.23%:  before you begin making copies of all those
0.26%:  before you begin making copies of all those porn
0.23%:  before you report it
0.61%:  before you report it to the police
0.23%:  for some reason people continue to get their
0.23%:  like other aspects of being
1.05%:  like other aspects of being a computer engineer
0.25%:  like other aspects of being a computer ge
0.23%:  be careful not to get this
0.23%:  for purposes of this comic only
0.23%:  in the interest of making people angry
0.23%:  to really get
0.30%:  to really get into
0.30%:  to really get into computer
0.64%:  to really get into computer science one
0.57%:  to really get into computer science is
0.43%:  to really get into computer science I
0.27%:  to really get into the
0.25%:  to really get into computer science one has
0.23%:  once you start thinking in terms of logical co
0.23%:  computer science has to be boring
0.23%:  because most people only listen
0.42%:  because most people only listen to their
0.23%:  luckily for the people
0.23%:  for some reason I still like buying
0.23%:  computer science is a lot of things to
0.23%:  computer science being one of the rare
0.23%:  for some reason people still buy it!
0.23%:  in response to the problem of infinite reg
0.23%:  I think it only applies to song
0.23%:  for the purposes of comic books
0.23%:  for the purposes of trying
0.53%:  for the purposes of trying to make
0.23%:  before you report me to the police as being an
0.23%:  the argument only applies for
0.23%:  be careful not to look at me! I
0.23%:  before you get that
0.23%:  the best part of computer science is real life!
0.23%:  I forgot to mention it in
0.23%:  like most things you learn in life
0.23%:  for some reason people are still not
0.23%:  be careful not to tell my other person
0.23%:  computer science has really gone
0.23%:  I really like computer science for its
0.23%:  most people only think about it once!
0.23%:  some people are still using the
0.23%:  since it makes
0.23%:  for the purposes of making internet
0.23%:  since most people are not going
0.55%:  since most people are not going to bother
0.42%:  since most people are not going to be
0.50%:  since most people are not going to be able
0.24%:  since most people are not going to be able to check
0.23%:  unlike some other aspects of creation
0.23%:  it comes at the price of burning
0.23%:  before you go letting people make
0.23%:  before you pat me on the back for setting
0.23%:  in real
0.23%:  it actually gets me
1.03%:  it actually gets me thinking
0.23%:  it comes at the price of being unable to look porn in
0.23%:  unlike all other types
1.15%:  unlike all other types of science
1.96%:  unlike all other types of science fiction
0.23%:  be careful not to speak of
0.40%:  be careful not to speak of this
0.27%:  be careful not to speak of this in
0.23%:  be careful not to speak of it in
0.23%:  please keep it to yourself for another ten
0.23%:  if computer science is really going to take the
0.23%:  unlike a lot of problems in science
