means that not all dreams can come true!)
      0 100.00%: 
      1 185.90%:  rules
  15328 0.00%:  chels
  15329 0.00%:  rules alert
  15330 0.00%:  has no more tr
  15331 0.00%:  tells me that no one dreams
  15332 0.00%:  teaches!
  15333 0.00%:  and math are real close to
  15334 0.00%:  teaches me to dream at
  15335 0.00%:  content created
  15336 0.00%:  marches us all!)
  15337 0.00%:  shreds more
  15338 0.00%:  contends
  15339 0.00%:  used here
  15340 0.00%:  marches on und
  15341 0.01%:  marches on undeter
  15342 0.00%:  teaches us to) let
  15343 0.00%:  screens are
  15344 0.00%:  accurate too
  15345 0.00%:  means more to a man than letters
  15346 0.00%:  means more to us than n
  15347 0.00%:  means more to us than nerd
  15348 0.00%:  le
  15349 0.00%:  leans
  15350 0.00%:  can tell me more than dreams
  15351 0.00%:  rule reason
  15352 0.00%:  has made me a rel
  15353 0.00%:  eth
  15354 0.00%:  has made me a mature
  15355 0.00%:  decrees that not one
  15356 0.00%:  has cost me one date!)
  15357 0.00%:  comes to us all the
  15358 0.00%:  led me to that result!)
  15359 0.00%:  has made me lots more
  15360 0.00%:  has made me lose count!)
  15361 0.00%:  teaches us to do a
  15362 0.00%:  causes an
  15363 0.00%:  has made me lose a lotta
  15364 0.00%:  has made me so clear
  15365 0.00%:  others
  15366 0.00%:  tears)
  15367 0.00%:  has made me a more un
  15368 0.00%:  current mood
  15369 0.00%:  endorses the mot
  15370 0.00%:  nerds are not the ones
  15371 0.00%:  teaches us to not act
  15372 0.00%:  can teach us all)
  15373 0.00%: ! n
  15374 0.00%: ! nerd
  15375 0.01%: ! nerd alert
  15376 0.00%: ! nerd alert)
  15377 0.00%:  claus
  15378 0.00%:  teaches us not to can
  15379 0.00%:  creates true
  15380 0.00%:  to the rescue once an
  15381 0.00%:  rulesette
  15382 0.00%:  has at least one cold
  15383 0.00%:  tells me not to eat dreams
  15384 0.00%:  ahead!
  15385 0.00%:  teaches us all to cont
  15386 0.00%:  threatens to turn on
  15387 0.00%:  caused some
  15388 0.00%:  can resume
  15389 0.00%:  communes)
  15390 0.00%:  aaaaa
  15391 0.00%:  has no more sacred a
  15392 0.00%:  has made me smarter alone
  15393 0.00%:  has also made me clear
  15394 0.00%:  has also made me clear out
  15395 0.00%:  has done me a small
  15396 0.00%:  has made me almost reluctant!)
  15397 0.00%:  means more to us than metadata
  15398 0.00%:  comment shouldn
  15399 0.00%:  amused me more
  15400 0.00%:  amused me more than
  15401 0.01%:  amused me more than once
  15402 0.00%:  amused me more than once!)
  15403 0.00%:  amused me more than once)
  15404 0.00%:  smooshed me
  15405 0.00%:  named another
  15406 0.00%:  can scream
  15407 0.00%:  detector)
  15408 0.00%:  teaches us not to )
  15409 0.00%:  uses three
  15410 0.00%:  hurts me real
  15411 0.00%:  shoulders)
  15412 0.00%:  screamed out
  15413 0.00%:  can tell me that dreams are too
  15414 0.00%:  salamander em
  15415 0.00%:  sense)
  15416 0.00%:  can lead to such en
  15417 0.00%:  has stood me a real
  15418 0.00%:  turned me on a
  15419 0.00%:  means more to me than cre
  15420 0.00%:  tells us that a dream came
  15421 0.00%:  means more to us than elect
  15422 0.00%:  has made me a more constant
  15423 0.00%:  and me are cool
  15424 0.00%:  calls them
  15425 0.00%:  months!)
  15426 0.00%:  returns soon
  15427 0.00%:  has concrete
  15428 0.00%:  can tell me not to dream
  15429 0.00%:  creates moments
  15430 0.00%:  and math are a matter
  15431 0.00%:  must all
  15432 0.00%:  decrees that no mort
  15433 0.00%:  decrees that no mortal can
  15434 0.00%:  tells me that no dream comes
  15435 0.00%:  started)
  15436 0.00%:  and art are the one
  15437 0.00%:  most accurate
  15438 0.00%:  ensures controlled
  15439 0.00%:  calculated another
  15440 0.00%:  turns me on and that
  15441 0.00%:  entrance)
  15442 0.00%:  students that
  15443 0.00%:  teaches us not to create!
  15444 0.00%:  can do that to us)
  15445 0.00%:  routes all
  15446 0.00%:  attracts me the more
  15447 0.00%:  stars)
  15448 0.00%:  stores!)
  15449 0.00%:  conclude the
  15450 0.00%:  means un
  15451 0.00%:  rule comment
  15452 0.00%:  has no role!)
  15453 0.00%:  so transc
  15454 0.00%:  tells us that a corner cannot
  15455 0.00%:  can tell us that one
  15456 0.00%:  leads us to an eternal
  15457 0.00%:  teaches us not to e
  15458 0.00%:  has told us not
  15459 0.00%: ! at
  15460 0.00%:  scares me more than actual dem
  15461 0.00%:  learned some
  15462 0.00%:  can lead us to almost
  15463 0.00%:  has at least once more let
  15464 0.00%:  means so much to a career
  15465 0.00%:  has made me los
  15466 0.00%:  humm
  15467 0.00%:  means more to the real
  15468 0.00%:  cannot thus
  15469 0.00%:  cannot tolerate such slander!
  15470 0.00%:  can at least console me that!)
  15471 0.00%:  means to me more than actual
  15472 0.00%:  and common sense are the craaa
  15473 0.00%:  sure to
  15474 0.00%:  used to call me that name
  15475 0.00%:  used to call me that name once
  15476 0.00%:  mart!)
  15477 0.00%:  nerds are all the same man
  15478 0.00%:  rule later
  15479 0.00%:  has not made me a more accurate
  15480 0.00%:  nerds are the latest
  15481 0.00%:  means a lot to met here!)
  15482 0.00%:  made almost
  15483 0.00%:  has led me to no alternate
  15484 0.00%:  created another
  15485 0.00%:  returns those
  15486 0.00%:  can release
  15487 0.00%:  teaches us to treat all modern
  15488 0.00%:  rules on that score at
  15489 0.00%:  sure has made me to
  15490 0.00%:  does not tell me much
  15491 0.00%:  and class
  15492 0.00%:  tells me that no mort
  15493 0.00%:  means a lot to man)
  15494 0.00%:  alone reass
  15495 0.00%:  names start
  15496 0.00%:  teaches us a lot or
  15497 0.00%:  reduce
  15498 0.00%:  means more to us all than a name!)
  15499 0.00%:  cures all 
  15500 0.00%:  leads on
  15501 0.00%:  lets me do the most!)
  15502 0.00%:  teaches me to not use
  15503 0.00%:  means more to us than 
  15504 0.00%:  has cursed me a
  15505 0.00%:  has made a true
  15506 0.00%:  can tell me that and
  15507 0.00%:  student commence
  15508 0.00%:  tells me not to!
  15509 0.00%:  tells me no!
  15510 0.00%:  has made me a closet real
  15511 0.00%:  means more to a man than real
  15512 0.00%:  tra
  15513 0.00%:  has let me a lot
  15514 0.00%:  does not tell us that a man
  15515 0.00%:  tells us that one man can do
  15516 0.00%:  means a lot to a nerd such
  15517 0.00%:  sends me a note
  15518 0.00%:  and reason are so unat
  15519 0.00%:  moderator
  15520 0.00%:  attracts me more than men do
  15521 0.00%:  note 
  15522 0.00%:  crush me
  15523 0.00%: master
  15524 0.00%:  matches me
  15525 0.00%:  ensures more
  15526 0.00%:  here turns
  15527 0.00%:  that learned
  15528 0.00%:  tells me that a)
  15529 0.00%:  has turned me on to alternate
  15530 0.00%:  rules rest
  15531 0.00%:  has made me a cel
  15532 0.00%:  tells us not to dream at
  15533 0.00%:  alone succeed
  15534 0.00%:  to the rescue one and all)
  15535 0.00%:  has at least made me rule
  15536 0.00%:  means alot to me here
  15537 0.00%:  smeters
  15538 0.00%:  has at least earned me a colour
  15539 0.00%:  and shame
  15540 0.00%:  has le
  15541 0.00%:  as much
  15542 0.00%:  marches on and calls
  15543 0.00%:  uses chocolate
  15544 0.00%:  comments closed
  15545 0.00%:  alone has made me reluctant to transc
  15546 0.00%:  and common sense are e
  15547 0.00%:  ensured that a
  15548 0.00%: ) accurate
  15549 0.00%:  had lots
  15550 0.00%:  meets cute
  15551 0.00%:  needs romance
  15552 0.00%:  douche
  15553 0.00%:  has made me man!)
  15554 0.00%:  teaches us not to call a
  15555 0.00%:  has made me one more
  15556 0.00%:  teaches us all to not eat
  15557 0.00%:  and reason are the least amount
  15558 0.00%:  scratch!)
  15559 0.00%:  smarter than men)
  15560 0.00%:  means to me more than a set
  15561 0.00%:  cures all the most
  15562 0.00%:  has made me a more unreason
  15563 0.00%:  does that to a man all
  15564 0.00%:  treats each
  15565 0.00%:  same
  15566 0.00%:  alert the
  15567 0.00%:  to the rescue! or
  15568 0.00%:  and me are close!)
  15569 0.00%:  tells us that an order can
  15570 0.00%:  has made me real cool)
  15571 0.00%:  used to call me the man
  15572 0.00%:  tells us that one end
  15573 0.00%:  alerted to the use
  15574 0.00%:  has treated me so cr
  15575 0.00%:  meters!)
  15576 0.00%:  cancels out some
  15577 0.00%:  nerds are not all the same)
  15578 0.00%:  chast
  15579 0.00%:  narrates
  15580 0.00%:  reached us
  15581 0.00%:  acts all
  15582 0.00%:  tells me) dreams that are not
  15583 0.00%:  teaches us all to dream once
  15584 0.00%:  chello)
  15585 0.00%:  has come to me as natural
  15586 0.00%:  can lead to no
  15587 0.00%:  means more to us than men!)
  15588 0.00%:  commands us all to) march
  15589 0.00%:  means a lot to a real
  15590 0.00%:  means a lot to a real man)
  15591 0.00%:  marches on 
  15592 0.00%:  comes natural
  15593 0.00%:  also made me an
  15594 0.00%:  means casual
  15595 0.00%:  tells me that a second
  15596 0.00%:  can tell me that dreams are a
  15597 0.00%:  can rot
  15598 0.00%:  etc!)
  15599 0.00%:  attracts me more than men!)
  15600 0.00%:  rests on a lot
  15601 0.00%:  loses the race!)
  15602 0.00%:  school sure
  15603 0.00%:  demonstrates that) 
  15604 0.00%:  damns us all to one
  15605 0.00%:  endorses me a
  15606 0.00%:  endorses me a lot)
  15607 0.00%:  endorses he
  15608 0.00%:  tells me) dreams come
  15609 0.00%:  has also made me renounce cart
  15610 0.00%:  calendar)
  15611 0.00%:  cannot truth
  15612 0.00%:  sul
  15613 0.00%:  does not tell us a
  15614 0.00%:  has made me smarter one
  15615 0.00%: ) reasons
  15616 0.00%:  teaches me to stand tall!)
  15617 0.00%:  also has a role
  15618 0.00%:  here related
  15619 0.00%:  means more to us than a met
  15620 0.00%: !) all
  15621 0.00%:  delete)
  15622 0.00%:  and romance are not a match!
  15623 0.00%:  teaches me not to care and
  15624 0.00%:  attracts me to her so
  15625 0.00%:  means a lot to me d
  15626 0.00%:  has led me to come
  15627 0.00%:  can teach us all sort
  15628 0.00%:  has treats
  15629 0.00%:  and reason are such a total
  15630 0.00%:  lesson comment
  15631 0.00%:  code
  15632 0.00%:  teaches us to end a
  15633 0.00%:  reasons around
  15634 0.00%:  has started to turn me on!
  15635 0.00%:  and art are almost as
  15636 0.00%:  has also made me turn to
  15637 0.00%:  moment alert
  15638 0.00%:  teaches us a lot and a
  15639 0.00%:  meets)
  15640 0.00%:  and summer
  15641 0.00%:  leads me to) another
  15642 0.00%:  and maths rules)
  15643 0.00%:  statt!)
  15644 0.00%:  teaches us not to let dream
  15645 0.00%:  means a lot to an actual
  15646 0.00%:  contented
  15647 0.00%:  teaches us to let none
  15648 0.00%:  and art are one)
  15649 0.00%: ! second
  15650 0.00%:  can lead us to an almost
  15651 0.00%:  rules dates
  15652 0.00%:  creatures need
  15653 0.00%:  reason one
  15654 0.00%:  and common sense rule! )
  15655 0.00%:  tells me so)!
  15656 0.00%:  dual
  15657 0.00%:  can cost
  15658 0.00%:  commendeth not man!)
  15659 0.00%:  communes!)
  15660 0.00%:  teaches me not to eat)
  15661 0.00%:  has a lot more casual
  15662 0.00%:  educates me on all matters)
  15663 0.00%:  has also led me to eat
  15664 0.00%:  accounts are
  15665 0.00%:  does not let us create a
  15666 0.00%:  reason!
  15667 0.00%:  and reason are the sun
  15668 0.00%:  teaches us to m
  15669 0.00%:  hates a loose
  15670 0.00%:  tells us that man can create
  15671 0.00%:  enthused em
  15672 0.00%:  teaches us all)!
  15673 0.00%:  has made me som
  15674 0.00%:  sleut
  15675 0.00%:  can treat
  15676 0.00%:  truce
  15677 0.00%:  come hard
  15678 0.00%:  and reason are all the man
  15679 0.00%:  has done me a true
  15680 0.00%:  costs no
  15681 0.00%:  scales)
  15682 0.00%:  means a lot)!
  15683 0.00%:  can lead to the most un
  15684 0.00%:  denotes some
  15685 0.00%:  can at least do that one!)
  15686 0.00%:  means so much to me and relent
  15687 0.00%:  has at least let me come
  15688 0.00%:  tells us no one can hear me!)
  15689 0.00%:  has also made me cancel a
  15690 0.00%:  tears that
  15691 0.00%:  and the arts are an
  15692 0.00%:  has res
  15693 0.00%:  teaches us not to eat lead)
  15694 0.00%:  lesson rec
  15695 0.00%:  can shed
  15696 0.00%:  has team
  15697 0.00%:  team)
  15698 0.00%:  should some
  15699 0.00%:  collected the
  15700 0.00%:  lecture class
  15701 0.00%:  rule another
  15702 0.00%:  has lead me to some terr
  15703 0.00%:  means more to me than casual att
  15704 0.00%:  nerds are the one
  15705 0.00%:  has made me retract one
  15706 0.00%:  matters as
  15707 0.00%:  tends to rule)
  15708 0.00%:  nature
  15709 0.00%:  needs)
  15710 0.00%:  cheer!
  15711 0.00%:  can tell me some hard
  15712 0.00%:  sure los
  15713 0.00%:  made chocolate
  15714 0.00%:  does not use an
  15715 0.00%:  led me to that one!)
  15716 0.00%:  means doctor
  15717 0.00%:  denounces the most)
  15718 0.00%:  alone comes
  15719 0.00%:  handles our
  15720 0.00%:  tells us that monocer
  15721 0.00%:  shards
  15722 0.00%:  sacred!)
  15723 0.00%:  teaches me not to sul
  15724 0.00%:  has made me a lot more reluctant)
  15725 0.00%:  or there
  15726 0.00%:  at least lets me teach
  15727 0.00%:  readers cannot
  15728 0.00%:  scores on
  15729 0.00%:  that encountered
  15730 0.00%:  lets us learn more!
  15731 0.00%:  rules h
  15732 0.00%:  also dealt
  15733 0.00%:  tells us that a once
  15734 0.00%:  has cens
  15735 0.00%:  ensure me
  15736 0.00%:  has led me to eat
  15737 0.00%:  corrected that
  15738 0.00%:  routes the
  15739 0.00%:  and one
  15740 0.00%:  made me a much
  15741 0.00%:  smarm
  15742 0.00%:  rules art
  15743 0.00%:  method)
  15744 0.00%:  trends come
  15745 0.00%:  attracts me more as
  15746 0.00%:  means more to me than rule
  15747 0.00%:  has made me an u
  15748 0.00%:  lol!)
  15749 0.00%:  reasons one
  15750 0.00%:  hurt!)
  15751 0.00%:  has made one more man!)
  15752 0.00%:  rules once more! )
  15753 0.00%:  to the rescue totes
  15754 0.00%:  caut
  15755 0.00%:  stands no chance at all at
  15756 0.00%:  has made me to some
  15757 0.00%:  can do one he
  15758 0.00%:  means more to me than eat and
  15759 0.00%:  also stated
  15760 0.00%:  counted on
  15761 0.00%: ! romance
  15762 0.00%:  cuteness
  15763 0.00%:  can tell us not to dream
  15764 0.00%:  has also made me a mult
  15765 0.00%:  has at least let me turn
  15766 0.00%:  screensh
  15767 0.00%:  used to call me once
  15768 0.00%:  can tell me that most
  15769 0.00%:  tells us there are no mand
  15770 0.00%:  mars all
  15771 0.00%:  scanned
  15772 0.00%:  states here
  15773 0.00%:  unconnected
  15774 0.00%:  that colours
  15775 0.00%:  has a) cold
  15776 0.00%:  also leads me to a re
  15777 0.00%:  seem
  15778 0.00%:  means more to me than an allure
  15779 0.00%:  enters each
  15780 0.00%:  accurate means
  15781 0.00%:  has caused me to tell
  15782 0.00%:  tames
  15783 0.00%:  enhancement starts
  15784 0.00%:  and romance are not all that mut
  15785 0.00%:  has lead me on a real
  15786 0.00%:  searchers
  15787 0.00%:  commeth to all
  15788 0.00%:  means more to me than a cause and
  15789 0.00%:  touches some
  15790 0.00%:  lets us do more than eat
  15791 0.00%:  has counter
  15792 0.00%:  also not
  15793 0.00%:  sure cleared
  15794 0.00%:  sull
  15795 0.00%:  needs to learn the al
  15796 0.00%:  used to call me home!)
  15797 0.00%:  rule those
  15798 0.00%:  has also made me once
  15799 0.00%:  tells us not) to
  15800 0.00%:  commands us all to eat at
  15801 0.00%:  and em
  15802 0.00%:  does let us learn more
  15803 0.00%:  does let us learn more than
  15804 0.00%:  relates to the rules
  15805 0.00%:  the name
  15806 0.00%:  tells us that one moment can
  15807 0.00%:  shoulders cannot
  15808 0.00%:  leads me to a more
  15809 0.02%:  leads me to a more accurate
  15810 0.00%:  enchants me more
  15811 0.00%:  enchants me more and
  15812 0.03%:  enchants me more and more!)
  15813 0.00%:  enchants me more and more as
  15814 0.00%:  enchants me more and more)
  15815 0.00%:  rules at least that)
  15816 0.00%:  toss)
  15817 0.00%:  teaches us not to read at
  15818 0.00%:  lets us do a lot that
  15819 0.00%:  means demonstrate
  15820 0.00%:  cannot tolerate such a mental
  15821 0.00%:  meets her
  15822 0.00%: ! dreams
  15823 0.00%:  has alternate
  15824 0.00%:  commendeth not lust
  15825 0.00%:  shame)
  15826 0.00%:  ele
  15827 0.00%:  earns me some real
  15828 0.00%:  comes 
  15829 0.00%:  denounces man
  15830 0.00%:  and common sense are the catamar
  15831 0.00%:  chat
  15832 0.00%:  tells me not to cut
  15833 0.00%:  has at least made me current on
  15834 0.00%:  has cloud
  15835 0.00%:  creates outcomes
  15836 0.00%:  cannot cont
  15837 0.00%:  rules to the)
  15838 0.00%:  maa
  15839 0.00%:  consumers!
  15840 0.00%:  has demonstr
  15841 0.00%:  alone has made me a mult
  15842 0.00%:  means so much to a talented
  15843 0.00%:  means so much to a talented man
  15844 0.00%:  also lets me do the
  15845 0.00%:  and ne
  15846 0.00%:  has at last made me turn
  15847 0.00%:  also made me lose that race
  15848 0.00%:  dates humans
  15849 0.00%:  can touch
  15850 0.00%:  decrees that no mortal man
  15851 0.00%:  cheated on me!
  15852 0.00%:  teaches us all to dare
  15853 0.00%:  means more to me than an art)
  15854 0.00%:  can sue
  15855 0.00%:  clearance
  15856 0.00%:  closes the deal once
  15857 0.00%:  came to the rescue a lot last
  15858 0.00%:  stands me
  15859 0.00%:  student!
  15860 0.00%:  has made me an anal
  15861 0.00%:  teaches me not to) dream!
  15862 0.00%:  rules name
  15863 0.00%:  scar
  15864 0.00%:  has led me once
  15865 0.00%:  neutral here
  15866 0.00%:  has also made me an ornament
  15867 0.00%:  rall
  15868 0.00%:  returned all
  15869 0.00%:  also told me that ste
  15870 0.00%:  means the same to me all
  15871 0.00%:  means the same to me all around
  15872 0.00%:  has lead me to learn
  15873 0.00%:  also told me that an
  15874 0.00%:  hates us all one
  15875 0.00%:  names are so rad that
  15876 0.00%:  has led me on more
  15877 0.00%: ! ah
  15878 0.00%:  and ch
  15879 0.00%:  also made me sh
  15880 0.00%:  tells us that adren
  15881 0.00%:  detector alert
  15882 0.00%:  tells us there are no an
  15883 0.00%:  has lead me to construct a
  15884 0.00%:  tells me) not so
  15885 0.00%:  means more to me than uter
  15886 0.00%:  teaches me not to steal)
  15887 0.00%:  shatters all!)
  15888 0.00%:  teaches us to learn a
  15889 0.00%:  means more to me than a test and
  15890 0.00%:  means more to me than a scent!)
  15891 0.00%:  most hated
  15892 0.00%:  teaches us all to de
  15893 0.00%:  endorses all romance
  15894 0.00%:  reaaaa
  15895 0.00%:  and home
  15896 0.00%:  means more to me than cents
  15897 0.00%:  seems to do the
  15898 0.00%:  calls to me so
  15899 0.00%:  constructed real
  15900 0.00%:  reacts to me
  15901 0.00%:  handle
  15902 0.00%:  has at last turned me on
  15903 0.00%:  rule does
  15904 0.00%:  has let me done once
  15905 0.00%: ! more
  15906 0.00%:  teaches us to retract
  15907 0.00%:  leads me to an honest
  15908 0.00%:  math!)
  15909 0.00%:  teacher doesn
  15910 0.00%:  cannot tolerate such malad
  15911 0.00%:  nonetheless cl
  15912 0.00%:  and countless
  15913 0.00%:  seems mad
  15914 0.00%:  rulestt
  15915 0.00%:  has dealt me some c
  15916 0.00%:  let me do the
  15917 0.00%:  rules ma
  15918 0.00%:  could mean
  15919 0.00%:  almost leads
  15920 0.00%:  rulesee
  15921 0.00%:  tells us there are no ant
  15922 0.00%:  teaches total
  15923 0.00%:  tolerates no s
  15924 0.00%:  has made me most content!)
  15925 0.00%:  has cured some can
  15926 0.00%:  teaches us a lot a
  15927 0.01%:  teaches us a lot a lot!)
  15928 0.00%:  teaches us a lot a lot a
  15929 0.00%:  teaches us a lot a lot)
  15930 0.00%:  turned me on to them
  15931 0.00%:  means more to me than nect
  15932 0.00%:  means more to us than cancer
  15933 0.00%:  has at least made me a reluct
  15934 0.00%:  can do no less than rule
  15935 0.00%:  deltas one
  15936 0.00%:  stream
  15937 0.00%:  streamers
  15938 0.00%:  means all the same!
  15939 0.00%:  means more to us than central
  15940 0.00%:  rule one) don
  15941 0.00%:  to the rescue at a
  15942 0.00%:  to the rescue at a moment
  15943 0.00%:  cannot halt
  15944 0.00%:  has nature
  15945 0.00%:  and math are not some
  15946 0.00%:  scares me more than one
  15947 0.00%:  means more to me than talent!)
  15948 0.00%:  color!)
  15949 0.00%:  scares me not one
  15950 0.00%:  creates cold
  15951 0.00%:  curm
  15952 0.00%:  reader)
  15953 0.00%:  can lead us on
  15954 0.00%:  schmon
  15955 0.00%:  has made me more crot
  15956 0.00%:  also told me that trees aren
  15957 0.00%:  means all the same and
  15958 0.00%:  so hate
  15959 0.00%:  rules to me and
  15960 0.00%:  so concerned
  15961 0.00%:  means a lot!
  15962 0.00%:  scorns all that cannot
  15963 0.00%:  marches on and toler
  15964 0.00%:  can threat
  15965 0.00%:  constructed mathemat
  15966 0.00%:  endorses all mort
  15967 0.00%:  tells me to use
  15968 0.00%:  tells me to use the
  15969 0.00%:  thus ends
  15970 0.00%:  smothered me)
  15971 0.00%:  can document
  15972 0.00%:  made a lot more sense that
  15973 0.00%:  as correct
  15974 0.00%:  at least has made me one
  15975 0.00%:  does restore
  15976 0.00%: ) am
  15977 0.00%:  mantra
  15978 0.00%:  tells me) that can
  15979 0.00%:  commm
  15980 0.00%:  means more to me that real
  15981 0.00%:  and er
  15982 0.00%:  means a lot to me as a cat
  15983 0.00%:  teaches me not to dance at all
  15984 0.00%:  has told me some neat
  15985 0.00%:  uses!)
  15986 0.00%:  tells me to eat more!)
  15987 0.00%:  means a lot to each and
  15988 0.00%:  teaches me not to eat and
  15989 0.00%:  smarter than me no
  15990 0.00%:  ensurest
  15991 0.00%:  also told me there can
  15992 0.00%:  and common sense are a matter that
  15993 0.00%:  means more to me than cas
  15994 0.00%:  means more to me than castrated
  15995 0.00%:  transmutes
  15996 0.00%:  later announced
  15997 0.00%:  crash course
  15998 0.00%:  means to me more than accurate
  15999 0.00%:  resume)
  16000 0.00%:  earns me another)
  16001 0.00%:  rulest
  16002 0.00%:  cos
  16003 0.00%:  and common sense are the catam
  16004 0.00%: ! a
  16005 0.00%:  teaches me to dream no!)
  16006 0.00%:  deconstructs a man
  16007 0.00%:  and common sense are the at
  16008 0.00%:  commo
  16009 0.00%:  at the root and
  16010 0.00%:  at the root and centre
  16011 0.00%:  educates me so
  16012 0.00%:  date alert
  16013 0.00%:  has made me a reluctant role
  16014 0.00%:  means more to us than decent
  16015 0.00%:  has made me a master at not
  16016 0.00%:  curators
  16017 0.00%:  has mad
  16018 0.00%:  settler
  16019 0.00%: ) men
  16020 0.00%:  means all the same to me no
  16021 0.00%:  enhancement modules
  16022 0.00%:  condemns us all to the terr
  16023 0.00%:  that leads to a more mature
  16024 0.00%:  results 
  16025 0.00%:  uncon
  16026 0.00%:  that loses no
  16027 0.01%:  that loses no matter
  16028 0.00%:  can lead us to an aston
  16029 0.00%:  teaches us to tread on
  16030 0.00%:  has made me come to an
  16031 0.00%:  has made me close a
  16032 0.00%:  can tell me that stars don
  16033 0.00%:  tells me) she
  16034 0.00%:  has told us a lot)
  16035 0.00%:  means a lot to me dear!)
  16036 0.00%:  then turns
  16037 0.00%:  renounces all!)
  16038 0.00%:  has led me to turn
  16039 0.00%:  than
  16040 0.00%:  than rules
  16041 0.00%:  rules the roost man
  16042 0.00%:  content restored
  16043 0.00%:  must retreat
  16044 0.00%:  has seen me out
  16045 0.00%:  tells us that a near
  16046 0.00%: lets
  16047 0.00%:  here counts
  16048 0.00%:  means more to us than a letter)
  16049 0.00%:  teaches us all to read more!)
  16050 0.00%:  and torture
  16051 0.00%:  means more to me than a cat can tell
  16052 0.00%:  does three
  16053 0.00%:  has made me a man content!)
  16054 0.00%:  means more to us than data!)
  16055 0.00%:  also cl
  16056 0.00%:  deltas are real
  16057 0.00%:  collected a
  16058 0.00%:  has made me a mean one
  16059 0.00%:  means to me as a
  16060 0.00%:  means to me as a man that
  16061 0.00%:  ultra
  16062 0.00%:  created matter
  16063 0.00%:  can teach us to dream no small
  16064 0.00%:  on) the one
  16065 0.00%:  has cost me a dream)
  16066 0.00%:  uses to
  16067 0.00%:  has not made me all
  16068 0.00%:  rules so hard )
  16069 0.00%:  tells me not so much
  16070 0.00%:  has cost me ten
  16071 0.00%:  has mental
  16072 0.00%:  matters on
  16073 0.00%:  can tell me so much)!
  16074 0.00%:  tells us that no one can!)
  16075 0.00%:  means a lot to a d
  16076 0.00%:  can teach us a lot or
  16077 0.00%:  dest
  16078 0.00%:  means more to me than a data
  16079 0.00%:  means more to me than a data set
  16080 0.00%:  means more to me than a data set!)
  16081 0.00%:  cannot mean
  16082 0.00%:  sure ends
  16083 0.00%:  done the
  16084 0.00%:  sure rolls
  16085 0.00%:  has also made me unelect
  16086 0.00%:  commented to
  16087 0.00%:  sees that
  16088 0.00%:  tells me that our atoms aren
  16089 0.00%:  and lots
  16090 0.00%:  and common sense are all that rem
  16091 0.00%:  callouses
  16092 0.00%:  also made me re
  16093 0.00%:  also made me retract
  16094 0.00%:  also made me retract that
  16095 0.00%:  has set me on a road
  16096 0.00%:  marches on and stom
  16097 0.00%:  tells us that a man can dream on
  16098 0.00%:  lecture notes
  16099 0.00%:  had once
  16100 0.00%:  sure threatened
  16101 0.00%:  sure earn
  16102 0.00%:  marches on us
  16103 0.00%:  marches on us all)
  16104 0.00%:  also los
  16105 0.00%:  smarter than us and not
  16106 0.00%:  recent
  16107 0.00%:  recenters
  16108 0.00%:  reasons a
  16109 0.00%:  has treated me so unc
  16110 0.00%:  endorses the mental
  16111 0.00%:  and art are not ant
  16112 0.00%: !) come
  16113 0.00%:  needs to learn to catch me
  16114 0.00%:  real estate
  16115 0.00%:  tells me not to name a
  16116 0.00%:  touches most
  16117 0.00%:  turns real
  16118 0.00%:  autom
  16119 0.00%:  automat
  16120 0.00%:  teaches us not to need!)
  16121 0.00%:  rules a lot!
  16122 0.00%:  me out
  16123 0.00%:  handles real
  16124 0.00%:  means enormous
  16125 0.00%:  comrades)
  16126 0.00%:  alone has made me an outcast!
  16127 0.00%: ) are
  16128 0.00%:  names alone
  16129 0.00%:  tells me that) no more
  16130 0.00%:  tells me that) no more tears
  16131 0.00%:  teaches us to c
  16132 0.00%:  has started to rule me)
  16133 0.00%:  can toler
  16134 0.00%:  tells us not to tam
  16135 0.00%:  hates me to
  16136 0.00%:  alerted me to the natural
  16137 0.00%:  cares)
  16138 0.00%:  teaches us not all to dream
  16139 0.00%:  teaches us all) to
  16140 0.00%:  storms
  16141 0.00%:  at least has a lot
  16142 0.00%:  has made me seem a total
  16143 0.00%:  author!)
  16144 0.00%:  cannot retreat
  16145 0.00%:  needs reason
  16146 0.00%:  tells us that a dream can not
  16147 0.00%:  tells us that a dream can not come
  16148 0.00%:  schlem
  16149 0.00%:  tells me that) too
  16150 0.00%:  means so much to a man called
  16151 0.00%:  condemns us all to a mere
  16152 0.00%:  means a lot to me as the central
  16153 0.00%:  tells me to turn to
  16154 0.00%:  endorses the total
  16155 0.00%:  marches on at all
  16156 0.00%:  has some real d
  16157 0.00%:  hours!)
  16158 0.00%:  teaches us to lead!)
  16159 0.00%:  and romance are at a
  16160 0.00%:  can dash
  16161 0.00%:  has muttered
  16162 0.00%:  has at least let me dream
  16163 0.00%:  had stolen
  16164 0.00%:  used to call me home)
  16165 0.00%:  nonetheless to
  16166 0.00%:  made me a star!)
  16167 0.00%:  should constr
  16168 0.00%:  scares me more!)
  16169 0.00%:  rule at
  16170 0.00%:  made real
  16171 0.00%:  to the rescue on a
  16172 0.00%:  shares more
  16173 0.00%:  and art are a
  16174 0.00%:  and art are a constant
  16175 0.00%:  and common sense are a mar
  16176 0.00%:  means more to me than tentac
  16177 0.00%:  means so much to a teen!)
  16178 0.00%:  endorses man
  16179 0.00%:  underarms
