OTHERWISE, AS I SAY, WE ARE ALL TOTALLY DOOMED
5.09%:  THAT
0.00%:  WE ARE ALL SO RE
0.01%:  WE ARE ALL SO REALLY DO
0.01%:  WE ARE ALL SO REALLY S
0.00%:  WE ARE ALL SO REALLY ST
0.00%:  OTHERWISE WE ARE ALL AMA
0.00%:  THEY ARE ALL REAL
0.00%:  AWESOME, R
0.00%:  WE ARE ALL MESS
0.00%:  WE ARE SO TOTALLY ALREADY SO
0.00%:  THOSE ARE TOTALLY RAD SE
0.00%:  THIS ALREADY LO
0.00%:  WE REALLY REALLY T
0.00%:  WE ARE TOTALLY READY TO MA
0.00%:  THEY ARE TOO AWESOME TO L
0.00%:  I ALREADY TOTALLY LOST E
0.00%:  ALSO D
0.00%:  THEY ALREADY ARE SO M
0.00%:  THEY REALLY ARE A M
0.00%:  THAT IS A REALLY DES
0.00%:  THAT IS A REALLY AMA
0.00%:  THEY SELL
0.00%:  THEY ARE ALL SO AW
0.01%:  THEY ARE ALL SO AWESOME,
0.00%:  OTHERWISE WE ALL START LE
0.00%:  WE ARE ALL MORTALS DEAL
0.00%:  THOSE ARE ALL MY SAD
0.00%:  WE ARE ALREADY LOST, HO
0.00%:  WE ALREADY LOST TO HAL
0.00%:  THAT WAS ALL I LE
0.00%:  REALLY WHAT DO
0.00%:  I REALLY, REALLY AM T
0.00%:  OTHERWISE WE ARE TOTALLY AS A
0.00%:  SOMEDAY, THIS W
0.00%: , OTHERWISE, WE ARE ALL TOTALLY O
0.00%:  WE ARE THE SMART
0.00%:  TODAY, WE ARE ALL ST
0.00%:  WE ARE ALL SOME DAY TO
0.00%:  WE ARE SO TOTALLY RO
0.00%:  THEY ARE REALLY WE
0.00%:  THEY ARE ALREADY AS S
0.01%:  THEY ARE ALREADY AS SLOW
0.00%:  THAT IS ALREADY REAL L
0.00%:  WE ARE SO TOTALLY ME
0.00%:  THEY ARE ALREADY ASSE
0.00%:  THOSE ARE ALREADY SO
0.00%:  REALLY, THAT IS SO
0.00%:  WE ARE ALL TOTALLY DES
0.00%:  TODAY WE ARE ALL MASTER
0.00%:  THAT IS REALLY REALLY SAD, O
0.00%:  OTHERWISE I MAY AS WELL RE
0.00%:  OTHERWISE, I AM SO
0.09%:  OTHERWISE, I AM SO TOTALLY DO
0.04%:  OTHERWISE, I AM SO TOTALLY S
0.01%:  OTHERWISE, I AM SO TOTALLY D
0.01%:  OTHERWISE, I AM SO TOTALLY DE
0.00%:  THAT IS A REALLY, REALLY, A
0.00%:  WE ALL REAL
0.00%:  I ALREADY LOST THEM
0.00%:  I REALLY, REALLY HATE DE
0.00%:  IT TOTALLY SE
0.00%:  THAT WILL LEAD TO MORE LE
0.01%:  THAT WILL LEAD TO MORE LESS
0.00%:  THOSE DETAILS ARE REALLY WAY TOO A
0.00%:  THAT IS REALLY, REALLY SAD A
0.00%:  THAT WILL ALSO LEAD TO MY O
0.00%:  WE ARE REALLY L
0.00%:  THERE WAS ALREADY A MOT
0.00%:  I STARTED MY
0.00%:  THAT IS SO RAD,
0.00%:  THERE ARE WAYS TO A
0.00%:  THE WORLD IS TOO SMALL,
0.00%:  THEY ARE ALL ALREADY AS
0.00%:  OTHERWISE, WE ARE ALL TOTALLY ED
0.00%:  THAT WILL SET
0.00%:  THERE ARE ALWAYS SOME DO
0.00%:  TOMORROW, SO
0.00%:  THAT WAS REALLY DES
0.00%:  THAT WAS A REAL T
0.00%:  OTHERWISE WE ARE ALL ASLE
0.00%:  MY WHOLE S
0.00%:  WE ALREADY TELL THAT SE
0.00%:  WE REALLY REALLY DES
0.00%:  THAT WILL LEAD TO A YO
0.00%:  THAT IS REALLY, REALLY, ST
0.00%:  THAT REALLY WILL ME
0.01%:  THAT REALLY WILL MESS
0.00%:  THAT REALLY ST
0.00%:  THERE ARE WAYS TO DEST
0.00%:  REALLY, HOW IS
0.00%:  THEY SA
0.00%:  I AM THE L
0.00%:  WE ARE ALL MORTALS DO
0.00%:  THERE ARE DAYS LE
0.00%:  THOSE TEAMS ARE E
0.00%:  THOSE DETAILS ARE REALLY MY
0.00%: , SOMEDAY, SO
0.00%:  WE ALL ALREADY ST
0.00%:  THEY TOTALLY ARE, M
0.00%:  WE ARE ALREADY SO TOAST,
0.00%:  WE ALREADY LOST THE A
0.00%:  OTHERWISE WE ARE ALL ALMO
0.00%:  WE ARE STILL R
0.00%:  OTHERWISE, WE ARE AS DO
0.00%:  THAT WILL DESTROY ALL ROM
0.00%:  THAT SELLS REAL
0.00%:  I ALREADY TRY
0.00%:  THERE ARE STILL SOME LAY
0.00%:  THAT WILL TR
0.00%:  THAT WILL LEAD TO MORE LAS
0.01%:  THAT WILL LEAD TO MORE LASERS,
0.01%:  THAT WILL LEAD TO MORE LASER
0.00%:  WE ARE THE S
0.00%:  THOSE WORDS ARE LO
0.00%:  OTHERWISE, WE ARE ALL TOTALLY DOM
0.00%:  THEY DIE
0.00%:  THEY WILL STARE
0.00%:  THAT WILL LEAD TO MORE,
0.00%:  THAT IS A WAY TO DE
0.00%:  THAT SMELLS AW
0.00%:  THAT IS A DE
0.00%:  REALITY ALREADY HAS W
0.00%:  HELLO, ALL
0.00%:  THAT SELLS REALLY WE
0.00%:  THE WORLD IS A ST
0.00%:  THAT IS REALLY TR
0.00%:  THAT LEADS TO MOR
0.00%:  THERE IS ALREADY A LO
0.00%:  WE ALREADY RELY TO
0.01%:  WE ALREADY RELY TOO M
0.00%:  WE ARE SO TOTALLY READY TO MA
0.00%:  THEY WILL ALSO ST
0.00%:  THEY ARE ALL E
0.00%:  WE TOTALLY ALREADY ARE A
0.00%:  THEY ARE DREAM
0.00%:  THOSE ARE ALL AD
0.00%:  THAT REALLY ALLOWS ME TO SA
0.00%:  THOSE DETAILS ARE A L
0.00%:  OTHERWISE, I MAY AS WELL STR
0.00%:  OTHERWISE WE SO
0.00%:  WE ARE ALREADY ALMOST SE
0.00%:  THAT WAS ALREADY ALL O
0.00%:  THEY WERE ALL
0.00%:  THAT REALLY DOES REALLY W
0.00%:  SOME DAYS ALL THE
0.00%:  OTHERWISE WE ALL SORT
0.00%:  WE ARE SO TOTALLY SOME
0.00%:  LAD
0.00%:  THE DAY WE ALL REALL
0.00%:  THAT ALWAYS LEADS TO L
0.00%:  THAT WILL SEAL MY DEAL
0.00%:  THAT REALLY DOES SEEM AW
0.00%:  OTHERWISE WE ARE ALL SET
0.00%:  OTHERWISE, SOMEDAY WE ARE
0.00%:  TOMORROW SO
0.00%:  WE ARE TOTALLY LY
0.00%:  THAT WILL LEAD TO MESS,
0.00%:  THAT WAS ALREADY SL
0.00%:  WE ALREADY TOTALLY E
0.00%:  YES, THAT DO
0.01%:  YES, THAT DOES MA
0.00%:  SLA
0.00%:  SOME DAY, R
0.00%:  OTHERWISE, WE ARE ALL DES
0.00%:  I STARTED S
0.00%:  I ALREADY TELL A L
0.00%:  WE ARE ALREADY TOTALLY TOO L
0.00%:  ALL THAT LEADS TO IS W
0.03%:  ALL THAT LEADS TO IS WORRY,
0.00%:  ALL THAT LEADS TO IS WORRY A
0.00%:  HELLO, L
0.00%:  WE ARE ALL REALLY TOT
0.00%:  THE WORLD LOSES ALL I
0.00%:  THE WORLD IS REALLY LO
0.00%:  THOSE ARE MY ALL
0.00%:  IT ALREADY TOTALLY RE
0.00%:  THAT SMELLS REAL
0.00%:  IT SHO
0.00%:  I ALREADY LOST AT LE
0.01%:  I ALREADY LOST AT LEAST HAL
0.00%:  OTHERWISE, ALSO, I
0.00%:  THEY ARE STILL MO
0.00%:  I WAS ALREADY TH
0.00%:  OTHERWISE WE ARE DOOM
0.00%:  OTHERWISE TODAY WO
0.00%:  WE ARE ALREADY SLAM
0.00%:  REALITY WAS ALREADY A LOT MO
0.00%:  WE ARE ALL STILL RO
0.00%:  WE ALSO D
0.00%:  THEY WERE ALL DES
0.00%:  TODAY, WE ARE ALL THAT
0.00%:  THEY ALL RE
0.01%:  THEY ALL REALLY DES
0.01%:  THEY ALL REALLY DO
0.00%:  THEY ALL REALLY ARE
0.00%:  THEY ALL REALLY D
0.00%:  THAT IS A WAY TO LO
0.01%:  THAT IS A WAY TO LOSE ALL
0.00%:  WE ARE ALL TOTALLY ADE
0.00%:  OTHERWISE, SOMEDAY ALL O
0.00%:  THAT WILL ALSO RE
0.01%:  THAT WILL ALSO RELEASE
0.00%:  THAT IS ALREADY WAY TOO SE
0.00%:  WE ARE ALREADY A SL
0.00%:  THAT IS REALLY SAD, AM
0.00%:  THOSE ARE ALL SOL
0.00%:  THOSE ARE ALL REALLY DI
0.00%:  THEY SAY WE
0.00%:  THAT IS REALLY, REALLY, M
0.00%:  OTHERWISE WE ALL LOSE, S
0.00%:  OTHERWISE, ALL WE DO IS MA
0.00%:  OTHERWISE, ALREADY,
0.00%:  THAT IS REALLY AWESOME A
0.00%: , I S
0.03%: , I SWEAR,
0.01%: , I SAY
0.00%: , I SWEAR, THAT
0.00%:  WE ALREADY REAL
0.00%:  WE ARE ALREADY SO TE
0.00%:  THOSE ARE ALL WAYS TO D
0.00%:  WE ARE ALL, ALL,
0.00%:  WE TOTALLY ARE ST
0.00%:  YEARS LATER WE M
0.00%:  THEY WILL TOTALLY DESER
0.00%:  THAT WAS REALLY ALL
0.00%:  DISASTER W
0.00%:  THEY ARE SO AWESOME AT
0.00%:  THAT REALLY MESSY
0.00%:  WE ARE STILL TOTALLY READ
0.00%:  THEY TOTALLY ARE, O
0.00%:  THAT REALLY REALLY M
0.00%:  OTHERWISE, ARE WE ALL S
0.00%:  WE DO O
0.00%:  THAT WAS ALREADY TOO S
0.00%:  WE ALREADY ARE T
0.03%:  WE ALREADY ARE TOTALLY S
0.00%:  SOMEHOW, IT
0.00%:  REALITY WAS ALREADY E
0.00%:  THAT WILL RO
0.00%:  THAT IS A REALLY LO
0.00%:  OTHERWISE, REAL SO
0.00%:  WE ARE ALREADY SO E
0.00%:  AS S
0.00%:  THAT SMELLS REALLY D
0.00%:  THAT IS A SAD RE
0.00%:  WE ALL TOTALLY MA
0.00%:  WE ARE ALL ALREADY TOO LATE, MY
0.00%:  OTHERWISE, WE ARE ALL TOTALLY SOD
0.00%:  THAT WILL ALSO DESTROY MY R
0.00%:  THE WORLD L
0.00%:  THOSE ARE ALL DET
0.01%:  THOSE ARE ALL DETAILS WE
0.00%: , YES, THAT WILL SO
0.00%:  THE WORLD MAY OR
0.00%:  THAT WAS R
0.00%: , SOMEDAY, I
0.00%:  WE ARE ALL SHARED A
0.00%:  YES I
0.00%:  THEY TOTALLY WILL MA
0.00%:  THEY ARE ALL MASTER
0.00%:  THAT ALREADY SEEMS A
0.00%:  MYTH
0.00%:  THAT SEEMS REALLY REALLY TO
0.00%:  THAT LEADS TO SLE
0.00%:  THAT WILL LEAD TO A REAL REAS
0.00%:  IT TOTALLY HEL
0.00%:  THEY ARE SO LO
0.00%:  THERE WAS ALREADY A LE
0.00%:  OTHERWISE, WE ARE ALL TOAST, L
0.00%:  THAT LEADS TO SL
0.00%:  REALITY,
0.00%:  HEY, L
0.00%:  THEY WILL SMA
0.00%:  THAT WAY ALL
0.00%:  THE WORLD IS OR
0.00%:  OTHERWISE WE ARE A LO
0.00%:  I TOTALLY O
0.00%:  OTHERWISE WE ARE ALL SO TOTALLY 
0.00%:  TEAMS ARE E
0.00%:  TEAMS ARE EASY,
0.00%:  WE ALREADY TOTALLY LE
0.00%:  THOSE ARE TOTALLY MY O
0.01%:  THOSE ARE TOTALLY MY OLD
0.00%:  THAT WILL MESS ALL O
0.00%:  THAT REALLY IS DE
0.00%:  I AM ALREADY TOTALLY SOR
0.00%:  WE ARE,
0.00%:  THOSE WORDS ARE TOTALLY AMA
0.00%:  THAT E
0.01%:  THAT ERA
0.01%:  THAT ERASED
0.01%:  THAT ERASED ALL
0.01%:  THAT ERASED ALL MY S
0.00%:  THERE ARE ALWAYS T
0.00%:  THE WORLD REALLY LI
0.00%:  OTHERWISE I MAY AS WELL TR
0.01%:  OTHERWISE I MAY AS WELL TRY TO LE
0.00%:  OTHERWISE WE ALL TOTALLY RE
0.00%:  OTHERWISE, SOMEDAY O
0.00%:  WE ALREADY LOST AT L
0.00%:  THAT IS SOME REALLY, REALLY E
0.00%:  OTHERWISE, I MAY LO
0.02%:  OTHERWISE, I MAY LOSE ALL
0.00%:  THAT ALWAYS LEADS TO ALL
0.00%:  THAT IS SOME REALLY REALLY WE
0.00%:  OTHERWISE I ST
0.01%:  OTHERWISE I STARTED
0.01%:  OTHERWISE I STARTED ALL
0.00%:  OTHERWISE I STARTED LE
0.00%:  SOME DAY THE W
0.00%:  LAST TIME WE D
0.00%:  AT THIS
0.02%:  AT THIS RATE,
0.01%:  AT THIS RATE, SO
0.00%:  AT THIS RATE WE
0.00%:  AT THIS RATE, SOME
0.01%:  AT THIS RATE, SOMEDAY,
0.01%:  AT THIS RATE, SOMEDAY WE
0.01%:  AT THIS RATE, SOMEDAY ALL
0.00%:  AT THIS RATE, SOMEDAY E
0.00%:  THEY ARE ALSO WR
0.00%:  WE ARE ALREADY SO TOTALLY SL
0.00%:  WE TOTALLY ARE ALL S
0.00%:  WE ARE ALREADY A LITTLE S
0.00%:  WE ARE SO TOTALLY STILL DO
0.00%:  OTHERWISE I MAY AS WELL SL
0.00%:  OTHERWISE, LADIES, ALL
0.00%:  THOSE DAYS WILL RET
0.00%:  WE ARE ALREADY TOO ALL
0.00%:  I ALREADY HEAR
0.00%:  SOME DAY THAT WILL AL
0.00%:  THAT WILL LEAD TO A LESS M
0.00%:  OTHERWISE, I MAY AS WELL STAR
0.00%:  MY LEAR
0.00%: , HELLO, SOMEDAY WE
0.00%:  REALITY HAS ALREADY MO
0.00%:  OTHERWISE WE ARE SO M
0.00%:  WE ARE ALL TOTALLY SM
0.00%:  WE ARE ALL TOTALLY SMART E
0.00%:  OTHERWISE, SOME DAY, WE ARE ALL TO
0.00%:  WE ARE ALL MORTAL, THAT
0.00%:  I ALREADY LOST TO THE
0.00%:  WE ARE ALREADY TOTALLY, A
0.00%:  WORRIED
0.00%:  OTHERWISE, WE ARE TOTALLY ALL SO
0.00%:  THERE ARE O
0.00%:  SOMEDAY, THEY WILL LE
0.00%:  WE ARE ALREADY SO LOST, THAT
0.00%:  OTHERWISE, SEL
0.00%:  THEY ARE ALSO STAR
0.00%:  OTHERWISE, WE ARE TOTALLY ASS
0.00%:  THOSE ARE ALL MY DO
0.00%:  OTHERWISE WE MAY ALL DIE A
0.00%:  OTHERWISE, WE ALL DIE SO
0.00%:  THEY ARE DOOM
0.00%:  OTHERWISE, WE ARE TOO
0.00%:  THOSE ARE REALLY WE
0.00%:  THAT IS SOME DO
0.00%:  OTHERWISE, LAST
0.00%:  ALL THOSE WORDS ARE MY
0.00%:  HARDER IS
0.00%:  THOSE ARE ALL MY TR
0.00%:  OTHERWISE LET
0.00%:  WE ARE ALL HE
0.01%:  WE ARE ALL HEAD
0.00%:  THEY ARE ALL MO
0.00%:  THEY ARE TOTALLY DES
0.00%:  THAT IS A REALLY REALLY SAD O
0.00%:  THEY WILL TOTALLY DEM
0.00%:  WE ARE SO SMALL,
0.00%:  WE ALSO MA
0.00%: , SEE
0.00%:  OTHERWISE, WE ARE ALL TOO DE
0.00%:  LAST Y
0.01%:  LAST YEAR,
0.01%:  LAST YEAR WE
0.00%:  LAST YEAR SO
0.00%:  WE ARE ALL STILL DR
0.00%:  WE ARE ALL TOO AR
0.00%:  THE MORE WE ALL LE
0.00%:  THAT LEADS EASILY TO O
0.00%:  THEY WILL SE
0.00%:  WE ARE SO TOTALLY READY TO S
0.00%:  WE ARE ALL TOTALLY AD
0.00%:  WE ARE SO MES
0.00%:  THAT DREAM WO
0.00%:  WE ALL SLE
0.00%:  OTHERWISE, REALLY, IT
0.00%:  WE ARE ALL TOO R
0.00%:  WE ARE ALREADY AT L
0.00%:  DOES
0.00%:  THAT IS REALLY SOME DE
0.00%:  IT ALREADY M
0.00%:  THAT IS A REALLY AWESOME TRAD
0.00%:  THAT WILL LEAD TO MY ASS
0.00%:  WE ARE LE
0.00%:  WE ARE LEAR
0.00%:  DISASTER A
0.00%:  THE REALITY WO
0.00%:  WE ALL REALLY DE
0.00%:  OTHERWISE WE ARE ALL LA
0.00%:  IT ALSO
0.00%:  OTHERWISE, SOME DAY A
0.00%:  OTHERWISE WE ALL MAY LO
0.00%:  WE ARE ALL ALREADY TOO SHAME
0.00%:  OTHERWISE I MAY AS WELL STARTED
0.00%:  OTHERWISE ALL RE
0.00%:  OTHERWISE ALL REALITY AS
0.00%:  THOSE ARE ALL WOR
0.00%:  OTHERWISE REAL SO
0.00%:  IT REALLY DOES SAY THAT
0.00%:  THERE WAS ALREADY SO LITTLE M
0.00%:  TOMORROW IS HAL
0.00%:  THAT WILL ALSO DESTROY MORE
0.00%:  THEY ARE ALREADY ALMOST ALLOW
0.00%:  OTHERWISE, WE ARE ALL TOTALLY ADM
0.00%:  THAT LEADS TO SOME REALLY E
0.00%:  THOSE ARE SOME DAR
0.00%:  THOSE ARE MY SO
0.00%:  I ALREADY LOST ALL RES
0.00%:  YEARS LATER, ALL
0.00%:  THAT IS A REALLY, REALLY O
0.00%:  WE ARE ALL THAT LE
0.00%:  THOSE ARE ALL REALLY SO
0.00%:  THAT ALLOWS ME TO SLE
0.00%:  WE ARE ALL SMALL STE
0.00%:  THEY ARE ALREADY ASS
0.00%:  I AM ALREADY O
0.00%:  WE ARE REALLY ALL
0.00%:  WE ARE REALLY ALL DO
0.00%:  IT REALLY,
0.09%:  IT REALLY, REALLY SO
0.04%:  IT REALLY, REALLY,
0.04%:  IT REALLY, REALLY DO
0.04%:  IT REALLY, REALLY DOO
0.03%:  IT REALLY, REALLY MA
0.03%:  IT REALLY, REALLY S
0.02%:  IT REALLY, REALLY T
0.02%:  IT REALLY, REALLY W
0.01%:  IT REALLY, REALLY ME
0.01%:  IT REALLY, REALLY DOES SO
0.01%:  IT REALLY, REALLY, SO
0.01%:  IT REALLY, REALLY DE
0.01%:  IT REALLY, REALLY H
0.01%:  IT REALLY, REALLY M
0.01%:  IT REALLY, REALLY, MA
0.00%:  IT REALLY, REALLY DOES THAT
0.00%:  IT REALLY, REALLY HAS
0.00%:  THAT WILL DESTROY RES
0.00%:  THIS WOR
0.00%: , OTHERWISE, WE M
0.00%: , OTHERWISE, WE MAY
0.01%: , OTHERWISE, WE MAY ALL
0.00%:  WE ARE SO TOTALLY ALREADY LOS
0.00%:  THEY ALREADY SO
0.00%:  THERE IS ALREADY L
0.00%:  WE ALL SEEM TO DO
0.00%:  WE ARE ALREADY LOST, O
0.00%:  THOSE TEAMS ARE WAY
0.00%:  THE WORLD IS A LOT MO
0.00%:  THAT IS A REALLY SER
0.00%:  THE SAME
0.00%:  WE MAY AL
0.00%:  WE MAY ALSO
0.00%:  IT ALREADY WOR
0.00%:  THEY ARE STILL RE
0.01%:  THEY ARE STILL REALLY A
0.01%:  THEY ARE STILL REALLY AMA
0.00%:  THEY ARE STILL REALLY,
0.00%: , HELLO, A
0.00%:  ALL THAT RE
0.09%:  ALL THAT REALLY DO
0.03%:  ALL THAT REALLY DOES IS T
0.02%:  ALL THAT REALLY DOES IS RE
0.02%:  ALL THAT REALLY DOES IS R
0.01%:  ALL THAT REALLY M
0.01%:  ALL THAT REALLY DOES IS ME
0.01%:  ALL THAT REALLY DOES IS E
0.01%:  ALL THAT REALLY DOES IS A
0.00%:  ALL THAT REALLY DOES IS M
0.00%:  ALL THAT REALLY S
0.00%:  ALL THAT REALLY SAYS TO
0.00%:  ALL THAT REALLY DOES IS W
0.00%:  OTHERWISE WE ALL LOSE IT
0.00%:  THAT WILL LEAD TO MORE EASY S
0.00%:  WE ARE TOTALLY REALLY S
0.00%:  I TOTALLY AM DO
0.00%:  OTHERWISE WE ARE MA
0.00%:  WE ARE ALL DA
0.00%:  REALLY TH
0.00%:  OTHERWISE WE ARE TOTALLY AD
0.00%:  WE ARE ALL HELD
0.00%:  I ALREADY WROTE ALL MY
0.00%:  TODAY, WE ALL
0.00%:  SOME DAY S
0.00%:  THEY WILL START DES
0.00%:  THEY MAY READ
0.00%:  WE TOTALLY ALL DE
0.00%:  OTHERWISE, ALL SO
0.00%: , OTHERWISE, WE ARE ALL TOTALLY SO DO
0.00%:  THAT LEADS TO REALISM A
0.00%:  WE ARE TOTALLY ALL DE
0.00%:  THEY REALLY ARE ALL
0.00%:  I REALLY WAS SER
0.00%:  WE ARE ALREADY ALMOST TOO LO
0.00%:  WE ARE ALL MAD A
0.00%:  THAT WILL LEAD TO A REAL SO
0.00%:  WE ARE ALREADY HELLA
0.00%:  THAT REALLY AD
0.00%:  THAT IS ALREADY REALLY A
0.04%:  THAT IS ALREADY REALLY AWESOME,
0.00%:  THAT IS ALREADY REALLY AWESOME TO
0.00%:  THEY ARE ALSO READ
0.00%:  OTHERWISE I MAY AS WELL DEST
0.21%:  OTHERWISE I MAY AS WELL DESTROY ALL
0.02%:  OTHERWISE I MAY AS WELL DESTROY ALL O
0.01%:  OTHERWISE I MAY AS WELL DESTROY E
0.00%:  OTHERWISE I MAY AS WELL DESTROY ALL E
0.00%:  IT LEADS TO R
0.00%: , WELL, I
0.00%:  SOME DAY, THAT IS
0.00%:  THOSE ARE MY SLE
0.00%:  REALITY HAS ALREADY L
0.00%:  WE ARE ALL TOO SMALL TO DEST
0.01%:  WE ARE ALL TOO SMALL TO DESTROY E
0.00%:  DOS
0.00%:  THOSE ARE MY DE
0.00%:  I AM ALREADY THE
0.00%:  LETS
0.01%:  LETS ALL
0.00%:  THAT REALLY IS A REAS
0.00%:  YEARS LATER WE MAY
0.00%:  THAT REALLY DOES REALLY SE
0.00%:  WE ARE ALREADY LOSE LO
0.00%:  WE ARE ALL MERE
0.00%:  THE WORLD IS A LO
0.00%:  WE ARE ALL REALLY O
0.00%:  I REALLY, TR
0.00%:  THAT WILL DAM
0.00%:  WE ARE TOO SMALL TO REALL
0.00%:  OTHERWISE WE ARE ALL TOO SMALL,
0.00%:  WE ARE ALL SHARED L
0.00%:  OTHERWISE, WE ARE ALL TOAST, LAD
0.00%:  WE ARE ALL STILL AS
0.00%:  OTHERWISE, WE LOSE ALL S
0.00%:  THAT WILL ALSO LEAD TO R
0.00%:  THAT SY
0.00%:  THAT SYSTEM
0.00%:  OTHERWISE WE ARE ALL TOO SMALL TO S
0.00%:  I AM ALREADY TELL
0.00%: , LAD
0.00%:  WE ARE ALMOST AS
0.00%:  THAT WILL LEAD TO MORAL R
0.00%:  WE ARE ALREADY TOO SMALL TO A
0.00%:  OTHERWISE ALL WE DO IS S
0.01%:  OTHERWISE ALL WE DO IS SAY
0.00%:  OTHERWISE SOMEDAY, A
0.00%:  THEY ARE STILL S
0.00%:  AT LEAST SOME DAY, WE
0.00%: , ALSO, I
0.00%:  WE ARE ALMOST ALL S
0.00%:  WE ARE THE MO
0.00%:  WE ARE THE MOST A
0.00%:  SOME OTHERWISE
0.00%:  THAT WILL DESTROY ALL MAR
0.00%:  OTHERWISE ALL A
0.00%:  OTHERWISE, WE MAY LOSE ALL S
0.00%:  THAT SEEMS REALLY, REALLY, A
0.00%:  WE ARE ALL LESS M
0.00%:  WE ALREADY LOSE THE
0.00%:  I ALREADY LOST THE WAR A
0.00%:  IT ALL SO
0.00%:  THAT WILL LEAD TO SOLO
0.00%:  WE ARE TE
0.00%:  OTHERWISE WE ARE ALL DOOM,
0.00%:  THERE ARE STILL T
0.00%:  OTHERWISE, WE ARE ALL SO TOTALLY SE
0.00%:  THEY ARE ALREADY SO LOA
0.00%:  THE MORE I
0.00%:  THEY ARE SO EASY,
0.00%:  WE REALLY, REALLY S
0.00%:  OTHERWISE, WE ALL LOSE SO
0.00%:  MY ST
0.00%:  IT LEADS TO SOME
0.00%:  I AM D
0.00%:  THAT LEADS TO WELL
0.00%:  WE ARE ALL ASHAMED,
0.00%:  THOSE ARE ALL REALLY DIST
0.00%:  THAT WILL LEAD,
0.00%: , I SAY, THAT
0.00%:  YEARS LATER THE
0.00%:  THERE ARE SOL
0.00%:  THAT REALLY REALLY DOES S
0.00%:  THAT DREAM WAS S
0.00%:  THE LESSER MORT
0.00%:  AT THIS RATE, SOMEDAY, WE
0.00%:  OTHERWISE WE ALL STAY
0.00%:  OTHERWISE, I LOSE ALL MY SO
0.00%:  YEARS LATER, SOMEDAY
0.00%:  WE ARE ALREADY AT TE
0.00%:  THOSE DETAILS ARE W
0.02%:  THOSE DETAILS ARE WAY MO
0.01%:  THOSE DETAILS ARE WAY TOO M
0.01%:  THOSE DETAILS ARE WAY TOO A
0.01%:  THOSE DETAILS ARE WAY TOO AMA
0.01%:  THOSE DETAILS ARE WAY A
0.00%:  THOSE DETAILS ARE WAY O
0.00%:  THOSE DETAILS ARE WAY MORE A
0.00%:  THOSE DETAILS ARE WAY TOO O
0.00%:  OTHERWISE, WE ARE LOST,
0.00%:  OTHERWISE, I MAY AS WELL SAY ALL
0.00%:  OTHERWISE WE ALL LOSE, MAY
0.00%:  THAT WILL RELEASE SO
0.00%:  I AM ALREADY TOTALLY SER
0.00%:  THAT WAS A REALLY REALLY DE
0.00%:  THEY ALSO DO ALL
0.01%:  THEY ALSO DO ALL SORT
0.00%:  I ALREADY WA
0.00%:  I TOTALLY ALREADY WROTE SO
0.00%:  WE ALREADY LOST STE
0.00%:  THEY WILL TELL
0.00%:  OTHERWISE WE ARE TOTALLY ALL SO S
0.00%:  THEY WILL REALLY DO
0.00%:  THEY ARE ALREADY SO WE
0.00%:  I ALREADY LOST MY SH
0.00%:  THEY ARE REALLY L
0.00%:  LAST TIME,
0.00%:  ALSO I D
0.00%:  THERE ARE EASY WAYS TO A
0.00%:  WE ARE TOTALLY O
0.00%:  WE ALL HAD A
0.00%:  WE ARE SO TOTALLY ALREADY MA
0.00%:  SOME DAYS I WA
0.00%:  ELSE E
0.00%:  THEY ARE SO MES
0.00%:  ALL THAT LEADS TO R
0.00%:  IT ALLO
0.01%:  IT ALLOWS ME TO S
0.00%:  IT ALLOWS ME TO SAY,
0.00%:  THERE ARE ALWAYS L
0.00%:  OTHERWISE WE ALL DY
0.00%:  SOME DAYS I RE
0.00%:  THAT REALLY DOES MO
0.00%:  THOSE ARE REALLY SM
0.00%: , OTHERWISE, WE ARE ALL TOTALLY ME
0.00%:  THAT IS REALLY, REALLY MED
0.00%:  WE ARE ALREADY A LITTLE TOO M
0.00%:  OR EL
0.00%: , YEAH, WE
0.00%:  ALL THOSE WORDS T
0.00%:  I AM TAL
0.00%:  THOSE ARE TOTALLY DES
0.00%:  THAT IS A WAY TO MA
0.00%:  THAT WILL ALSO D
0.00%:  THEY ARE ALWAYS LO
0.00%:  OTHERWISE, WE ARE SO DE
0.00%:  I ALREADY AM SO
0.00%:  WE MADE THAT
0.00%:  WE ARE ALREADY TOTALLY, H
0.00%:  THAT WAY, SOME D
0.01%:  THAT WAY, SOME DAY SO
0.01%:  THAT WAY, SOME DAY, SO
0.00%:  THEY REALLY TOLD
0.01%:  THEY REALLY TOLD ME TO
0.00%:  OTHERWISE WE ALL REALLY MES
0.00%:  THOSE TEAMS ARE ALL L
0.00%:  THAT WAS ALSO A RE
0.01%:  THAT WAS ALSO A REALL
0.00%:  THERE A
0.00%:  REALITY WAS ALREADY O
0.00%:  WE ARE ALREADY A LITTLE TOO O
0.00%:  THAT IS ALREADY MY S
0.00%:  THEY REAL
0.00%:  THAT IS REALLY DREAM
0.00%:  WE ARE ALL ROAD
0.00%:  THAT SAYS ALL WE
0.00%:  THEY WILL TOR
0.00%:  THAT REALLY DOES SEEM TO L
0.00%:  OTHERWISE, WE ARE SO TOTALLY DEAL
0.00%:  THAT ALLOWS ME TO RE
0.00%:  WE ARE ALL ARE
0.00%:  WE ARE ALL ARE DO
