YOUR IDEA OF HAPPINESS IS LOWERED EXPECTATIONS?
100.00%: 
21.09%: UN
19.94%:  YOU
0.00%:  DINOSAURS ARE NOW S
0.00%:  I HEAR YOU ARE ALSO NOT
0.00%:  WE SHOULD SIT
0.00%:  WHAT? YOU ARE LI
0.00%:  THERE IS NO LOSS IF YOU DO
0.00%:  STORIES A
0.00%:  WORTHY
0.00%:  WORTHY OF RES
0.00%:  DINOSAURS ARE OLD?
0.00%:  WHAT IS YOUR PLAN? OR DO
0.00%:  THEN YOU ARE AN OLDER DO
0.00%:  EITHER ONE OF US IS IN
0.00%:  YOU ARE TIRED OF H
0.00%:  YOU WIN AT L
0.00%:  SAYS THE DINOSAUR NOW A
0.00%:  NARROW IS THE P
0.00%:  YOU ARE DONE AT
0.00%:  DEPRESSION IS A F
0.00%:  YOU ARE DEATH AND WE
0.00%:  SAYS THE SUN
0.00%:  NOW ARE YOU SATISFIED? HA
0.00%:  IF YOU ARE ASTO
0.00%:  IT WOULD APPEAR YO
0.00%:  SOUND TH
0.00%:  NOW YOU ARE A PRESIDENT
0.00%:  YOUR OPTIONS WERE FI
0.00%:  PROFESSIONS ARE DONE
0.01%:  PROFESSIONS ARE DONE WITH
0.00%:  ONLY ONE OF US HAS TE
0.00%:  ONLY ONE OF US IS HAS
0.00%:  YOU ARE NOW OLDER THAN 
0.00%:  DID I PLAY
0.00%:  WHEN YOU ARE ELDER TO
0.00%:  EITHER ONE OF US IS SADLY
0.00%:  DINOSAURS REAL
0.00%: ON YOU ARE ELDER AND THE
0.00%:  YOU TRADE PL
0.00%:  WHAT YOUR LIFE IS A D
0.00%:  SURPRISED THIS W
0.00%:  YOUR POINT IS WE ARE N
0.00%:  YOU PLAN ON TR
0.00%:  SAYS THE DINOSAUR LINED
0.00%:  THESE ARE YOUR IDEALS IN
0.00%:  YOU WANNA DIE ST
0.00%:  THE REASON YOU ARE SO DED
0.00%:  YOU ARE AN IDIOT FOR DE
0.00%:  SAY WE ARE TIRED
0.00%:  YOU ARE TRAPPED NOW IN A S
0.00%:  THE REASON YOU RE
0.00%:  YOUR IDEA OF HAPPINESS IS AN ORD
0.00%:  SAID THE OLDER IN YOUR
0.00%:  IN THE END OLD
0.02%:  IN THE END OLDER YOU IS
0.00%:  IN THE END OLDER YOU IS PRO
0.00%:  IN THE END OLDER YOU ARE
0.00%: ON OLDER DINOSAURS WITH P
0.00%:  AS AN OLDER PERSON DO YOU P
0.00%:  THE ROLE OF DINOSAUR A
0.00%:  WHOSE LIFE END
0.00%:  YOU DID LEARN TO WISH IN
0.00%:  FRIENDSHIPS ARE O
0.00%:  SAID THE DINOSAURS ONLY A FEW PER
0.00%:  DESPISE YOUR PARENTS AND WE
0.00%:  YOUR POINT IS WHILE S
0.00%:  WHAT PLANS ARE
0.00%:  EXPECTATIONS ARE A DE
0.00%:  YOU ARE OLDER AND SE
0.00%:  ONLY ONE OF US EXPECTS TO DIE A PRE
0.00%:  WHAT IF YOU ARE OLDER? AS S
0.00%:  OLDER YOU STOP
0.00%:  SHOULD I EXPECT TO SEE A NEW
0.06%:  SHOULD I EXPECT TO SEE A NEWSPAPER AR
0.01%:  SHOULD I EXPECT TO SEE A NEWSPAPER IN
0.01%:  SHOULD I EXPECT TO SEE A NEWSPAPER AD
0.01%:  SHOULD I EXPECT TO SEE A NEWSPAPER AD FOR
0.00%:  SHOULD I EXPECT TO SEE A NEWSPAPER A
0.00%:  YOU ARE OLDER NOW? IT
0.00%:  YOU ARE A DED
0.00%:  SAID THE DINOSAURS OF ONLY A
0.00%:  YOUR PRESENT SELF SE
0.00%:  IN OTHER WORDS ALSO
0.00%:  I SUPPOSE THE ONLY REASON I DO
0.00%:  YOU EAT AND
0.00%:  YOU ARE AN ORAL
0.00%: ON YOU ARE SO L
0.00%:  SAYS TH
0.01%:  SAYS THERE IS
0.01%:  SAYS THERE IS NO PRO
0.00%:  SAYS THREE
0.00%:  YES I WOULD PREFER IT
0.00%:  LEARN A PROFESSION D
0.00%:  YOUR IDEA OF PARADISE IS THE SE
0.00%:  SOUND THE PRAISE OF D
0.00%:  I SHOULD EXPECT TO P
0.00%:  I SHOULD EXPECT TO PAY FOR
0.00%:  THE ONLY PURPOSE OF O
0.00%:  WHEN YOU ARE OLD ONE OF
0.00%:  YOU ARE AN OLDER THAN WE
0.00%:  SAYS THE DINOSAUR WO
0.00%:  DID STAR
0.00%:  DEPRESSION IS YOUR EXPECT
0.03%:  DEPRESSION IS YOUR EXPECTATION
0.01%:  DEPRESSION IS YOUR EXPECTATION OF DE
0.01%:  DEPRESSION IS YOUR EXPECTATION OF WH
0.00%:  DEPRESSION IS YOUR EXPECTATION OF L
0.00%:  YOU ADDRESS ONE ANOTHER AS O
0.00%:  WHERE DO YOU FIND ST
0.00%:  YOUR EXPECTATIONS ARE OF A L
0.00%:  PERHAPS YOUR LIFE WAS A
0.00%:  THERE IS A PARAL
0.00%:  APPARENTLY WE ARE ONE OF
0.00%:  I DO NOT SEE HOW ANY
0.00%:  SAID ONE DINOSAUR TO HIS O
0.00%:  YOU ARE AN OLDER SOON
0.00%:  SATISFIED WAS
0.01%:  SATISFIED WAS YOUR
0.00%:  YOUR EXPECTATIONS OF A L
0.00%:  NEITHER OF US ARE ANY W
0.01%:  NEITHER OF US ARE ANY WIS
0.00%:  THERE IS ALREADY ONE AS
0.00%:  IF YOU ARE LIST
0.00%:  THEN YOU DIE ON
0.00%:  NOW YOUR STANDARD OF H
0.00%:  SORRY THIS IS A
0.00%:  NOW I DO
0.00%:  YOUR PLAN IS TO PIN
0.00%:  EARLY ON IN
0.00%:  THEN YOU AND I ARE LE
0.00%:  YOU ALSO ARE AN
0.00%:  OLDER DINOSAURS EXPECTATION
0.00%:  DINOSAURS DO NOT SPE
0.00%:  WHAT YOUR PROFESSION IS DIN
0.00%:  YOU ARE TRANSP
0.00%:  THERE WAS A REASON YOU L
0.00%:  YOU ARE THE LESSER S
0.00%:  I WAS SUPPOSED TO H
0.00%:  WISE AND SO YO
0.00%:  YOU ARE LESS OF A SENT
0.00%:  THE OLDER YOU S
0.00%:  UNI
0.00%:  WHAT IF YOU ARE OLD? PE
0.00%:  WE ARE SUPPOSED TO NAR
0.00%:  WHILE YOU ARE FE
0.00%:  WHEN DID YOU PLAN TO S
0.00%: AN
0.00%:  YOU DID LEARN A S
0.00%:  YOU ARE A PL
0.00%:  YOU ALSO EXPECT TO DIE SO
0.00%:  IT WOULD APPEAR OR
0.00%:  WHAT ELSE IS IN YOUR P
0.00%:  WE SHARED ONE
0.00%:  YOU ARE THE OLDER ONES AND
0.00%:  IF YOU ARE A STOR
0.00%:  YOUR LIFE IS EXPECTED TO END IN SOR
0.00%:  IF YOU ARE OLDER THEN EXPECTED
0.00%:  YOU LEARNED DIN
0.00%:  WHAT IF YOU ARE OLDER EN
0.00%:  ONLY ONE OF US SET H
0.00%:  WHAT IF YOUR OLDER?
0.00%:  DEPRESSION SU
0.00%:  YOU ARE A SELFISH A
0.00%:  ONLY ONE OF OUR PERS
0.00%:  YOUR IDEA OF HAPPINESS NOW IS D
0.00%:  APPARENTLY WHO
0.00%:  YOU DESPISE PRO
0.00%:  NOW YOU ARE RELE
0.00%:  YOU ARE INSTEAD LO
0.00%:  NOW YOU ARE EITHER DEL
0.00%:  RARELY IS ONE
0.00%:  NOW YOU NO
0.00%:  DINOSAURS ARE SH
0.00%:  FAR THIS SE
0.00%:  YOUR PLAN FOR THE DIN
0.00%:  THERE WAS NO DINOSAUR PO
0.00%:  YOU STOP PE
0.00%:  DESPISE YOUR LIFE TH
0.00%:  WHEN I DIE YOU ARE S
0.00%:  IF YOU ARE SO PRA
0.00%:  WHAT ARE YOUR FINAL DI
0.00%:  YOU DID NOT HEAR A PROFESS
0.00%:  YOU ARE AN OLDER WE
0.00%:  THE REAL PROFESSION IS PO
0.00%:  YOUR LIFE IS NEAR
0.00%: ON ELDER DINOSAUR S
0.00%:  PREPARE TO DIE ANAL
0.00%:  YOUR ONE WISH IS TO DIE AN EARLI
0.00%:  THOSE ARE YOUR IDEAS OF AN ENL
0.00%:  WHAT ARE YOUR PLANS IF I DIE?
0.00%: ON EAT
0.00%:  PROFESSIONS ARE TO
0.00%:  DO YOU PLAN TO DIE IN A
0.00%:  SAID DINOSAUR STO
0.00%:  YOU LAID A
0.00%:  ARE WE UNDERSTOOD? LIFE IS P
0.00%:  THERE IS A WAR
0.00%:  SAYS THE WISE OLD PRO
0.00%: ON YOUR PRES
0.00%: ON YOUR PRESENT S
0.00%: ON YOUR PRESENT SELF IS
0.00%: ON YOUR PRESENT D
0.00%:  AS SOON AS YOU LEA
0.00%:  YOUR PLAN IS TO SPEND WEE
0.00%:  ONLY ONE OF US HERE IS A S
0.00%:  THERE IS NO SURE WAY OF
0.00%:  DID YOU STOP WHEN I SPO
0.00%: ON THE SADNESS OF LO
0.00%:  IS THIS YOUR ONE D
0.00%:  PROFOUND ON
0.00%:  YOU ARE NOW A N
0.00%:  YOUR IDEA OF PARADISE IS THE EN
0.00%:  YOU ARE AN OLDER NE
0.00%:  STOP EN
0.00%:  THOSE DINOSAURS ARE A L
0.00%:  YOU ARE DESTINED FOR PASS
0.00%:  ARE YOU AFRAID TO P
0.00%:  THE SADDE
0.00%:  THE ROLE OF A D
0.09%:  THE ROLE OF A DINOSAUR IN
0.03%:  THE ROLE OF A DINOSAUR IS ONE
0.02%:  THE ROLE OF A DINOSAUR P
0.02%:  THE ROLE OF A DINOSAUR IN SO
0.02%:  THE ROLE OF A DINOSAUR S
0.01%:  THE ROLE OF A DINOSAUR ISN
0.01%:  THE ROLE OF A DINOSAUR IN A
0.01%:  THE ROLE OF A DINOSAUR AND
0.01%:  THE ROLE OF A DINOSAUR IS A
0.01%:  THE ROLE OF A DINOSAUR IS AS
0.01%:  THE ROLE OF A DINOSAUR IS P
0.01%:  THE ROLE OF A DINOSAUR IS IN
0.01%:  THE ROLE OF A DINOSAUR IS INDE
0.01%:  THE ROLE OF A DINOSAUR IS S
0.01%:  THE ROLE OF A DINOSAUR W
0.01%:  THE ROLE OF A DINOSAUR IS NE
0.01%:  THE ROLE OF A DINOSAUR IS ON
0.01%:  THE ROLE OF A DINOSAUR IN O
0.01%:  THE ROLE OF A DINOSAUR IS NO
0.01%:  THE ROLE OF A DINOSAUR IS SO
0.01%:  THE ROLE OF A DINOSAUR IS E
0.01%:  THE ROLE OF A DINOSAUR IS INSPI
0.01%:  THE ROLE OF A DINOSAUR AS
0.01%:  THE ROLE OF A DINOSAUR E
0.00%:  THE ROLE OF A DINOSAUR IN S
0.00%:  THE ROLE OF A DINOSAUR IN P
0.00%:  THE ROLE OF A DINOSAUR DO
0.00%:  THE ROLE OF A DINOSAUR IS D
0.00%:  THE ROLE OF A DINOSAUR IN A D
0.00%:  THE ROLE OF A DINOSAUR IS DE
0.00%:  THE ROLE OF A DINOSAUR DOES IN
0.00%:  YOU LIE THERE AND E
0.00%: UNDER?
0.00%:  FAR YOU ARE LESS THAN SE
0.00%:  ONLY ONE OF US HAS A 
0.00%:  WE ARE OLDER AND THIS IS O
0.00%:  AS AN OLDER PERSON WITH DIS
0.00%:  IN OTHER WORDS I NEED A
0.00%:  WE SEE YOUR L
0.01%:  WE SEE YOUR LIFE AS
0.01%:  WE SEE YOUR LIFE IS
0.00%:  WE SEE YOUR LIFE IS NOT
0.00%:  WHAT PROFESSION IS ON
0.01%:  WHAT PROFESSION IS ON YOUR L
0.00%:  I SHOULD EXPECT A NEWSPAPER TO S
0.00%:  YOU ARE A LESSON IN E
0.00%: RE WIN ON THIS
0.00%:  SAYS THE OLD DINOSAUR FO
0.00%:  I LEARNED YOU ARE A
0.00%:  YOU ARE AN ETERNAL H
0.00%:  NOW YOU ARE AN OLD ER
0.00%:  WHY SET
0.00%:  ONLY ONE OF US IS HEADED A
0.00%:  SAD WHEN YOU T
0.00%:  YOU ARE LESS OF A PERSON THAN I D
0.01%:  YOU ARE LESS OF A PERSON THAN I DID EXPECT
0.00%:  YOU ARE AN IDIOT WHO IS PRO
0.00%:  WHAT PROFESSION IS LE
0.00%:  YOU LEARNED A PROF
0.00%:  SOON WE ARE ALREADY US
0.00%:  ARE WE ALREADY D
0.00%:  OLDER YOU ARE AND SO
0.00%:  HAPPINESS IS DEFINITELY RO
0.00%:  WHEN YOU AND I ARE E
0.01%:  WHEN YOU AND I ARE ELDERS
0.00%:  YOU ARE AN IDIOT AND F
0.00%:  HERE YOU ARE AND
0.00%:  WE ALREADY SAID THIS ONE
0.00%:  YOU ARE OLDER THAN EXPECTED AF
0.00%:  YOU DESIRE TO SPEND L
0.00%:  YOU DESIRE TO SPEND LIFE IN
0.00%:  EXPECTATIONS ARE A WE
0.00%:  APPARENTLY WE FIN
0.00%:  YOU ARE INSTEAD OF S
0.00%:  YOU ARE DONE? NO
0.00%:  YOUR PARENTS SH
0.00%:  YOU ARE AN OPTION LESSER?
0.00%:  THOSE ARE YO
0.00%:  THOUSANDS OF PEOPLE END
0.00%:  YOU SENSE THE
0.00%:  THOSE DINOSAURS WER
0.00%:  NOW YOU ARE IN A P
0.00%:  WHAT IF YOU ARE DEPRESSED IN 
0.00%:  IF YOU ARE IN THE
0.00%:  TODAY WE SHOULD S
0.00%:  YOUR FINAL WISH IS TO NE
0.00%:  THOSE ARE YOUR IDEAS OF OLD?
0.00%:  DESPITE YOUR SLOW PRO
0.00%:  HARD TO REAL
0.00%:  POINTLESS AND YOU ARE SO
0.00%:  PERHAPS YOU ARE AN
0.00%:  I SHOULD EXPECT TO FIND A W
0.00%:  YOU ARE DENIED AN
0.00%:  WHEN YOU ARE I
0.00%:  WHAT PROFESSION ARE YOU A SPE
0.00%:  NOW YOU ARE TOO S
0.00%:  YOU DESIRE DEATH IN
0.00%:  YOUR LIFE IS A WASTE AND I
0.00%:  WHAT I LEARNED IS YOU ARE P
0.00%:  YOUR LIFE HAS IN
0.00%:  YOUR LIFE HAS INSPI
0.00%:  YOUR LIFE HAS INSPIRED A
0.00%:  WE ARE DEATHLY S
0.00%:  READY FOR IT
0.00%:  YOU ARE NONETHELESS SOR
0.00%:  DO YOU WANT A SODA P
0.00%:  ARE YOU OLDER NOW? SIN
0.00%:  WHAT DID YOU EXPECT FOR A RESPONSE IN
0.00%:  SAID THE OLD NON
0.00%:  YOUR PRESENT SENSE
0.00%:  WHAT YOU ARE IN E
0.00%:  WE SHOULD STOP ANY
0.00%:  TOLD YOU SO?
0.00%:  I SHOULD NOT EXPECT ANY D
0.00%:  YOU ARE DONE RE
0.00%:  SAYS THE DINOSAUR AND I W
0.00%:  YOUR EXPECTATIONS WERE A L
0.00%:  THIS IS YOUR IDEA OF A DES
0.00%:  WHAT IF YOU ARE OLDER? I EXPECTED A
0.00%:  STAND ON YOUR HEADS
0.00%:  ONLY ONE OF US IS PROS
0.00%: ON YOU ARE AN OLDER H
0.00%:  APPARENTLY ONE OF US IS WE
0.00%:  STEADIL
0.00%:  DEPRESSION IS WHAT YOU ARE PI
0.00%:  YOU ARE DOWN FOR THIS
0.00%:  YOUR RESPONSE TO A DI
0.00%:  LETS END
0.00%:  WHAT YOU EXPECT IS A
0.00%:  YOU SAID OLDER TWO
0.00%:  THERE REAL
0.00%:  SAY WE ARE OLDER AND F
0.00%:  YOU ARE A PRESTO
0.00%:  WHILE YOUR STAND
0.00%:  YOUR EXPECTATIONS OF HOW L
0.00%:  YOUR FANTASIES ARE WH
0.00%:  WE ARE ALREADY TI
0.00%:  YOU ARE A DEPRESSED LA
0.00%:  YOU EAT PEOPLE AND ARE
0.00%:  YOUR ONE WISH IN LIFE IS TO DO
0.00%:  YOUR LIFE DEPENDS ON WHAT A
0.00%:  WHEN DO YOU EXPECT TO PASS
0.00%:  POINTLESS D
0.00%:  SURPRISED WH
0.00%: ON OLD A
0.00%:  WHAT ARE YOUR PLANS IN D
0.00%:  OLD YOU DIE
0.00%:  YOU DESPISE OLDER FOR
0.00%:  WHERE DID YOU LEARN PASS
0.00%:  YOU ARE TRAPPED INSIDE OF A W
0.00%:  SAY WE STOPP
0.00%:  ONLY ONE OF US IS EXPECTED TO DIE R
0.00%:  IT WASN
0.00%:  THE REAL PROFESSION IS DO
0.00%:  WAS THERE A REASON YOU L
0.00%:  NOW YOU ARE THE OLD PERSON I
0.00%:  YOUR PROFESSION IS END
0.00%:  YOUR PAST IS
0.00%:  IT APPEARS ONE OF US HAS LE
0.00%:  NOW YOU ARE THE ONE FOR
0.00%:  THIS DIS
0.00%:  IN OTHER WORDS YOU DO L
0.00%:  YOUR PARENTS LIED
0.00%:  WHAT ARE YOU FOODS
0.00%: ON OLDER DINOSAUR WITH
0.00%:  SAD IS THIS PRO
0.00%:  APPARENTLY WE DI
0.00%:  RARELY DO WE SPE
0.00%:  HOW DO YOU EXPECT TO LEARN E
0.00%:  NOW YOU ARE AN ELDER A
0.00%:  WAS THIS A PRO
0.00%:  YOUR ENTIRE PLAN OF
0.00%:  OLDER DINOSAURS WANT S
0.00%:  ONLY ONE OF US WISHES TO PER
0.00%:  AND THUS
0.00%:  WHAT PROFESSION DO YOU EARN?
0.00%:  STOP YOUR PRO
0.00%:  TIRED OF YOUR IN
0.00%:  WE ARE SUPPOSED TO HOLD A
0.00%:  AS SOON AS YOU ARE OLDER THEN I EXPECT
0.00%:  YOU ARE NOT AS D
0.00%:  YOU ARE NOW TRAN
0.00%:  IN DE
0.00%:  SAYS THE DINOSAUR IN PRA
0.00%:  LEARN TO READ?
0.00%:  WHAT IS YOUR PLAN FOR AS I
0.00%:  IN THE END YOU DIE AS
0.00%:  EASILY DEST
0.00%:  EXPECTATIONS F
0.00%:  YOU ARE AN ETERNAL PE
0.00%:  WHAT DOES ONE EXPECT
0.00%:  SAID THE DINOSAUR I RE
0.00%:  OLDER YOU IS P
0.00%:  WHAT YOU ARE LESSONS
0.00%:  SAY WE TOO
0.00%:  YOU ARE ALSO NOT P
0.00%:  IS THIS ONE OF YOUR P
0.01%:  IS THIS ONE OF YOUR PLAN
0.01%:  IS THIS ONE OF YOUR PLANS?
0.00%:  THE ONLY ANSWER IS P
0.00%:  YOU ARE SAID TO DONE
0.00%:  WHAT YOUR LIFE ENDS IN S
0.00%:  THE WORLD ISN
0.00%:  YOU ARE SID
0.00%:  IF YOU ARE OLDER AND I WAS TO
0.00%:  NEITHER OF US ARE SOL
0.00%:  I HOPE YOU LEARN TO READ IN
0.00%:  WHAT IF YOU LEARNED AR
0.00%:  DINOSAURS ARE POP
0.00%:  YOU WERE INSPIRED TO P
0.00%:  SAID THOUSANDS OF PEOPLE IN 
0.00%:  YOUR LIFE WAS NOT SO DI
0.00%:  YOU DO PLAN TO S
0.00%:  HAS NO ONE TOLD YOU IF
0.00%:  SAYS THE DINOSAUR LONER
0.00%:  SPREAD YOUR FEET W
0.01%:  SPREAD YOUR FEET WIDE AP
0.00%:  SPREAD YOUR FEET WID
0.00%:  YOU ARE NOT FOOLISH E
0.00%:  YOU AND I D
0.00%:  SOUND THE D
0.00%:  WHAT DO YOUR FRIENDS O
0.00%:  PROFOUNDLY WE ARE
0.00%:  WE ENDED ON THE
0.00%:  YOUR IDEA OF HAPPINESS IS TO ROL
0.00%:  INSTEAD YOU DROP
0.00%:  YOUR PROFESSION IS TO IN
0.00%:  YOU ARE OLDER THEN I
0.00%:  RARELY DO THESE S
0.00%:  YOUR PLAN IS TO DIE PEN
0.00%:  DEPRESSION YOU
0.00%:  YOUR PLAN IS TO EAR
0.00%:  YOUR POINT IS DEL
0.00%:  FRIENDSHIP IS NOT A REAS
0.00%:  YOU DIE AND LE
0.00%:  SOUND THE PRESS
0.00%:  INSTEAD OF AS
0.00%:  IS ANYONE ELSE A
0.01%:  IS ANYONE ELSE AFRAID TO
0.00%:  IS ANYONE ELSE AFRAID THE
0.00%:  WE ARE APPARENTLY SO
0.00%:  WE STAYED IN OUR ROLE
0.00%:  ARE YOU FINISHED TRA
0.00%:  WE ARE SUPPOSED TO EXPECT LIFE AS
0.00%:  WE ARE SUPPOSED TO EXPECT LIFE AS AN
0.00%:  IN OTHER WORDS YOU FAN
0.00%:  WHAT IF YOU ARE LESS POS
0.00%:  DID YOU LISTEN WH
0.00%:  YOU ARE AWARE OF THE ONE
0.00%:  I WOULD SAY THERE IS A RE
0.00%:  I WOULD SAY THERE IS A REASON PE
0.00%:  WHAT IS YOUR PLANS?
0.00%:  YOU ARE NOT A LE
0.00%:  YOU ARE NOT A LEADER
0.00%:  THOSE WERE SUP
0.00%:  STOP SPO
0.00%:  WHAT DOES ONE DO ON
0.00%:  IT APPEARS OUR SENSE OF WH
0.00%:  THE OLDER DINOSAURS WIN
0.00%:  POWERFUL INDE
0.00%:  ONLY ONE OF US HERE IS E
0.00%:  YOUR HAPPINESS AND WORT
0.00%:  WHAT DID YOU EARN FOR L
0.00%:  YOUR ANSWER TO A L
0.00%:  SOON YOU ARE OLDER AND W
0.00%:  WHAT IS YOUR FORE
0.00%:  WHAT IS YOUR LESSON FOR AD
0.00%:  WHEN DO YOU PLAN TO DIE OF
0.00%:  YOU ARE A PERSON WHO IS ALSO
0.00%:  WHAT IS YOUR PLAN? I EXPECT
0.00%:  YOU ARE ONE OF THOSE PRESS
0.00%:  SAID NAPOLEON AS THE
0.00%:  RHE
0.00%:  FAR ONLY THE
0.00%:  NOW YOU ARE A DEAD
0.00%:  DID YOU ALSO F
0.00%:  IS ANYONE ELSE UP FOR ST
0.00%:  WHAT IS YOUR PLAN IF A S
0.00%:  I LEARNED TODAY WHEN
0.00%:  PERHAPS YOU ARE NOT AS D
0.00%:  PERHAPS YOU ARE NOT AS DONE
0.00%:  IN OTHER WORDS IF YOU SO
0.00%:  YOU FEEL R
0.00%:  YOUR HAPPINESS IS NOW T
0.00%:  WE LOSE
0.00%:  YOU ARE NOT A DINO
0.00%:  ARE WE UNDER ST
0.00%:  YOUR HAPPINESS IS ROOTED IN DEF
0.00%:  YOU ARE THIS DONE
0.00%:  THERE WAS NO REASON YOU SA
0.00%:  YOU ARE OLDER THAN A S
0.00%: ON IF YOU DO
0.00%:  FAR YOU ARE STOP
0.00%:  WHEN YOU ARE AN OLDER IDI
0.00%:  YOU DIE ALONE WITH A SENSE
0.00%:  YOU DIE ALONE WITH A SENSE OF S
0.00%: ON THE OLDER DINOSAUR WAS
0.00%:  FEW PEOPLE READ
0.01%:  FEW PEOPLE READ THIS
0.01%:  FEW PEOPLE READ YOUR
0.00%:  YOU WISH NOT ON
0.00%:  YOU ARE AN OPPOSITE SIDE
0.00%:  THERE ARE NO SIL
0.00%:  WHAT YOU PROPOSE IS E
0.00%:  YOU ARE TRAPPED INSIDE A SE
0.00%:  WHEN YOU ARE OLDER DO TA
0.00%:  WHAT YOU NEED IS FOR
0.00%:  YOU SAID EARLIER WHEN A
0.00%:  NOW YOU TOO ARE A
0.00%: ON YOU ARE WHISTLE
0.00%: ON DINOSAURS WERE THE
0.00%:  SAID THE ONLY ONE OF
0.00%:  THOSE WERE YOUR EXPECTED
0.00%:  YOU NEED TO WA
0.00%:  PERHAPS YOU DO NEED TO LO
0.00%:  I WAS SUPPOSED TO EXPECT A
0.00%:  WAS IT YOU
0.00%:  YOUR EXPECTATION OF HAPPINESS IS AR
0.00%:  NOW YOU ARE SATISFIED? I
0.00%:  SAID THE DINOSAUR NOW LO
0.00%:  THOSE ARE OUR EXPECTED DE
0.00%:  YOUR OPINIONS ARE DI
0.00%:  IS YOUR LAST
0.01%:  IS YOUR LAST WORD
0.00%:  YOU DO PLAN TO D
0.00%:  WHAT ELSE DO YOU FAN
0.00%:  TOU
0.00%:  IF YOU LEARNED WH
0.00%:  FLA
0.00%:  USELESS AND IN
0.00%:  HOW IS YOUR FRIEND N
0.00%:  YOUR STANDARD AP
0.00%:  SORRY I WENT
0.00%:  SAD TO SEE YOU DIE AL
0.01%:  SAD TO SEE YOU DIE ALONE IN
0.00%: ON WHEN YOU ARE OLD A
0.00%:  IF YOU HAD D
0.01%:  IF YOU HAD DONE SO
0.00%:  IF YOU HAD DONE ONE
0.00%:  YES I WOULD PREFER TO A
0.00%:  FAR WE ARE ON T
0.00%:  PROFOUND WAS THEIR
0.00%:  IT APPEARS WE ARE ONLY E
0.00%:  DINOSAURS AND TELE
0.00%:  YOU ARE AN OLD PERSON WHO F
0.00%:  NOW YOU SEE THIS
0.00%:  THOUSANDS OF PEOPLE DIE IN A WAR
0.00%:  LIES
0.00%:  YOU ARE OLDER NOW? D
0.00%:  YOU WANT AN OLDER S
0.00%:  WHY NOT LO
0.00%:  YOU ARE NOW ONE OF THESE
0.00%:  THOSE ARE SOUNDS AND
0.00%:  WHEN YOU ARE ELDER S
0.00%:  YOUR EXPECTATIONS ARE SELFISH AND DE
0.00%:  YOU ARE HEADED FOR LOW EXPECTATION S
0.00%:  THE ANSWER IS REAL
0.00%:  WHERE DO YOU STOP? S
0.00%:  IF WE ARE SUPPOSED TO DIE SOON ANY
0.00%:  IF WE ARE DO
0.00%: ON YOUR OLD FRIENDS WITH
0.00%:  YOU ARE IN AN
0.00%:  WHAT? YOU ARE AN E
0.00%:  PERHAPS INSTEAD OF DIS
0.00%:  ONLY DINOSAURS DIE WITH S
0.00%:  YOU ARE AN OLDER STOPPE
0.00%:  PERHAPS I WOULD EN
0.00%:  NOW YOU ARE TRAPPED IN A FOOLISH D
0.00%:  DEPRESSION IS A TH
0.00%:  WHAT IS O
0.03%:  WHAT IS OLDER YOU
0.01%:  WHAT IS OLDER?
0.01%:  WHAT IS OUR
0.01%:  WHAT IS OLDER ANY
0.01%:  WHAT IS OLDER YOU DO
0.01%:  WHAT IS OLDER FOR
0.00%:  POINTLESS AND HE
0.00%:  WE STAND HERE ON OP
0.00%:  HAPPINESS IS DAN
0.00%:  YOUR STANDARD SEL
0.00%:  SAD AND YET SO S
0.00%:  HOLD ON TO YOUR DIRE
0.00%:  SOON WE ARE T
0.00%:  IF YOU ARE AN OLDER DINO WITH
0.00%:  RARELY S
0.00%:  THOSE WERE YOUR PLANS? S
0.00%:  YEARS LATER ONE OF US DI
0.01%:  YEARS LATER ONE OF US DIES AND
0.00%:  DESPERATE ARE YOU OF S
0.00%:  YOUR PLAN IS TO DIE IS
0.00%:  YOUR HEAD IS NO
0.00%:  WE STAND HERE AND LO
0.00%:  EXPECTATIONS ARE IN YOUR F
0.00%:  SAID THE DINOSAURS ON W
0.00%:  OLD DINOSAURS ARE FAT
0.00%:  IN OTHER WORDS IF YOU AND I E
0.00%:  YOUR EXPECTATIONS OF HAPPINESS WERE DE
0.00%:  SAID THE OLD SP
0.00%:  WHAT YOU LEARNED IN P
0.01%:  WHAT YOU LEARNED IN PRES
0.00%:  YOU ARE A FLO
0.00%:  POL
0.00%:  WHEN YOU ARE OLDER AND I APPE
0.00%:  YEARS DOWN THE ROAD I SA
0.00%:  YOU ARE LESS FOR
0.00%:  I HEARD YOU ARE NOW ST
0.00%:  YOUR IDEA OF HAPPINESS IS LATER DE
0.00%:  YOU ARE AWARE OF D
0.00%:  YOU WANT LE
0.00%:  YOU WANT LESS?
0.00%:  HARD TO SEE YOURSELF AS AN
0.00%:  FEW PEOPLE TR
0.00%:  POWERFUL AND YET SO EAS
0.00%:  THE LESSON IS YOU ARE NO
0.00%:  YEARS LATER WE END
0.00%:  YOUR PLAN IS TO DIE RES
0.00%:  IT APPEARS ONE OF US HAS NO
0.00%:  THOSE DINOSAURS IN FR
0.00%:  YOUR IDEA OF HAPPINESS IS DETAIL
0.00%:  WHEN YOU ARE OLDER AND SASS
0.00%:  LOWER YOUR EXPECTATIONS AND PIPE
0.00%:  WHAT DOES A DINOSAUR OF
0.00%:  ONE DAY I HO
0.00%:  ONE DAY I HOPE TO LO
0.00%:  RARE IS THIS OP
0.00%:  HAS YOUR W
