I'M SORRY BUT I AM BUSTING YOU DOWN TO JOKE PRESCHOOL
100.00%: 
35.58%:  YOU
0.30%:  I'M SORRY BUT I WANT TO P
2.50%:  I'M SORRY BUT I WANT TO PUNCH YOUR
2.48%:  I'M SORRY BUT I WANT TO PUNCH YOU SO
0.76%:  I'M SORRY BUT I WANT TO PUNCH YOU R
0.36%:  I'M SORRY BUT I WANT TO PUNCH YOU SO M
0.36%:  I'M SORRY BUT I WANT TO PUNCH YOU SOME
0.30%:  I'M SORRY BUT I SEND YOU TO JOKE SCHOOL NAT
0.30%:  I'M SORRY BUT YOUR DIST
0.43%:  I'M SORRY BUT YOUR DISTINCT
0.30%:  I'M SORRY BUT THAT JOKE IS CURSE
0.30%:  I'M SORRY BUT I AM SENDING YOU TO OSTR
0.30%:  I'M SORRY BUT YOU ARE NOW IN THE D
0.30%:  I'M SORRY BUT I AM SENDING YOU UP TO JOB SCHOOL TO
0.30%:  I'M SORRY BUT YOUR JOKE SCHOOL IS IN T
0.30%:  I AM SENDING YOU TO JOKE SCHOOL'S U
0.30%:  I'M SORRY BUT THIS JOKE DOES NOT UN
0.30%:  I'M SORRY BUT YOUR JOKE SCHOOL IS BEING AUD
0.30%:  I'M SORRY BUT THAT JOKE ONLY GOES DO
0.30%:  I'M SORRY BUT YOU MUST GO BACK ONE RO
0.30%:  I'M SORRY BUT I AM SENDING YOU TO SUCH B
0.30%:  I'M SORRY BUT JUST THIS ONCE YOU ARE DOING W
0.30%:  I'M NOT SURE HOW YOU ARE NOT
0.30%:  I'M SORRY BUT YOUR JOKE CONTAINS TO
0.30%:  I'M SORRY BUT THIS IS NOT RELE
0.30%:  I'M SORRY BUT YOUR JOKE SCHOOL IS IN AN
0.30%:  I'M SORRY BUT I SEND YOU BACK TO THE MO
0.30%:  I'M SORRY BUT WE DO NOT USE THIS
0.30%:  I'M SO SORRY BUT I WANTED YOU
0.33%:  I'M SO SORRY BUT I WANTED YOU TO BE
0.30%:  YOU COULDN
0.48%:  YOU COULDN'T BE
0.31%:  YOU COULDN'T BE MO
1.41%:  YOU COULDN'T BE MORE WRONG A
30.94%:  YOU COULDN'T BE MORE WRONG ABOUT THIS
4.35%:  YOU COULDN'T BE MORE WRONG ABOUT THIS J
2.59%:  YOU COULDN'T BE MORE WRONG ABOUT HO
1.80%:  YOU COULDN'T BE MORE WRONG ABOUT P
1.74%:  YOU COULDN'T BE MORE WRONG ABOUT THIS P
1.67%:  YOU COULDN'T BE MORE WRONG ABOUT J
1.23%:  YOU COULDN'T BE MORE WRONG ABOUT JO
0.77%:  YOU COULDN'T BE MORE WRONG ABOUT THIS S
0.60%:  YOU COULDN'T BE MORE WRONG ABOUT SO
0.54%:  YOU COULDN'T BE MORE WRONG ABOUT MY
0.45%:  YOU COULDN'T BE MORE WRONG TH
0.43%:  YOU COULDN'T BE MORE WRONG ABOUT THIS I
0.41%:  YOU COULDN'T BE MORE WRONG ABOUT TH
0.35%:  YOU COULDN'T BE MORE R
0.33%:  YOU COULDN'T BE MORE WRONG ABOUT THIS PRO
0.31%:  YOU COULDN'T BE MORE WRONG ABOUT THIS R
0.30%:  I AM SORRY BUT YOU WENT TO JOKE SCHOOL I
0.30%:  I'M SORRY BUT I AM SENDING JUST YOU TO HO
0.30%:  I'M SORRY BUT I PUT YOU BACK HERE IN
0.30%:  I'M SORRY BUT I SEND YOU TO JOKE SCHOOL IN OP
0.30%:  I'M SORRY BUT YOU CAN SURE
0.30%:  I'M SORRY BUT I AM SENDING YOU TO JUST WE
0.30%:  I'M SORRY BUT I MUST INSERT YOU
0.30%:  I'M SORRY BUT YOU NEED TO GO BACK INTO SLOW
0.30%:  I DON'T SEE HOW ANY
0.30%:  I'M SORRY BUT YOUR JOKE IS AN IN
0.68%:  I'M SORRY BUT YOUR JOKE IS AN INSULT TO E
0.63%:  I'M SORRY BUT YOUR JOKE IS AN INSULT TO ME
0.31%:  I'M SORRY BUT YOUR JOKE IS AN INSULT TO O
0.30%:  I'M SO SORRY BUT WHAT YOU J
0.30%:  YOUR JOKE IS WRONG AND YOU B
0.30%:  I'M SORRY BUT I SENT YOU TO JOKE SCHOOL UPON M
0.30%:  I'M SORRY BUT YOU ARE IN NO PO
0.30%:  I'M SORRY BUT SENDING YOU TO JOKE SCHOOL APO
0.30%:  I'M SORRY BUT I AM SENDING YOU TO LOOK UP S
0.30%:  I'M SORRY BUT I AM SENDING YOU TO THE BOR
0.30%:  YOU NEED TO WORK ON YOUR SUR
0.30%:  I'M SORRY BUT THIS JUST BROKE ME AND
0.30%:  YOUR PUN IS NOT A
0.30%:  I'M SORRY BUT THIS IS NOT A JOKE YOU COULD BE
0.30%:  I'M SORRY BUT YOUR JOKE SCHOOL TIME WAS UP 
0.30%:  I'M SORRY BUT I SEND YOU TO JOKE SCHOOL IN A PRO
0.30%:  YOU BROUGHT YOUR OWN JOKE AND I'M S
0.30%:  I'M SORRY BUT IM SENDING YOU BACK TO JUST PO
0.30%:  I'M SORRY BUT I ASKED YOU TO GO HOME BUT I
0.30%:  I'M SORRY BUT I SURE HOPE YOU K
0.30%:  YOU NEED TO WORK ON YOUR BO
0.30%:  I'M SORRY BUT I NEED YOU TO WORK ON IT
0.30%:  I'M SORRY BUT THIS JOKE IS WAY TOO E
0.30%:  I'M SORRY BUT THIS JOKE IS NOT ONLY COMP
0.30%:  YOU ARE NOT IN JUD
0.30%:  I'M SORRY BUT YOU MUST LEARN HOW TO K
0.30%:  I'M SORRY BUT YOU JUST GO BACK TO HOME S
0.30%:  I'M SORRY BUT I SUSPECT YOU BELONG AT HO
0.30%:  I'M SORRY BUT I NEED TO ASK YOU TO GO INS
0.30%:  I'M SORRY BUT YOU NEED TO GO BACK TWO HO
0.41%:  I'M SORRY BUT YOU NEED TO GO BACK TWO HOURS IN
0.30%:  I'M SORRY BUT I AM SENDING YOU TO JOB COUR
0.30%:  I'M SORRY BUT YOU ARE NOW LOCKED IN S
0.30%:  I'M SORRY BUT YOU WENT TO JOKE SCHOOL PO
0.30%:  I'M SORRY BUT I WAS SENDING YOU TO PO
0.30%:  YOU JUST WENT BACK TO YOUR REG
0.30%:  YOU STOLE MY JOKE AND TH
0.30%:  I'M SO SORRY BUT YOU ARE THE JO
0.30%:  I'M SORRY BUT I WAS DO
0.30%:  I'M SORRY BUT DUE TO AN
0.30%:  I'M SORRY BUT YOU MISSED JOB
0.30%:  I'M SORRY BUT YOUR JOKE WAS SO ME
0.30%:  I AM SORRY BUT YOU SHOULD KNOW BETTER SO
0.30%:  I'M SORRY BUT YOUR JOKE IS SO DUMB I TH
0.30%:  YOU WENT TO JOKE SCHOOL AND GOT YOUR S
0.30%:  YOU JUST MADE ME SO
0.30%:  I'M SORRY BUT I NEED TO THROW YOU UP
0.30%:  I'M SORRY BUT I AM NO LONGER SHOCKED BY SU
0.30%:  I'M SORRY BUT YOU JUST LEARNED WH
0.30%:  I'M SORRY BUT I AM SENDING YOU TO BE SCHOL
0.30%:  I'M SORRY BUT YOUR JOKE IS SO GOOD TH
0.30%:  I AM SORRY BUT I SENT YOU TO JOKE SCHOOL IMP
0.30%:  I'M SORRY BUT I JUST NEED YOU TO GO BACK NO
0.30%:  I'M SORRY BUT YOUR JOKE SCHOOL DATING IS NOT
0.30%:  YOU ARE IN JOKE SCHOOL BUT I DO NOT W
0.30%:  I'M SORRY BUT YOU NEED TO GO TO SHOUL
0.30%:  I'M SENDING YOU TO SCHOOL PART
0.30%:  I'M SORRY BUT YOU REMAIN IN JOKE SCHOOL W
0.30%:  I'M SORRY BUT I CANNOT STUDY H
0.30%:  DON'T YOU WISH YOUR
0.30%:  I AM SENDING YOU TO SCHOOL SO
0.30%:  I'M SORRY BUT JOKE SCHOOL IS OPEN TO ANY
0.30%:  I'M SORRY BUT I AM SENDING YOU TO BOOK STORE H
0.30%:  YOU'RE PASS
1.40%:  YOU'RE PASSING THIS
1.69%:  YOU'RE PASSING THIS CO
0.84%:  YOU'RE PASSING THE
1.12%:  YOU'RE PASSING THE CL
0.38%:  YOU'RE PASSING YOUR
0.30%:  I'M SORRY BUT THIS IS NOT YOUR J
0.39%:  I'M SORRY BUT THIS IS NOT YOUR JOB
0.30%:  I'M SORRY BUT THE PIG
0.30%:  I'M SORRY BUT SENDING YOU BACK TO THEIR P
0.30%:  I'M SORRY I SENT YOU TO JOKE SCHOOL BUT 
0.30%:  I AM SORRY BUT YOUR JOKE IS NOT COMP
0.30%:  YOU NEED TO GO BACK TO MON
0.30%:  I'M SORRY BUT YOU KINDA WENT TO J
0.30%:  YOU ARE IN JOKE SCHOOL BUT YOUR G
0.30%:  I'M SORRY BUT I MUST INSERT AN
0.30%:  I'M SORRY BUT THIS JOKE IS CON
0.30%:  YOU WENT TO JOKE SCHOOL BUT YOU R
0.30%:  YOUR JOKE WAS SO T
0.30%:  I'M SORRY BUT I AM SENDING YOU TO JERKS W
0.30%:  YOU DON'T S
0.30%:  I'M SORRY BUT I AM SENDING YOU TO JOKE PS
0.30%:  I'M SORRY BUT I AM SENDING YOU TO THE SOUL C
0.30%:  I'M SORRY BUT I AM CUTTING YOUR SE
0.30%:  I'M SORRY BUT I WAS SENDING YOU TO THE JO
0.30%:  YOU ARE IN JOKE SCHOOL BUT YOUR PRO
0.30%:  I'M SORRY BUT I AM SENDING YOU TO COLOUR SH
0.30%:  I'M SORRY BUT I AM SENDING YOU UP TO JOKE CH
0.30%:  I'M SORRY BUT YOU WENT BACK TO HOUSES
0.30%:  I'M SO SORRY BUT I SEND YOU BACK TO HOME TO
0.30%:  I'M SORRY BUT YOU CANNOT BE HELD
0.30%:  I'M SENDING YOU BACK TO ROOM TWO
0.30%:  I'M SORRY BUT I NEED TO ASK YOU TO IN
0.30%:  I'M SORRY BUT I ASKED YOU NOT TO BEGIN
0.30%:  I'M SO SORRY BUT YOU ARE SO NOT GOOD
0.30%:  I'M SORRY BUT YOU NEED TO KNOW THIS R
0.30%:  I'M SORRY BUT YOUR JOKE IS ABOUT THE
0.30%:  ARE YOU SURE YOU DON'T WORK H
0.30%:  I'M SORRY BUT THERE IS AN
0.30%:  I'M SORRY BUT I NEED TO PASS
0.30%:  I'M SORRY BUT YOU JUST GOT A C
0.30%:  I'M SORRY BUT YOU MUST NOW GO BACK TO L
0.30%:  I'M SORRY BUT YOU SHOULD BE TAKING COMP
0.30%:  I'M SORRY BUT YOU WENT TO JOKES AND CO
0.30%:  I'M SORRY I SENT YOU TO JOKE SCHOOL AND I T
0.30%:  I'M SORRY BUT YOUR JOKE DOES NOT OP
0.30%:  I'M SORRY BUT WHILE YOU ARE DO
0.30%:  I'M SORRY BUT I AM SENDING YOU TO JOB HOUR
0.30%:  YOUR JOKE WAS NOT THE
0.30%:  I'M SORRY BUT I AM SENDING UP TO
2.15%:  I'M SORRY BUT I AM SENDING UP TO JOKE SCHOOL TO
1.03%:  I'M SORRY BUT I AM SENDING UP TO JOKE SCHOOL T
0.83%:  I'M SORRY BUT I AM SENDING UP TO JOKE SCHOOL 
0.77%:  I'M SORRY BUT I AM SENDING UP TO JOKE SCHOOL YOU
0.74%:  I'M SORRY BUT I AM SENDING UP TO JOKE SCHOOL R
0.30%:  I AM SORRY BUT YOU MISSED OUT ON THE B
0.30%:  I'M SORRY BUT I THINK YOU PASSED J
0.30%:  YOU WENT TO JOKES SCHOOL AS
0.30%:  I'M SORRY BUT GOOD JOKES LI
0.30%:  I'M SORRY BUT SOMEHOW YOU ARE DO
0.30%:  YOU ARE IN JOKE SCHOOL TO DO YOUR
0.30%:  I'M SORRY BUT YOU MUST LEARN SO
0.30%:  I'M SORRY BUT YOU KINDA JUST S
0.36%:  I'M SORRY BUT YOU KINDA JUST SENT
0.30%:  YOU ARE NOW IN DEBT TO YOUR
0.30%:  I'M SORRY BUT YOU CAN JUST GO HOME NOW IS
0.30%:  I AM SORRY BUT I MUST SEND YOUR P
0.30%:  I'M SORRY BUT I NEED TO PUT YOU IN A BO
0.30%:  I'M SORRY BUT YOU WENT TO P
0.30%:  I'M SORRY BUT YOU WENT BACK TO HOUSE S
0.30%:  I'M SORRY BUT HOW COULD YOU NOT PASS JO
0.30%:  YOU NEED TO WORK ON YOUR MO
0.30%:  I'M SORRY BUT YOU ARE JUST NOW S
0.59%:  I'M SORRY BUT YOU ARE JUST NOW SENT
0.30%:  I'M SORRY BUT YOU NEED TO GO BACK TO HOW JO
0.30%:  I'M SORRY BUT I AM SENDING YOU TO TOE SCHOOL WORK
0.30%:  I'M SORRY BUT YOU SHOULD NOT BE INTER
0.30%:  I SEND YOU TO JOKE SCHOOL BUT ON
0.30%:  I'M SORRY BUT YOU ARE SO SEND
0.30%:  YOU PASSED YOUR JOKES WITHOUT
0.30%:  I'M SORRY BUT NOBODY COMES TO JEST
0.30%:  I'M SORRY BUT I AM SENDING YOU UP TO THE BL
0.30%:  I'M SORRY BUT I AM SENDING YOU UP TO K
0.30%:  I'M SORRY BUT YOU JUST INSPIRED THE B
0.30%:  I'M SORRY BUT YOUR JOKE SCHOOL BADGE IS NOT ON
0.30%:  I'M SORRY I SENT YOU BACK BUT NOW THE
0.30%:  I'M SORRY BUT YOU NEED TO GO BACK TO JOSH S
0.30%:  YOU WENT TO JOKE SCHOOL AND YOU ROUG
0.30%:  I'M SORRY BUT JUST LOOKING AT YOU B
0.30%:  I'M SORRY BUT YOU SEE THAT
0.30%:  I'M SORRY BUT I ASKED YOU NOT TO USE CL
0.30%:  I'M SORRY BUT YOUR JOKE IS TOO SIL
0.30%:  I'M SORRY BUT I ASKED YOU TO GET HIM
0.30%:  I'M SORRY BUT I SUSPECT YOU ARE JOKING ON
0.30%:  I AM SORRY BUT YOUR JOKE SCHOOL IS NOW U
0.30%:  I AM SENDING YOU TO JOKE SCHOOL BUT YOUR P
0.30%:  YOUR JOKE IS WRONG BUT YOU CAN
0.30%:  I'M SORRY BUT I AM HONEST TO GOD SICK
0.30%:  YOU STARTED THE CL
0.30%:  I'M SORRY BUT I AM JUST NO L
2.27%:  I'M SORRY BUT I AM JUST NO LONGER S
0.58%:  I'M SORRY BUT I AM JUST NO LONGER TE
0.35%:  I'M SORRY BUT I AM JUST NO LONGER H
0.34%:  I'M SORRY BUT I AM JUST NO LONGER C
0.30%:  I'M SORRY BUT I PROMISED NOT TO LAUGH UN
0.30%:  I'M SORRY BUT I AM CLOSING DOWN YOUR J
0.62%:  I'M SORRY BUT I AM CLOSING DOWN YOUR JOKES
0.30%:  I'M SORRY BUT I AM PUTTING YOU ON JOKES HO
0.30%:  I'M SORRY BUT SCHOOL ENDS NO
0.30%:  I'M SORRY BUT WHILE YOUR JOKE MA
0.30%:  YOU'RE RIGHT BACK IN
0.30%:  I'M SORRY I SENT YOU TO JOKE SCHOOL BUT OMG D
0.30%:  I SEND YOU BACK TO YOUR ROOM WITH NO S
0.30%:  I'M SORRY BUT I SENT YOU SO
0.30%:  I'M SORRY BUT YOU SHOULD BE WORKING ON AST
0.30%:  I'M SORRY BUT YOU SHOULD BE TAKING ME
0.46%:  I'M SORRY BUT YOU SHOULD BE TAKING ME TO CO
0.30%:  I'M SORRY BUT ANYONE WHO COULD PO
0.30%:  I'M SENDING YOU TO JOB SCHOOL BUT YOU
0.30%:  I'M SO SORRY BUT YOU WON
0.30%:  I'M SORRY BUT THAT JOKE IS SO DUMB YOU GO
0.30%:  WHY ARE YOU ON
0.30%:  I'M SENDING YOU BACK TO SORRY BO
0.30%:  I'M SORRY BUT YOU SENT ME TO SCHOOL AND I J
0.30%:  I SEND YOU TO JOKE SCHOOL BUT YOU SP
0.30%:  I'M SO SORRY BUT YOU ARE BEING DISC
0.30%:  I'M SORRY I SENT YOU TO SCHOOL BUT NOB
0.30%:  I'M SENDING YOU TO JOKE SCHOOL PARTS T
0.30%:  I'M SORRY BUT I AM HOLDING YOU T
0.30%:  I'M SORRY BUT YOU WERE NOT C
0.30%:  I'M SENDING YOU BACK HOME TO YOUR PL
0.30%:  YOU BROUGHT YOUR OWN JOKE AND I LO
0.30%:  I'M SORRY BUT I MISSED YOUR JOKE T
0.30%:  I'M SORRY BUT I MUST SEND YOU TO PRE
0.30%:  I'M SO SORRY BUT YOU BOTCHED IT SO
0.30%:  I'M SORRY BUT JOKE SCHOOL IS NOW END
0.30%:  I'M SORRY BUT THIS COMED
0.43%:  I'M SORRY BUT THIS COMEDY IS NOT
0.30%:  I'M SORRY BUT I SUSPECT YOUR B
0.30%:  I'M SORRY I SENT YOU TO JOKE SCHOOL BUT NOW IMAG
0.30%:  WHAT IS YOUR PROBLEM YOU'RE IN
0.30%:  I'M SORRY BUT YOU WERE MAKING THIS TO
0.30%:  I'M SORRY BUT YOUR JOKE WAS COUN
0.30%:  I'M SORRY BUT I NEED TO SAY THIS R
0.30%:  I'M SORRY BUT I AM SENDING PE
0.30%:  I'M SO SORRY BUT I NEED TO CON
0.30%:  I'M SO SORRY BUT YOU ARE DOING THIS J
0.30%:  I'M SORRY BUT YOU JUST GOT PAID IN
0.30%:  I'M SORRY BUT I AM SLOW
0.53%:  I'M SORRY BUT I AM SLOWING YOU
0.30%:  I'M SORRY BUT YOUR JOKE IS SO BAD IT NE
0.30%:  I'M SORRY BUT I PUT YOU IN JOKE SCHOOL BARE
0.30%:  I'M SORRY BUT YOUR PEN IS NO
0.30%:  I'M SORRY BUT I HOPE YOU ARE DO
0.64%:  I'M SORRY BUT I HOPE YOU ARE DOING W
0.41%:  I'M SORRY BUT I HOPE YOU ARE DOING B
0.30%:  I'M SORRY I SENT YOU TO JOKE SCHOOL BUT DAMN G
0.30%:  I AM SORRY BUT MY
0.30%:  I'M SORRY BUT YOUR JOKE SCHOOL BADGE IS TO
0.30%:  I'M SORRY BUT YOU KNOW MORE ABOUT ONE
0.30%:  I'M SORRY BUT I DO NOT SEE HOW YOUR P
0.51%:  I'M SORRY BUT I DO NOT SEE HOW YOUR PUN IS
0.30%:  I'M SORRY BUT YOU MISSED THE ORIG
0.30%:  I'M SORRY BUT I ASKED YOU TO JUST LE
0.30%:  I'M SORRY BUT THIS WORKS B
0.30%:  I'M SORRY BUT I AM SENDING YOU TO HOUR JO
0.30%:  I'M SORRY BUT I NEED YOU TO GO BACK TO SL
0.30%:  I'M SORRY BUT YOU MUST NE
0.30%:  YOU'RE NOT IN JUSTICE S
0.30%:  I'M SORRY BUT I AM HOLDING YOUR ST
0.30%:  I'M SORRY BUT YOUR JOKE WAS NOT ST
0.30%:  I'M SORRY BUT THIS JOKE IS TOO WE
0.30%:  I'M SORRY BUT YOU WENT RIGHT O
0.30%:  I'M SORRY BUT I SEND YOU TO JOKE SCHOOL BUT WO
0.30%:  YOU WENT TO JOKE SCHOOL R
0.30%:  I'M SENDING YOU TO JOKE SCHOOL BY MA
0.30%:  YOU NEED TO GO BACK TO YOUR ROOM INST
0.30%:  I'M SORRY BUT YOU TOOK THE WRONG D
0.30%:  I AM SORRY BUT YOU NEED TO GO TO SCHOOL R
0.30%:  I'M SORRY BUT HOW ARE YOU NOT IN CL
0.30%:  YOU JUST MADE ME LOOK ST
0.30%:  I'M SORRY BUT I AM SENDING YOU TO JOKES PHOT
0.30%:  I'M SORRY BUT YOUR LET
0.30%:  YOU ARE IN JOKE SCHOOL NOW YOU MUST S
0.30%:  I'M SO SORRY BUT YOUR JOKE IS B
0.30%:  I'M SORRY BUT YOU ARE BEGIN
0.30%:  I'M SORRY BUT ARE YOU C
0.30%:  I'M SORRY BUT THAT GOES DOWN IN MY BO
0.30%:  I'M SORRY BUT I WAS IN
0.30%:  I'M SORRY BUT YOU WENT TO JOKE SCHOOL ON G
0.30%:  I AM SORRY BUT YOU SHOULD NOT GO TO JO
0.30%:  I'M SO SORRY BUT YOUR JOKE IS H
0.30%:  I'M SORRY BUT I MUST SEND YOU TO JOKER HO
0.30%:  I'M SORRY BUT YOU CANNOT WRITE HO
0.30%:  YOU'RE NOT IN JOKES CLASS YOUR
0.30%:  I'M SORRY I SENT YOU TO JOKE SCHOOL BUT I PUR
0.30%:  I'M SORRY BUT YOU NEED TO GO TO NO
0.30%:  I'M SORRY BUT YOU ARE SO DUMB IT
0.30%:  I'M SORRY BUT I AM CLOSING YOUR J
0.30%:  I'M SO SORRY BUT I SENT YOU BACK TO RE
0.30%:  I'M SORRY BUT YOU SHOULD BE TE
0.30%:  YOU ARE IN JOKE SCHOOL BUT YOU GO
0.30%:  I'M SORRY BUT YOU WENT TO JOKES SCHOOL BRO
0.30%:  I'M SORRY BUT I AM SENDING YOU OUT TO RO
0.30%:  I'M SORRY BUT I MUST SEND YOU INTO J
0.30%:  I'M SORRY BUT I SEND YOU TO JOKE SCHOOL IMAG
0.30%:  I'M SORRY I SENT YOU TO JOKE SCHOOL BUT O M
0.30%:  YOU'RE A DIS
0.30%:  I'M SORRY BUT YOU JUST GOT BACK WHERE
0.30%:  NOT ONLY ARE YOU THE MOST P
0.30%:  I'M SORRY BUT YOUR JOKE WAS SO COOL IT
0.30%:  I AM SORRY BUT I'M SENDING YOU TO W
0.33%:  I AM SORRY BUT I'M SENDING YOU TO WORK S
0.34%:  I AM SORRY BUT I'M SENDING YOU TO WORK SCHOOL BE
0.30%:  I'M SORRY BUT YOUR JOKE HAS SU
0.30%:  YOUR JOKES ARE NOT GOOD YOU
0.30%:  I'M SORRY BUT YOUR JOKE SCHOOL DATE IS NO
0.30%:  I'M SORRY BUT YOU ARE BEING NOT
0.30%:  I'M SORRY BUT I SENT YOU HOME TO
0.30%:  I'M SORRY BUT YOU SHOULD GO BACK TO TIME
0.30%:  YOU DON'T GO TO SCHOOL A
0.30%:  I'M SORRY BUT I AM SENDING YOU ROCK B
0.30%:  I'M SORRY BUT I AM NO LONGER UP
0.72%:  I'M SORRY BUT I AM NO LONGER UPSET WITH YOU SO
0.30%:  I'M SORRY BUT THIS ONLY GOES TO MA
0.30%:  YOU DON'T GO TO JOKES SCHOOL INST
0.30%:  I SENT YOU TO JOKE SCHOOL ON YOUR B
0.30%:  I'M SORRY BUT THIS COULD USE A
0.30%:  I'M SORRY BUT YOU ARE NOW CUT
0.30%:  HOW COME YOU'RE IN JO
0.30%:  I'M SORRY BUT YOUR JOKE IS NOT SO H
0.30%:  I'M SORRY BUT YOU GO TO JOKE SCHOOL N
0.30%:  I'M SORRY BUT I SUSPECT YOUR JOKE TO
0.30%:  I'M SORRY BUT THIS IS NOT A GOOD E
0.30%:  I'M SORRY BUT I AM SENDING YOU TO THROW UP CL
0.30%:  I'M SORRY BUT YOU ARE NOT BEING TO
0.30%:  YOU NEED TO GO BACK TO LIT
0.30%:  I'M SORRY BUT I MISSED OUT ON A
0.30%:  I'M SORRY BUT I ASKED YOU TO COM
0.30%:  I'M SORRY BUT I SEND YOU BACK WITHOUT RE
0.30%:  I'M SORRY BUT I AM SENDING YOUR JOKE S
6.04%:  I'M SORRY BUT I AM SENDING YOUR JOKE SCHOOL B
1.80%:  I'M SORRY BUT I AM SENDING YOUR JOKE SCHOOL TO
0.39%:  I'M SORRY BUT I AM SENDING YOUR JOKE SCHOOL OUT
0.31%:  I'M SORRY BUT I AM SENDING YOUR JOKE SCHOOL P
0.31%:  I'M SORRY BUT I AM SENDING YOUR JOKE SCHOOL OUT TO
0.30%:  I'M SORRY BUT I AM SENDING YOUR JOKE SCHOOL T
0.30%:  I'M SORRY BUT I SEND YOU TO JOKE SCHOOL ON A W
0.30%:  I DON'T KNOW BUT YOU ARE S
0.30%:  I'M SORRY BUT YOU ARE JUST NOW BEING P
0.30%:  YOU'RE IN JOKE SCHOOL NOT B
0.30%:  YOU PASSED OUT
0.30%:  I'M SORRY BUT I AM TOLD YOU
0.30%:  YOU ARE NOT PUN
1.11%:  YOU ARE NOT PUNISHED BY
0.62%:  YOU ARE NOT PUNISHED BUT
0.53%:  YOU ARE NOT PUNISHED Y
0.35%:  YOU ARE NOT PUNISHED YOU
0.31%:  YOU ARE NOT PUNISHED BY GO
0.30%:  I'M SORRY BUT YOU BROUGHT A PEN
0.32%:  I'M SORRY BUT YOU BROUGHT A PEN TO JOKES S
0.30%:  I'M SORRY BUT YOU KINDA BRO
1.02%:  I'M SORRY BUT YOU KINDA BROUGHT IT
0.39%:  I'M SORRY BUT YOU KINDA BROUGHT ME
0.30%:  I'M SORRY BUT YOUR JOKE ABOUT PIGS IS T
0.30%:  I AM SORRY BUT I MUST SEND YOU TO LO
0.59%:  I AM SORRY BUT I MUST SEND YOU TO LOWER JO
0.30%:  I'M SORRY BUT I AM SENDING YOU TO THOSE R
0.30%:  I'M SORRY BUT YOUR JOKE SCHOOL OPENS IN
0.30%:  I'M SORRY BUT I SENT YOU TO JOKE SCHOOL WRONG A
0.30%:  YOU'RE NOT H
5.73%:  YOU'RE NOT HELPING YOUR
3.00%:  YOU'RE NOT HELPING YOUR CA
0.74%:  YOU'RE NOT HELPING YOUR O
0.34%:  YOU'RE NOT HELPING MY
0.30%:  I'M SORRY BUT I AM SENDING OUR SCHOOL TO JOB
0.30%:  I AM SORRY BUT I'M SENDING YOUR S
0.30%:  I'M SORRY BUT THIS JOKE GOES TO PRO
0.30%:  YOUR JOKE DOES NOT R
0.30%:  I'M SORRY BUT YOU ARE NOT GOOD IN JO
0.30%:  I'M SORRY BUT YOU ARE NOW OLD
0.30%:  I'M SENDING YOU BACK TO THE SPORT
0.30%:  I'M SORRY BUT I ASKED YOU TO STOP COUN
0.30%:  I'M SO SORRY BUT YOU NEED TO GO BACK TW
0.30%:  I'M SORRY BUT I AM SENDING YOU COURSE TO
0.30%:  NOT ONLY ARE YOUR JOKE SCO
0.30%:  I'M SORRY BUT YOU MISSED OUT ON B
0.30%:  I'M SORRY BUT JUST LOOK AT HO
0.38%:  I'M SORRY BUT JUST LOOK AT HOW YOU
0.30%:  I'M SORRY BUT I AM SENDING YOU TO SPRO
0.30%:  I'M SORRY BUT YOU JUST GO BACK HO
0.33%:  I'M SORRY BUT YOU JUST GO BACK HOME NO
0.30%:  I'M SO SORRY BUT MY
0.30%:  I'M SORRY BUT YOUR JOKE SCHOOL DAN
0.30%:  I AM SORRY BUT YOUR ST
0.30%:  I'M SORRY BUT I SEND YOU BACK INTO REG
0.30%:  I'M SORRY BUT YOUR JOKE CA
0.34%:  I'M SORRY BUT YOUR JOKE CAME
0.49%:  I'M SORRY BUT YOUR JOKE CAME OUT
0.30%:  I'M SORRY BUT I ASKED YOU TO SIGN THE
0.30%:  I'M SORRY BUT YOUR JOKE SCHOOL IS ABOUT TO EN
0.30%:  I'M SORRY BUT YOU SHOULD KNOW BETTER IN A
0.30%:  YOU ARE ON TR
0.30%:  I AM SORRY BUT I DO NOT SEE HOW YOU'
0.30%:  I AM SORRY BUT I SEND YOU TO JOKE SCHOOL TO G
0.30%:  I'M SORRY BUT SENDING YOU BACK TO JUST ME
0.30%:  YOUR JOKE SCHOOL M
0.30%:  I'M SORRY BUT I HAD TO B
0.30%:  YOU ARE THE GOD
0.30%:  I'M SORRY BUT I AM SENDING YOU TO PLO
0.30%:  I'M SORRY BUT YOUR JOKE WAS NOT GOOD SOME
0.30%:  YOU WENT TO JOKE SCHOOL AND STUP
0.30%:  I'M SORRY BUT THAT JOKE BELONGS IN YOUR DO
0.30%:  I'M SENDING YOU BACK TO HOME W
0.30%:  I'M SORRY BUT YOU SHOULD GET BACK INTO J
0.30%:  I'M SORRY BUT YOUR JOKE SCHOOL BUD
0.30%:  I'M SORRY BUT YOU ARE LESS H
0.30%:  I'M SORRY BUT THIS IS NOT ON YOUR
0.30%:  I'M SENDING YOU BACK TO SIMPLY
0.30%:  I'M SORRY BUT SENDING YOU BACK UP TO J
0.30%:  YOU DO NOT GET YOUR
0.30%:  I'M SORRY BUT I ASKED YOU NOT TO BLOW
0.30%:  I'M SORRY BUT YOUR JOKE SCHOOL NUM
