the best part is: that's what I was ALREADY planning to do anyway!
100.00%: 
53.36%:  that
0.02%:  that isn't the worst way I
0.02%:  at that point I
0.02%:  then that's how I started
0.02%:  that's why I need a
0.02%:  I want to stress that those
0.02%:  that that's what poetry
0.02%:  third
0.02%:  what's to say that this new
0.02%:  that I don't start that
0.02%:  that's what parents do!
0.02%:  that I don't R
0.02%:  that the dentist's shop
0.02%:  that passes
0.02%:  that's a pretty wide
0.02%:  that water doesn't wash away both
0.02%:  breasts
0.02%:  that this story wasn
0.02%:  that doesn't st
0.02%:  that doesn't spray
0.02%:  hope that it stays on
0.02%:  that the bat
0.02%:  that there's a hand
0.02%:  that this doesn't LEAD to
0.02%:  that's how the story ends: I
0.02%:  the answer to that is: who
0.02%:  pray that it'
0.03%:  pray that it's not
0.02%:  that it stops when
0.02%:  that I don't breathe so
0.02%:  that I was planning to do
0.06%:  that I was planning to do this
0.05%:  that I was planning to do that in
0.02%:  that I was planning to do that with
0.02%:  that the poison has a taste!
0.02%:  that when it's passed
0.02%:  that it does the
0.02%:  that that isn't bad
0.02%:  that this theory stands
0.02%:  that they are
0.02%:  that I treat
0.02%:  that's not bad!
0.02%:  that they don't resist
0.02%:  that was today's trip
0.02%:  that the dentist pays
0.02%:  that there's a stand
0.02%:  that's how I do
0.02%:  that's not what we do at
0.02%:  that's not bad either
0.02%:  I don't stop
0.02%:  that the dentist was a spy who was planning
0.02%:  hope that it'
0.02%:  that's how the day
0.03%:  that's how the day went
0.02%:  it doesn't stop at
0.02%:  that way I
0.02%:  then I press
0.02%:  that it stops at that
0.02%:  boy
0.02%:  don't spray
0.02%:  don't breathe at
0.02%:  that's how I want to die
0.02%:  that I then wash
0.02%:  that's what poetry
0.02%:  that's how I passed that
0.02%:  that I don't start the habit
0.02%:  that the poison's based
0.02%:  that E
0.02%:  bit
0.02%:  that the body is not
0.02%:  that's not what I was planning with
0.02%:  that's the way that poison
0.02%:  that it stays there on
0.02%:  that this won't destroy the
0.02%:  that I wash this
0.02%:  that that's the way we
0.02%:  that I do that pretty
0.02%:  that the path to
0.02%:  that the water I'
0.02%:  that we both
0.02%:  that's not what I started this
0.02%:  that's how I started that
0.02%:  that's what the dentist was planning to say:
0.02%:  that I wash the poison away
0.02%:  that's why the rest
0.02%:  yeah that's what I do!
0.02%:  that that's not RE
0.02%:  that the dentist has to
0.02%:  that's not a story that
0.02%:  that poison was
0.02%:  that I wash and
0.02%:  that's where I was
0.04%:  that's where I was planning
0.03%:  that's where I was planning on
0.02%:  that's where I was planning to stop
0.02%:  that's where I was planning to stop with
0.02%:  that there won
0.02%:  the dent
0.05%:  the dentist'
0.04%:  the dentist says
0.03%:  the dentist was
0.02%:  the dentist says that
0.12%:  the dentist says that's what
0.04%:  the dentist says that's how
0.02%:  the dentist!
0.02%:  the dentist has
0.02%:  that there's a way this
0.02%:  that doesn't er
0.02%:  that bod
0.02%:  that isn't the sort
0.02%:  that it doesn't bat
0.02%:  I want to say that that's how
0.02%:  that I want to stay this
0.02%:  that it doesn't h
0.02%:  then I pass it
0.02%:  what's to say that other dent
0.03%:  what's to say that other dentist
0.02%:  that is what we
0.02%:  that the dentist says what
0.02%:  this was
0.02%:  that's not what I was planning to be
0.02%:  that it's not a death by
0.02%:  that's the phrase
0.02%:  that as the
0.02%:  that's what I want to start
0.02%:  that's how I want it
0.02%:  that there's a DI
0.02%:  that it spreads when
0.02%:  that that doesn't pose its
0.02%:  that's what they want to
0.02%:  that it doesn't spr
0.02%:  that doesn't po
0.02%:  that's what I want this
0.02%:  that's yet another ass
0.02%:  that's why I wear pants
0.02%:  that that's not a weird way to pass
0.02%:  I'd better stop with that
0.02%:  that I don't waste what
0.02%:  that that's the best way to dis
0.02%:  hope that it's not
0.02%:  I don't stop there
0.02%:  that there's no way that stops
0.02%:  that's not why this
0.02%:  that I was planning to spend this
0.02%:  it's not that hard to wash
0.02%:  that I don't short
0.02%:  that's what I started to
0.02%:  with the
0.02%:  that that doesn't stop with
0.02%:  that isn't as
0.02%:  the answer is
0.02%:  that I don't waste away to
0.02%:  don't that
0.02%:  that the '
0.02%:  that it both stays
0.02%:  what's to say that what I
0.02%:  that the poison was the
0.02%:  that the best way to pass
0.02%:  that's not what they said!
0.02%:  that it doesn't wash away the top
0.02%:  that that's a better way than
0.02%:  that ends this story!
0.02%:  that I don't swap this
0.02%:  that their
0.02%:  the answer to that is: I'
0.02%:  that the poison that I
0.02%:  that I won't D
0.02%:  that a body part that
0.02%:  that's what toast
0.02%:  that death isn't that
0.02%:  that's how I start a new
0.02%:  that the dose isn
0.03%:  that the dose isn't so
0.02%:  that they do
0.02%:  that I was not
0.02%:  that dentist who
0.02%:  that I pass on
0.04%:  that I pass on this
0.02%:  that's not what was
0.02%:  that I don't share with
0.02%:  then po
0.02%:  that's what we say to
0.02%:  by teeth
0.02%:  that I'd be poison
0.02%:  to the
0.03%:  to the rest
0.02%:  that I was planning this
0.02%:  that I don't hear
0.02%:  that the way poison
0.02%:  that I don't spit!
0.02%:  that I don't stop the
0.02%:  that's another step
0.02%:  that I don't stop at this
0.02%:  that soap doesn't wash that
0.02%:  that started
0.02%:  it starts
0.02%:  that what this says
0.02%:  that's what those two
0.02%:  that is what'
0.02%:  that I don't eat this
0.02%:  that's the way I spend
0.02%:  that I ALREADY started this
0.02%:  that this doesn't E
0.02%:  that doesn't threat
0.02%:  that's not what I was planning to try
0.02%:  that's it: the
0.02%:  that I don't try to pass
0.02%:  that the two ways
0.02%:  then throw that
0.02%:  that that poison was
0.02%:  the best part is: now I'
0.02%:  that the poison tastes bad!
0.02%:  I hope this
0.02%:  that I don't eat paste
0.02%:  that I pass on the
0.02%:  that I don't start piss
0.02%:  that isn't a bad way
0.02%:  I don't say that to br
0.02%:  that the type
0.02%:  that the body treats that as an
0.02%:  they don't test
0.02%:  the answer to that is that I'
0.02%:  that's another two
0.02%:  say
0.02%:  that I spit that
0.02%:  that's why I started this post
0.02%:  that it doesn't A
0.02%:  I want to stress that what
0.02%:  that's what that says on
0.02%:  that we're both not
0.02%:  that's worth it
0.02%:  then it'
0.02%:  that's what I started to say
0.02%:  that it's not days
0.02%:  that there's at LE
0.02%:  don't bite
0.02%:  at that point why
0.02%:  that I don't repeat that
0.02%:  that there's nobody planning
0.02%:  that's the day I stop
0.02%:  that that's the story
0.02%:  that's it: that
0.02%:  that they don't strip
0.02%:  that that's not a bad way to phrase it:
0.02%:  that the dentist stays
0.02%:  that I then sp
0.02%:  that the person who stab
0.02%:  that's not a badass
0.02%:  that's what to
0.02%:  then spit what
0.02%:  it's not the sort
0.02%:  then I spit!
0.02%:  don't say that I
0.02%:  that water isn't the
0.02%:  tooth
0.02%:  that it does what the
0.02%:  that it doesn't bo
0.02%:  that that isn't way
0.02%:  that there's no body swap
0.02%:  not the
0.02%:  that's better than how I
0.04%:  that's better than how I was
0.14%:  that's better than how I was planning
0.02%:  that it's to
0.02%:  that those tiny dos
0.02%:  that's how I end this
0.02%:  that's how I end this story
0.02%:  that's what they want!
0.02%:  that that's what I started
0.02%:  that it's not worse
0.02%:  that that's what an
0.02%:  that that doesn't set
0.02%:  that isn't so
0.01%:  that I don't stay this
0.01%:  what better way to pass that
0.01%:  that's what I was planning to do in the bat
0.01%:  that it's ALREADY had
0.01%:  that's way better than what I was planning to do: LE
0.01%:  that's not what a
0.01%:  that this doesn't start a path
0.01%:  that's not that bad a way
0.01%:  that poison's teeth
0.01%:  the best part is that any
0.01%:  that she'
0.02%:  that she's not
0.01%:  that on
0.01%:  the best part: it
0.01%:  that the poison was what
0.01%:  I hope that's not the
0.01%:  that this doesn't stop the
0.01%:  that doesn't waste a
0.01%:  that's what the dentist AL
0.01%:  that I don't say what
0.01%:  that's it and
0.01%:  I hope that's an
0.01%:  that's the one
0.01%:  that's how I spent a third
0.01%:  that's what these past two
0.02%:  that's what these past two days
0.01%:  that the rest is
0.01%:  then I stop br
0.01%:  that I don't test
0.03%:  that I don't test this by
0.02%:  that I don't test this theory
0.01%:  that's what I do at the
0.01%:  that I was born a
0.01%:  that it's been two
0.04%:  that it's been two days
0.01%:  that!
0.01%:  that it's the worst
0.01%:  that that's not so
0.02%:  that that's not so bad
0.01%:  then that's that
0.01%:  that the worst that's
0.01%:  that bothers
0.01%:  that's what the past twenty
0.01%:  today
0.01%:  that's what I was planning to write
0.01%:  that's what I do:
0.01%:  that's what that taste is:
0.01%:  that's what I tried
0.02%:  that's what I tried to say
0.01%:  that there's that!
0.01%:  the best part is that I AL
0.03%:  the best part is that I ALREADY had
0.01%:  that the spit doesn't wash away at
0.01%:  that's why I started a
0.01%:  that's not the worst bit
0.01%:  that they aren
0.01%:  that's not weird that I say
0.01%:  that don
0.01%:  that it's wasted
0.01%:  that's bad
0.02%:  that's bad news
0.01%:  that I said
0.02%:  that I said that
0.01%:  that it doesn't say that
0.01%:  that the state
0.01%:  then I do
0.07%:  then I do that
0.02%:  then I do this
0.01%:  that I don't spray it at
0.01%:  don't wash the rest
0.01%:  that it does not wash
0.01%:  that's what I was trained
0.01%:  that what they'
0.01%:  what's to say that one
0.01%:  that's not a parad
0.01%:  that water isn't a
0.01%:  that it starts at
0.01%:  that I was b
0.01%:  that the dose that
0.01%:  that's the best way that
0.01%:  that that's the worst way to be
0.01%:  that that's the RE
0.04%:  that that's the REAL reason I
0.03%:  that that's the REAL way
0.01%:  that's not weird that I say that!
0.01%:  that the dentist saw what
0.01%:  that the dentist saw what was
0.01%:  that's how these
0.01%:  that's how the story ends! I
0.01%:  that there's a DE
0.01%:  that a dose
0.01%:  that the two aren
0.01%:  that others
0.01%:  that it doesn't sap the
0.01%:  that's the state
0.01%:  that doesn't eat
0.01%:  that was the best way to start
0.01%:  that I don't start by
0.01%:  that it's had
0.01%:  that's the way it starts
0.01%:  that's what these tiny
0.01%:  that there'd
0.01%:  with those
0.01%:  that there's L
0.01%:  pray that it doesn't taste
0.01%:  don't bat
0.01%:  that I don't taste or
0.01%:  that what I'd
0.01%:  that there's E
0.01%:  that steps
0.01%:  that the body treats that as '
0.01%:  that's what they wrote
0.01%:  the best part is that E
0.01%:  that's not a threat
0.01%:  then stab it
0.01%:  that the way it
0.01%:  that's what death by
0.01%:  that isn't so bad
0.01%:  that it stays there that
0.01%:  pray to
0.01%:  that's not as dirty
0.01%:  that there isn't AL
0.04%:  that there isn't ALREAD
0.01%:  that's another ass
0.01%:  that it's not a parad
0.01%:  that there's nobody at
0.01%:  that it's not the worst way I
0.01%:  that's the history
0.01%:  that's the reason this
0.01%:  that's not dis
0.01%:  that baths
0.04%:  that baths don't wash
0.07%:  that baths don't wash it away!
0.03%:  that baths don't wash away
0.01%:  that it doesn't pose
0.01%:  that at no
0.01%:  that I was planning to be
0.01%:  what's with tooth
0.01%:  that there's a way to stab
0.01%:  that's now the
0.01%:  that's not a waste
0.01%:  that I do it at
0.01%:  that's a yes
0.01%:  that's why D
0.01%:  then wash the
0.01%:  that I won't wash
0.01%:  that there's bat
0.01%:  that the word '
0.02%:  that the word 'ass
0.01%:  that's how we do
0.01%:  when that
0.01%:  that that way it doesn
0.04%:  that that way it doesn't wash
0.04%:  that that way it doesn't pass
0.01%:  I want to stress that by
0.01%:  teeth don
0.01%:  that's what water
0.01%:  that they ARE poison
0.01%:  that's this story
0.01%:  that the sword
0.01%:  A
0.01%:  that photos
0.01%:  I don't breath
0.01%:  that isn't what they do
0.01%:  that it's dent
0.01%:  I don't say this that
0.01%:  that that's bad
0.01%:  that I don't taste it at
0.01%:  that this not
0.01%:  that that's worse
0.01%:  that the poison by
0.01%:  that the other way
0.01%:  don't start with how
0.04%:  don't start with how that
0.01%:  that's pretty bad news
0.01%:  that's better than a po
0.01%:  that body parts with
0.01%:  that both teeth
0.01%:  that it doesn't warp the
0.01%:  that this doesn't par
0.01%:  that there's no way that sp
0.01%:  it's not that easy to wash
0.01%:  that's the honest
0.01%:  that's not to say the
0.01%:  that I was a
0.01%:  that I ALREADY started with
0.01%:  that it's the R
0.01%:  that's what the news said!
0.01%:  that's best
0.01%:  that this was the best way I
0.01%:  that a third
0.01%:  that doesn't wash that
0.01%:  then I pass that
0.01%:  that's way better than soap
0.01%:  that I don't wash away the to
0.01%:  that I stay in
0.01%:  that it's the best way
0.01%:  I better
0.01%:  that's what I was planning the
0.01%:  that this was an
0.01%:  that's not bat
0.01%:  that's another D
0.01%:  then that's a pretty
0.01%:  that that's where poison stays
0.01%:  that's not weird to say that
0.01%:  that's what the dentist saw as
0.01%:  that it doesn't t
0.01%:  that it's passed to the
0.01%:  that I stand there
0.01%:  that's not what I was planning today either
0.01%:  I don't wash that
0.01%:  that it's not a RE
0.01%:  that it's what the
0.01%:  I D
0.01%:  that I don't start po
0.01%:  that's the way I do
0.01%:  that it's easy to wash
0.01%:  that's what starts
0.01%:  that I ALREADY had a
0.01%:  that I don't DR
0.01%:  that's better than what I was planning to do: pay
0.01%:  that the body starts
0.01%:  that what the poison
0.01%:  hope that it doesn't stay
0.01%:  that what's in tooth
0.01%:  that that's what I was planning on
0.01%:  that it's not A
0.01%:  that's way better than what I was planning to do: pass
0.01%:  that spiders
0.01%:  that's what I do with pretty
0.01%:  what better way to show that I
0.01%:  that this doesn't show a
0.01%:  that's way better than spit
0.01%:  pray that the dent
0.01%:  that's the REAL threat
0.01%:  don't stop br
0.01%:  I want to say that that is
0.01%:  that's way better than what I was planning to do! D
0.01%:  that the body parts with
0.01%:  that there isn't a RE
0.01%:  that wip
0.01%:  that they don't write
0.01%:  that doesn't say that
0.01%:  what's not to say that it
0.01%:  that it doesn't start to wash away!
0.01%:  then throw that away
0.01%:  that as I
0.01%:  that there's a bit
0.01%:  that it doesn't wash or
0.01%:  that I don't breath at
0.01%:  that there isn't a L
0.01%:  that's what those pretty
0.01%:  that I don't h
0.01%:  that's why I want a
0.01%:  that I don't eat at
0.01%:  then stay
0.01%:  the best part is that today I
0.01%:  that's how I spent the start
0.01%:  that water doesn't wash past
0.01%:  that's what that taste was:
0.02%:  that's what that taste was: poison
0.01%:  that's not hard!
0.01%:  that's what today has been
0.01%:  that I don't spray this
0.01%:  that I don't breathe as
0.01%:  that I don't hate this
0.01%:  that water doesn't wash away bits that I
0.01%:  that there's no DE
0.01%:  don't waste it by
0.02%:  don't waste it by sp
0.01%:  that's why I started to
0.01%:  I don't stop at
0.01%:  that I won't sp
0.01%:  that it's LE
0.01%:  that's not a bad way to phrase it!
0.01%:  that that doesn't LE
0.01%:  that's it! I was
0.01%:  that's better than what I was planning two
0.04%:  that's better than what I was planning two days
0.01%:  that's what has to
0.01%:  what better way to show this
0.01%:  it stays on the
0.01%:  that's not a draw
0.01%:  that's the worst way to die
0.01%:  then a
0.01%:  that was the part
0.02%:  that was the part that
0.02%:  that was the part that was
0.01%:  that's the best part: it
0.01%:  I want to say that was
0.01%:  then that's what spread
0.01%:  then that's what spreads to
0.01%:  that the poison shares
0.01%:  that's the answer!
0.01%:  then I spread
0.01%:  that's better than what I said
0.01%:  that I paid
0.01%:  that's what that taste was! I
0.01%:  the answer to that is: that
0.01%:  that I don't spray that
0.01%:  that not br
0.01%:  that that doesn't R
0.01%:  I don't say that this
0.01%:  that was why
0.02%:  that was why I started
0.01%:  don't star
0.01%:  that I share
0.02%:  that I share this
0.01%:  so that's the
0.02%:  so that's the story
0.01%:  that I don't start wish
0.01%:  they don't taste that
0.01%:  that short
0.01%:  that the body isn't that
0.01%:  that it's not a story
0.01%:  that the body stops
0.01%:  that that's passed
0.01%:  I say
0.08%:  I say that
0.06%:  I say that with
0.03%:  I say that as
0.02%:  I say this
0.01%:  I say that with the
0.01%:  that the dose I
0.01%:  that's what dentist say
0.01%:  don't share with
0.01%:  that's not bother
0.01%:  that's what bath
0.01%:  that's how I party
0.01%:  that the dentist D
0.01%:  that's where this stops!
0.01%:  that what I say is
0.01%:  don't say I
0.01%:  that I don't breast
0.01%:  that there's a spot
0.01%:  that's the best part: that
0.01%:  that that's not so weird
0.03%:  that that's not so weird that
0.01%:  that's how this day starts
0.01%:  that's what the dentist was t
0.01%:  that's not what I was planning to say with
0.01%:  that it's these
0.01%:  that is another
0.01%:  that's what that says to
0.01%:  that I don't try to taste
0.01%:  that it se
0.01%:  that that's not a worse
0.02%:  that that's not a worse way
0.01%:  that st
0.01%:  at that point what
0.04%:  at that point what's the worst
0.01%:  that's what L
0.01%:  that there's not AL
0.03%:  that there's not ALREAD
0.01%:  that's what the ads
0.01%:  that this doesn't trap
0.01%:  that any bad
0.01%:  that's how a
0.01%:  that's the way it stands!
0.01%:  that's how to
0.01%:  that's the way we do
0.01%:  that's how we start this
0.01%:  that's why this post
0.01%:  that isn't that a
0.01%:  hope that doesn
0.03%:  hope that doesn't start
0.01%:  that that doesn't star
0.01%:  then I do that two
0.01%:  that there was any
0.01%:  that's not the best part: what
0.01%:  that it's not water that does
0.01%:  there's a tiny
0.01%:  that it doesn't L
0.01%:  that there's batht
0.01%:  that's what I was planning to do the past 
0.01%:  that's the best part: now that
0.01%:  that ad
0.01%:  that doesn't sort
0.01%:  that's the power that
0.01%:  that isn't that hard
0.01%:  that's the body
0.03%:  that's the body part
0.12%:  that's the body part that
0.01%:  that that's the way it was
0.01%:  then sw
0.01%:  that this won't be the start
0.01%:  say that
0.01%:  that person
0.01%:  that there's a ton
0.01%:  that this doesn't re
0.01%:  that's how this ends:
0.01%:  that's what this year
0.01%:  that it's bad that
0.01%:  that's where I was planning to stop this
0.01%:  that's an easy
0.01%:  that that's why it
0.01%:  that's not a bad way to phrase it:
0.01%:  hope that I'
0.01%:  that I won't stop br
0.01%:  that's how I waste
0.01%:  that's what other
0.01%:  that's not what I said!
0.01%:  that when it starts to wash
0.01%:  that it doesn't wash away E
0.01%:  I want to stress that it's a
0.01%:  that it's not a bad taste
0.01%:  that that's how I treat
0.01%:  what's to say it hasn
0.01%:  that it's not wasted!
0.01%:  that I won't die that
0.03%:  that I won't die that way!
0.01%:  that I do this as
0.01%:  that's another show
0.01%:  that that's the answer
0.01%:  that the body part
0.03%:  that the body part that
0.02%:  that the body part that'
0.01%:  that is not
0.01%:  that the death
0.01%:  then w
0.01%:  that's not what I was planning to write
0.01%:  that bi
0.01%:  that it's not better
0.01%:  that that part doesn
0.01%:  that's what the dentist saw at
0.01%:  I want to stress: that is
0.01%:  that that's what I was planning to do in
0.01%:  that that's not worse!
0.01%:  that there isn't a tooth
0.01%:  that it's hard to wash
0.01%:  that a dentist was
0.01%:  that's what the dentist saw too
0.01%:  that it passes to
0.01%:  that I do this pretty
0.01%:  that's what I was planning to do this year:
0.01%:  that it doesn't wh
0.01%:  that I spread that
0.01%:  then stare at it
0.01%:  that's not the way this
0.01%:  that water and tooth
0.01%:  that breast
0.01%:  that this doesn't t
0.01%:  that's what those stories
0.01%:  that's how I earned
0.01%:  that that's not as bad
0.01%:  so that I
0.03%:  so that I don't waste
0.02%:  so that I don't waste this
0.01%:  so that I don't waste it
0.01%:  that's the day I start
0.01%:  that soap isn
0.01%:  that it's hard to be
0.01%:  that's easy
0.01%:  that part is AL
0.01%:  don't spit the water
0.01%:  that doesn't start this
0.01%:  that it's that hard
0.01%:  that bit was
0.01%:  that's the point I
0.03%:  that's the point I was
0.03%:  that's the point I was planning
0.01%:  that I do that twenty
0.01%:  that that isn't AL
0.01%:  that's how I spent today: with
0.01%:  that's what I AL
0.01%:  the taste
0.01%:  the best part is that that's a
0.01%:  that it's too
0.01%:  that water doesn't wash it away! D
0.01%:  that that won't be
0.01%:  that I don't press the
0.01%:  I do this
0.01%:  that the poison we'
0.01%:  that I start this
0.01%:  that the poetry
0.01%:  that death by poison has
0.01%:  that it's not R
0.01%:  then I throw away
0.01%:  that it's as bad
0.01%:  that'd be the
0.01%:  that I don't stab a
0.01%:  that's what that is: a
0.01%:  that doesn't by
0.01%:  that's what shows
0.01%:  that's the part I was planning
0.01%:  that's better than what I was planning to do: say
0.01%:  what's to say that when I started
0.01%:  spit the
0.02%:  spit the rest
0.01%:  that the dentist was both
0.01%:  that this doesn't D
0.01%:  that's the way this ends
0.01%:  I want that
0.01%:  that's what we dent
0.01%:  that that's what I want to be
0.01%:  that it's those
0.01%:  that there's a RE
0.01%:  that I don't throw the
0.01%:  that spits
0.01%:  the top
0.01%:  that it doesn't sap away
0.01%:  that I don't stab it
0.01%:  that the paint
0.01%:  that's what this story was RE
0.01%:  that's the D
0.01%:  don't trip
0.01%:  that I had parents
0.01%:  pray that it does
0.01%:  RE
0.01%:  that that's 
0.01%:  that three
0.01%:  that spits and
0.01%:  that I don't L
0.01%:  that the threat was
0.01%:  that the body parts that I
0.01%:  that part's a
0.01%:  that I don't bother with a
0.01%:  that that isn't worse
0.01%:  that it spreads the way
0.01%:  that's what I said to the
0.01%:  that it's sp
0.01%:  don't throw this
0.01%:  don't throw this away
0.01%:  that I L
0.01%:  what's that worth
0.01%:  that there's no way that bad
0.01%:  that's what the dentist says! D
0.01%:  that's what the news was
0.03%:  that's what the news was today
0.01%:  I'd better wash it
0.01%:  that's what I was planning to do a
0.01%:  that it's water based!
0.01%:  that what the dentist was RE
0.01%:  that what's in a
0.01%:  that's way better than what I was planning to do: E
0.01%:  that I don't throw this
0.01%:  that poison has a
0.01%:  that stores
0.01%:  why stop at that
0.01%:  that teeth don't pass
0.01%:  it doesn't eat
0.01%:  that it stays there at
0.01%:  so that's pretty
0.01%:  that that's how body
0.03%:  that that's how body parts
0.01%:  that's what we want to hear
0.02%:  that's what we want to hear today
0.01%:  that's what they warned
0.01%:  that the poison d
0.01%:  that it tastes bad!
0.01%:  teeth that
0.01%:  that's ALREAD
0.01%:  that's ALREADY what
0.03%:  that's ALREADY what I was
0.08%:  that's ALREADY what I was planning
0.56%:  that's ALREADY what I was planning to do with
0.23%:  that's ALREADY what I was planning to do!
0.16%:  that's ALREADY what I was planning to do this
0.08%:  that's ALREADY what I was planning on
0.06%:  that's ALREADY what I was planning to do when
0.02%:  that's ALREADY what I was planning to do that
0.02%:  that's ALREADY what I was planning to do with any
0.02%:  that's ALREADY what I was planning to do with any spare
0.01%:  that's ALREADY what I was planning to do in
0.01%:  that's sorta
0.02%:  that's sorta what dent
0.01%:  that's how I answer
0.02%:  that's how I answer that
0.01%:  that's what that nasty
0.01%:  with those two pretty
0.01%:  that anti
0.01%:  that the poison stays!
0.01%:  that there's no wait
0.01%:  that I don't wear that
0.01%:  that's what bites!
0.01%:  they don't taste as
0.01%:  that's what the best part
0.01%:  that it stays down there!
0.01%:  that it's not hard to wash
0.01%:  that that's what a poison
0.01%:  that's why I want to date
0.01%:  that's why when I started
0.01%:  I don't say that with s
0.01%:  that I want to test
0.01%:  that's why I had
0.01%:  that there's no way past
0.03%:  that there's no way past that
0.02%:  that there's no way past this
0.01%:  that there's tiny
0.01%:  that path
0.01%:  that it's spread by tooth
0.01%:  that's what AL
0.01%:  that's the REAL power
0.01%:  that isn't RE
0.01%:  that the best way to stop
0.01%:  that's what we want to be
0.01%:  that whether
0.01%:  that it's not rad
0.01%:  that's what they wanted:
0.01%:  that I don't start with what
0.01%:  that despite that I
0.01%:  that I do so
0.01%:  that doesn't stop a
0.01%:  bite
0.01%:  bite down
0.01%:  that it passes down
0.01%:  that I don't har
0.01%:  then that's how I die
0.01%:  I want to stress that's a
0.01%:  what better way to do
0.01%:  what better way to do that than R
0.01%:  that I possess that
0.01%:  that it's not that I
0.01%:  that no part
0.01%:  I was planning to do that!
0.01%:  the best part is: that's what I was planning today!
0.01%:  I don't say that with the
0.01%:  that's planning
0.01%:  that's planning ahead
0.01%:  that I ALREADY had poison
0.01%:  that body parts with teeth
0.01%:  that's what sp
0.01%:  then we
0.01%:  then eat a
0.01%:  that doesn't waste it!
0.01%:  that's what the po
0.01%:  then that's how it
0.01%:  it's not that bad to
0.01%:  that the dentist spr
0.01%:  that's what I try
0.03%:  that's what I try to do with
0.01%:  that's what I try to do when
0.01%:  that's what it stands
0.01%:  that's why I want this
0.01%:  don't taste it!
0.01%:  that I don't try to pass this
0.01%:  that's how I wasted this
0.01%:  that brand
0.01%:  that the past and
0.01%:  that's the L
0.01%:  that spits don
0.01%:  that's LE
0.01%:  that this won't show
0.01%:  that was the best that
0.01%:  that the best part is
0.01%:  that doesn't DE
0.01%:  that they're not diss
0.01%:  that the poison re
0.01%:  what's to say that hasn
0.01%:  that's what this RE
0.01%:  that the body is a
0.01%:  that toast
0.01%:  that's why that dent
0.15%:  that's why that dentist was
0.11%:  that's why that dentist was so
0.01%:  that's another bad
0.01%:  that's the best and worst way
0.01%:  that's the body part I want
0.01%:  that I don't throw it away
0.01%:  that it's ALREADY there
0.01%:  that the dose stays at
0.01%:  that's what I want this story
0.01%:  that's not to say that a
0.01%:  that's another RE
0.01%:  that a tooth is
0.01%:  that I don't wash or
0.01%:  that isn't why
0.01%:  that's how today starts
0.01%:  that I breath
0.01%:  the best part is that I wasn
0.01%:  that's why I wear that
0.01%:  that is the worst
0.01%:  that water doesn't wash away that to
0.01%:  that it stays there and so
0.01%:  that there's a spy
0.01%:  that's how I was
0.08%:  that's how I was planning
1.45%:  that's how I was planning to spend this
0.05%:  that's how I was planning to spend that
0.03%:  that's how I was planning on
0.02%:  that's how I was planning to spend this year
0.02%:  that's how I was planning to test
0.08%:  that's how I was planning to test this
0.01%:  that's how I was planning to test this!
0.01%:  that it's teeth
0.01%:  that's to say that
0.01%:  that's a pretty ten
0.01%:  there's no way it
0.01%:  that's better than what I was planning a
0.01%:  that I started poison
0.01%:  that the body is that
0.01%:  that that's RE
0.01%:  that's how I eat
0.01%:  that it's not a bat
0.01%:  that it's not way worse
0.01%:  that the pot
0.01%:  that's what that red
0.01%:  that by teeth
0.01%:  that I respond to this by
0.01%:  that tap
0.11%:  that tap water doesn't wash
0.06%:  that tap water isn
0.05%:  that tap water doesn't wash it away!
0.03%:  that tap water doesn't AL
0.09%:  that tap water doesn't ALREAD
0.03%:  that tap water has
0.02%:  that tap water doesn't wash that
0.02%:  that tap water is
0.02%:  that tap water isn't AL
0.02%:  that tap water isn't ALREAD
0.02%:  that tap water doesn't wash away
0.01%:  that tap water hasn
0.01%:  that's how I want this to
0.01%:  what a
0.01%:  that that's what we do!
0.01%:  that won't be weird
0.01%:  so that I don't waste the
0.01%:  that there ARE ways
0.01%:  that it doesn't stop by
0.01%:  that there's not a RE
0.01%:  I don't taste
0.01%:  that's not weird that that
0.01%:  that what's not
0.01%:  that's what this toast
0.01%:  that it doesn't pay
0.01%:  that I want this
0.01%:  that's it! I want to be
0.01%:  with that:
0.01%:  that it's not bad at
0.01%:  that it won't destroy the
0.01%:  that's what I was planning to do! R
0.01%:  then sh
0.01%:  that it's not dest
0.01%:  that I do the
0.01%:  that's way better than what I was planning: sp
0.01%:  y
0.01%:  that when bad
0.01%:  that's what the post
0.02%:  that's what the posters say
0.01%:  that's what the posters in
0.01%:  that's ALREADY what I do with
0.01%:  that it has spread
0.01%:  that that's not that
0.06%:  that that's not that weird
0.02%:  that that's not that weird!
0.01%:  don't be
0.01%:  that's not to say what
0.01%:  that's not a part
0.01%:  that it stays there as I
0.01%:  that that's not its
0.01%:  that was worth the
0.01%:  that's that sorted
0.01%:  that's how I spent this year
0.01%:  the best part is: that's a
0.01%:  that's the way that I want
0.01%:  that it's a taste
0.01%:  I'd better stay that
0.01%:  that I don't shit
0.01%:  that's not a worst
0.01%:  that on top
0.01%:  that it doesn't wash away both
0.01%:  then I throw the
0.01%:  that's not based
0.01%:  that I stop bath
0.01%:  that I don't spe
0.01%:  that isn't AL
0.01%:  that there is any
0.01%:  that it doesn't wash away past that
0.01%:  that's the best way!
0.01%:  that it doesn't pass th
0.01%:  that doesn't water
0.01%:  that the body stores it
0.01%:  that that's not parad
0.01%:  what with
0.01%:  pray that I'
0.01%:  don't wash that away
