id,alt_text,header,transcript
2286,"AN EASY FIX: i recommend shouting ""I HOPE YOU'RE TAKING NOTES!!"" while looking wildly around the room",,"God: T-REX REMEMBER YOUR IDEA OF BEING TRAPPED IN A UNIVERSE TRAVELLING AT RELATIVISTIC SPEED
T-Rex: From yesterday?
T-Rex: K-
T-Rex: Kinda?
God: LOOK I'M NO PHYSICIST BUT WHAT IF IT'S THE OPPOSITE
God: LIKE WHAT IF INSTEAD THE UNIVERSE EXISTS FOR A LONG TIME AND THEN ANYONE LOOKING IN SEES THINGS MOVING SO SLOWLY THAT A SECOND IN HERE EQUALS A HUNDRED YEARS OUT THERE
T-Rex: So someone looking in would see us frozen in time! Whoah!
T-Rex: Awww! I like a frozen-in-time universe way better!
Utahraptor: I do too!
Utahraptor: Our every moment could be studied, observed, and finally - understood. We wouldn't have to worry about making sense of our lives, knowing someone outside is there doing it for us, and that they have all the time in the world. A multi-generational project covering just 30 seconds of my life: how flattering! How wonderful!
Narrator: SUDDENLY T-REX RECALLS ALL THE TIMES HE HAS ENJOYED PRIVATE ""JUST ME"" SEXY TIMES, SOME OF WHICH LASTED WELL OVER 30 SECONDS:
T-Rex: Aw geez, aw geez!!
T-Rex: *sigh*
T-Rex (punchline): Aw geez
"
874,"remember, t-rex's costume this year is the uncanny valley!  he had to make the costume himself because at the store all they had was sexy uncanny valley.",,"T-Rex: Woo! Hallowe'en! I love Hallowe'en because I love dressing up.
T-Rex: I also love LOOKING at people who are dressed up. It's on account of how costumes are awesome!
Dromiceiomimus: Hey, have you noticed, T-Rex, how all the women's costumes for sale seem to have added the word ""sexy"" in front of them? I can't buy a pirate costume; the only ones for sale are ""sexy pirates""! And heaven help me if I wanted to go as a nurse.
T-Rex: It's true! The only nurse costumes for sale are from Sexy Hospital, MD!
Dromiceiomimus: The hospital is a medical doctor?
T-Rex: They're that sexy.
Utahraptor: But men can still buy regular costumes!
T-Rex: That is true!
T-Rex: Though I suppose in our haste to deconstruct the societal sexual roles and fantasies made tangible through the mass production of gendered costumes, we're forgetting about genderless costumes, like giant ape suits!
Utahraptor: I've seen a sexy giant ape suit.
T-Rex: Really? Where?
Narrator: SOON!
T-Rex (punchline): HOTT
"
786,"this comic also works if you replace 'hunger' with other emotions, like 'sexy'.  has constant sexy robbed you of all identity?  then this is the comic for you, my friend!",,"T-Rex: I wonder: what's the strongest emotion? What's the most powerful emotional experience I can look forward to?
T-Rex: NOBODY SAY LOVE!
T-Rex: Love isn't allowed because it's TOO OBVIOUS. What's the strongest non-love emotion, Dromiceiomimus?
Dromiceiomimus: Hate?
T-Rex: Okay, hate isn't allowed either on account of how it's ARGUABLY the opposite of love.
Dromiceiomimus: Um. Boredom?
Utahraptor: I think the strongest feeling is that of shame, T-Rex!
T-Rex: A good choice, my friend!
T-Rex: But, are you not forgetting the memorable emotion of hunger?
Utahraptor: Hunger isn't an emotion.
T-Rex: Then why do I suddenly FEEL hungry, hmm? Riddle me that!
Narrator: MEANWHILE, IN THE CHILLING ""HUNGER UNIVERSE"":
T-Rex (punchline): Constant hunger has robbed me of all identity.
"
1154,be it resolved that monocle guys are the new Other,,"Off panel: There's a boxing kangaroo at the circus.
T-Rex: There's a boxing kangaroo at the circus?
T-Rex: There's a boxing kangaroo at the circus!
T-Rex: It's so great, Dromiceiomimus! It's a real boxing kangaroo with big red boxing gloves, like in the zeitgeist, AND in cartoons! And he boxes a person so hard that they get their hat knocked off and then when they go to pick up their hat, he boxes them in the butt!!
T-Rex: WE HAVE TO GO.
Dromiceiomimus: Okay!
Utahraptor: Did I just hear you say
T-Rex and Utahraptor: ""boxing kangaroo""?!
T-Rex: You sure did! Dromiceiomimus and I are going! You should come. You should come because the kangaroo is going to solve his problems with his fists, and when he's done his problems are gonna be solved RIGHT IN THE FACE.
Utahraptor: Heck, I'm not busy. Let's go right now!
Narrator: AT THE CIRCUS:
T-Rex: Hah hah! What's the matter, monocle guy? You don't like being boxed by a kangaroo??
Off panel: I'm not allowed to punch back because that would be animal cruelty!
T-Rex (punchline): Hah! Monocle guy! The kangaroo just punched off your monocle!!
"
1561,"NEW ACHIEVEMENT UNLOCKED: THE RESTRAINT TO NOT ACTUALLY PUT ""BITCHES"" IN EVERY PANEL EVEN THOUGH I TOTALLY COULD'VE",,"T-Rex: Time for some new punctuation marks, bitches!!
T-Rex: And double exclamation marks don't count, bitches!!
Dromiceiomimus: I thought we'd agreed - on your urging, actually - that we'd all be saying ""bitches"" less.
T-Rex: That's right, britches!!
Dromiceiomimus: See, that's still basically ""bitches"".
T-Rex: I concede the point easily, backstitches!!
Utahraptor: so, new punctuation marks?
T-Rex: Yes! New punctuation marks!
T-Rex: Okay, so I want one that conveys all the sass of saying ""x, bitches!!"" without the casual cussing and for any value of x. I want punctuation that when read causes all readers - regardless of who or when they are - to whisper a frank and awed ""oh snap!""
Utahraptor: So invent it and convince everyone it's a good idea!
T-Rex: Utahraptor, were you using my new punctuation there? Did you mean to convey ""Convince everyone it's a good idea, bitches!!""?
Off panel: Nope!
T-Rex: Okay!
T-Rex (punchline): It's just - I don't really know what it sounds like yet
"
271,"gaze upon my special effects, ye mighty, and despair",,"Narrator: THE UTAHRAPTOR IN:
Narrator: THE MIND-CONTROL RAY
T-Rex: Dear God!
T-Rex: The Utahraptor's mind-control ray experiment: it finally succeeded!
T-Rex: It gives him dominion over the minds of men, and his absolute power has corrupted him, absolutely!
Dromiceiomimus: T-Rex, he's going around making people give him all their money!
T-Rex: Somehow - SOMEHOW - we've got to stop him! The fate of the free world depends on it!
Utahraptor: T-Rex! Give me all your money!
T-Rex: NO! You'll never get away with this!
[bright white ray with pink halo shoots from Utahraptor's hand]
Utahraptor: Maybe this mind-control ray I've hidden in the palm of my hand will make you change your mind?
T-Rex: I -
T-Rex: ALL THE MONEY
Narrator: LATER THE UTAHRAPTOR USES THE MIND-CONTROL RAY ON HIMSELF, AND BECOMES... A KINDER PERSON!
T-Rex (punchline): Thanks for the cookies!
"
1764,writing is hard,,"T-Rex: Okay, it's time for a TRUE horror story, for reals this time. Prepare yourself to be SO TERRIFIED that your mind breaks; prepare to be reduced to GIBBERING MADNESS!
T-Rex: Prepare to lose your job for gibbering madness all the time!
T-Rex: Prepare to rely on our social safety net and go on welfare. PREPARE FOR YOUR ENTIRE LIFE TO CHANGE as soon as you read my chilling words of blinding insanity and congealed terror, safely printed on non-toxic paper that you read while holding the book at a reasonable distance!
Dromiceiomimus: Okay! I've prepared for all those things, T-Rex.
Utahraptor: Yeah, let's hear your story! We're all hella prepared for terror and madness.
T-Rex: Okay, but I warned you!
T-Rex: Ahem. One day a murderer went crazy and sliced people in half until they DIED. He killed everyone in town and then he turned to the camera and said he'd kill YOU, the reader!!
T-Rex: THE END!!
Off panel: ...Are you looking for feedback?
T-Rex (punchline): ARE YOU LOOKING FOR MORE HORROR?
T-Rex and off panel: Not really I guess
"
1441,if you don't think power ballads are the best sort of ballads then maybe you ought to read panel one again,,"T-Rex: Hey, here's a fact! Power ballads are the best sort of ballads. FACT.
Narrator: COMPRESSED SONG COMICS
Narrator: today's songs:
Narrator: POWER BALLADS
Narrator: ""I'VE HAD THE TIME OF MY LIFE""
T-Rex: Bill Medley and Jennifer Warnes have had the times of their respective lives! They're each the one thing the other can't get enough of - this could be love, Dromiceiomimus!
Dromiceiomimus: Okay, but they've probably both felt this way before.
T-Rex: NEVER!!
Narrator: ""I JUST DIED IN YOUR ARMS TONIGHT""
Utahraptor: It's pretty much all in the title. Dude died tonight. In your arms!
T-Rex: INTENSE!
Narrator: ""TOTAL ECLIPSE OF THE HEART""
T-Rex: Once upon a time Bonnie Tyler was falling in love, but now she's only falling apart!
Utahraptor: Is there anything she can do?
T-Rex: Hello?? It's a total eclipse of the heart!
Utahraptor: Ah, so there's nothing she can do.
Narrator: ""I WANT TO KNOW WHAT LOVE IS""
T-Rex: Lou Gramm wants to know what love is. He also wants to feel what love is. Finally, he wants YOU to show him what love is.
T-Rex (punchline): Lou Gramm, ladies and gentlemen!
"
2074,what if... there were dinosaurs so nude it was non-canon,,"Narrator: HALLOWE'EN NIGHT!
T-Rex: HEY UTAHRAPTOR! I'M DRESSED UP AS MYSELF FROM THREE YEARS AGO! I'M NAKED THOUGH
T-Rex: I, UH, SPENT A LOT OF TIME NUDE THREE YEARS AGO
Dromiceiomimus: YO YO T-REX WHAT IS UP
T-Rex: OH HEY DROMICEIOMIMUS I SEE YOU'RE NAKED AND SHOUTING TOO
T-Rex and Dromiceiomimus: HAPPY HALLOWE'EN
Narrator: THE END
Narrator: HALLOWE'EN MORNING AFTER!
Utahraptor: Hallowe'en is over but I'm still without clothes!
T-Rex: Me too!
T-Rex: Man, what a crazy night Hallowe'en was, huh? Here we are, two naked dudes, hanging out.
Utahraptor: Not that it bothers us.
T-Rex: Nope! But once you see how totally naked we are, you can't really unsee it, huh?
T-Rex: It's like the old saying goes! ""Let this image burn into your retina, so that you may gaze upon it endlessly, even when your eyes be closed""
T-Rex (punchline): ...Never really understood it till now
"
1107,also can i get the $5 you owe me for the subs i bought us at lunch last week: THE BOOK,,"Book cover: WHY DO YOU PEOPLE KEEP BUYING T-REX'S RELATIONSHIP BOOKS
Book cover: is it because he's on the cover? that's the only reason i can think of
Book cover: WELL HERE HE IS
Book cover: a book by utahraptor
T-Rex: WHAT
T-Rex: Dromiceiomimus, Utahraptor put me on his friggin' book! It's got me on the cover and it makes me look like I wrote it even though the title is just pure sass. It is pure SASSY MOLASSY.
Dromiceiomimus: Um, why don't you talk to him about it?
T-Rex: I will! Right after I stomp on a few things to work off my anger, that is!
Utahraptor: Hey buddy!
T-Rex: UTAHRAPTOR.
T-Rex: The mere sight of you has returned my anger! Why did you put out that book?
Utahraptor: What book?
T-Rex (punchline): SOMEONE put out sass-ass book, and it said it was by Utahraptor!
Utahraptor: It wasn't me, man! Let me see. Maybe there's a clue to who really did it.
Book cover: THAT LAST BOOK WAS PUT OUT BY DROMICEIOMIMUS, NOT BY ME OR UTAHRAPTOR
Book cover: what the heck, dromiceiomimus
Book cover: when will we pick up the phone to talk about this rather than going through publishing companies, is my question
"
1846,"it is the new last sentence of every novel in t-rex's library, a handwritten yet canonical last-minute addition",,"T-Rex: ""Amelia and Antonio Tony decided to no longer have sex! This was some pretty exceptional character development. They both said the next few days were going to be intense. They said this during their now-copious free time.""
T-Rex: ""'Copious sounds like copulation', ejaculated Antonio!""
T-Rex: ""It was a stupid observation to make. Plus, using 'ejaculated' to mean 'said suddenly' went out of style with corsets and growing your own pigs and four-digit years that start with '18'"".
Dromiceiomimus: But Antonio didn't say that, you did. The narrator used ""ejaculated"".
T-Rex: ""Nobody listen to Dromiceiomimus!""
Utahraptor: So... this is a - collaborative story?
T-Rex: ""said Utahraptor, understanding dawning like a real dawn does.""
Utahraptor: Okay. Antonio flicked his cigarette into the fireplace and glared back at the cop. ""Amelia can't be dead. I saw her this morning.""
T-Rex: ""'Yep, she's not dead!' said the cop. 'I guess I forgot that when I said she was dead before.'""
Utahraptor: Tony felt the cold steel of the gun in his pocket.
Narrator: LATER:
T-Rex: ""Antonio Tony remembered he didn't murder anyone!""
Off panel: Then he remembered that he did! BLOOD GOT EVERYWHERE
T-Rex: ""Suddenly this was all a dream and everyone was sexual again, THE END.""
T-Rex (punchline): ...That's not a bad ending; I gotta say.
"
2430,"""how do cities get so smelly, and how come too"": the new york times investigates",,"Narrator: HOW DO CITIES?
T-Rex: What?
T-Rex: How do cities what?
T-Rex: How do cities... get built? Thrive? Grow? Manage disparate community interests??
Dromiceiomimus: How do cities get food in 'em?
T-Rex: How do cities get so smelly, and how come too??
Utahraptor: Hello! How do [you do,] cities?
T-Rex: How do [you defeat the boss with the wizard sword,] cities?
T-Rex: Look, we should just admit it: we're in over our heads here. If someone ever asks us ""how do cities"" again we'll just reply with ""Quite well thanks"" and drop the mic and leave.
Utahraptor: We'll have to carry a mic with us at all times.
T-Rex: ""Have to?"" Dude. ""GET to.""
Narrator: LATER:
T-Rex: Hello, I am interested in purchasing drop-resistant microphones in bulk?
Off panel: Ah, sir is clearly a connoisseur of the emerging art of prop-based physical punctuation.
T-Rex (punchline): SIR WAS BORN FOR THIS, YO
"
1208,"can you imagine a digestive system running in ""full reverse""? it's either entirely horrible, or it's comedy bronze, silver and gold. ",,"Narrator: HI! HERE ARE SOME THINGS THAT COULD GO RIGHT TODAY!
T-Rex: Yes! Unbridled optimism appears to be the order of the day!
Narrator: YOUR RESPIRATION MIGHT BE UNINTERRUPTED!
T-Rex: Nice!
Narrator: YOUR CIRCULATORY SYSTEM MIGHT NOT SUFFER CATASTROPHIC FAILURE, LEAVING EVERY ONE OF THE CELLS INSIDE YOUR BODY TO SILENTLY DIE!
T-Rex: Excellent! Go, circulatory system!
T-Rex: Keep on not suffering catastrophic failures!
Narrator: YOUR BRAIN MIGHT NOT STOP FUNCTIONING IN A WAY WE CANNOT DIAGNOSE.
T-Rex: I love it when that doesn't happen!
Utahraptor: Me too!
Narrator: AND FINALLY, YOUR DIGESTIVE SYSTEM MIGHT NOT START RUNNING IN ""FULL REVERSE""
T-Rex: Hah! Wow, I - I don't even know what form that would take.
T-Rex and Utahraptor: But at least it hasn't happened yet!!
T-Rex: Wait a minute, that brain one is ambiguous! Do you mean my brain might NOT stop functioning, or that it might CONTINUE to function in an undiagnosable way?
Narrator: THE TIME FOR QUESTIONS IS OVER. NOW IS THE TIME FOR UNBRIDLED OPTIMISM
T-Rex (punchline): okay
"
719,is there a message in my doing a comic about 'singularity' on valentine's day?  that seems like a bit of a stretch!  you are probably overthinking things.,,"T-Rex: A singularity refers to a future moment when we create artificial intelligences that are smarter than we are. It's called this because things will be so different, it's impossible to predict past it. Everything will change!
T-Rex: For instance: these smart machines could make even smarter machines!
T-Rex: And so on until we have super duper smart machines that will look on us as mere playthings. Will they destroy us? Or will we merge ourselves with technology, and in doing so become a new, more cybernetic lifeform? Our choices seem limited to either becoming something new, or facing irrelevance and obsolescence!
Utahraptor: So why does a super intelligent AI make predictions impossible?
T-Rex: Because too much has changed!
T-Rex: Also because we're too dumb. It'd be like a dog trying to predict what its owner does.
Utahraptor: I think most dogs can do that with some accuracy, T-Rex.
T-Rex: Right. Well - I've never really been one for ""apt analogies"".
Narrator: T-REX IS TELLING THE TRUTH:
T-Rex: Check it! Eating food in bed is like - a crappy duck?
T-Rex (punchline): What the heck, everyone?
"
269,not me,,"T-Rex: I'm going to write my autobiography! But rather than writing it myself,
T-Rex: I'm going to get lots of other people to write it for me!
Dromiceiomimus: Then, wouldn't that be a ""biography""?
T-Rex: I guess so. But different! Everybody I know gets to write one chapter, and they don't see what other people wrote until the book is published!
Utahraptor: This sounds like fun, T-Rex!
T-Rex: I think it will be, and flattering too!
Utahraptor: Flattering? What if everyone writes the same complaint?
T-Rex: Huh?
Utahraptor: Yeah, what if we all say ""He's good, but he smells funny on Tuesdays""?
T-Rex: What? I don't smell funny on Tuesdays!!
T-Rex (punchline): Who smells funny on a specific day of the week?
"
1362,sounds like a good friday night!,,"T-Rex: I have kissed a lady. I have seen PLENTY of beautiful sunsets. I've even driven a car through a fruit stand during a car chase!
T-Rex: ...What's left?
T-Rex: This, my friends, is the malaise of the glutton at life's buffet, The Man Who Achieved Too Much Too Soon. He looks ahead, his life not half over, and sees no more frontiers to conquer, no more challenges, no more surprises! All that remains is a slow slide into compromise and old age, the long December spent waiting for the day his mind and body finally fail.
T-Rex: Then: death!
Utahraptor: Hah! We're seriously talking about you here?
Utahraptor: Hey, here's some things you've never done! You've never tried fugu, punched out a ghost, gotten married, eaten your way out of a whale, gone heli-skiing, or been shot at by a criminal, but then ran around the bullets at super speed, grabbed the criminal, and then ran back at super speed so that he could be shot by his own bullets.
Narrator: MEANWHILE, IN THE UNIVERSE WHERE T-REX HAS DONE THESE THINGS:
T-Rex: Well!
T-Rex (punchline): I guess I could do them in ORDER...
"
1624,"in the future t-rex and reginald team up to bury the diamonds, this is my PREDICTION FOR TWENTY TEN",,"T-Rex: So all my talk about the entire universe being a simulation ignored one pretty big question, which is this:
T-Rex: Why simulate an entire universe when you can just simulate one awesome dude?
T-Rex: Let's assume that if we're simulating universes, we're doing it for a reason. Sure, SOME simulations would be the whole universe, but that's complicated and expensive! Why simulate boring microbes galaxies away if we're just interested in one dude on Earth? And why simulate this one dude at all, unless you're trying to find out more about him and his life, get inside his head, perhaps.. FIND OUT WHERE HE BURIED THE DIAMONDS??
Utahraptor: You're proposing simulations be used for historical research!
T-Rex: Exactly!
T-Rex: And since MY consciousness is the only one I can confirm, it means that outside this simulation, in my REAL life, I did something SO RAD that people are still trying to figure it out. You're here to ensure I act like I did before, and perhaps, at the end, to ask me -
Utahraptor: WHERE DID YOU BURY THE DIAMONDS??
T-Rex: *gasp*
Off panel: ALSO, WHEN PRECISELY WILL YOU GIVE ALL YOUR MONEY TO UTAHRAPTOR?? FUTURE GENERATIONS ARE STILL, UM, STUMPED.
T-Rex (punchline): *gasp*
"
2486,"if the inanimate object that kills you is big enough then instead of an ""accident"" they call it an ""act of God"", which should tell you everything you need to know about this universe",,"T-Rex: One universe over, people's bodies aren't on teams with their minds. Instead, their bodies actually SABOTAGE them. Different body parts can fail whenever, with this chance of failure increasing over time until it reaches 100%!
T-Rex: They call this process, ""aging""!
T-Rex: And ""aging"" affects everyone! The greatest of them ""age"" just as quickly as even the suckiest of dudes. No, wait! BETTER IDEA! SOMETIMES, a sucky dude will live a super long time and a truly great dude's body will poot out early on. So it's really unfair and unpredictable!
T-Rex: WAY better for dramatic tension.
Utahraptor: But ""aging"" isn't the only way to die, right?
T-Rex: Hah! Absolutely not!
T-Rex: Basically, every single other thing in the universe can kill 'em too. Even inanimate objects! Seriously! Inanimate objects literally kill people here. Whenever an inanimate object pulls that off, they call it an ""accident"".
Utahraptor: Does the inanimate object go to jail?
T-Rex: RARELY IF EVER.
T-Rex: Okay so the twist was that this universe is actually our universe, but in retrospect that was obvious and I'm sad now so - PEACE OUT, SUCKERS!!
T-Rex (punchline): I PREFER TO BE SAD ALONE SO GET USED TO THAT IF WE'RE GONNA BE FRIENDS, SUCKERS!!
"
1014,"'CAUSE THEY'RE DINOSAURS, RIGHT??",,"Narrator: THE PROBLEM WITH RELATIONSHIPS
T-Rex: The problem with relationships is that they involve more than one person! And here's the thing...
T-Rex: ...what if one of the people involved is a jerk?
T-Rex: They can jerk the whole thing up! What's up with them?
Dromiceiomimus: Yeah! What IS up with the jerks?
T-Rex: I wish I knew!!
T-Rex: I -
T-Rex: I wish I knew.
Utahraptor: You know who this reminds me of? Jake!
T-Rex: Oh man, Jake!
T-Rex: He was the biggest jerk! Do you remember when I asked him if I could borrow his pencil sharpener, and he said ""no"" and then hid it from me? He jerked up that relationship but good!
Utahraptor: I don't think I was there for that.
T-Rex: Huh! I wonder what he's up to these days?
Off panel: I'm up to about 6 feet, dudes!
T-Rex: Jake! Your sudden appearance coupled with your hilarious one-liner has made me forget all your previous slights against me!
T-Rex (punchline): ...How come you're so short?
"
565,IT'S BEEN THAT SORT OF MONTH,,"T-Rex: There are some people who identify not as gay or straight or bisexual or what have you, but rather as asexual. I find this really interesting!
T-Rex: It must be so different!
T-Rex: Some don't find themselves sexually attracted to anyone, while others do, but find all they want in friendship and have no desire to add kissing to the mix.
Dromiceiomimus: And you find this interesting?
T-Rex: I do, because it's so far removed from my own experience. I'm ALL ABOUT adding kissing to the mix! It's what I do best!
Utahraptor: Have you ever met any asexual people, T-Rex?
T-Rex: Nope!
Utahraptor: It's just - I can't get over the feeling that you're treating asexuality like an amusing trinket, rather than a real sexual orientation.
T-Rex: Well - it's a fine line! I'm not asexual myself, so there's a distance between myself and the material. But I am trying.
Narrator: T-REX DECIDES NOT TO KISS ANYONE FOR A MONTH TO SEE WHAT IT'S LIKE:
T-Rex: I feel - fine! Focused!
T-Rex (punchline): Heck, I probably wasn't going to kiss anyone this month ANYWAY.
"
1192,attention everyone: i agree with panels one through two. splinter did good by those turtle boys.,,"Narrator: THINGS T-REX HAS DESCRIBED AS ""NEAT"": AGE 8: NINJA TURTLES
T-Rex: Hah, I sure did describe ninja turtles as being neat! Splinter taught them to be ninja teams! What's not neat about that?
T-Rex: HE GAVE THEM THE TOOLS THEY NEEDED FOR LIFE SUCCESS.
Narrator: AGE 22: KISSING FINGERTIPS
T-Rex: What? No, I never said that! It's not true!!
Dromiceiomimus: Hah hah! ""Hey baby, I'm T-Rex! Can *I* kiss your fingertips?""
T-Rex: I never said that, Dromiceiomimus! You'd better not have quotation marks around that!!
Narrator: AGE 23: KISSING ELBOWS
Utahraptor: Into the 'bows, I see!
T-Rex: I'M NOT! This is an unreliable narrator!
Narrator: AGE 24: KISSING BUMS
T-Rex: Total sass.
Utahraptor: Is it the curve of bums that you like, or is it the wide plain of flesh?
T-Rex: Oh my God. TOTAL SASS.
Narrator: AGE 30: KISSING BUMS ON HIS ELBOWS
T-Rex: I'm not even 30 years old!
Narrator: YOU'LL SAY IT IN THE FUTURE
T-Rex (punchline): Maybe ""bums"" refers to our nation's homeless persons?
Narrator: NOPE CAN'T SAY THAT IT DOES
"
256,it's always good to check,,"T-Rex: You know how sometimes you wonder what your life would be like, if only you made some decisions differently?
T-Rex: Well, I intend to find out!
T-Rex: It'll be great! I'll move to a new town and START OVER. Then every chance I have, I'll make the other decision: the one I didn't make the first time!
T-Rex: It'll be great! And if things turn out worse with these new decisions, well then - lesson learned! I'll just move back here and never speak of it again.
T-Rex: Then it's settled: I'll move to a new town, make new friends, and start a whole new identity!
Utahraptor: Why?
T-Rex: ""Why""?
Utahraptor: Yeah, ""why"", as in, ""Why move away and start life again?"" What, did you commit some horrible crime?
T-Rex: Ha ha!
T-Rex: NO, I didn't commit some horrible crime!
T-Rex (punchline): [thinks] Right?
"
1958,"t-rex is so shocked that he actually runs away from dromiceiomimus, and she is forced to follow him to verify her story.  that is pretty darned shocked!",,"T-Rex: Oh my gosh! I could spend weekends somewhere else under an assumed name! Two towns over, I could be known as... PUNCHES MALONE.
Narrator: T-REX HAS THE BEST IDEA EVER COMICS
Dromiceiomimus: I'm not sure how serious you are, T-Rex, but it's a great idea! Two towns over I'M known as ""Ornithomimus J. Edmontonicus"".
T-Rex: Seriously?
Dromiceiomimus: I wear a top hat and monocle.
T-Rex: SERIOUSLY??
Utahraptor: Oh man, is she serious?
T-Rex: Is she being totally serious to our faces right now??
T-Rex: I mean, there's no reason why it couldn't be true, right? It would just mean that Dromiceiomimus has been LIVING the friggin' DREAM while we've been sitting around, NOT cultivating sweet double lives.
Utahraptor: We need to go two towns over and start building our own alter egos!
Off panel: You guys, I also carry a cane with a skull on the top and wear a jacket made of the finest feathers.
T-Rex: Utahraptor, come back!
T-Rex (punchline): I hate to make up words, but reality just got even more awesometasticerest!!
"
1525,"the asteroid, not the planet.  well, either one is super manly actually",,"T-Rex: Guys! There's a VOLUNTARY EXTINCTION movement. If we can decide to all stop havin' babies, then we can choose to go extinct!!
T-Rex: It probably sounded like a good idea at the time?
T-Rex: Then again, our actions, as a people, HAVE been responsible for untold thousands of involuntary extinctions around the world - which could all be avoided in the future by voluntarily offering ourselves up instead! The final generation gets to spend everyone's life savings and throw a totally wicked party, and the last one out turns off the lights. The end!
Utahraptor: You sound like you're actually convincing yourself that this is a good idea!
T-Rex: I am, a little!
Utahraptor: Okay, but one could argue that the intelligent life we represent is something that could be ENTIRELY UNIQUE in the Universe. That's worth preserving!
T-Rex: Yeah, maybe. I think I still need some more convincing.
Utahraptor: *sigh*
Utahraptor: ...Fine.
Off panel: We shouldn't choose to go extinct because if an asteroid threatens the planet, we're the only ones with enough Science to blow it up.
T-Rex: !!
T-Rex (punchline): HECK YES
"
936,"you also need a spacesuit to go to the moon.  and a rocketship.  you need a rocketship, and a spacesuit, and a sausage.",,"T-Rex: I just realized that no women have ever been to the moon! ONLY DUDES. DUDES WHO RETURNED AS MEN.
T-Rex: Apparently, you need a sausage to get on the moon!
Dromiceiomimus: Wait - that's actually correct, isn't it? The moon totally IS an old boys' club!
T-Rex: Yep! I know we're being sensationalistic here, since there's only been thirteen people on the moon EVER, and that's a pretty small sample size. But still! No women! No grandmothers! NO SULLEN TEENS (FEMALE). Just men!
T-Rex: Also: no asians?
T-Rex: Is there a reason why all the Apollo missions were crewed by dudes?
Utahraptor: Um, it was the 60s?
T-Rex: I guess! And I guess you could make an argument for ""sexy is distracting, ON THE MOON."" But sexy is distracting everywhere! You know?
Utahraptor: I suppose this legacy of sexism will be with us until we, as a people, finally return to the moon with chicks.
Narrator: SOON:
T-Rex: Excuse me, sir! Would you like to buy a button that reads ""RETURN TO THE MOON, AND DON'T FORGET THE CHICKS THIS TIME""?
Off panel: Will this button TRULY change the world?
T-Rex (punchline): It may, sir!
"
1779,"this goes out to my driver instructor years ago who on the first day of class said ""nobody fails the course"", and when someone said ""what if I fail the final exam and then i don't get my license, this class is a rip off"" he said, ""i'll say it again: everyone gets an A.""  then he put on a video of car crashes.",,"Narrator: T-REX'S DRIVING CLASS
T-Rex: Thank you all for your interest in my driving class. This class will cost you $100 but you'll make it up in reduced insurance rates. Also, you won't be a terrible driver.
T-Rex: So, there's that too!
T-Rex: Dromiceiomimus here will be responsible for the basic rules of the road: when to go, when to stop, when to rush into an intersection because your light's friggin' GREEN even though traffic's moving so slowly that there's no possible way you'll be out of the intersection before you block traffic.
Dromiceiomimus: You should never do that, class.
T-Rex: See? WRITE THAT DOWN.
T-Rex: Utahraptor will be responsible for teaching you what to do in a merge lane!
Utahraptor: Indeed I will!
Utahraptor: And the lesson is simple: DON'T just speed down the lane so you can butt in at the front of the line.
T-Rex: If you do pull off that dick move, I am sorry, but I will end you. People will find your body and say ""Dear lord! Was he a dick at merging? Probably, huh?""
T-Rex: Finally, just as my driving instructor did before me, I'm going to end the course with a pitch for my multi-level marketing herbal weight-loss pill pyramid scheme.
T-Rex (punchline): Hark! The circle of incredibly sketchy driving instructors is complete!
"
301,he wants her to think that she raised him right,,"T-Rex: I demand instant gratification!
Narrator: SECONDS LATER...
T-Rex: I'm not gratified!
T-Rex: Maybe instant gratification isn't-
T-Rex: Dromiceiomimus! How long have you been standing there?!
Dromiceiomimus: Long enough!
Narrator: POSTSCRIPT: THE NEXT DAY
Utahraptor: I'm T-Rex and I demand instant gratification!
T-Rex: Those were my private thoughts! She had no right to tell you!
Utahraptor: Hah hah hah! It's good gossip!
T-Rex: Ha ha, I guess I was being kind of silly!
T-Rex (punchline): Listen though, don't tell my mom, okay?
"
350,god's just checking in,,"God: T-REX IT'S BEEN A WHILE
T-Rex: God! How's it going?
God: OH YOU KNOW SAME OLD SAME OLD
T-Rex: Good to hear it!
God: YEAH IT LOOKS LIKE THINGS ARE OKAY WITH YOU TOO
T-Rex: Yep! Things are pretty okay!
T-Rex: So, um, any particular reason why we're talking?
God: YOU KNOW JUST CHECKING IN WITH MY MAIN MAN
Utahraptor: Somebody stole my bike, T-Rex!
T-Rex: Oh no!
God: DON'T WORRY GUYS I'M ON THE CASE
T-Rex: Don't worry! God and I will help look for your bike!
Utahraptor: Well, with God on the case, it will be returned for sure! One giant hand reaching down from the sky, with bike, coming up!
God: TELL HIM I DON'T DO THAT ANYMORE
T-Rex (punchline): He doesn't do that anymore!
God: MY HAND GETS SORE
"
