means that not all dreams can come true!)
      0 100.00%: 
      1 185.90%:  rules
  17898 0.00%:  hat not
  17899 0.00%:  has sent me on a date to a
  17900 0.00%:  hurt all
  17901 0.00%:  means a lot and there are no
  17902 0.00%:  uses teeth
  17903 0.00%:  name don
  17904 0.00%:  and math are not alone)
  17905 0.00%:  can teach us to stand alone)
  17906 0.00%:  tells me that an end to
  17907 0.00%:  has made me cruel to some
  17908 0.00%:  start some
  17909 0.00%:  has sent me a real
  17910 0.00%:  means so much to a drama
  17911 0.00%:  and teens
  17912 0.00%:  has a lot and a
  17913 0.00%:  tear!)
  17914 0.00%:  has made me loser a
  17915 0.00%: ) sort
  17916 0.00%:  sorts other
  17917 0.00%:  has rooms
  17918 0.00%:  has done a real man
  17919 0.00%:  has ruled me a loser on a
  17920 0.00%:  means a lot to me and there)
  17921 0.00%:  could crash
  17922 0.00%:  rule mom
  17923 0.00%:  then ruled
  17924 0.00%:  has made me see to
  17925 0.00%:  dream house
  17926 0.00%:  can 
  17927 0.00%:  means a lot to me and can thus
  17928 0.00%:  ach
  17929 0.00%:  than rule
  17930 0.00%:  loses a lot here!)
  17931 0.00%:  as un
  17932 0.00%:  means more to us than mean
  17933 0.00%:  has made me alone at least
  17934 0.00%:  nerds are so t
  17935 0.00%:  has made me lean so
  17936 0.00%:  has also made me on
  17937 0.00%:  has made me learn not to use
  17938 0.00%:  needs en
  17939 0.00%:  came to me as a man
  17940 0.00%:  came to me as a man does
  17941 0.00%:  leads as
  17942 0.00%:  means more to me than trade)
  17943 0.00%:  can teach us to see more
  17944 0.00%:  so cr
  17945 0.00%:  and earth
  17946 0.00%:  does that to me s
  17947 0.00%:  dream crash
  17948 0.00%:  has made me at least a 
  17949 0.00%:  and court
  17950 0.00%:  made true
  17951 0.00%:  has also made me more cur
  17952 0.00%:  tells us that no one meant
  17953 0.00%:  sees an
  17954 0.00%:  sure has a lot o
  17955 0.00%:  tells us to eat to
  17956 0.00%:  turns me on to the art
  17957 0.00%:  that and
  17958 0.00%:  also told me the man
  17959 0.00%:  has sure made me let a
  17960 0.00%:  cases tend
  17961 0.00%:  has led to a more
  17962 0.00%:  means more to us than clam
  17963 0.00%:  means a lot to me and the last 
  17964 0.00%:  means more to us all than meat
  17965 0.00%:  means more to us all than meat and
  17966 0.00%:  can do no less than re
  17967 0.00%:  or at least a sem
  17968 0.00%:  me not
  17969 0.00%:  has made me a true son
  17970 0.00%: ) human
  17971 0.00%: ed
  17972 0.00%:  means more to us than a trade
  17973 0.00%:  and cor
  17974 0.00%:  tells me no more than dreams
  17975 0.00%:  used to call me mean names that
  17976 0.00%:  has also made me more cr
  17977 0.00%:  heads out
  17978 0.00%:  sure has made me a lot more al
  17979 0.00%:  deals much
  17980 0.00%:  tells us that a date
  17981 0.00%:  tells us that one d
  17982 0.00%:  name at
  17983 0.00%: ) names
  17984 0.00%:  means to me all that one
  17985 0.00%:  means to me all that one can dream
  17986 0.00%:  that cats
  17987 0.00%:  tells us no more than an
  17988 0.00%:  means more to a man than taste
  17989 0.00%:  has also made me lean on
  17990 0.00%:  meets home
  17991 0.00%:  hates us all once
  17992 0.00%:  has at least made me learn to count!)
  17993 0.00%:  needs none
  17994 0.00%:  dream came
  17995 0.00%:  tells me that means no more can
  17996 0.00%:  has a lot more sand
  17997 0.00%:  too tells
  17998 0.00%:  tells me not to date such
  17999 0.00%:  tells me not to date such men
  18000 0.00%:  tells us that no one can act
  18001 0.00%:  has cost me a dream or
  18002 0.00%:  has made me clear out!)
  18003 0.00%:  has dealt me a mean turn
  18004 0.00%:  leads me to such en
  18005 0.00%:  shalt not lose)
  18006 0.00%:  has lead me to more un
  18007 0.00%:  has lead me on!)
  18008 0.00%:  tells me that men are not and
  18009 0.00%:  tells me that no one must
  18010 0.00%:  tells me not to hate a
  18011 0.00%:  has made me a real sto
  18012 0.00%:  does not tell me that)
  18013 0.00%:  and math are a true
  18014 0.00%:  does shout
  18015 0.00%:  has made me a mean c
  18016 0.00%:  and hat
  18017 0.00%:  named three
  18018 0.00%:  me must
  18019 0.00%:  or sent
  18020 0.00%:  must t
  18021 0.00%:  has dealt me a turn
  18022 0.00%:  at least has made clear one
  18023 0.00%:  must clear
  18024 0.00%:  name sc
  18025 0.00%:  clean and
  18026 0.00%:  tells me not to eat such
  18027 0.00%:  dealt such
  18028 0.00%:  hood)
  18029 0.00%:  rule da
  18030 0.00%:  can sne
  18031 0.00%: ad
  18032 0.00%: ) has no more use
  18033 0.00%:  does the same to al
  18034 0.00%:  has made me a curse to
  18035 0.00%:  tells me not to rest!)
  18036 0.00%:  leads me to a most
  18037 0.00%:  tells us that one or
  18038 0.00%:  alone has made me en
  18039 0.00%:  meant there
  18040 0.00%:  shall damn
  18041 0.00%:  has cured a lot)
  18042 0.00%:  has made me a mo
  18043 0.00%:  means to me the real roads
  18044 0.00%:  has also led me to an unt
  18045 0.00%:  sure c
  18046 0.00%:  men on
  18047 0.00%:  came clear
  18048 0.00%:  has made me see too
  18049 0.00%:  math alert
  18050 0.00%:  has made me) a lot
  18051 0.00%: ) to the re
  18052 0.00%:  tells me to) start
  18053 0.00%:  has made me so tall
  18054 0.00%:  does race
  18055 0.00%:  does shr
  18056 0.00%:  means to me more than 
  18057 0.00%:  also told me that a car
  18058 0.00%:  also told me that a car can
  18059 0.00%:  has seen me come)
  18060 0.00%:  has made me a test
  18061 0.00%:  has root
  18062 0.00%:  thus rem
  18063 0.00%:  hates me not one
  18064 0.00%:  used to let me eat
  18065 0.00%:  cares much
  18066 0.00%:  has made me eat alone at
  18067 0.00%:  has lead me on a lot)
  18068 0.00%:  nerds can start on that
  18069 0.00%:  rule scale
  18070 0.00%: ) runs
  18071 0.00%:  does that to us man)
  18072 0.00%:  means dates
  18073 0.00%:  tells us no more than are
  18074 0.00%:  has led to some real neat
  18075 0.00%:  means more to us than a l
  18076 0.00%:  hurts me more and
  18077 0.00%:  means so much to me aa
  18078 0.00%:  does he
  18079 0.00%:  here done
  18080 0.00%:  tells us that a not
  18081 0.00%:  means a lot to me and much
  18082 0.00%:  too sees
  18083 0.00%:  loses a round here)
  18084 0.00%:  has done me real)
  18085 0.00%:  rule old
  18086 0.00%:  has made me curse once!)
  18087 0.00%:  has made me too un
  18088 0.00%:  tells us not to mate
  18089 0.00%:  tells me to do that a
  18090 0.00%:  can do the same to me all
  18091 0.00%:  sure has done me a lot)
  18092 0.00%:  runs clear
  18093 0.00%:  rules so hard at not
  18094 0.00%:  has cost me a mate
  18095 0.00%:  tears one
  18096 0.00%:  has made me not not
  18097 0.00%:  tells me that) true end
  18098 0.00%:  led me to the true
  18099 0.00%:  close)
  18100 0.00%:  tells me not to shed
  18101 0.00%:  tells me not to shed a tear!)
  18102 0.00%:  tells us that) one man can dream a
  18103 0.00%:  has told me so man
  18104 0.00%:  has led me to act on
  18105 0.00%:  calls as
  18106 0.00%:  and art are not on the same team)
  18107 0.00%:  means so much to an 
  18108 0.00%:  also leads me to the unt
  18109 0.00%:  does that to us real neat!)
  18110 0.00%:  tells me not to date a man
  18111 0.00%:  has dealt me a lost
  18112 0.00%:  so dreams
  18113 0.00%:  or metal
  18114 0.00%:  came to me as the most
  18115 0.00%:  has led me to alter
  18116 0.00%:  has made me a loser an
  18117 0.00%:  can lead to such a state!)
  18118 0.00%:  tells us that not an
  18119 0.00%:  can tell me that one)
  18120 0.00%:  names real
  18121 0.00%:  also made me an or
  18122 0.00%:  means more to me than are)
  18123 0.00%:  means more to me than cars and cell
  18124 0.00%:  terms so
  18125 0.00%: ) class
  18126 0.00%:  has late
  18127 0.00%: ) rolls
  18128 0.00%:  heads roll
  18129 0.00%:  named not
  18130 0.00%:  has also made me more late
  18131 0.00%:  used to call me at three am!)
  18132 0.00%:  tells me not to reach!)
  18133 0.00%:  means a lot to me and hence must
  18134 0.00%:  means more to me than cause!)
  18135 0.00%:  and art are the same man
  18136 0.00%:  made stars
  18137 0.00%: ) stand
  18138 0.00%:  does not tell us that 
  18139 0.00%:  has made me so re
  18140 0.00%:  let there
  18141 0.00%:  has come to me real clear
  18142 0.00%:  also leads me to truth)
  18143 0.00%:  has dealt me one)
  18144 0.00%:  sure made me a loser a
  18145 0.00%:  means turn
  18146 0.00%:  tells us no more than 
  18147 0.00%:  used to call me names more
  18148 0.00%:  has made me cut a lot
  18149 0.00%:  tells me that) dreams come out
  18150 0.00%:  means a lot to us at the d
  18151 0.00%:  death mars
  18152 0.00%:  and the arts are at last
  18153 0.00%:  needs sc
  18154 0.00%:  tells us no man can reach
  18155 0.00%:  has come out as a real treat
  18156 0.00%:  mom rules
  18157 0.00%:  has clean
  18158 0.00%:  can lead to some real cr
  18159 0.00%:  so am
  18160 0.00%:  sure has made me a lot more at
  18161 0.00%:  seem hard
  18162 0.00%:  tells me that men are!)
  18163 0.00%:  and me are a team!)
  18164 0.00%:  has not made me a lot
  18165 0.00%:  has cured a lot a
  18166 0.00%:  has made me let loose a
  18167 0.00%:  at least lets me touch a
  18168 0.00%:  means con
  18169 0.00%: !) sm
  18170 0.00%:  rules at least once more and that
  18171 0.00%:  has ruled on me)
  18172 0.00%:  tells us no man can eat the
  18173 0.00%:  shed not
  18174 0.00%:  has ruled me a lo
  18175 0.00%:  means a lot to the n
  18176 0.00%:  means a lot to the nerd!)
  18177 0.00%:  means a lot to the nerd)
  18178 0.00%:  means a lot to the nerd set
  18179 0.00%:  can teach us a ton
  18180 0.00%:  shoe on
  18181 0.00%:  can do that to a scene!)
  18182 0.00%:  means more to us than cater
  18183 0.00%:  also told me that steam can
  18184 0.00%:  made as
  18185 0.00%:  means more to me than art and all
  18186 0.00%:  tells me that) one must do
  18187 0.00%:  has made me a loser re
  18188 0.00%:  names turn
  18189 0.00%:  has made me a sour lemon!)
  18190 0.00%:  has at least one rule)
  18191 0.00%:  has treat
  18192 0.00%:  thee
  18193 0.00%:  can tell me that to do
  18194 0.00%:  has made me turn on a
  18195 0.00%:  has sure made me a moral
  18196 0.00%:  tells me not to rem
  18197 0.00%:  and truth are at last one
  18198 0.00%:  has made me curse at a
  18199 0.00%:  and math are a lot to learn!)
  18200 0.00%:  also cur
  18201 0.00%:  stood there
  18202 0.00%:  halt!)
  18203 0.00%:  must last
  18204 0.00%:  does once
  18205 0.00%:  can lead us to the ocean
  18206 0.00%:  tells us that once men dream
  18207 0.00%:  has sure made me an el
  18208 0.00%:  uses mod
  18209 0.00%:  roll)
  18210 0.00%:  means more to us than can dream
  18211 0.00%:  can let us do the
  18212 0.00%:  can let us do the most
  18213 0.00%:  also t
  18214 0.00%:  or steam
  18215 0.00%:  also retro
  18216 0.00%:  used to call me a sc
  18217 0.00%:  has no need to call
  18218 0.00%:  and lust
  18219 0.00%:  rest)
  18220 0.00%:  and the arts can come to an
  18221 0.00%:  has also made me turn more
  18222 0.00%:  must alone
  18223 0.00%:  hurts me too man
  18224 0.00%:  has made us) all
  18225 0.00%:  not alone
  18226 0.00%:  alone has made me more luc
  18227 0.00%:  turns me on to these real
  18228 0.00%:  means more to me than use!)
  18229 0.00%:  has made me a more st
  18230 0.00%:  means a lot to us at)
  18231 0.00%:  has made me more no
  18232 0.00%:  has made me a real true
  18233 0.00%:  heard all
  18234 0.00%:  has cost me once!)
  18235 0.00%:  has a) total score
  18236 0.00%:  tells us that no one can dream a
  18237 0.00%:  leads us to that)
  18238 0.00%:  and must
  18239 0.00%:  men doesn
  18240 0.00%:  at least lets me dream on
  18241 0.00%:  nerds are mean to each
  18242 0.00%:  has a lot to lean
  18243 0.00%:  at least lets me eat car
  18244 0.00%:  hole)
  18245 0.00%:  can tell me the cos
  18246 0.00%:  holds last
  18247 0.00%:  tells us not to and
  18248 0.00%:  means more to a man than lust
  18249 0.00%:  uses metal
  18250 0.00%:  has made me a loner at
  18251 0.00%:  tells us that) none can
  18252 0.00%:  has told us to)
  18253 0.00%:  told me that one man
  18254 0.00%:  told me that one man can
  18255 0.00%:  ends later
  18256 0.00%:  also told me that man can
  18257 0.00%:  has a lot more name
  18258 0.00%:  can do more than stare at me)
  18259 0.00%:  means a lot and can
  18260 0.00%:  tells us that men are not re
  18261 0.00%:  tells us that men are not men!)
  18262 0.00%:  has made me turn on all
  18263 0.00%:  has ruled me a man
  18264 0.00%:  lent
  18265 0.00%: at
  18266 0.00%:  means a lot to me and that cre
  18267 0.00%:  tells us not to enter!)
  18268 0.00%:  has done me) a real
  18269 0.00%:  names once
  18270 0.00%:  tells me to) do
  18271 0.00%:  must cl
  18272 0.00%:  alone has made me curse on
  18273 0.00%:  can tell me no dreams that
  18274 0.00%:  as sh
  18275 0.00%:  ate a
  18276 0.00%:  alone has made me so cr
  18277 0.00%:  once set
  18278 0.00%:  those!)
  18279 0.00%:  came to me at an
  18280 0.00%:  has at least made me ten
  18281 0.00%:  has made a rare com
  18282 0.00%:  can hum
  18283 0.00%:  man must
  18284 0.00%:  has made me a mores
  18285 0.00%:  has made me a real lon
  18286 0.00%:  has made me a real loner!)
  18287 0.00%:  close sh
  18288 0.00%:  means more to us than a dance!)
  18289 0.00%:  not hum
  18290 0.00%:  class then
  18291 0.00%:  and me are the same)
  18292 0.00%:  means to me more than at
  18293 0.00%:  and math are not at all to
  18294 0.00%:  has made me sane
  18295 0.00%:  means more than meets and all
  18296 0.00%:  tells me that dreams are a)
  18297 0.00%:  can at least teach one man
  18298 0.00%:  ultra!)
  18299 0.00%:  hands means
  18300 0.00%:  sure has made a real come
  18301 0.00%:  tells me that no one cared
  18302 0.00%:  means a lot at the end!)
  18303 0.00%:  has made me a real turn
  18304 0.00%:  lets me do that some
  18305 0.00%:  most heart
  18306 0.00%:  so a
  18307 0.00%:  mom sent
  18308 0.00%:  means more to me than true)
  18309 0.00%:  and math are as true
  18310 0.00%:  has made me curse an
  18311 0.00%:  means root
  18312 0.00%:  has sent me on an all
  18313 0.00%:  acts once
  18314 0.00%:  has made me cease!)
  18315 0.00%:  has done a real me a
  18316 0.00%:  has done a real me a real
  18317 0.00%:  as there
  18318 0.00%:  sad tale
  18319 0.00%:  cards to
  18320 0.00%:  has made me close out an
  18321 0.00%:  also rule
  18322 0.00%:  tells us that an actor named
  18323 0.00%:  has at least not made me late
  18324 0.00%:  totes rules the land)
  18325 0.00%:  does not mean much)
  18326 0.00%:  can lead us to a moral
  18327 0.00%:  does react
  18328 0.00%:  means a lot to me and the least
  18329 0.00%:  has let me and our
  18330 0.00%:  hates to see me out!)
  18331 0.00%: ) neat
  18332 0.00%:  lets none
  18333 0.00%:  has sure made me a clear
  18334 0.00%:  as old
  18335 0.00%:  not come
  18336 0.00%:  can tell us more and more the
  18337 0.00%:  tells us one can do that
  18338 0.00%:  turns me on and the
  18339 0.00%:  turns me on and the rest
  18340 0.00%:  tells me) no one cares
  18341 0.00%:  month used
  18342 0.00%:  has come to me as an al
  18343 0.00%:  meets chaos
  18344 0.00%:  means a lot more than sm
  18345 0.00%:  and math are at least cool
  18346 0.00%:  held some
  18347 0.00%:  has made me so al
  18348 0.00%:  rule then
  18349 0.00%:  can each
  18350 0.00%:  means deal
  18351 0.00%:  has made a real out
  18352 0.00%:  nerds are not alone!)
  18353 0.00%:  means a lot to me as a teen!)
  18354 0.00%:  has made me so not
  18355 0.00%:  tells us that a co
  18356 0.00%:  has set me on a cr
  18357 0.00%:  lost us
  18358 0.00%:  as a tool has let
  18359 0.00%:  alone has made me so true
  18360 0.00%:  has dealt me a real cr
  18361 0.00%:  data means
  18362 0.00%:  mmm
  18363 0.00%:  has led me on a more
  18364 0.00%:  means a lot to a heart
  18365 0.00%:  can at least count as one!)
  18366 0.00%:  means a lot to me and then later
  18367 0.00%:  uses al
  18368 0.00%:  came to me at a late
  18369 0.00%:  and math are not man
  18370 0.00%:  and sem
  18371 0.00%:  tells us not to eat ham
  18372 0.00%:  means a lot to me and as a rule
  18373 0.00%:  or sense
  18374 0.00%:  has at least made me one man)
  18375 0.00%:  then tells
  18376 0.00%:  names de
  18377 0.00%:  has made me a real close
  18378 0.00%: ) truth
  18379 0.00%:  has done me a mean one
  18380 0.00%:  also!)
  18381 0.00%:  means more to us than an ac
  18382 0.00%:  also made me lose!)
  18383 0.00%:  sure cost
  18384 0.00%:  and math are so real!)
  18385 0.00%:  at least lets me turn a dream
  18386 0.00%:  as heart
  18387 0.00%:  means chart
  18388 0.00%:  tells me) dreams are out
  18389 0.00%:  nerds are) cool
  18390 0.00%:  hates me and turns
  18391 0.00%:  stole those
  18392 0.00%:  and the arts are at least on
  18393 0.00%:  can at least count on these
  18394 0.00%:  could last
  18395 0.00%:  cheer so
  18396 0.00%:  tells me that some d
  18397 0.00%:  has come to me as a real and
  18398 0.00%:  means a lot to me) and there
  18399 0.00%:  has made me late)
  18400 0.00%:  also told me that cr
  18401 0.00%:  and the arts can learn to
  18402 0.00%:  has at least one more cure
  18403 0.00%:  teams to
  18404 0.00%:  mars once
  18405 0.00%:  and the arts are cl
  18406 0.00%:  has at least made me a more cur
  18407 0.00%:  tells me that a man does not run
  18408 0.00%:  has sure made me a)
  18409 0.00%:  tells me that) our most
  18410 0.00%:  has made me to seem to
  18411 0.00%:  sure has made me a m
  18412 0.00%:  has lead me on a real tear
  18413 0.00%:  has made me turn on so
  18414 0.00%:  means meant
  18415 0.00%:  and harm
  18416 0.00%:  means more to me than drat!)
  18417 0.00%:  does later
  18418 0.00%:  has led me to a)
  18419 0.00%:  tells us that one can not read
  18420 0.00%:  has made me more r
  18421 0.00%:  tells me that a red
  18422 0.00%:  leads those
  18423 0.00%:  hates me so damn
  18424 0.00%:  no count
  18425 0.00%:  tells us that a man armed
  18426 0.00%:  has made me a too
  18427 0.00%:  tells me that) an
  18428 0.00%:  has come to me a man
  18429 0.00%:  alone has made me most un
  18430 0.00%:  meets much
  18431 0.00%:  sure has made me eat a lot!)
  18432 0.00%:  has at last come to an
  18433 0.00%:  has at last come to an end)
  18434 0.00%:  sorts and
  18435 0.00%:  has led to some mar
  18436 0.00%:  so all
  18437 0.00%:  can do that to a cat!)
  18438 0.00%:  has meant a lot to me and must
  18439 0.00%:  or at least a lot
  18440 0.00%:  means a lot to us here at me and
  18441 0.00%:  has made me alone on a
  18442 0.00%:  hurt a
  18443 0.00%:  means more to us than a drama
  18444 0.00%:  has lead me on a tour
  18445 0.00%:  has led me to one clear
  18446 0.00%:  ran that
  18447 0.00%:  means a lot more than me!)
  18448 0.00%:  can tell me that a round
  18449 0.00%:  has at least made me a cur
  18450 0.00%:  tells me that men are round
  18451 0.00%:  has come close at a
  18452 0.00%:  can do more than scare us!)
  18453 0.00%:  means more to us than care
  18454 0.00%:  can do the same at me
  18455 0.00%:  not lost
  18456 0.00%:  short cuts
  18457 0.00%:  and math are not all sun
  18458 0.00%:  names cool
  18459 0.00%:  names thus
  18460 0.00%:  runs close
  18461 0.00%:  set a
  18462 0.00%:  cant turn
  18463 0.00%:  also told me that a cat
  18464 0.00%:  nerds can come out!)
  18465 0.00%:  done come
  18466 0.00%:  leads me to truth as
  18467 0.00%:  and math are not con
  18468 0.00%:  man uses
  18469 0.00%:  can lead us to the tr
  18470 0.00%:  and art are not that close)
  18471 0.00%:  has set me on one
  18472 0.00%:  rule none
  18473 0.00%:  sure has made me a no
  18474 0.00%:  means alot to these
  18475 0.00%:  tells me that a man can dream on!)
  18476 0.00%:  see also
  18477 0.00%:  has made me more ants
  18478 0.00%:  tells me that to run
  18479 0.00%:  also made me a los
  18480 0.00%:  also made me a loser at
  18481 0.00%:  also made me a loser at che
  18482 0.00%:  has made me a true non
  18483 0.00%:  has no more true!)
  18484 0.00%:  has led me to some u
  18485 0.00%:  deals on
  18486 0.00%:  tells us that no one cared
  18487 0.00%:  means more to us than late
  18488 0.00%:  can lead us to learn a
  18489 0.00%:  has made me as alone
  18490 0.00%:  can lead to some real start
  18491 0.00%:  set our
  18492 0.00%:  nerds are so touch
  18493 0.00%:  tout)
  18494 0.00%:  sad there
  18495 0.00%:  start on
  18496 0.00%:  nor art
  18497 0.00%:  alone has made me an en
  18498 0.00%:  has come to mean an end
  18499 0.00%:  tells us no more than need
  18500 0.00%:  means a lot to me and meets
  18501 0.00%:  can lead to a much
  18502 0.00%:  also thus
  18503 0.00%:  has told me a stern
  18504 0.00%:  has led me on real
  18505 0.00%:  and the arts are so cute
  18506 0.00%: ) does that mean a
  18507 0.00%:  can al
  18508 0.00%:  men had
  18509 0.00%:  has made me come un
  18510 0.00%:  sure mat
  18511 0.00%:  also sent
  18512 0.00%:  tells us that) a dream come
  18513 0.00%:  can tell me that at
  18514 0.00%:  to meet
  18515 0.00%:  that sn
  18516 0.00%:  tells us that a mere)
  18517 0.00%:  has at least a lot
  18518 0.00%:  means more to me than an east
  18519 0.00%:  means to me so much and can
  18520 0.00%:  can do more than al
  18521 0.00%:  means more to a man than ad
  18522 0.00%:  and math are also at
  18523 0.00%:  three star
  18524 0.00%:  rules at least once each!)
  18525 0.00%:  has lead me to some n
  18526 0.00%:  as a tool and means
  18527 0.00%:  has also made me an ultra
  18528 0.00%:  date last
  18529 0.00%:  sure has a) lot to learn
  18530 0.00%:  means more to me than a cell can
  18531 0.00%:  lets us do more than act
  18532 0.00%:  let no
  18533 0.00%:  can teach us not to eat
  18534 0.00%:  cats rule
  18535 0.00%:  at least lets me do more
  18536 0.00%:  at least lets me do more than
  18537 0.00%:  has seen me come!)
  18538 0.00%:  made me a man too
  18539 0.00%:  deals that
  18540 0.00%:  has made me too smart an
  18541 0.00%:  has made me a true man once
  18542 0.00%:  last held
  18543 0.00%:  hates to see me cold
  18544 0.00%:  means more than a cold stare at
  18545 0.00%:  tells me that once a man
  18546 0.00%:  means more to me than arts!)
  18547 0.00%:  means laser
  18548 0.00%:  and truth are at last on
  18549 0.00%:  sure che
  18550 0.00%:  has cost me a lot man
  18551 0.00%:  here reads
  18552 0.00%:  has made us all mor
  18553 0.00%:  one at
  18554 0.00%:  terms ahead
  18555 0.00%:  also last
  18556 0.00%:  holds mer
  18557 0.00%:  has led me to to
  18558 0.00%:  tells me not to eat 
  18559 0.00%:  so runs
  18560 0.00%:  has also made me come clean
  18561 0.00%:  means to me that a
  18562 0.00%:  state!)
  18563 0.00%:  rules the roast and
  18564 0.00%:  means a lot to me and ste
  18565 0.00%:  means a lot to me and the clean
  18566 0.00%:  has made me a late one
  18567 0.00%: ) su
  18568 0.00%:  has also led me to enter
  18569 0.00%:  meets not
  18570 0.00%:  means more to me than eats)
  18571 0.00%:  eats the same meal
  18572 0.00%:  other name
  18573 0.00%:  means all the more to us at
  18574 0.00%:  can learn a lot on that
  18575 0.00%:  used to call me names to
  18576 0.00%:  as man
  18577 0.00%:  named on
  18578 0.00%:  can do more than act as a met
  18579 0.00%:  later has
  18580 0.00%:  has made me so ner
  18581 0.00%:  can also rule on the met
  18582 0.00%:  that leads to a)
  18583 0.00%:  deals not
  18584 0.00%: ) del
  18585 0.00%:  has made me clear out a
  18586 0.00%:  hands turn
  18587 0.00%:  and math are a core
  18588 0.00%:  and math are a met
  18589 0.00%:  tells us that men are not mor
  18590 0.00%:  names cause
  18591 0.00%:  tear out
  18592 0.00%:  means more to me than lent
  18593 0.00%:  acted more
  18594 0.00%:  means more to us than data)
  18595 0.00%:  also led me to sh
  18596 0.00%:  sure has made me late on
  18597 0.00%: me
  18598 0.00%:  has made me a more u
  18599 0.00%:  has also made a ton
  18600 0.00%:  means more to us than darn
  18601 0.00%:  real deal
  18602 0.00%:  has cost me a meal!)
  18603 0.00%:  tells me a man does not a
  18604 0.00%:  tells us that one to
  18605 0.00%:  has led me on a near
  18606 0.00%:  mouth)
  18607 0.00%:  has seen me come a lot
  18608 0.00%: ho
  18609 0.00%:  means alot to us at the end
  18610 0.00%:  hands as
  18611 0.00%:  has lead me no more!)
  18612 0.00%:  cases don
  18613 0.00%:  turns me on and all
  18614 0.00%:  turns me on and all that
  18615 0.00%:  tells me no one man
  18616 0.00%:  means a lot to a true n
  18617 0.00%:  means a lot to a true nerd!)
  18618 0.00%:  sure has made me a n
  18619 0.00%:  tells me that a m
  18620 0.00%:  month seems
  18621 0.00%:  tells us that one can eat car
  18622 0.00%:  leads us to the re
  18623 0.00%:  does a lot that)
  18624 0.00%:  tells us to eat meat!)
  18625 0.00%:  means a lot to me and at heart
  18626 0.00%:  has sent me on a date a lot
  18627 0.00%:  tells us there are no ac
  18628 0.00%:  came to me so!)
  18629 0.00%:  leads me to a true
  18630 0.00%:  court has
  18631 0.00%:  tells m
  18632 0.00%:  tears more
  18633 0.00%:  has adult
  18634 0.00%:  uses cl
  18635 0.00%:  needs to learn that a lot
  18636 0.00%:  has a lot to learn as a
  18637 0.00%:  means a lot to me and that a
  18638 0.00%:  thou d
  18639 0.00%:  not care
  18640 0.00%:  sure mar
  18641 0.00%:  has come to me as a rude
  18642 0.00%:  that mat
  18643 0.00%:  also lets me eat!)
  18644 0.00%:  does not mean that a man
  18645 0.00%:  and truth are all one sees
  18646 0.00%:  could re
  18647 0.00%:  nerds are the most am
  18648 0.00%:  hours)
  18649 0.00%:  has not made me see
  18650 0.00%:  acts thus
  18651 0.00%:  sad to
  18652 0.00%:  tells us that one m
  18653 0.00%:  thus doesn
  18654 0.00%:  leads me to one truth!)
  18655 0.00%:  rules at least one dream a month
  18656 0.00%:  that does not use a real
  18657 0.00%: hates
  18658 0.00%:  means a lot to a smart and
  18659 0.00%:  has at last made me real
  18660 0.00%:  means more to me than a tun
  18661 0.00%:  and art are not each
  18662 0.00%:  does that to me real)
  18663 0.00%:  teams start
  18664 0.00%:  means a lot to me and names
  18665 0.00%:  means more than meets and)
  18666 0.00%:  lost here
  18667 0.00%:  has made me come all out
  18668 0.00%:  must sl
  18669 0.00%:  also do
  18670 0.00%:  leads me to one true
  18671 0.00%:  teams do
  18672 0.00%:  nerds can tell)
  18673 0.00%:  seems damn
  18674 0.00%:  means to me all that one can dream!)
  18675 0.00%:  has at least made me a lot more un
  18676 0.00%:  has ruled me as too
  18677 0.00%:  tells me no one can read that!)
  18678 0.00%:  has lead me to no real
  18679 0.00%:  sure has made me learn a lot at
  18680 0.00%:  means to me as an adult
  18681 0.00%:  has made me me)
  18682 0.00%:  sure has made me a more c
  18683 0.00%:  hates to see me turn
  18684 0.00%:  means a lot to a man as me
  18685 0.00%:  has made me a true man at
  18686 0.00%:  means a lot to us men!)
  18687 0.00%:  has at least made me can
  18688 0.00%:  has made me a real) real
  18689 0.00%:  has at least made me more cor
  18690 0.00%:  tells me not to cr
  18691 0.00%:  or men
  18692 0.00%:  also made me see a
  18693 0.00%:  tells me not to enter such
  18694 0.00%:  and near
  18695 0.00%:  has at least one red
  18696 0.00%:  and art are the same name
  18697 0.00%:  led)
  18698 0.00%:  truth means
  18699 0.00%:  tells me not to eat cream
  18700 0.00%:  has made a lot o
  18701 0.00%:  at the root and all
  18702 0.00%:  tells me) no more dreams can
  18703 0.00%:  has made me a taste
  18704 0.00%:  does seem to run a
  18705 0.00%:  has made me) a most
  18706 0.00%:  and math are at least most
  18707 0.00%:  has led me on some mean
  18708 0.00%:  has led to me some real
  18709 0.00%:  has made me come out)
  18710 0.00%:  means more to me than clean cars!)
  18711 0.00%:  uses dream
  18712 0.00%:  short to
  18713 0.00%:  and math are not co
  18714 0.00%:  tells us to dream on
  18715 0.00%:  sure has made me act a
  18716 0.00%:  sure has made me act a lot more
  18717 0.00%:  sure has made me act a real
  18718 0.00%:  has dealt me a lot a
  18719 0.00%:  tells me not to date!)
  18720 0.00%:  meets round
  18721 0.00%:  rule hon
  18722 0.00%:  tells me not to des
  18723 0.00%:  has also made me a clear
  18724 0.00%:  such!)
  18725 0.00%:  has) let me do some
  18726 0.00%:  can tell us) a
  18727 0.00%:  has made me a more e
  18728 0.00%:  used to call me names then
  18729 0.00%:  tells us no one can att
  18730 0.00%:  ahead as
