still believe me when I'm talking to you, yes?
     3,370 0* 0.05525%  think you win at                                                                                                             -------eeeglllmmosstyI',?
     3,371 0* 0.05520%  still believe in me? I                                                                                                       aeeghklmnoosttuwyy',
     3,372 0* 0.05518%  gonna yell                                                                                                                   -------eehiiklmmosstttuwyI',?
     3,373 0* 0.05516%  also believe                                                                                                                 eeeghiikllmmnnostttuwyyI',?
     3,374 0* 0.05512%  know I'm a huge                                                                                                              -------eeiilllmnosstttyy,?
     3,375 0* 0.05509%  won't believe all the lies I                                                                                                 egikmmnostuyy,?
     3,376 0* 0.05508%  may believe me now                                                                                                           eeghiiklllnosstttuyI',?
     3,377 0* 0.05504%  let me win this game?                                                                                                        -------kllnoostuyyI',
     3,378 0* 0.05504%  still believe you won,                                                                                                       aeeeghiklmmnsttyI'?
     3,379 0* 0.05502%  believe me? I'm not                                                                                                          aeeghiiklllnossttuwyy,
     3,380 0* 0.05501%  let him know                                                                                                                 -------aeegillmnossttuyyI',?
     3,381 0* 0.05496%  must like the game                                                                                                           -------illnnoostwyyI',?
     3,382 0* 0.05493%  say?                                                                                                                         -------eeeghiiklllmmnnoostttuwyI',
     3,383 0* 0.05492%  almost got                                                                                                                   -------eeehiikllmnnstuwyyI',?
     3,384 0* 0.18733%  almost got me                                                                                                                -------eehiikllnnstuwyyI',?
     3,385 0* 0.06826%  almost got me,                                                                                                               -------eehiikllnnstuwyyI'?
     3,386 0* 0.05486%  must think me an                                                                                                             -------eegillloostwyyI',?
     3,387 0* 0.05483%  must believe me, I                                                                                                           aeeghiiklllnnoosttwyy'?
     3,388 0* 0.05481%  still with                                                                                                                   -------aeeegklmmnnoostuyyI',?
     3,389 0* 0.28740%  still with me                                                                                                                -------aeegklmnnoostuyyI',?
     3,390 0* 0.47203%  still with me?                                                                                                               -------aeegklmnnoostuyyI',
     3,391 0* 0.05475%  still won't let me make you believe                                                                                          ghinsyI,?
     3,392 0* 0.05473% 'll believe that,                                                                                                             eeegiiklmmnnoosstuwyyI?
     3,393 0* 0.05468% 'll win this one?                                                                                                             -------aeegklmmosttuyyI,
     3,394 0* 0.05463%  still believe me when it                                                                                                     aegklmnoostuyyI',?
     3,395 0* 0.05462%  may not believe it                                                                                                           eeeghiklllmnosstuwyI',?
     3,396 0* 0.10153%  may not believe it,                                                                                                          eeeghiklllmnosstuwyI'?
     3,397 0* 0.05458%  look at the                                                                                                                  -------eegiillmmnnsstuwyyI',?
     3,398 0* 0.05457%  won't lose the                                                                                                               -------aegiikllmmnstuyyI,?
     3,399 0* 0.14979%  won't lose the game                                                                                                          -------iikllmnstuyyI,?
     3,400 0* 0.05450%  still believe me, no                                                                                                         aeeghiklmnosttuwyyI'?
     3,401 0* 0.10429%  still believe me, no?                                                                                                        aeeghiklmnosttuwyyI'
     3,402 0* 0.05447%  want money?                                                                                                                  -------eeghiiklllmossttuyI',
     3,403 0* 0.05447%  must believe me, okay                                                                                                        eeghiilllnnosttwyI'?
     3,404 0* 0.08943%  must believe me, okay?                                                                                                       eeghiilllnnosttwyI'
     3,405 0* 0.05446%  see the way                                                                                                                  -------giiklllmmnnoosttuyI',?
     3,406 0* 0.05439%  want to sign                                                                                                                 -------eeehiklllmmostuyyI',?
     3,407 0* 0.06737%  want to sign him                                                                                                             -------eeeklllmostuyyI',?
     3,408 0* 0.06447%  want to sign him?                                                                                                            -------eeeklllmostuyyI',
     3,409 0* 0.05435%  still gotta                                                                                                                  -------eeehiklmmnnosuwyyI',?
     3,410 0* 0.05427%  must now believe I                                                                                                           aeeeghiiklllmnosttyy',?
     3,411 0* 0.05425%  got any money                                                                                                                -------eehiiklllmssttuwI',?
     3,412 0* 0.05420%  like the game now,                                                                                                           -------illmnossttuyyI'?
     3,413 0* 0.05417%  still believe that we                                                                                                        eegiklmmnnoosuyyI',?
     3,414 0* 0.11314%  still believe that we'                                                                                                       eegiklmmnnoosuyyI,?
     3,415 0* 0.05417%  guys talk, I'm                                                                                                               -------eeehiillmnnoosttwy?
     3,416 0* 0.05412%  still believe my lie, then                                                                                                   aegkmnoostuwyI'?
     3,417 0* 0.09969%  still believe my lie, then?                                                                                                  aegkmnoostuwyI'
     3,418 0* 0.05407%  win some, ya                                                                                                                 -------eeghiklllmnostttuyI'?
     3,419 0* 0.05407%  all seem to                                                                                                                  -------eghiiklmnnosttuwyyI',?
     3,420 0* 0.05402%  gonna tell me it's my                                                                                                        -------ehiklostuwyI,?
     3,421 0* 0.05401%  seem to know the                                                                                                             -------agiilllmnstuyyI',?
     3,422 0* 0.05399%  listen well,                                                                                                                 -------aeghikmmnoosttuyyI'?
     3,423 0* 0.05398%  see now that you'                                                                                                            -------egiiklllmmnstyI,?
     3,424 0* 0.05394%  must not like the                                                                                                            -------aegillmnoswyyI',?
     3,425 0* 0.05390%  want me to lie?                                                                                                              -------eghikllmnosstuyyI',
     3,426 0* 0.05389%  won't like it,                                                                                                               -------aeeghllmmnosstuyyI?
     3,427 0* 0.05388%  must let him know                                                                                                            -------aeegillnostyyI',?
     3,428 0* 0.05386%  stink                                                                                                                        -------aeeeghilllmmnoosttuwyyI',?
     3,429 0* 0.05385%  won't listen?                                                                                                                -------aeeghikllmmostuyyI,
     3,430 0* 0.05384%  win games?                                                                                                                   -------eehiklllmnoostttuyyI',
     3,431 0* 0.05383%  win me this one?                                                                                                             -------aegklllmosttuyyI',
     3,432 0* 0.05379%  won't listen,                                                                                                                -------aeeghikllmmostuyyI?
     3,433 0* 0.05375%  know it all, my                                                                                                              -------eeeghilmnossttuyI'?
     3,434 0* 0.05372%  guys won't let me lie                                                                                                        -------ahiklmnostyI,?
     3,435 0* 0.05371%  win then?                                                                                                                    -------aeegiklllmmoossttuyyI',
     3,436 0* 0.05368%  may believe me,                                                                                                              eeghiiklllnnoosstttuwyI'?
     3,437 0* 0.05368%  guys want to believe                                                                                                         eeehiiklllmmnostyI',?
     3,438 0* 0.05953%  guys want to believe me                                                                                                      eehiiklllmnostyI',?
     3,439 0* 0.05366%  will see him                                                                                                                 -------aegklmnnoostttuyyI',?
     3,440 0* 0.05365%  still believe me yet,                                                                                                        aeghiklmnnoostuwyI'?
     3,441 0* 0.05364%  guys want to think                                                                                                           -------eeeilllmmosyI',?
     3,442 0* 0.05362%  know my name is the                                                                                                          -------egilllosttuyI',?
     3,443 0* 0.05362% 'll let me win this one, you                                                                                                  -------agkmstyI?
     3,444 0* 0.05361%  won't get me in a                                                                                                            -------ehiklllmosstuyyI,?
     3,445 0* 0.05360%  must believe it now?                                                                                                         aeeeghiklllmnostyyI',
     3,446 0* 0.05360% 'll see me talking to                                                                                                         -------himnostuwyyI,?
     3,447 0* 0.08434% 'll see me talking to you                                                                                                     -------himnstwyI,?
     3,448 0* 0.05359%  eating                                                                                                                       -------eehiklllmmnoossttuwyyI',?
     3,449 0* 0.05358%  lose now,                                                                                                                    -------aeeghiikllmmnstttuyyI'?
     3,450 0* 0.05354%  must eat                                                                                                                     -------eeghiiklllmnnoostwyyI',?
     3,451 0* 0.05351%  still believe that I                                                                                                         eeegiklmmnnoosuwyy',?
     3,452 0* 0.07088%  still believe that I know                                                                                                    eeegilmmnosuyy',?
     3,453 0* 0.05997%  still believe that I like                                                                                                    eegmmnnoosuwyy',?
     3,454 0* 0.05828%  still believe that I'                                                                                                        eeegiklmmnnoosuwyy,?
     3,455 0* 0.10658%  still believe that I'm                                                                                                       eeegiklmnnoosuwyy,?
     3,456 0* 0.22118%  still believe that I'm lying                                                                                                 eeekmnoosuwy,?
     3,457 0* 0.14297%  still believe that I'm lying?                                                                                                eeekmnoosuwy,
     3,458 0* 0.13620%  still believe that I'm lying,                                                                                                eeekmnoosuwy?
     3,459 0* 0.05351%  likely meant                                                                                                                 -------eghilmnoossttuwyI',?
     3,460 0* 0.05348%  still believe you got me,                                                                                                    aeehiklmnnstwyI'?
     3,461 0* 0.05347%  mean he                                                                                                                      -------egiiklllmnoosstttuwyyI',?
     3,462 0* 0.05346%  want to hug me                                                                                                               -------eeiiklllmnosstyyI',?
     3,463 0* 0.06407%  want to hug me?                                                                                                              -------eeiiklllmnosstyyI',
     3,464 0* 0.05345%  gonna tell me I'm the                                                                                                        -------iiklosstuwyy,?
     3,465 0* 0.05336%  win the game you like,                                                                                                       -------llmnossttyI'?
     3,466 0* 0.05335%  win? I mean                                                                                                                  -------eeghiklllmoosstttuyy',
     3,467 0* 0.05852%  win? I mean,                                                                                                                 -------eeghiklllmoosstttuyy'
     3,468 0* 0.08479%  win? I mean, you                                                                                                             -------eeghiklllmossttty'
     3,469 0* 0.05607%  win? I mean, you lose                                                                                                        -------eghikllmsttty'
     3,470 0* 0.05331%  want me to lie my                                                                                                            -------eghikllnosstuyI',?
     3,471 0* 0.05331%  won't ask him                                                                                                                -------eeegilllmnosttuyyI,?
     3,472 0* 0.05330%  must believe me now, eh                                                                                                      aegiiklllnosttyyI'?
     3,473 0* 0.08065%  must believe me now, eh?                                                                                                     aegiiklllnosttyyI'
     3,474 0* 0.05328%  lost me on                                                                                                                   -------aeeghiikllmnsttuwyyI',?
     3,475 0* 0.05327%  think you still want                                                                                                         -------eeeglmmosyI',?
     3,476 0* 0.05324%  must take my                                                                                                                 -------eeghiilllnnoostwyI',?
     3,477 0* 0.05323%  might'                                                                                                                       -------aeeeiklllmnnoossttuwyyI,?
     3,478 0* 0.05316%  must know a little                                                                                                           -------eeghilmnosyyI',?
     3,479 0* 0.05307%  two talk                                                                                                                     -------eeeghiillmmnnosstuyyI',?
     3,480 0* 0.05305%  think you'll win,                                                                                                            -------aeeeglmmossttyI?
     3,481 0* 0.05299%  must now go                                                                                                                  -------aeeehiiklllmnsttyyI',?
     3,482 0* 0.05299%  gotta know                                                                                                                   -------eeehiilllmmnsstuyyI',?
     3,483 0* 0.05298%  talking to me, my                                                                                                            -------eehillnosstuwyI'?
     3,484 0* 0.05295%  must now believe me?                                                                                                         aeeghiiklllnosttyyI',
     3,485 0* 0.05293%  gonna meet                                                                                                                   -------ehiiklllmossttuwyyI',?
     3,486 0* 0.14356%  gonna meet him                                                                                                               -------eiklllossttuwyyI',?
     3,487 0* 0.11431%  gonna meet him?                                                                                                              -------eiklllossttuwyyI',
     3,488 0* 0.05293%  tell me how I                                                                                                                -------aegiiklmnnossttuyy',?
     3,489 0* 0.05291%  win the moment you                                                                                                           -------aegiklllsstyI',?
     3,490 0* 0.05289%  now believe me,                                                                                                              aeeghiiklllmnosstttuyyI'?
     3,491 0* 0.05288%  know that's my                                                                                                               -------eeegiilllmnostuyI,?
     3,492 0* 0.05288%  won't see me lying                                                                                                           -------ahikllmosttuyI,?
     3,493 0* 0.05286%  see, now I                                                                                                                   -------aeghiiklllmmnostttuyy'?
     3,494 0* 0.05283%  all think                                                                                                                    -------eeegilmmnoossttuwyyI',?
     3,495 0* 0.06320%  all think you                                                                                                                -------eeegilmmnossttwyI',?
     3,496 0* 0.05734%  all think you'                                                                                                               -------eeegilmmnossttwyI,?
     3,497 0* 0.05283%  guys want to believe me?                                                                                                     eehiiklllmnostyI',
     3,498 0* 0.05281%  won't like my team                                                                                                           -------eghillnosstuyI,?
     3,499 0* 0.05277% 'll let me stay in                                                                                                            -------eghikmnoostuwyI,?
     3,500 0* 0.05536% 'll let me stay in the                                                                                                        -------gikmnoosuwyI,?
     3,501 0* 0.05274% 'll let me go now, then                                                                                                       -------aiikmsstuyyI?
     3,502 0* 0.09396% 'll let me go now, then?                                                                                                      -------aiikmsstuyyI
     3,503 0* 0.05269%  tell me what you got                                                                                                         -------eiiklmnnssyI',?
     3,504 0* 0.05267%  still believe me? I'm talking                                                                                                eehnoostuwyy,
     3,505 0* 0.05262%  still won the game, you                                                                                                      -------eiklmnstyI'?
     3,506 0* 0.05261%  still believe that you knew                                                                                                  eegilmmnosyI',?
     3,507 0* 0.05259%  losing any                                                                                                                   -------eeehikllmmostttuwyI',?
     3,508 0* 0.05256%  think you won,                                                                                                               -------aeeegilllmmssttyI'?
     3,509 0* 0.05249%  like a                                                                                                                       -------eeghillmmnnoosstttuwyyI',?
     3,510 0* 0.05243% 'll want me to go                                                                                                             -------eehiiklmnsstuyyI,?
     3,511 0* 0.05242%  still believe I'm the one                                                                                                    aegiklmnostuwyy,?
     3,512 0* 0.05239%  talking to him yet                                                                                                           -------eellmnossuwyI',?
     3,513 0* 0.11506%  talking to him yet?                                                                                                          -------eellmnossuwyI',
     3,514 0* 0.05239%  not believe me, you                                                                                                          aeeghiiklllmnssttwyI'?
     3,515 0* 0.05238%  want some, you                                                                                                               -------eeghiiklllmnsttyI'?
     3,516 0* 0.05232%  win the title                                                                                                                -------aegkllmmnoossuyyI',?
     3,517 0* 0.05227%  won't tell me you believe in this                                                                                            aegklmsyI,?
     3,518 0* 0.05224%  gonna sit                                                                                                                    -------eeehiklllmmosttuwyyI',?
     3,519 0* 0.05221%  still owe me a hug,                                                                                                          -------eiklmnnosttyyI'?
     3,520 0* 0.05220%  lost the game, I'                                                                                                            -------eiikllmnnostuwyy?
     3,521 0* 0.07346%  lost the game, I'm                                                                                                           -------eiikllnnostuwyy?
     3,522 0* 0.05219%  won't let me believe                                                                                                         aeghiikllmnosstuyyI,?
     3,523 0* 0.06022%  won't let me believe you                                                                                                     aeghiikllmnsstyI,?
     3,524 0* 0.05217%  win the game, let                                                                                                            -------ikllmnoosstuyyI'?
     3,525 0* 0.08401%  win the game, let'                                                                                                           -------ikllmnoosstuyyI?
     3,526 0* 0.12593%  win the game, let's                                                                                                          -------ikllmnoostuyyI?
     3,527 0* 0.05217%  know me, I'm not                                                                                                             -------aeeghiilllssttuyy?
     3,528 0* 0.05208%  win the game like                                                                                                            -------llmnoossttuyyI',?
     3,529 0* 0.05659%  win the game like you                                                                                                        -------llmnossttyI',?
     3,530 0* 0.05206%  guys know that I'                                                                                                            -------eeeiilllmmnosty,?
     3,531 0* 0.06759%  guys know that I'm                                                                                                           -------eeeiilllmnosty,?
     3,532 0* 0.05203%  still believe in you                                                                                                         aeeeghklmmnosttwyI',?
     3,533 0* 0.05359%  still believe in you?                                                                                                        aeeeghklmmnosttwyI',
     3,534 0* 0.05202%  listen, you                                                                                                                  -------aeeghikllmmnosttwyI'?
     3,535 0* 0.05201%  lost the game we                                                                                                             -------iikllmnnostuyyI',?
     3,536 0* 0.05199%  won't make my                                                                                                                -------eeghiilllnossttuyI,?
     3,537 0* 0.05199%  win at this                                                                                                                  -------eeegklllmmnoostuyyI',?
     3,538 0* 0.05198%  think we'll see any                                                                                                          -------gilmmoosttuyI,?
     3,539 0* 0.05193%  know, I believe you might                                                                                                    aeeeilllmnsstty'?
     3,540 0* 0.05192%  gonna show                                                                                                                   -------eeeiiklllmmstttuyyI',?
     3,541 0* 0.22103%  gonna show me                                                                                                                -------eeiiklllmstttuyyI',?
     3,542 0* 0.05191%  gonna lose?                                                                                                                  -------eehiikllmmstttuwyyI',
     3,543 0* 0.05190%  want him                                                                                                                     -------eeegiklllmnoossttuyyI',?
     3,544 0* 0.05183%  wins                                                                                                                         -------aeeeghiklllmmnoostttuyyI',?
     3,545 0* 0.05181%  see that,                                                                                                                    -------egiiklllmmnnoostuwyyI'?
     3,546 0* 0.05181%  still a                                                                                                                      -------eeeghiklmmnnoosttuwyyI',?
     3,547 0* 0.05180% 'll believe that, won                                                                                                         eeegiiklmmnosstuyyI?
     3,548 0* 0.05176%  lost to the                                                                                                                  -------aeegiikllmmnnsuwyyI',?
     3,549 0* 0.05173%  know it, man                                                                                                                 -------eeeghilllmossttuyyI'?
     3,550 0* 0.05170%  talking to?                                                                                                                  -------eeehillmmnosstuwyyI',
     3,551 0* 0.05170% 'll now see                                                                                                                   -------aeghiiklmmnostttuyyI,?
     3,552 0* 0.05170%  tell me what to                                                                                                              -------egiiklmnnossuyyI',?
     3,553 0* 0.05167%  think you'll get a                                                                                                           -------eeilmmnosstwyI,?
     3,554 0* 0.05166%  win, you'                                                                                                                    -------aeeeghiklllmmnosstttyI?
     3,555 0* 0.05164%  lost the game I                                                                                                              -------eiikllmnnostuwyy',?
     3,556 0* 0.05161%  want me to lie some                                                                                                          -------ghikllnstuyyI',?
     3,557 0* 0.05161%  make me                                                                                                                      -------eghiilllnnoosstttuwyyI',?
     3,558 0* 0.05160%  gonna let him kill us?                                                                                                       -------eemosttwyyI',
     3,559 0* 0.05158% 'll let me take this win                                                                                                      -------gmnoosuyyI,?
     3,560 0* 0.07541% 'll let me take this win,                                                                                                     -------gmnoosuyyI?
     3,561 0* 0.05153%  see? I know all                                                                                                              -------eghiilmmnostttuyy',
     3,562 0* 0.05149%  think I'm a                                                                                                                  -------eeegilllmnoossttuwyy,?
     3,563 0* 0.05148%  know enough, I                                                                                                               -------aeeiilllmmsstttyy'?
     3,564 0* 0.05139%  guys make the                                                                                                                -------eiilllmnnoosttwyI',?
     3,565 0* 0.05139%  know my team                                                                                                                 -------eeghiilllnossttuyI',?
     3,566 0* 0.05134% 'll take me                                                                                                                   -------eghiilmnnoossttuwyyI,?
     3,567 0* 0.05134% 'll get the                                                                                                                   -------aeiiklmmnnoosstuwyyI,?
     3,568 0* 0.05134%  still think you got me? I                                                                                                    -------aeelmnswy',
     3,569 0* 0.05931%  still think you got me? I believe                                                                                            aeelmnswy',
     3,570 0* 0.05133%  won't believe him?                                                                                                           aeeegiklllmnossttuyyI,
     3,571 0* 0.05127%  win all the money?                                                                                                           -------egiklmossttuyI',
     3,572 0* 0.05126%  guys won't let me talk my                                                                                                    -------ehiilnosI,?
     3,573 0* 0.05125%  still believe the game'                                                                                                      eiklmnnoostuwyyI,?
     3,574 0* 0.05121% 'll let me win this one, I believe                                                                                            agkmostuyy?
     3,575 0* 0.06750% 'll let me win this one, I believe?                                                                                           agkmostuyy
     3,576 0* 0.05113%  won't believe the guys                                                                                                       aeeiiklllmmnostyI,?
     3,577 0* 0.05110% 'll let him know                                                                                                              -------aeegimnossttuyyI,?
     3,578 0* 0.05104%  owe me ten                                                                                                                   -------aghiiklllmnossttuyyI',?
     3,579 0* 0.05104%  know any guys                                                                                                                -------eeehiilllmmostttI',?
     3,580 0* 0.05100%  still believe me when you talk?                                                                                              egimnostyI',
     3,581 0* 0.05094%  won't tell me you believe in him?                                                                                            aegklsstyI,
     3,582 0* 0.05089%  believe you win this                                                                                                         aeeegklllmmnosttyI',?
     3,583 0* 0.06856%  believe you win this game                                                                                                    eeklllmnosttyI',?
     3,584 0* 0.08045%  believe you win this game?                                                                                                   eeklllmnosttyI',
     3,585 0* 0.05088%  won't likely believe                                                                                                         aeeghilmmnossttuyI,?
     3,586 0* 0.16282%  won't likely believe this                                                                                                    aeeglmmnostuyI,?
     3,587 0* 0.14613%  won't likely believe this,                                                                                                   aeeglmmnostuyI?
     3,588 0* 0.05087%  still like how                                                                                                               -------aeegmmnnosttuyyI',?
     3,589 0* 0.05085%  want to hug?                                                                                                                 -------eeeiiklllmmnosstyyI',
     3,590 0* 0.05084%  gonna see my                                                                                                                 -------ehiiklllmostttuwyI',?
     3,591 0* 0.05083%  see that'                                                                                                                    -------egiiklllmmnnoostuwyyI,?
     3,592 0* 0.05083%  must know I'm lying?                                                                                                         -------aeeehillostty,
     3,593 0* 0.05079%  think it'll                                                                                                                  -------aeeeglmmnoosstuwyyI,?
     3,594 0* 0.05069%  win the game, only you                                                                                                       -------eikllmssttI'?
     3,595 0* 0.05064%  will believe me, yes                                                                                                         aeghiklmnnoostttuyI'?
     3,596 0* 0.09268%  will believe me, yes?                                                                                                        aeghiklmnnoostttuyI'
     3,597 0* 0.05063%  win, I believe                                                                                                               aeeeghiklllmmnoosstttuyy'?
     3,598 0* 0.05062% 'll listen now                                                                                                                -------aeeghikmmosttuyyI,?
     3,599 0* 0.05061%  still talking? I                                                                                                             -------eeehmmnoostuwyy',
     3,600 0* 0.05060%  ate my                                                                                                                       -------eeghiiklllmnnoossttuwyI',?
     3,601 0* 0.05059%  still gonna let                                                                                                              -------eehikmmostuwyyI',?
     3,602 0* 0.24432%  still gonna let me                                                                                                           -------ehikmostuwyyI',?
     3,603 0* 0.05055%  guys won't let me take                                                                                                       -------hiillmnosyI,?
     3,604 0* 0.05051%  see, when talking                                                                                                            -------illmmoosttuyyI'?
     3,605 0* 0.05049%  got me, my                                                                                                                   -------aeehiiklllnnossttuwyI'?
     3,606 0* 0.05049%  still believe me until                                                                                                       aeeghkmnoostwyyI',?
     3,607 0* 0.05049%  see, how                                                                                                                     -------aegiiklllmmnnostttuyyI'?
     3,608 0* 0.05046%  might say I                                                                                                                  -------eeeiklllmnnoosttuwy',?
     3,609 0* 0.05045%  guys, who                                                                                                                    -------aeeeiiklllmmnnostttyI'?
     3,610 0* 0.05042%  want to go see my                                                                                                            -------ehiiklllmnstuyI',?
     3,611 0* 0.05041%  got it all?                                                                                                                  -------eeehiklmmnnosstuwyyI',
     3,612 0* 0.05040%  see, they                                                                                                                    -------agiiklllmmnnoosttuwyI'?
     3,613 0* 0.05038%  got this one                                                                                                                 -------aeeiklllmmnstuwyyI',?
     3,614 0* 0.05761%  got this one,                                                                                                                -------aeeiklllmmnstuwyyI'?
     3,615 0* 0.05270%  got this one?                                                                                                                -------aeeiklllmmnstuwyyI',
     3,616 0* 0.05037% 'll let me believe that                                                                                                       egiikmnnoossuwyyI,?
     3,617 0* 0.05036%  know the game I                                                                                                              -------eiilllmnossttuyy',?
     3,618 0* 0.05030% 'll let me in on this game?                                                                                                   -------kostuwyyI,
     3,619 0* 0.05027%  all know this                                                                                                                -------eeegilmmnosttuyyI',?
     3,620 0* 0.05022%  must believe in me?                                                                                                          aeeghiklllnoosttwyyI',
     3,621 0* 0.05021%  like how it'                                                                                                                 -------aeegllmmnnossttuyyI,?
     3,622 0* 0.07558%  like how it's                                                                                                                -------aeegllmmnnosttuyyI,?
     3,623 0* 0.05020%  think I'm not                                                                                                                -------aeeegilllmosstuwyy,?
     3,624 0* 0.05020%  won't see them                                                                                                               -------agiiklllmnostuyyI,?
     3,625 0* 0.05015%  see how I'                                                                                                                   -------aegiiklllmmnnostttuyy,?
     3,626 0* 0.05599%  see how I'm                                                                                                                  -------aegiiklllmnnostttuyy,?
     3,627 0* 0.05014%  guys won that                                                                                                                -------eeeiiklllmmnostyI',?
     3,628 0* 0.05013%  might as well let                                                                                                            -------eikmnnoostuyyI',?
