dang!! Dude, I just remembered how life is sad
     6,524 0* 0.00486% (99.592%) (  7%)  dang I set                                                                                                                   ----------addefhiijlossuuw!!D,
     6,525 0* 0.00486% (99.592%) ( 64%)  dang, I just shed                                                                                                            ----------adefiilosuw!!D
     6,526 0* 0.00486% (99.592%) ( 13%)  god the                                                                                                                      ----------aaddefiijlnsssuuw!!D,I
     6,527 0* 0.00486% (99.593%) ( 86%)  dang I just remembered how, dude                                                                                             aefiilss!!D
     6,528 0* 0.00486% (99.593%) ( 24%)  dang, so what I                                                                                                              ----------ddeefiijlssuu!!D
     6,529 0* 0.00485% (99.593%) ( 47%)  dang, I just remembered we do a self                                                                                         dhiisu!!D
     6,530 0* 0.00485% (99.593%) ( 16%)  god, I said the                                                                                                              ----------adefijlnssuuw!!D
     6,531 0* 0.00485% (99.593%) ( 47%)  gosh, I just remembered a dude was                                                                                           defiiln!!D
     6,532 0* 0.00485% (99.593%) ( 49%)  dang dude I just remembered how a self                                                                                       iis!!D,
     6,533 0* 0.00485% (99.593%) ( 39%)  dang dude I just remembered of                                                                                               aehiilssw!!D,
     6,534 0* 0.00485% (99.593%) ( 62%)  dang, did she                                                                                                                ----------aefijlosstuuw!!DI
     6,535 0* 0.01459% (99.593%) ( 78%)  dang, did she just                                                                                                           ----------aefilosuw!!DI
     6,536 0* 0.00484% (99.593%) ( 62%) , dangs                                                                                                                       ----------addeefhiijlosstuuw!!DI
     6,537 0* 0.00484% (99.593%) ( 28%)  dang, I remembered this as                                                                                                   ddeefijlosuuw!!D
     6,538 0* 0.00484% (99.593%) ( 40%)  dang, I just remembered how us as                                                                                            ddeefiil!!D
     6,539 0* 0.00484% (99.593%) ( 66%)  dang, I just remembered who did!!                                                                                            aeefilssuD
     6,540 0* 0.00484% (99.593%) ( 64%)  gosh I just remembered, wasn                                                                                                 adddeefiilu!!D
     6,541 0* 0.00484% (99.593%) ( 64%)  dang i just remembered!!                                                                                                     addeefhilossuwD,I
     6,542 0* 0.00484% (99.593%) ( 51%)  dang, I just remembered how a fuel                                                                                           ddeiiss!!D
     6,543 0* 0.00484% (99.593%) ( 25%) , I just remembered we did find a use                                                                                         aghlos!!D
     6,544 0* 0.00484% (99.593%) ( 15%)  dude, I just remembered losing is                                                                                            aadefhw!!D
     6,545 0* 0.00484% (99.593%) ( 52%)  dang dudes, I remembered                                                                                                     aefhiijlosstuw!!D
     6,546 0* 0.00682% (99.593%) ( 63%)  dang dudes, I remembered what                                                                                                efiijlossu!!D
     6,547 0* 0.00484% (99.593%) (  7%)  no, I just remembered we had a life                                                                                          ddgissu!!D
     6,548 0* 0.00483% (99.593%) ( 32%) , I told                                                                                                                      ----------aaddeefghiijnsssuuw!!D
     6,549 0* 0.00483% (99.594%) (  7%)  dang it, I used a                                                                                                            ----------defhijlossuw!!D
     6,550 0* 0.00483% (99.594%) ( 15%)  dang, did I out                                                                                                              ----------aeefhijlsssuw!!D
     6,551 0* 0.00483% (99.594%) ( 24%) , it was sad                                                                                                                  ----------ddeefghijlnosuu!!DI
     6,552 0* 0.00483% (99.594%) ( 19%)  dang, I just remembered a whole use                                                                                          ddfiis!!D
     6,553 0* 0.00483% (99.594%) ( 16%)  dang!! I just remembered we die of a                                                                                         dhilssuD,
     6,554 0* 0.00483% (99.594%) ( 28%)  dang, just remembered I died of se                                                                                           ahilsuw!!D
     6,555 0* 0.00483% (99.594%) ( 87%) , dads                                                                                                                        ----------adeefghiijlnosstuuw!!DI
     6,556 0* 0.00482% (99.594%) ( 20%) , I just remembered we had no fuel                                                                                            addgiiss!!D
     6,557 0* 0.00482% (99.594%) (  9%)  dang, I use the                                                                                                              ----------addfiijlossuw!!D
     6,558 0* 0.00482% (99.594%) ( 78%) , I just remembered how as                                                                                                    adddeefgiilnsu!!D
     6,559 0* 0.00482% (99.594%) ( 18%)  dang, I remembered death                                                                                                     defiijlosssuuw!!D
     6,560 0* 0.00482% (99.594%) ( 23%)  gee, I just remembered who                                                                                                   aadddfiilnssu!!D
     6,561 0* 0.00923% (99.594%) ( 30%)  gee, I just remembered who said                                                                                              addfilnsu!!D
     6,562 0* 0.00482% (99.594%) ( 18%)  dang, did I set                                                                                                              ----------aefhijlossuuw!!D
     6,563 0* 0.00482% (99.594%) ( 19%) , I just remembered we did die of gas                                                                                         ahlnsu!!D
     6,564 0* 0.00482% (99.594%) ( 76%) , who just died                                                                                                               ----------aadefgilnssu!!DI
     6,565 0* 0.00482% (99.594%) ( 71%) , dang!! I just remembered how a dude                                                                                         efiilssD
     6,566 0* 0.00482% (99.594%) ( 71%)  dang I just remembered we should die,                                                                                        afis!!D
     6,567 0* 0.00482% (99.594%) ( 77%)  dang, I had just remembered if we                                                                                            deilossu!!D
     6,568 0* 0.00482% (99.594%) ( 23%)  dude, this is awful                                                                                                          ----------adegjnos!!DI
     6,569 0* 0.00481% (99.594%) ( 34%)  dang, I just remembered if we do use                                                                                         adhils!!D
     6,570 0* 0.00481% (99.594%) ( 15%)  dang, just remembered I also die if                                                                                          dehsuw!!D
     6,571 0* 0.00481% (99.594%) ( 72%)  dang, I just remembered did                                                                                                  aeefhilossuw!!D
     6,572 0* 0.00481% (99.594%) (  9%)  dang I just remembered how die is a                                                                                          deflsu!!D,
     6,573 0* 0.00481% (99.594%) ( 26%)  dang, I just remembered a do                                                                                                 deefhiilssuw!!D
     6,574 0* 0.00481% (99.594%) ( 68%) , dang I just had                                                                                                             ----------deefiilossuw!!D
     6,575 0* 0.00481% (99.594%) ( 34%)  this was                                                                                                                     ----------adddeefgijlnosuu!!D,I
     6,576 0* 0.00480% (99.594%) (  6%)  no, I remembered what                                                                                                        adddeefgiijlsssuu!!D
     6,577 0* 0.00480% (99.594%) ( 19%)  dang I just remembered disease!!                                                                                             dfhilouwD,
     6,578 0* 0.00480% (99.594%) ( 66%) , who is sad                                                                                                                  ----------addeefgijlnstuu!!DI
     6,579 0* 0.00480% (99.594%) ( 21%)  dang, I just remembered of a side                                                                                            dehilsuw!!D
     6,580 0* 0.00479% (99.594%) ( 34%)  I just remembered how life is sad                                                                                            addegnu!!D,
     6,581 0* 0.01437% (99.594%) (  8%)  I just remembered how life is sad and                                                                                        degu!!D,
     6,582 0* 0.00479% (99.594%) ( 47%) , and I just remembered we                                                                                                    addefghiilossu!!D
     6,583 0* 0.00479% (99.594%) ( 77%)  dang, we just remembered I had                                                                                               defiilossu!!D
     6,584 0* 0.00479% (99.594%) ( 52%)  dang!! I just saw                                                                                                            ----------ddeefhiilosuD,
     6,585 0* 0.00479% (99.594%) ( 33%)  dang, i just remembered who else                                                                                             addfisu!!DI
     6,586 0* 0.00478% (99.594%) ( 55%)  dang I just remembered how de                                                                                                adefiilssu!!D,
     6,587 0* 0.00478% (99.594%) ( 33%)  I just remembered how sad feeling                                                                                            addisu!!D,
     6,588 0* 0.00478% (99.594%) ( 65%)  dang just remembered how dead                                                                                                efiilssu!!D,I
     6,589 0* 0.00478% (99.594%) ( 27%)  dang shoulda                                                                                                                 ----------deefiijsstuw!!D,I
     6,590 0* 0.00478% (99.595%) ( 13%)  god, I just remembered a new issue!!                                                                                         addfhilD
     6,591 0* 0.00478% (99.595%) ( 51%)  dang, I just remembered we folded a                                                                                          hiissu!!D
     6,592 0* 0.00478% (99.595%) ( 67%)  dang just did                                                                                                                ----------aeefhilossuw!!D,I
     6,593 0* 0.00478% (99.595%) ( 29%)  dang, I just remembered issue                                                                                                addefhilow!!D
     6,594 0* 0.00478% (99.595%) (  3%)  no, the                                                                                                                      ----------aadddefgiijlsssuuw!!DI
     6,595 0* 0.00477% (99.595%) ( 60%)  dang, I just remembered how se                                                                                               addefiilsu!!D
     6,596 0* 0.00477% (99.595%) ( 25%)  dang, I remembered this old                                                                                                  adeefijssuuw!!D
     6,597 0* 0.01232% (99.595%) (  8%)  dang, I remembered this old issue                                                                                            adefjuw!!D
     6,598 0* 0.00477% (99.595%) ( 13%)  dang I just remembered we failed so                                                                                          dhisu!!D,
     6,599 0* 0.00477% (99.595%) (  1%)  no I just remembered we die                                                                                                  aaddfghilssu!!D,
     6,600 0* 0.00477% (99.595%) ( 32%) , I just remembered how an                                                                                                    adddeefgiilssu!!D
     6,601 0* 0.00476% (99.595%) ( 19%)  gosh I just remembered we die                                                                                                aaddfilnsu!!D,
     6,602 0* 0.00476% (99.595%) ( 65%)  dang, us                                                                                                                     ----------addeefhiijlosstuw!!DI
     6,603 0* 0.00476% (99.596%) ( 10%)  nuts, I used                                                                                                                 ----------aaddefghiijlosw!!D
     6,604 0* 0.00476% (99.596%) ( 80%)  dang, I just remembered selfish dude                                                                                         aiow!!D
     6,605 0* 0.00476% (99.596%) ( 27%)  dang, i just remembered i was old                                                                                            deefhsu!!DI
     6,606 0* 0.00476% (99.596%) ( 71%)  dang, dude I just remembered whose                                                                                           afiils!!D
     6,607 0* 0.00476% (99.596%) ( 49%) , I just remembered a design flaw so                                                                                          ddehiu!!D
     6,608 0* 0.00476% (99.596%) ( 37%)  dang dudes, it was                                                                                                           ----------efhijlosu!!DI
     6,609 0* 0.00475% (99.596%) ( 20%)  dang it, whose                                                                                                               ----------addefijlssuu!!DI
     6,610 0* 0.00674% (99.596%) (  1%)  dang it, whose idea                                                                                                          ----------dfjlssuu!!DI
     6,611 0* 0.00475% (99.596%) ( 73%)  gosh, I just remembered a few dudes in                                                                                       adil!!D
     6,612 0* 0.00475% (99.596%) ( 21%)  god, I just remembered he was inside                                                                                         adflu!!D
     6,613 0* 0.00475% (99.596%) ( 43%)  dang, I just remembered do                                                                                                   adeefhiilssuw!!D
     6,614 0* 0.00475% (99.596%) (  4%)  no I guess                                                                                                                   ----------aadddefhiijlstuw!!D,
     6,615 0* 0.00602% (99.596%) (  1%)  no I guess it                                                                                                                ----------aadddefhijlsuw!!D,
     6,616 0* 0.00711% (99.596%) (  0%)  no I guess it is                                                                                                             ----------aadddefhjluw!!D,
     6,617 0* 0.00475% (99.596%) ( 65%)  dang dude, I just remembered i                                                                                               aefhilossw!!D
     6,618 0* 0.00500% (99.596%) ( 55%)  dang dude, I just remembered i was                                                                                           efhilos!!D
     6,619 0* 0.00475% (99.596%) ( 47%)  dang, I just remembered we also def                                                                                          dhiisu!!D
     6,620 0* 0.00475% (99.596%) ( 71%)  god, I just remembered we had flies                                                                                          adinsu!!D
     6,621 0* 0.01325% (99.596%) ( 61%)  god, I just remembered we had flies in                                                                                       adsu!!D
     6,622 0* 0.00916% (99.596%) ( 75%)  god, I just remembered we had flies and                                                                                      isu!!D
     6,623 0* 0.00475% (99.596%) ( 55%)  gosh, I just remembered we did send a                                                                                        afilu!!D
     6,624 0* 0.00475% (99.596%) ( 41%) , I just remembered feeling sad is how                                                                                        addu!!D
     6,625 0* 0.00474% (99.596%) ( 28%) , I just remembered losing a dude                                                                                             adefhisw!!D
     6,626 0* 0.00474% (99.596%) ( 45%)  dang, just remembered how i die                                                                                              adeflssu!!DI
     6,627 0* 0.00474% (99.596%) ( 21%) , I just remembered we also send                                                                                              addfghiiu!!D
     6,628 0* 0.00474% (99.596%) ( 52%)  god I just remembered a few                                                                                                  addehiilnssu!!D,
     6,629 0* 0.00474% (99.596%) ( 40%)  dang, I just remembered how as life is                                                                                       ddeu!!D
     6,630 0* 0.00474% (99.596%) ( 26%)  dang, I just remembered less dead                                                                                            fhiiouw!!D
     6,631 0* 0.00474% (99.596%) ( 49%)  gosh, I just remembered we did a deal                                                                                        finsu!!D
     6,632 0* 0.00474% (99.596%) ( 74%)  dang, just did a self                                                                                                        ----------ehiosuw!!DI
     6,633 0* 0.00473% (99.596%) ( 36%)  dang, he said                                                                                                                ----------defijlosstuuw!!DI
     6,634 0* 0.00473% (99.596%) ( 14%)  dang dude it was                                                                                                             ----------efhijlossu!!D,I
     6,635 0* 0.00473% (99.596%) ( 48%)  dang just saw                                                                                                                ----------ddeefhiilosu!!D,I
     6,636 0* 0.00473% (99.596%) ( 11%) , I got a                                                                                                                     ----------adddeefhiijlnsssuuw!!D
     6,637 0* 0.00473% (99.597%) ( 44%)  dang, I just remembered how feel                                                                                             addiissu!!D
     6,638 0* 0.00473% (99.597%) ( 47%)  dang, I just remembered awes                                                                                                 ddefhiilosu!!D
     6,639 0* 0.00473% (99.597%) ( 38%) , shit dude                                                                                                                   ----------aadefgijlnossuw!!DI
     6,640 0* 0.00473% (99.597%) ( 55%)  dang, I just remembered if a dude wishes                                                                                     lo!!D
     6,641 0* 0.00472% (99.597%) ( 51%)  dang dudes I just remembered, is                                                                                             aefhilow!!D
     6,642 0* 0.00472% (99.597%) ( 40%)  dang, I remembered we should                                                                                                 adefiijsstu!!D
     6,643 0* 0.00472% (99.597%) ( 60%)  dang I just remembered how is                                                                                                addeefilsu!!D,
     6,644 0* 0.00472% (99.597%) ( 64%)  dang, I just remembered we also died sh                                                                                      fiu!!D
     6,645 0* 0.00472% (99.597%) ( 50%)  dang, I just remembered of we                                                                                                addehiilssu!!D
     6,646 0* 0.00706% (99.597%) ( 41%)  dang, I just remembered of we died                                                                                           ahilssu!!D
     6,647 0* 0.00472% (99.597%) ( 22%) , feelings!!                                                                                                                  ----------aadddhijosstuuwDI
     6,648 0* 0.00472% (99.597%) ( 68%)  dang I just remembered, who said                                                                                             deefilsu!!D
     6,649 0* 0.00472% (99.597%) ( 63%)  dang I just remembered, awful                                                                                                ddeehiioss!!D
     6,650 0* 0.00471% (99.597%) ( 39%) , hi                                                                                                                          ----------aadddeefgijlnossstuuw!!DI
     6,651 0* 0.00471% (99.598%) ( 59%)  dang I saw                                                                                                                   ----------ddeefhiijlosstuu!!D,
     6,652 0* 0.00471% (99.598%) ( 88%) , I just remembered how sad D                                                                                                 addeefgiilnsu!!
     6,653 0* 0.00471% (99.598%) ( 70%)  dang I just remembered if we should                                                                                          adeis!!D,
     6,654 0* 0.01960% (99.598%) ( 29%)  dang I just remembered if we should die                                                                                      as!!D,
     6,655 0* 0.00649% (99.598%) ( 71%)  dang I just remembered if we should die,                                                                                     as!!D
     6,656 0* 0.00471% (99.598%) ( 31%) , i                                                                                                                           ----------aadddeefghijlnossstuuw!!DI
     6,657 0* 0.00584% (99.600%) ( 22%) , i guess                                                                                                                     ----------aadddefhijlnostuw!!DI
     6,658 0* 0.00471% (99.600%) ( 39%) , just don                                                                                                                    ----------aaddeefghiilssuw!!DI
     6,659 0* 0.00471% (99.600%) ( 21%)  shit dudes I                                                                                                                 ----------aadefgijlnosuw!!D,
     6,660 0* 0.00471% (99.600%) (  8%)  dang I just remembered a solid                                                                                               deefhisuw!!D,
     6,661 0* 0.00471% (99.600%) ( 37%)  dang, I remembered we had                                                                                                    defiijlossstuu!!D
     6,662 0* 0.00471% (99.600%) ( 19%) , I guess at                                                                                                                  ----------adddefhiijlnosuw!!D
     6,663 0* 0.00471% (99.601%) ( 41%)  dang, just said I                                                                                                            ----------deefhilosuw!!D
     6,664 0* 0.00471% (99.601%) ( 41%)  dang, I used this                                                                                                            ----------adefijlosuw!!D
     6,665 0* 0.00471% (99.601%) (  4%)  dang, the idea                                                                                                               ----------dfijlosssuuw!!DI
     6,666 0* 0.00492% (99.601%) (  2%)  dang, the idea of                                                                                                            ----------dijlsssuuw!!DI
     6,667 0* 0.00471% (99.601%) ( 60%)  dang!! I just remembered how dis                                                                                             adeefilsuD,
     6,668 0* 0.00531% (99.601%) ( 44%)  dang!! I just remembered how dissed                                                                                          aefiluD,
     6,669 0* 0.00471% (99.601%) ( 20%) , I found this                                                                                                                ----------aaddeegijlssuw!!D
     6,670 0* 0.00470% (99.601%) ( 41%)  dang, this sad                                                                                                               ----------deefijlosuuw!!DI
     6,671 0* 0.00470% (99.601%) ( 27%)  dang, should I use                                                                                                           ----------adefiijstw!!D
     6,672 0* 0.00470% (99.601%) ( 61%)  gah, I just remembered a                                                                                                     dddeefiilnossuw!!D
     6,673 0* 0.00470% (99.601%) ( 32%) , I just remembered we found a less                                                                                           addghii!!D
     6,674 0* 0.00470% (99.601%) ( 27%) , I just said a                                                                                                               ----------ddeefghilnosuw!!D
     6,675 0* 0.00470% (99.601%) ( 28%) , shouldn                                                                                                                     ----------aaddeefgiijsstuw!!DI
     6,676 0* 0.00469% (99.601%) ( 65%)  dude, I just remembered who is                                                                                               aadefgilns!!D
     6,677 0* 0.00469% (99.601%) ( 78%)  dang, I just remembered who us                                                                                               addeefiils!!D
     6,678 0* 0.00469% (99.601%) ( 71%)  dang, I just remembered if we sold                                                                                           adehisu!!D
     6,679 0* 0.00469% (99.601%) (  2%)  sweet, I remembered a song                                                                                                   adddfhiijlsuu!!D
     6,680 0* 0.00469% (99.601%) (  5%) , I just remembered we did a season                                                                                           dfghilu!!D
     6,681 0* 0.00469% (99.601%) ( 17%)  I just remembered old age wasn                                                                                               ddefhiisu!!D,
     6,682 0* 0.00469% (99.601%) ( 59%)  dude, I just remembered showing                                                                                              aadefils!!D
     6,683 0* 0.00469% (99.601%) ( 47%) , I just remembered she didn                                                                                                  aadefgilosuw!!D
     6,684 0* 0.00469% (99.601%) ( 85%) , I did just                                                                                                                  ----------aadeefghilnossuw!!D
     6,685 0* 0.00469% (99.601%) (  3%)  dang this feels so                                                                                                           ----------addijuuw!!D,I
     6,686 0* 0.00468% (99.601%) ( 48%)  dude, I just had an                                                                                                          ----------efgiilossw!!D
     6,687 0* 0.00468% (99.601%) ( 37%)  dudes, now                                                                                                                   ----------aadefghiijlsstu!!DI
     6,688 0* 0.00491% (99.601%) ( 27%)  dudes, now I                                                                                                                 ----------aadefghiijlsstu!!D
     6,689 0* 0.00468% (99.601%) ( 15%) , I just remembered we died of a gas                                                                                          dhilnsu!!D
     6,690 0* 0.00467% (99.601%) ( 68%)  dude, I just remembered how ang                                                                                              adefiilss!!D
     6,691 0* 0.00467% (99.601%) ( 39%) , I just remembered we had a field                                                                                            dginossu!!D
     6,692 0* 0.00467% (99.601%) ( 54%)  dang!! I just remembered we died, so                                                                                         afhilsuD
     6,693 0* 0.00467% (99.601%) ( 57%) , dang I just died                                                                                                            ----------aefhilossuw!!D
     6,694 0* 0.00574% (99.601%) ( 49%) , dang I just died of                                                                                                         ----------aehilssuw!!D
     6,695 0* 0.00467% (99.601%) ( 14%)  dang it, I should sue                                                                                                        ----------adefijsw!!D
     6,696 0* 0.00467% (99.601%) ( 76%)  dang, I just remembered we fused solid                                                                                       ahi!!D
     6,697 0* 0.00467% (99.601%) ( 28%)  dang do I just                                                                                                               ----------adeefhiilssuw!!D,
     6,698 0* 0.00467% (99.601%) ( 24%)  dudes, I just remembered losing                                                                                              aadefhiw!!D
     6,699 0* 0.00467% (99.601%) ( 71%) , dang I wish                                                                                                                 ----------addeefijlosstuu!!D
     6,700 0* 0.00467% (99.601%) ( 35%) , I just remembered who died using                                                                                            aadefls!!D
     6,701 0* 0.00467% (99.601%) ( 12%)  dang, I did a whole                                                                                                          ----------efijssstuu!!D
     6,702 0* 0.00467% (99.601%) ( 74%) , dang!! I just remembered how life is sad                                                                                    deuD
     6,703 0* 0.00466% (99.601%) (  3%)  nuts!! I guess                                                                                                               ----------aadddefhiijlowD,
     6,704 0* 0.00466% (99.601%) (  7%)  god, it is                                                                                                                   ----------aaddeefhjlnssuuw!!DI
     6,705 0* 0.00466% (99.601%) ( 54%)  dang, just remembered how sad is                                                                                             deefilu!!DI
     6,706 0* 0.00466% (99.601%) ( 11%)  nuts I was                                                                                                                   ----------adddeefghiijlosu!!D,
     6,707 0* 0.00466% (99.602%) ( 72%) , guess I just had                                                                                                            ----------addefiilnow!!D
     6,708 0* 0.00466% (99.602%) ( 63%) , I just remembered he said                                                                                                   addefgilnosuw!!D
     6,709 0* 0.00466% (99.602%) ( 71%)  dang dude I just remembered, life                                                                                            ahiossw!!D
     6,710 0* 0.00714% (99.602%) ( 55%)  dang dude I just remembered, life is                                                                                         ahosw!!D
     6,711 0* 0.00466% (99.602%) ( 57%)  god, dudes                                                                                                                   ----------aaefhiijlnsstuw!!DI
     6,712 0* 0.00465% (99.602%) ( 20%)  dang I just remembered we deal                                                                                               dfhiiossu!!D,
     6,713 0* 0.00465% (99.602%) ( 50%)  dang, awful                                                                                                                  ----------ddeehiijossstu!!DI
     6,714 0* 0.00465% (99.602%) ( 28%)  dang dudes, just remembered I also                                                                                           efhiiw!!D
     6,715 0* 0.00465% (99.602%) ( 63%)  dang just had                                                                                                                ----------deefiilossuw!!D,I
     6,716 0* 0.00465% (99.602%) (  5%)  dang it, I remembered how useless a                                                                                          ddfiju!!D
     6,717 0* 0.00465% (99.602%) ( 21%) , I just remembered old age is sudden                                                                                         afhiw!!D
     6,718 0* 0.00465% (99.602%) ( 70%)  dang dude I just remembered how D                                                                                            aefiilss!!,
     6,719 0* 0.00465% (99.602%) ( 22%)  dang, this did feel                                                                                                          ----------ajossuuw!!DI
     6,720 0* 0.00465% (99.602%) ( 20%)  dang, how else                                                                                                               ----------addfiijsstuu!!DI
     6,721 0* 0.00465% (99.602%) ( 73%) , dang!! I said                                                                                                               ----------deefhijlosstuuwD
     6,722 0* 0.00464% (99.602%) ( 16%) , I remembered when                                                                                                           aadddefgiijlossstuu!!D
     6,723 0* 0.00464% (99.602%) ( 74%)  dang, just remembered if we did                                                                                              aehlossu!!DI
     6,724 0* 0.00464% (99.602%) ( 85%)  dang, I just remembered who filed                                                                                            adeissu!!D
     6,725 0* 0.00464% (99.602%) ( 82%)  dang, I just did awful                                                                                                       ----------eehioss!!D
     6,726 0* 0.00464% (99.602%) ( 22%) , goats                                                                                                                       ----------adddeefhiijlnssuuw!!DI
     6,727 0* 0.00463% (99.602%) ( 66%)  dang, just remembered we did fail                                                                                            ehossu!!DI
     6,728 0* 0.00463% (99.602%) ( 26%)  dang dude I just remembered how life is as                                                                                   !!D,
     6,729 0* 0.00463% (99.602%) ( 44%)  dude, do                                                                                                                     ----------aaefghiijlnssstuw!!DI
     6,730 0* 0.00463% (99.603%) ( 10%)  dang I just remembered disease,                                                                                              dfhilouw!!D
     6,731 0* 0.00463% (99.603%) ( 34%)  dude, I just remembered a sad song!!                                                                                         efhiilwD
     6,732 0* 0.00463% (99.603%) ( 33%)  dang, it was us                                                                                                              ----------ddeefhijlosu!!DI
     6,733 0* 0.00463% (99.603%) ( 10%)  dang I just remembered if we used a                                                                                          dhilos!!D,
     6,734 0* 0.00463% (99.603%) ( 13%)  dang, I remembered the old issues!!                                                                                          adfijuwD
     6,735 0* 0.00462% (99.603%) ( 57%)  dang, who used                                                                                                               ----------adefiijlsstu!!DI
     6,736 0* 0.00462% (99.603%) ( 52%) , with                                                                                                                        ----------aadddeefgijlnosssuu!!DI
     6,737 0* 0.00462% (99.603%) ( 75%)  god I just remembered, we had                                                                                                adefiilnssu!!D
     6,738 0* 0.00462% (99.603%) ( 69%)  dang, I just remembered we died of lu                                                                                        ahiss!!D
     6,739 0* 0.00462% (99.603%) ( 54%)  dang I just remembered we used half                                                                                          diios!!D,
     6,740 0* 0.00462% (99.603%) ( 36%)  god I just remembered, isn                                                                                                   aaddeefhilsuw!!D
     6,741 0* 0.00462% (99.603%) ( 56%) , dang I did                                                                                                                  ----------aeefhijlossstuuw!!D
     6,742 0* 0.00462% (99.603%) (  2%)  I just remembered we did die of a                                                                                            aghlnssu!!D,
     6,743 0* 0.00461% (99.603%) ( 25%) , I just now remembered a                                                                                                     adddeefghiilssu!!D
     6,744 0* 0.00461% (99.603%) ( 75%)  dudes, what                                                                                                                  ----------adefgiijlnossu!!DI
     6,745 0* 0.00461% (99.603%) (  3%)  no I just remembered we used                                                                                                 aaddfghiils!!D,
     6,746 0* 0.00461% (99.603%) ( 57%)  dang I just remembered he did                                                                                                aefilossuw!!D,
     6,747 0* 0.00461% (99.603%) ( 32%)  gosh, I just remembered a dead                                                                                               defiilnsuw!!D
     6,748 0* 0.00461% (99.603%) (  3%)  dang these old                                                                                                               ----------adfiijssuuw!!D,I
     6,749 0* 0.00461% (99.603%) ( 68%)  dang, I just remembered how life dies!!                                                                                      adsuD
     6,750 0* 0.00461% (99.603%) ( 53%)  dang, I just remembered wo                                                                                                   addeefhiilssu!!D
     6,751 0* 0.00461% (99.603%) ( 80%)  fiddle, I just remembered how and                                                                                            aegissu!!D
     6,752 0* 0.00460% (99.603%) (  3%)  dang, I remembered to use                                                                                                    addefhiijlssuw!!D
     6,753 0* 0.00460% (99.603%) ( 62%)  dang, I just remembered we died of sus                                                                                       ahil!!D
     6,754 0* 0.00460% (99.603%) ( 23%)  dang, I would die                                                                                                            ----------aefhijssstu!!D
     6,755 0* 0.00460% (99.603%) ( 17%) , I just remembered old age was fine                                                                                          ddhisu!!D
     6,756 0* 0.00460% (99.603%) ( 12%) , I just remembered we also signed a                                                                                          ddfhiu!!D
     6,757 0* 0.00460% (99.603%) ( 38%) , I just remembered we did send a                                                                                             afghilosu!!D
     6,758 0* 0.00460% (99.603%) ( 25%) , dang is this                                                                                                                ----------addeefjlosuuw!!DI
     6,759 0* 0.00459% (99.603%) ( 46%)  I just remembered, we died                                                                                                   aadfghilnossu!!D
     6,760 0* 0.01044% (99.603%) ( 44%)  I just remembered, we died of                                                                                                aadghilnssu!!D
     6,761 0* 0.00459% (99.603%) ( 70%)  dang, dudes!! I just remembered a life                                                                                       hioswD
     6,762 0* 0.00459% (99.603%) ( 18%)  god, I just remembered aliens                                                                                                addefhisuw!!D
     6,763 0* 0.00459% (99.603%) ( 58%)  dang, just remembered I did lose a fish                                                                                      euw!!D
     6,764 0* 0.00459% (99.603%) (  8%)  dang, I lost a                                                                                                               ----------ddeefhiijssuuw!!D
     6,765 0* 0.00459% (99.603%) ( 82%)  dang dude I just remembered, half                                                                                            eiiossw!!D
     6,766 0* 0.00458% (99.603%) ( 56%)  dang, I just remembered he said old                                                                                          efisuw!!D
     6,767 0* 0.00458% (99.603%) ( 12%)  dude I just remembered how life is sad                                                                                       agn!!D,
     6,768 0* 0.00458% (99.603%) ( 78%)  dang, I just remembered how su                                                                                               addeefiils!!D
